sep=,
Seed,Name,Perfection,Suit_Energy,Suit_Energy_Regen
52603,Liquid Gas Sieve,0.549,+94%,+30%
52604,T-Gel Pump,0.48,+50%,+49%
52605,Liquid Gas Recycler,0.646,+80%,+42%
52606,Liquid Gas Purifier,0.04,+50%,+27%
52607,T-Gel Generator Unit,0.21,+51%,+35%
52608,Solar Tanks,0.131,+57%,+28%
52609,Solar Stabiliser,0.291,+53%,+38%
52610,Liquid Gas Pump,0.767,+84%,+46%
52611,Kinetic Pump,0.488,+88%,+30%
52612,Vacuum Sieve,0.22,+50%,+36%
52613,Solar Stabiliser,0.491,+53%,+48%
52614,Liquid Gas Recycler,0.162,+60%,+28%
52615,T-Gel Harvester,0.579,+93%,+32%
52616,Vacuum Sieve,0.663,+66%,+50%
52617,Vacuum Sieve,0.376,+77%,+30%
52618,T-Gel Harvester,0.273,+67%,+30%
52619,Kinetic Harvester,0.111,+55%,+28%
52620,Kinetic Stabiliser,0.244,+72%,+26%
52621,Vacuum Sieve,0.695,+75%,+47%
52622,Solar Harvester,0.384,+68%,+35%
52623,Solar Sieve,0.658,+91%,+37%
52624,Solar Generator Unit,0.263,+66%,+30%
52625,Kinetic Stabiliser,0.2,+50%,+35%
52626,Solar Tanks,0.16,+50%,+33%
52627,Kinetic Drain,0.173,+65%,+26%
52628,Liquid Gas Generator Unit,0.193,+67%,+26%
52629,Solar Drain,0.233,+63%,+30%
52630,Kinetic Pump,0.45,+51%,+47%
52631,Vacuum Drain,0.08,+50%,+29%
52632,Liquid Gas Harvester,0.111,+55%,+28%
52633,Vacuum Generator Unit,0.191,+55%,+32%
52634,Vacuum Tanks,0.18,+50%,+34%
52635,Vacuum Drain,0.519,+95%,+28%
52636,T-Gel Purifier,0.26,+50%,+38%
52637,Vacuum Harvester,0.102,+58%,+26%
52638,Liquid Gas Harvester,0.613,+67%,+47%
52639,Vacuum Tanks,0.4,+50%,+45%
52640,Kinetic Sieve,0.285,+76%,+26%
52641,T-Gel Tanks,0.367,+84%,+26%
52642,Solar Purifier,0.112,+59%,+26%
52643,Solar Drain,0.483,+66%,+41%
52644,Solar Pump,0.376,+79%,+29%
52645,Vacuum Recycler,0.868,+88%,+49%
52646,Liquid Gas Stabiliser,0.306,+78%,+26%
52647,T-Gel Sieve,0.413,+65%,+38%
52648,T-Gel Stabiliser,0.04,+50%,+27%
52649,Liquid Gas Tanks,0.599,+95%,+32%
52650,Vacuum Purifier,0.24,+50%,+37%
52651,Kinetic Drain,0.324,+70%,+31%
52652,Solar Filter,0.36,+50%,+43%
52653,Kinetic Drain,0.22,+50%,+36%
52654,Kinetic Tanks,0.121,+54%,+29%
52655,Solar Purifier,0.838,+89%,+47%
52656,Vacuum Tanks,0.602,+60%,+50%
52657,Liquid Gas Sieve,0.44,+50%,+47%
52658,Kinetic Drain,0.222,+58%,+32%
52659,Vacuum Drain,0.03,+51%,+26%
52660,Vacuum Generator Unit,0.345,+74%,+30%
52661,Liquid Gas Stabiliser,0.78,+99%,+39%
52662,Solar Tanks,0.325,+76%,+28%
52663,Vacuum Generator Unit,0.669,+94%,+36%
52664,Liquid Gas Pump,0.827,+82%,+50%
52665,Solar Stabiliser,0.51,+98%,+26%
52666,T-Gel Generator Unit,0.08,+50%,+29%
52667,Liquid Gas Generator Unit,0.509,+96%,+27%
52668,Vacuum Harvester,0.627,+86%,+38%
52669,Liquid Gas Sieve,0.06,+50%,+28%
52670,Solar Tanks,0.204,+68%,+26%
52671,T-Gel Sieve,0.14,+50%,+32%
52672,Vacuum Stabiliser,0.071,+55%,+26%
52673,T-Gel Tanks,0.42,+50%,+46%
52674,Liquid Gas Harvester,0.211,+53%,+34%
52675,Kinetic Sieve,0.531,+53%,+50%
52676,Vacuum Tanks,0.201,+54%,+33%
52677,Vacuum Stabiliser,0.42,+52%,+45%
52678,Liquid Gas Recycler,0.1,+50%,+30%
52679,Solar Recycler,0.04,+50%,+27%
52680,Solar Sieve,0.717,+83%,+44%
52681,Liquid Gas Sieve,0.527,+82%,+35%
52682,Liquid Gas Tanks,0.433,+67%,+38%
52683,Kinetic Generator Unit,0.091,+53%,+28%
52684,T-Gel Recycler,0.42,+52%,+45%
52685,Vacuum Sieve,0.332,+59%,+37%
52686,T-Gel Filter,0.9,+97%,+46%
52687,Solar Purifier,0.416,+81%,+30%
52688,Solar Drain,0.122,+60%,+26%
52689,Vacuum Pump,0.357,+83%,+26%
52690,Vacuum Stabiliser,0.142,+62%,+26%
52691,Liquid Gas Pump,0.42,+52%,+45%
52692,T-Gel Sieve,0.27,+51%,+38%
52693,Liquid Gas Tanks,0.141,+54%,+30%
52694,Vacuum Tanks,0.28,+52%,+38%
52695,Kinetic Tanks,0.335,+73%,+30%
52696,Vacuum Recycler,0.142,+58%,+28%
52697,Liquid Gas Harvester,0.462,+60%,+43%
52698,T-Gel Generator Unit,0.412,+61%,+40%
52699,T-Gel Generator Unit,0.325,+74%,+29%
52700,Liquid Gas Purifier,0.441,+54%,+45%
52701,Solar Generator Unit,0.312,+61%,+35%
52702,Liquid Gas Drain,0.06,+50%,+28%
52703,Vacuum Stabiliser,0.558,+91%,+32%
52704,T-Gel Harvester,0.515,+75%,+38%
52705,Solar Pump,0.314,+69%,+31%
52706,Vacuum Recycler,0.357,+83%,+26%
52707,T-Gel Stabiliser,0.516,+79%,+36%
52708,Solar Purifier,0.04,+52%,+26%
52709,Solar Stabiliser,0.224,+70%,+26%
52710,Liquid Gas Purifier,0.06,+50%,+28%
52711,Vacuum Harvester,0.051,+53%,+26%
52712,Solar Tanks,0.07,+51%,+28%
52713,Kinetic Recycler,0.12,+52%,+30%
52714,Solar Purifier,0.65,+98%,+33%
52715,T-Gel Tanks,0.362,+60%,+38%
52716,Liquid Gas Tanks,0.599,+93%,+33%
52717,Liquid Gas Tanks,0.495,+73%,+38%
52718,Kinetic Filter,0.426,+78%,+32%
52719,Liquid Gas Sieve,0.02,+50%,+26%
52720,Solar Recycler,0.657,+85%,+40%
52721,Kinetic Tanks,0.556,+77%,+39%
52722,Solar Harvester,0.1,+50%,+30%
52723,Solar Drain,0.449,+92%,+26%
52724,Liquid Gas Pump,0.121,+56%,+28%
52725,Kinetic Sieve,0.09,+51%,+29%
52726,Liquid Gas Filter,0.548,+88%,+33%
52727,Kinetic Filter,0.48,+50%,+49%
52728,Kinetic Recycler,0.645,+74%,+45%
52729,Solar Drain,0.02,+50%,+26%
52730,Solar Pump,0.427,+86%,+28%
52731,Kinetic Sieve,0.542,+60%,+47%
52732,Vacuum Filter,0.102,+58%,+26%
52733,Liquid Gas Drain,0.02,+50%,+26%
52734,T-Gel Tanks,0.442,+60%,+42%
52735,Kinetic Recycler,0.2,+50%,+35%
52736,T-Gel Sieve,0.383,+64%,+37%
52737,Kinetic Recycler,0.193,+63%,+28%
52738,Solar Harvester,0.448,+90%,+27%
52739,Solar Tanks,0.469,+92%,+27%
52740,Solar Filter,0.656,+81%,+42%
52741,Liquid Gas Purifier,0.261,+56%,+35%
52742,Vacuum Filter,0.655,+73%,+46%
52743,Kinetic Drain,0.32,+52%,+40%
52744,Vacuum Purifier,0.181,+54%,+32%
52745,Vacuum Tanks,0.263,+66%,+30%
52746,Liquid Gas Purifier,0.18,+52%,+33%
52747,Solar Pump,0.78,+97%,+40%
52748,Liquid Gas Stabiliser,0.06,+50%,+28%
52749,Solar Drain,0.162,+62%,+27%
52750,Solar Filter,0.102,+58%,+26%
52751,Liquid Gas Filter,0.646,+78%,+43%
52752,Kinetic Stabiliser,0.451,+55%,+45%
52753,Solar Tanks,0.868,+88%,+49%
52754,Liquid Gas Stabiliser,0.255,+73%,+26%
52755,Liquid Gas Stabiliser,0.386,+78%,+30%
52756,Vacuum Drain,0.132,+61%,+26%
52757,Kinetic Generator Unit,0.56,+97%,+29%
52758,Vacuum Generator Unit,0.282,+62%,+33%
52759,Vacuum Drain,0.422,+62%,+40%
52760,Kinetic Filter,0.316,+79%,+26%
52761,Kinetic Tanks,0.285,+76%,+26%
52762,Liquid Gas Harvester,0.687,+86%,+41%
52763,Vacuum Recycler,0.435,+73%,+35%
52764,Vacuum Pump,0.222,+58%,+32%
52765,Kinetic Purifier,0.24,+50%,+37%
52766,Solar Drain,0.554,+69%,+43%
52767,Vacuum Sieve,0.07,+51%,+28%
52768,Liquid Gas Stabiliser,0.54,+97%,+28%
52769,Vacuum Recycler,0.08,+50%,+29%
52770,T-Gel Filter,0.353,+63%,+36%
52771,Liquid Gas Stabiliser,0.398,+87%,+26%
52772,T-Gel Stabiliser,0.17,+51%,+33%
52773,T-Gel Purifier,0.52,+99%,+26%
52774,Kinetic Sieve,0.122,+60%,+26%
52775,T-Gel Filter,0.234,+69%,+27%
52776,Kinetic Recycler,0.24,+50%,+37%
52777,T-Gel Generator Unit,0.173,+63%,+27%
52778,Liquid Gas Harvester,0.459,+93%,+26%
52779,Kinetic Stabiliser,0.464,+72%,+37%
52780,Solar Drain,0.613,+63%,+49%
52781,Liquid Gas Harvester,0.52,+99%,+26%
52782,T-Gel Harvester,0.24,+50%,+37%
52783,Vacuum Stabiliser,0.479,+95%,+26%
52784,T-Gel Filter,0.525,+74%,+39%
52785,Kinetic Pump,0.22,+50%,+36%
52786,Vacuum Drain,0.05,+51%,+27%
52787,Liquid Gas Drain,0.397,+85%,+27%
52788,Kinetic Tanks,0.372,+61%,+38%
52789,Liquid Gas Sieve,0.633,+63%,+50%
52790,Solar Pump,0.102,+58%,+26%
52791,Kinetic Drain,0.438,+89%,+27%
52792,Solar Stabiliser,0.32,+50%,+41%
52793,Kinetic Pump,0.333,+65%,+34%
52794,Kinetic Purifier,0.324,+70%,+31%
52795,Vacuum Pump,0.549,+96%,+29%
52796,T-Gel Tanks,0.203,+66%,+27%
52797,Solar Purifier,0.293,+65%,+32%
52798,Kinetic Tanks,0.643,+64%,+50%
52799,Solar Pump,0.34,+50%,+42%
52800,Solar Filter,0.716,+79%,+46%
52801,Liquid Gas Purifier,0.539,+93%,+30%
52802,Vacuum Tanks,0.275,+75%,+26%
52803,Solar Purifier,0.08,+52%,+28%
52804,Liquid Gas Purifier,0.374,+71%,+33%
52805,Liquid Gas Stabiliser,0.377,+85%,+26%
52806,T-Gel Stabiliser,0.1,+50%,+30%
52807,Solar Generator Unit,0.244,+70%,+27%
52808,T-Gel Recycler,0.132,+61%,+26%
52809,T-Gel Purifier,0.172,+59%,+29%
52810,T-Gel Pump,0.345,+74%,+30%
52811,Vacuum Harvester,0.12,+50%,+31%
52812,Solar Filter,0.54,+97%,+28%
52813,Solar Sieve,0.03,+51%,+26%
52814,Solar Harvester,0.051,+53%,+26%
52815,T-Gel Pump,0.499,+93%,+28%
52816,Kinetic Recycler,0.231,+55%,+34%
52817,Vacuum Generator Unit,0.549,+96%,+29%
52818,Kinetic Generator Unit,0.325,+76%,+28%
52819,Solar Stabiliser,0.282,+58%,+35%
52820,Kinetic Filter,0.796,+81%,+49%
52821,Vacuum Sieve,0.3,+50%,+40%
52822,Liquid Gas Filter,0.342,+60%,+37%
52823,Solar Filter,0.296,+77%,+26%
52824,Solar Sieve,0.285,+76%,+26%
52825,Solar Recycler,0.173,+63%,+27%
52826,Vacuum Harvester,0.365,+76%,+30%
52827,Liquid Gas Harvester,0.458,+91%,+27%
52828,Vacuum Pump,0.271,+53%,+37%
52829,Vacuum Generator Unit,0.584,+72%,+43%
52830,Vacuum Pump,0.09,+51%,+29%
52831,Liquid Gas Purifier,0.382,+62%,+38%
52832,Solar Drain,0.213,+67%,+27%
52833,Solar Sieve,0.453,+67%,+39%
52834,Liquid Gas Sieve,0.223,+64%,+29%
52835,Vacuum Pump,0.271,+55%,+36%
52836,Liquid Gas Recycler,0.501,+56%,+47%
52837,Vacuum Stabiliser,0.592,+59%,+50%
52838,Liquid Gas Filter,0.31,+51%,+40%
52839,Vacuum Sieve,0.295,+75%,+27%
52840,T-Gel Drain,0.479,+93%,+27%
52841,Liquid Gas Harvester,0.112,+59%,+26%
52842,Vacuum Drain,0.463,+64%,+41%
52843,Kinetic Sieve,0.496,+79%,+35%
52844,Liquid Gas Harvester,0.346,+78%,+28%
52845,Liquid Gas Pump,0.356,+77%,+29%
52846,Liquid Gas Recycler,0.14,+50%,+32%
52847,Liquid Gas Pump,0.153,+63%,+26%
52848,Solar Sieve,0.487,+82%,+33%
52849,Kinetic Pump,0.408,+88%,+26%
52850,Solar Tanks,0.316,+79%,+26%
52851,Solar Stabiliser,0.03,+51%,+26%
52852,T-Gel Harvester,0.668,+90%,+38%
52853,Kinetic Drain,0.153,+63%,+26%
52854,Kinetic Tanks,0.344,+70%,+32%
52855,Vacuum Stabiliser,0.394,+71%,+34%
52856,T-Gel Filter,0.438,+91%,+26%
52857,Solar Sieve,0.595,+75%,+42%
52858,Vacuum Pump,0.19,+51%,+34%
52859,Vacuum Purifier,0.615,+75%,+43%
52860,Kinetic Stabiliser,0.595,+75%,+42%
52861,Liquid Gas Sieve,0.674,+69%,+49%
52862,Solar Harvester,0.183,+66%,+26%
52863,Kinetic Sieve,0.648,+88%,+38%
52864,Vacuum Generator Unit,0.121,+54%,+29%
52865,Liquid Gas Stabiliser,0.08,+50%,+29%
52866,Vacuum Harvester,0.526,+78%,+37%
52867,T-Gel Generator Unit,0.061,+54%,+26%
52868,T-Gel Harvester,0.471,+55%,+46%
52869,T-Gel Drain,0.55,+98%,+28%
52870,Solar Pump,0.091,+55%,+27%
52871,Solar Sieve,0.829,+92%,+45%
52872,Solar Stabiliser,0.586,+78%,+40%
52873,Liquid Gas Tanks,0.234,+71%,+26%
52874,Liquid Gas Stabiliser,0.364,+72%,+32%
52875,Solar Drain,0.12,+50%,+31%
52876,Solar Recycler,0.457,+83%,+31%
52877,T-Gel Harvester,0.426,+78%,+32%
52878,Kinetic Recycler,0.684,+68%,+50%
52879,Kinetic Filter,0.556,+81%,+37%
52880,Solar Recycler,0.668,+90%,+38%
52881,Kinetic Purifier,0.06,+50%,+28%
52882,T-Gel Drain,0.18,+50%,+34%
52883,T-Gel Sieve,0.54,+97%,+28%
52884,Solar Recycler,0.535,+73%,+40%
52885,T-Gel Drain,0.396,+81%,+29%
52886,Liquid Gas Pump,0.525,+76%,+38%
52887,Kinetic Stabiliser,0.071,+55%,+26%
52888,Vacuum Harvester,0.491,+53%,+48%
52889,Kinetic Drain,0.172,+59%,+29%
52890,Liquid Gas Generator Unit,0.36,+50%,+43%
52891,Solar Recycler,0.275,+75%,+26%
52892,Solar Recycler,0.04,+52%,+26%
52893,Vacuum Pump,0.071,+55%,+26%
52894,Kinetic Generator Unit,0.39,+51%,+44%
52895,Vacuum Stabiliser,0.06,+50%,+28%
52896,Kinetic Harvester,0.442,+58%,+43%
52897,Liquid Gas Drain,0.191,+53%,+33%
52898,Solar Harvester,0.323,+64%,+34%
52899,Liquid Gas Harvester,0.602,+62%,+49%
52900,Solar Filter,0.449,+92%,+26%
52901,Solar Drain,0.502,+58%,+46%
52902,Vacuum Filter,0.489,+94%,+27%
52903,T-Gel Pump,0.284,+70%,+29%
52904,Liquid Gas Harvester,0.03,+51%,+26%
52905,Vacuum Drain,0.18,+50%,+34%
52906,T-Gel Purifier,0.293,+67%,+31%
52907,Kinetic Tanks,0.295,+75%,+27%
52908,Vacuum Recycler,0.284,+72%,+28%
52909,Kinetic Drain,0.326,+80%,+26%
52910,T-Gel Filter,0.377,+85%,+26%
52911,Kinetic Filter,0.478,+91%,+28%
52912,Vacuum Stabiliser,0.091,+55%,+27%
52913,Solar Tanks,0.649,+92%,+36%
52914,Kinetic Harvester,0.453,+65%,+40%
52915,Vacuum Generator Unit,0.22,+52%,+35%
52916,Kinetic Recycler,0.659,+93%,+36%
52917,T-Gel Harvester,0.163,+64%,+26%
52918,Vacuum Pump,0.377,+85%,+26%
52919,T-Gel Generator Unit,0.11,+51%,+30%
52920,Vacuum Harvester,0.81,+98%,+41%
52921,T-Gel Stabiliser,0.355,+75%,+30%
52922,Liquid Gas Drain,0.609,+96%,+32%
52923,Solar Recycler,0.193,+67%,+26%
52924,Solar Pump,0.262,+62%,+32%
52925,Kinetic Filter,0.315,+73%,+29%
52926,Liquid Gas Tanks,0.453,+65%,+40%
52927,Vacuum Generator Unit,0.523,+64%,+44%
52928,Solar Harvester,0.05,+51%,+27%
52929,Vacuum Pump,0.321,+54%,+39%
52930,Solar Pump,0.336,+77%,+28%
52931,Vacuum Stabiliser,0.523,+66%,+43%
52932,Liquid Gas Stabiliser,0.473,+63%,+42%
52933,Kinetic Generator Unit,0.04,+52%,+26%
52934,Kinetic Tanks,0.201,+54%,+33%
52935,Solar Purifier,0.475,+75%,+36%
52936,Kinetic Stabiliser,0.34,+52%,+41%
52937,T-Gel Drain,0.497,+85%,+32%
52938,Liquid Gas Generator Unit,0.393,+63%,+38%
52939,T-Gel Stabiliser,0.572,+61%,+48%
52940,Vacuum Generator Unit,0.36,+50%,+43%
52941,Liquid Gas Recycler,0.357,+83%,+26%
52942,T-Gel Recycler,0.669,+96%,+35%
52943,Liquid Gas Harvester,0.102,+58%,+26%
52944,Vacuum Purifier,0.451,+55%,+45%
52945,Vacuum Sieve,0.26,+50%,+38%
52946,Vacuum Sieve,0.694,+69%,+50%
52947,Solar Pump,0.255,+73%,+26%
52948,Solar Pump,0.46,+50%,+48%
52949,Kinetic Recycler,0.02,+50%,+26%
52950,Kinetic Drain,0.275,+75%,+26%
52951,T-Gel Stabiliser,0.496,+77%,+36%
52952,Kinetic Drain,0.211,+53%,+34%
52953,Vacuum Sieve,0.421,+56%,+43%
52954,Liquid Gas Tanks,0.433,+65%,+39%
52955,Vacuum Drain,0.776,+79%,+49%
52956,T-Gel Stabiliser,0.172,+61%,+28%
52957,Vacuum Pump,0.331,+55%,+39%
52958,Vacuum Drain,0.74,+99%,+37%
52959,Solar Harvester,0.171,+57%,+30%
52960,Liquid Gas Generator Unit,0.584,+68%,+45%
52961,Liquid Gas Pump,0.071,+53%,+27%
52962,Liquid Gas Filter,0.293,+67%,+31%
52963,Liquid Gas Generator Unit,0.441,+54%,+45%
52964,Solar Generator Unit,0.427,+82%,+30%
52965,Kinetic Filter,0.613,+67%,+47%
52966,Solar Harvester,0.447,+82%,+31%
52967,Liquid Gas Pump,0.499,+95%,+27%
52968,Solar Recycler,0.08,+50%,+29%
52969,T-Gel Harvester,0.02,+50%,+26%
52970,Liquid Gas Drain,0.223,+64%,+29%
52971,T-Gel Drain,0.091,+53%,+28%
52972,Vacuum Generator Unit,0.541,+54%,+50%
52973,Vacuum Pump,0.18,+52%,+33%
52974,T-Gel Sieve,0.071,+55%,+26%
52975,Kinetic Sieve,0.519,+95%,+28%
52976,Solar Tanks,0.202,+58%,+31%
52977,Vacuum Purifier,0.26,+50%,+38%
52978,Liquid Gas Pump,0.6,+99%,+30%
52979,Vacuum Filter,0.531,+57%,+48%
52980,Vacuum Filter,0.331,+57%,+38%
52981,Solar Generator Unit,0.559,+93%,+31%
52982,Liquid Gas Drain,0.687,+86%,+41%
52983,Vacuum Harvester,0.315,+75%,+28%
52984,Kinetic Recycler,0.367,+82%,+27%
52985,Liquid Gas Filter,0.275,+75%,+26%
52986,Liquid Gas Sieve,0.14,+50%,+32%
52987,Solar Harvester,0.351,+55%,+40%
52988,Vacuum Sieve,0.04,+52%,+26%
52989,Liquid Gas Filter,0.02,+50%,+26%
52990,Vacuum Tanks,0.232,+59%,+32%
52991,Liquid Gas Purifier,0.122,+58%,+27%
52992,T-Gel Tanks,0.459,+93%,+26%
52993,Liquid Gas Purifier,0.469,+94%,+26%
52994,Vacuum Filter,0.395,+75%,+32%
52995,Liquid Gas Stabiliser,0.376,+81%,+28%
52996,T-Gel Tanks,0.44,+50%,+47%
52997,Vacuum Drain,0.224,+70%,+26%
52998,Solar Harvester,0.02,+50%,+26%
52999,Liquid Gas Filter,0.193,+67%,+26%
53000,Solar Drain,0.511,+53%,+49%
53001,Kinetic Tanks,0.949,+94%,+50%
53002,Vacuum Filter,0.538,+89%,+32%
53003,Liquid Gas Recycler,0.418,+87%,+27%
53004,Solar Stabiliser,0.639,+93%,+35%
53005,T-Gel Stabiliser,0.396,+77%,+31%
53006,T-Gel Stabiliser,0.416,+77%,+32%
53007,Kinetic Generator Unit,0.02,+50%,+26%
53008,Vacuum Purifier,0.458,+91%,+27%
53009,T-Gel Stabiliser,0.281,+54%,+37%
53010,Liquid Gas Recycler,0.351,+53%,+41%
53011,Kinetic Filter,0.131,+55%,+29%
53012,Kinetic Harvester,0.02,+50%,+26%
53013,T-Gel Pump,0.12,+50%,+31%
53014,Vacuum Recycler,0.183,+66%,+26%
53015,Liquid Gas Recycler,0.314,+69%,+31%
53016,Vacuum Purifier,0.809,+96%,+42%
53017,Liquid Gas Pump,0.688,+88%,+40%
53018,Solar Harvester,0.02,+50%,+26%
53019,Liquid Gas Stabiliser,0.438,+87%,+28%
53020,Kinetic Recycler,0.347,+82%,+26%
53021,Vacuum Recycler,0.24,+50%,+37%
53022,Solar Harvester,0.406,+78%,+31%
53023,Solar Harvester,0.618,+89%,+36%
53024,Solar Harvester,0.26,+50%,+38%
53025,T-Gel Purifier,0.406,+78%,+31%
53026,Kinetic Sieve,0.121,+54%,+29%
53027,T-Gel Drain,0.241,+54%,+35%
53028,T-Gel Generator Unit,0.304,+70%,+30%
53029,Solar Generator Unit,0.173,+65%,+26%
53030,Liquid Gas Purifier,0.02,+50%,+26%
53031,Solar Pump,0.071,+55%,+26%
53032,Vacuum Drain,0.626,+78%,+42%
53033,Solar Harvester,0.204,+68%,+26%
53034,Kinetic Drain,0.398,+87%,+26%
53035,Vacuum Generator Unit,0.14,+50%,+32%
53036,Solar Purifier,0.613,+63%,+49%
53037,Vacuum Filter,0.275,+75%,+26%
53038,Vacuum Recycler,0.254,+71%,+27%
53039,Solar Harvester,0.909,+92%,+49%
53040,T-Gel Pump,0.22,+50%,+36%
53041,Liquid Gas Recycler,0.1,+52%,+29%
53042,T-Gel Filter,0.428,+90%,+26%
53043,Kinetic Drain,0.193,+65%,+27%
53044,T-Gel Filter,0.255,+73%,+26%
53045,Vacuum Harvester,0.819,+93%,+44%
53046,Kinetic Filter,0.635,+75%,+44%
53047,T-Gel Harvester,0.718,+91%,+40%
53048,T-Gel Harvester,0.382,+58%,+40%
53049,Solar Drain,0.549,+94%,+30%
53050,Vacuum Sieve,0.121,+54%,+29%
53051,Solar Recycler,0.428,+90%,+26%
53052,Vacuum Stabiliser,0.414,+69%,+36%
53053,Vacuum Purifier,0.595,+73%,+43%
53054,Kinetic Recycler,0.564,+68%,+44%
53055,Liquid Gas Generator Unit,0.14,+50%,+32%
53056,T-Gel Drain,0.12,+52%,+30%
53057,Vacuum Filter,0.224,+68%,+27%
53058,Vacuum Stabiliser,0.333,+67%,+33%
53059,Solar Sieve,0.02,+50%,+26%
53060,Liquid Gas Purifier,0.485,+74%,+37%
53061,Kinetic Tanks,0.687,+84%,+42%
53062,Solar Filter,0.442,+58%,+43%
53063,Vacuum Purifier,0.04,+52%,+26%
53064,Kinetic Purifier,0.153,+63%,+26%
53065,Solar Drain,0.373,+67%,+35%
53066,Liquid Gas Generator Unit,0.9,+97%,+46%
53067,Solar Sieve,0.373,+63%,+37%
53068,Kinetic Sieve,0.48,+50%,+49%
53069,Kinetic Drain,0.1,+50%,+30%
53070,T-Gel Pump,0.52,+99%,+26%
53071,Kinetic Drain,0.517,+83%,+34%
53072,Liquid Gas Recycler,0.469,+92%,+27%
53073,Kinetic Recycler,0.051,+53%,+26%
53074,Vacuum Recycler,0.142,+58%,+28%
53075,Solar Filter,0.582,+58%,+50%
53076,Vacuum Harvester,0.02,+50%,+26%
53077,Kinetic Recycler,0.397,+85%,+27%
53078,T-Gel Pump,0.214,+69%,+26%
53079,T-Gel Harvester,0.748,+90%,+42%
53080,Liquid Gas Sieve,0.141,+54%,+30%
53081,Solar Harvester,0.479,+93%,+27%
53082,Kinetic Sieve,0.7,+97%,+36%
53083,Liquid Gas Drain,0.3,+50%,+40%
53084,Vacuum Stabiliser,0.121,+54%,+29%
53085,Vacuum Drain,0.646,+80%,+42%
53086,T-Gel Pump,0.624,+68%,+47%
53087,Kinetic Generator Unit,0.04,+52%,+26%
53088,T-Gel Tanks,0.585,+76%,+41%
53089,Solar Drain,0.12,+52%,+30%
53090,T-Gel Tanks,0.624,+68%,+47%
53091,Liquid Gas Harvester,0.529,+92%,+30%
53092,T-Gel Stabiliser,0.19,+51%,+34%
53093,T-Gel Stabiliser,0.48,+50%,+49%
53094,Vacuum Generator Unit,0.58,+99%,+29%
53095,Vacuum Harvester,0.377,+83%,+27%
53096,Liquid Gas Tanks,0.85,+98%,+43%
53097,Kinetic Drain,0.745,+76%,+49%
53098,Solar Stabiliser,0.05,+51%,+27%
53099,Kinetic Tanks,0.27,+51%,+38%
53100,T-Gel Recycler,0.255,+73%,+26%
53101,Kinetic Drain,0.213,+65%,+28%
53102,Liquid Gas Stabiliser,0.402,+58%,+41%
53103,Vacuum Tanks,0.372,+61%,+38%
53104,Vacuum Purifier,0.111,+53%,+29%
53105,T-Gel Pump,0.275,+75%,+26%
53106,Liquid Gas Generator Unit,0.04,+50%,+27%
53107,Solar Drain,0.431,+57%,+43%
53108,T-Gel Recycler,0.112,+59%,+26%
53109,Kinetic Drain,0.519,+93%,+29%
53110,Liquid Gas Stabiliser,0.645,+74%,+45%
53111,T-Gel Stabiliser,0.214,+69%,+26%
53112,Solar Sieve,0.232,+59%,+32%
53113,Liquid Gas Pump,0.12,+52%,+30%
53114,Kinetic Tanks,0.1,+52%,+29%
53115,Solar Tanks,0.293,+63%,+33%
53116,Kinetic Pump,0.473,+63%,+42%
53117,T-Gel Generator Unit,0.322,+62%,+35%
53118,Kinetic Pump,0.41,+51%,+45%
53119,Vacuum Purifier,0.162,+60%,+28%
53120,Kinetic Stabiliser,0.572,+59%,+49%
53121,T-Gel Drain,0.331,+57%,+38%
53122,T-Gel Sieve,0.051,+53%,+26%
53123,Kinetic Purifier,0.646,+78%,+43%
53124,Solar Harvester,0.1,+50%,+30%
53125,T-Gel Filter,0.296,+77%,+26%
53126,Vacuum Drain,0.511,+53%,+49%
53127,Liquid Gas Generator Unit,0.553,+63%,+46%
53128,Solar Drain,0.384,+70%,+34%
53129,Liquid Gas Drain,0.376,+81%,+28%
53130,T-Gel Harvester,0.192,+61%,+29%
53131,T-Gel Sieve,0.36,+50%,+43%
53132,Vacuum Tanks,0.04,+52%,+26%
53133,Liquid Gas Purifier,0.071,+55%,+26%
53134,Solar Generator Unit,0.202,+60%,+30%
53135,Liquid Gas Filter,0.541,+54%,+50%
53136,Vacuum Purifier,0.03,+51%,+26%
53137,Solar Recycler,0.204,+68%,+26%
53138,Vacuum Sieve,0.193,+67%,+26%
53139,Vacuum Pump,0.325,+76%,+28%
53140,Kinetic Stabiliser,0.457,+85%,+30%
53141,Solar Recycler,0.304,+70%,+30%
53142,T-Gel Generator Unit,0.071,+55%,+26%
53143,Kinetic Generator Unit,0.182,+62%,+28%
53144,Liquid Gas Purifier,0.334,+69%,+32%
53145,T-Gel Purifier,0.614,+69%,+46%
53146,Vacuum Filter,0.234,+71%,+26%
53147,T-Gel Stabiliser,0.384,+72%,+33%
53148,Kinetic Recycler,0.617,+83%,+39%
53149,Liquid Gas Harvester,0.357,+83%,+26%
53150,Solar Recycler,0.142,+62%,+26%
53151,T-Gel Drain,0.476,+77%,+35%
53152,Kinetic Stabiliser,0.607,+84%,+38%
53153,Kinetic Generator Unit,0.819,+95%,+43%
53154,Kinetic Recycler,0.173,+63%,+27%
53155,Vacuum Filter,0.32,+50%,+41%
53156,T-Gel Generator Unit,0.28,+50%,+39%
53157,Liquid Gas Filter,0.96,+99%,+48%
53158,Solar Purifier,0.244,+72%,+26%
