sep=,
Seed,Name,Perfection,Suit_Energy,Suit_Energy_Regen
62628,Gas Harvester,0.393,+16%,
62629,Carbon Pump,0.167,,+4%
62630,Carbon Filter,0.111,,+3%
62631,Gas Generator Unit,0.0,+5%,
62632,Carbon Sieve,0.056,,+2%
62633,Carbon Stabiliser,0.222,,+5%
62634,Carbon Tanks,0.222,,+5%
62635,Ammonium Recycler,0.389,,+8%
62636,Nitrogen Filter,0.056,,+2%
62637,Ammonium Purifier,0.056,,+2%
62638,Ammonium Purifier,0.278,,+6%
62639,Nitrogen Harvester,0.605,+16%,+4%
62640,Ammonium Drain,0.222,,+5%
62641,Nitrogen Tanks,0.071,+7%,
62642,Gas Filter,0.036,+6%,
62643,Oxygen Pump,0.0,+5%,
62644,Ammonium Sieve,0.056,,+2%
62645,Ammonium Purifier,0.056,,+2%
62646,Ammonium Pump,0.044,+5%,+2%
62647,Gas Drain,0.056,,+2%
62648,Nitrogen Pump,0.056,,+2%
62649,Nitrogen Filter,0.0,+5%,
62650,Carbon Filter,0.0,,+1%
62651,Gas Sieve,0.214,+11%,
62652,Nitrogen Stabiliser,0.516,+16%,+2%
62653,Nitrogen Generator Unit,0.5,+19%,
62654,Ammonium Drain,0.5,,+10%
62655,Gas Generator Unit,0.393,+16%,
62656,Oxygen Sieve,0.056,,+2%
62657,Oxygen Recycler,0.222,,+5%
62658,Nitrogen Sieve,0.0,+5%,
62659,Carbon Stabiliser,0.044,+5%,+2%
62660,Gas Generator Unit,0.036,+6%,
62661,Oxygen Purifier,0.217,+8%,+3%
62662,Nitrogen Stabiliser,0.056,,+2%
62663,Ammonium Sieve,0.357,+15%,
62664,Carbon Tanks,0.389,,+8%
62665,Oxygen Harvester,0.302,+11%,+2%
62666,Oxygen Recycler,0.056,,+2%
62667,Carbon Harvester,0.516,+16%,+2%
62668,Gas Recycler,0.302,+11%,+2%
62669,Gas Stabiliser,0.0,+5%,
62670,Nitrogen Harvester,0.036,+6%,
62671,Gas Recycler,0.222,,+5%
62672,Oxygen Pump,0.0,+5%,
62673,Oxygen Drain,0.0,+5%,
62674,Ammonium Recycler,0.107,+8%,
62675,Ammonium Harvester,0.222,,+5%
62676,Ammonium Tanks,0.056,,+2%
62677,Nitrogen Stabiliser,0.0,+5%,
62678,Carbon Drain,0.429,+17%,
62679,Oxygen Filter,0.179,+10%,
62680,Oxygen Drain,0.0,+5%,
62681,Nitrogen Recycler,0.321,+14%,
62682,Ammonium Drain,0.056,,+2%
62683,Gas Harvester,0.0,+5%,
62684,Nitrogen Sieve,0.464,+18%,
62685,Carbon Stabiliser,0.222,,+5%
62686,Carbon Pump,0.278,,+6%
62687,Ammonium Sieve,0.107,+8%,
62688,Nitrogen Tanks,0.179,+10%,
62689,Carbon Purifier,0.559,+17%,+2%
62690,Nitrogen Harvester,0.0,+5%,
62691,Nitrogen Harvester,0.25,+12%,
62692,Oxygen Filter,0.393,+16%,
62693,Carbon Harvester,0.056,,+2%
62694,Gas Recycler,0.044,+5%,+2%
62695,Ammonium Tanks,0.389,,+8%
62696,Oxygen Sieve,0.056,,+2%
62697,Gas Stabiliser,0.389,,+8%
62698,Nitrogen Filter,0.143,+9%,
62699,Gas Drain,0.389,,+8%
62700,Carbon Purifier,0.056,,+2%
62701,Oxygen Recycler,0.259,+10%,+2%
62702,Ammonium Sieve,0.0,+5%,
62703,Oxygen Tanks,0.071,+7%,
62704,Nitrogen Tanks,0.111,,+3%
62705,Oxygen Filter,0.056,,+2%
62706,Nitrogen Pump,0.044,+5%,+2%
62707,Nitrogen Filter,0.473,+15%,+2%
62708,Ammonium Generator Unit,0.393,+16%,
62709,Nitrogen Tanks,0.25,+12%,
62710,Carbon Drain,0.071,+7%,
62711,Carbon Filter,0.5,,+10%
62712,Nitrogen Stabiliser,0.735,+18%,+5%
62713,Carbon Recycler,0.167,,+4%
62714,Oxygen Filter,0.056,,+2%
62715,Nitrogen Pump,0.0,+5%,
62716,Gas Sieve,0.056,,+2%
62717,Ammonium Stabiliser,0.167,,+4%
62718,Nitrogen Sieve,0.222,,+5%
62719,Nitrogen Stabiliser,0.13,+7%,+2%
62720,Nitrogen Purifier,0.056,,+2%
62721,Oxygen Purifier,0.286,+13%,
62722,Gas Filter,0.071,+7%,
62723,Ammonium Stabiliser,0.056,,+2%
62724,Nitrogen Pump,0.089,+5%,+3%
62725,Ammonium Harvester,0.107,+8%,
62726,Oxygen Tanks,0.278,,+6%
62727,Ammonium Generator Unit,0.214,+11%,
62728,Carbon Drain,0.333,,+7%
62729,Ammonium Stabiliser,0.278,,+6%
62730,Ammonium Sieve,0.056,,+2%
62731,Oxygen Stabiliser,0.222,,+5%
62732,Oxygen Stabiliser,0.389,,+8%
62733,Gas Harvester,0.036,+6%,
62734,Oxygen Stabiliser,0.393,+16%,
62735,Carbon Generator Unit,0.0,+5%,
62736,Nitrogen Stabiliser,0.056,,+2%
62737,Gas Generator Unit,0.13,+7%,+2%
62738,Nitrogen Recycler,0.167,,+4%
62739,Oxygen Drain,0.321,+14%,
62740,Oxygen Recycler,0.179,+10%,
62741,Oxygen Recycler,0.278,,+6%
62742,Oxygen Recycler,0.071,+7%,
62743,Ammonium Purifier,0.056,,+2%
62744,Carbon Tanks,0.178,+5%,+5%
62745,Oxygen Pump,0.044,+5%,+2%
62746,Oxygen Recycler,0.111,,+3%
62747,Oxygen Stabiliser,0.214,+11%,
62748,Carbon Generator Unit,0.286,+13%,
62749,Ammonium Tanks,0.107,+8%,
62750,Carbon Pump,0.214,+11%,
62751,Nitrogen Recycler,0.25,+12%,
62752,Ammonium Generator Unit,0.321,+14%,
62753,Carbon Harvester,0.222,,+5%
62754,Nitrogen Drain,0.056,,+2%
62755,Gas Pump,0.056,,+2%
62756,Carbon Harvester,0.222,,+5%
62757,Nitrogen Generator Unit,0.559,+17%,+2%
62758,Nitrogen Filter,0.393,+16%,
62759,Carbon Purifier,0.111,,+3%
62760,Carbon Stabiliser,0.286,+13%,
62761,Ammonium Recycler,0.0,+5%,
62762,Oxygen Filter,0.278,,+6%
62763,Ammonium Drain,0.036,+6%,
62764,Carbon Recycler,0.056,,+2%
62765,Oxygen Stabiliser,0.056,,+2%
62766,Ammonium Harvester,0.357,+15%,
62767,Nitrogen Drain,0.056,,+2%
62768,Carbon Generator Unit,0.286,+13%,
62769,Gas Purifier,0.056,,+2%
62770,Carbon Sieve,0.529,+8%,+10%
62771,Gas Harvester,0.0,+5%,
62772,Gas Drain,0.176,+6%,+4%
62773,Carbon Filter,0.107,+8%,
62774,Ammonium Generator Unit,0.056,,+2%
62775,Carbon Tanks,0.443,+6%,+10%
62776,Carbon Pump,0.5,,+10%
62777,Ammonium Tanks,0.333,,+7%
62778,Carbon Sieve,0.111,,+3%
62779,Gas Filter,0.056,,+2%
62780,Nitrogen Tanks,0.087,+6%,+2%
62781,Carbon Stabiliser,0.111,,+3%
62782,Nitrogen Filter,0.302,+11%,+2%
62783,Nitrogen Sieve,0.071,+7%,
62784,Nitrogen Drain,0.321,+14%,
62785,Carbon Sieve,0.278,,+6%
62786,Oxygen Stabiliser,0.321,+14%,
62787,Oxygen Harvester,0.781,+17%,+7%
62788,Gas Purifier,0.056,,+2%
62789,Nitrogen Sieve,0.087,+6%,+2%
62790,Ammonium Generator Unit,0.056,,+2%
62791,Carbon Tanks,0.111,,+3%
62792,Oxygen Purifier,0.387,+13%,+2%
62793,Oxygen Pump,0.167,,+4%
62794,Ammonium Pump,0.5,+19%,
62795,Gas Pump,0.111,,+3%
62796,Carbon Generator Unit,0.143,+9%,
62797,Gas Generator Unit,0.387,+13%,+2%
62798,Carbon Stabiliser,0.111,,+3%
62799,Gas Sieve,0.0,+5%,
62800,Carbon Filter,0.321,+14%,
62801,Ammonium Tanks,0.036,+6%,
62802,Carbon Drain,0.0,+5%,
62803,Oxygen Harvester,0.167,,+4%
62804,Ammonium Recycler,0.0,+5%,
62805,Carbon Sieve,0.0,+5%,
62806,Carbon Tanks,0.036,+6%,
62807,Carbon Tanks,0.056,,+2%
62808,Nitrogen Purifier,0.0,+5%,
62809,Ammonium Drain,0.071,+7%,
62810,Ammonium Drain,0.473,+15%,+2%
62811,Nitrogen Filter,0.222,,+5%
62812,Gas Sieve,0.321,+14%,
62813,Gas Purifier,0.0,+5%,
62814,Ammonium Pump,0.333,,+7%
62815,Carbon Purifier,0.648,+17%,+4%
62816,Nitrogen Filter,0.167,,+4%
62817,Gas Harvester,0.4,+5%,+10%
62818,Nitrogen Stabiliser,0.0,,+1%
62819,Ammonium Drain,0.056,,+2%
62820,Ammonium Filter,0.056,,+2%
62821,Gas Sieve,0.056,,+2%
62822,Ammonium Pump,0.464,+18%,
62823,Ammonium Stabiliser,0.056,,+2%
62824,Oxygen Stabiliser,0.056,,+2%
62825,Nitrogen Stabiliser,0.265,+6%,+6%
62826,Nitrogen Stabiliser,0.056,,+2%
62827,Oxygen Purifier,0.143,+9%,
62828,Gas Recycler,0.056,,+2%
62829,Nitrogen Filter,0.389,,+8%
62830,Carbon Stabiliser,0.056,,+2%
62831,Nitrogen Stabiliser,0.107,+8%,
62832,Nitrogen Recycler,0.393,+16%,
62833,Nitrogen Drain,0.393,+16%,
62834,Oxygen Generator Unit,0.0,+5%,
62835,Oxygen Generator Unit,0.111,,+3%
62836,Oxygen Stabiliser,0.393,+16%,
62837,Nitrogen Generator Unit,0.143,+9%,
62838,Nitrogen Sieve,0.056,,+2%
62839,Oxygen Generator Unit,0.056,,+2%
62840,Gas Drain,0.056,,+2%
62841,Nitrogen Recycler,0.393,+16%,
62842,Ammonium Recycler,0.278,,+6%
62843,Carbon Drain,0.044,+5%,+2%
62844,Carbon Tanks,0.167,,+4%
62845,Gas Sieve,0.056,,+2%
62846,Oxygen Harvester,0.056,,+2%
62847,Ammonium Pump,0.0,+5%,
62848,Nitrogen Tanks,0.286,+13%,
62849,Nitrogen Generator Unit,0.056,,+2%
62850,Carbon Generator Unit,0.044,+5%,+2%
62851,Oxygen Generator Unit,0.0,+5%,
62852,Carbon Purifier,0.0,+5%,
62853,Carbon Pump,0.286,+13%,
62854,Ammonium Generator Unit,0.044,+5%,+2%
62855,Carbon Purifier,0.107,+8%,
62856,Ammonium Pump,0.071,+7%,
62857,Nitrogen Drain,0.071,+7%,
62858,Oxygen Stabiliser,0.333,,+7%
62859,Gas Tanks,0.464,+18%,
62860,Ammonium Purifier,0.179,+10%,
62861,Carbon Sieve,0.389,,+8%
62862,Nitrogen Drain,0.056,,+2%
62863,Ammonium Drain,0.179,+10%,
62864,Oxygen Drain,0.071,+7%,
62865,Gas Harvester,0.429,+17%,
62866,Oxygen Sieve,0.278,,+6%
62867,Ammonium Generator Unit,0.222,+5%,+6%
62868,Carbon Filter,0.056,,+2%
62869,Ammonium Drain,0.25,+12%,
62870,Carbon Harvester,0.178,+5%,+5%
62871,Carbon Generator Unit,0.056,,+2%
62872,Gas Stabiliser,0.044,+5%,+2%
62873,Oxygen Tanks,0.259,+10%,+2%
62874,Ammonium Tanks,0.143,+9%,
62875,Gas Tanks,0.167,,+4%
62876,Carbon Filter,0.056,,+2%
62877,Oxygen Recycler,0.056,,+2%
62878,Nitrogen Filter,0.167,,+4%
62879,Carbon Drain,0.071,+7%,
62880,Oxygen Stabiliser,0.222,,+5%
62881,Oxygen Sieve,0.333,,+7%
62882,Ammonium Pump,0.056,,+2%
62883,Ammonium Filter,0.464,+18%,
62884,Nitrogen Harvester,0.464,+18%,
62885,Nitrogen Stabiliser,0.5,,+10%
62886,Carbon Recycler,0.107,+8%,
62887,Oxygen Recycler,0.167,,+4%
62888,Nitrogen Purifier,0.036,+6%,
62889,Gas Pump,0.056,,+2%
62890,Gas Drain,0.056,,+2%
62891,Ammonium Sieve,0.25,+12%,
62892,Oxygen Pump,0.036,+6%,
62893,Ammonium Harvester,0.389,+12%,+3%
62894,Gas Recycler,0.333,,+7%
62895,Ammonium Generator Unit,0.111,,+3%
62896,Nitrogen Generator Unit,0.179,+10%,
62897,Ammonium Recycler,0.036,+6%,
62898,Oxygen Harvester,0.107,+8%,
62899,Carbon Pump,0.036,+6%,
62900,Ammonium Purifier,0.056,,+2%
62901,Carbon Generator Unit,0.0,+5%,
62902,Gas Tanks,0.167,,+4%
62903,Gas Tanks,0.111,,+3%
62904,Carbon Harvester,0.056,,+2%
62905,Oxygen Stabiliser,0.214,+11%,
62906,Oxygen Recycler,0.056,,+2%
62907,Nitrogen Generator Unit,0.278,,+6%
62908,Nitrogen Filter,0.056,,+2%
62909,Ammonium Purifier,0.056,,+2%
62910,Oxygen Purifier,0.222,,+5%
62911,Ammonium Drain,0.278,,+6%
62912,Nitrogen Purifier,0.143,+9%,
62913,Oxygen Drain,0.0,+5%,
62914,Carbon Purifier,0.111,,+3%
62915,Nitrogen Pump,0.056,,+2%
62916,Nitrogen Recycler,0.111,,+3%
62917,Nitrogen Filter,0.036,+6%,
62918,Ammonium Drain,0.0,+5%,
62919,Nitrogen Stabiliser,0.393,+16%,
62920,Ammonium Generator Unit,0.222,,+5%
62921,Carbon Purifier,0.286,+13%,
62922,Oxygen Pump,0.464,+18%,
62923,Gas Tanks,0.25,+12%,
62924,Ammonium Drain,0.056,,+2%
62925,Oxygen Generator Unit,0.333,,+7%
62926,Ammonium Sieve,0.25,+12%,
62927,Carbon Purifier,0.179,+10%,
62928,Oxygen Pump,0.333,,+7%
62929,Ammonium Harvester,0.056,,+2%
62930,Oxygen Stabiliser,0.0,+5%,
62931,Ammonium Pump,0.056,,+2%
62932,Oxygen Filter,0.111,,+3%
62933,Carbon Sieve,0.222,,+5%
62934,Ammonium Sieve,0.173,+8%,+2%
62935,Nitrogen Pump,0.071,+7%,
62936,Carbon Filter,0.567,+12%,+7%
62937,Ammonium Pump,0.444,,+9%
62938,Nitrogen Drain,0.429,+17%,
62939,Ammonium Sieve,0.216,+9%,+2%
62940,Oxygen Drain,0.278,,+6%
62941,Carbon Generator Unit,0.036,+6%,
62942,Oxygen Tanks,0.056,,+2%
62943,Gas Stabiliser,0.0,+5%,
62944,Carbon Filter,0.286,+13%,
62945,Ammonium Harvester,0.0,+5%,
62946,Oxygen Filter,0.056,,+2%
62947,Ammonium Sieve,0.056,,+2%
62948,Nitrogen Harvester,0.143,+9%,
62949,Ammonium Recycler,0.143,+9%,
62950,Nitrogen Drain,0.056,,+2%
62951,Nitrogen Stabiliser,0.036,+6%,
62952,Oxygen Harvester,0.214,+11%,
62953,Gas Tanks,0.357,+15%,
62954,Nitrogen Filter,0.036,+6%,
62955,Ammonium Generator Unit,0.056,,+2%
62956,Nitrogen Pump,0.389,,+8%
62957,Nitrogen Generator Unit,0.044,+5%,+2%
62958,Gas Harvester,0.262,+8%,+4%
62959,Gas Filter,0.056,,+2%
62960,Nitrogen Tanks,0.74,+15%,+8%
62961,Nitrogen Generator Unit,0.143,+9%,
62962,Ammonium Generator Unit,0.167,,+4%
62963,Ammonium Stabiliser,0.464,+18%,
62964,Ammonium Generator Unit,0.056,,+2%
62965,Gas Tanks,0.389,,+8%
62966,Gas Purifier,0.222,,+5%
62967,Carbon Drain,0.25,+12%,
62968,Ammonium Generator Unit,0.0,+5%,
62969,Ammonium Harvester,0.0,+5%,
62970,Carbon Stabiliser,0.286,+13%,
62971,Oxygen Recycler,0.167,,+4%
62972,Oxygen Generator Unit,0.0,+5%,
62973,Gas Harvester,0.056,,+2%
62974,Gas Recycler,0.25,+12%,
62975,Gas Generator Unit,0.071,+7%,
62976,Carbon Purifier,0.222,,+5%
62977,Carbon Drain,0.389,,+8%
62978,Gas Sieve,0.107,+8%,
62979,Oxygen Filter,0.056,,+2%
62980,Ammonium Tanks,0.0,,+1%
62981,Carbon Generator Unit,0.0,+5%,
62982,Gas Harvester,0.107,+8%,
62983,Oxygen Drain,0.25,+12%,
62984,Ammonium Generator Unit,0.056,,+2%
62985,Carbon Pump,0.429,+17%,
62986,Gas Sieve,0.43,+14%,+2%
62987,Nitrogen Generator Unit,0.111,,+3%
62988,Ammonium Recycler,0.0,,+1%
62989,Ammonium Pump,0.306,+8%,+5%
62990,Oxygen Stabiliser,0.107,+8%,
62991,Oxygen Pump,0.056,,+2%
62992,Ammonium Recycler,0.056,,+2%
62993,Nitrogen Sieve,0.286,+13%,
62994,Ammonium Filter,0.0,+5%,
62995,Carbon Drain,0.071,+7%,
62996,Gas Recycler,0.071,+7%,
62997,Oxygen Purifier,0.222,,+5%
62998,Oxygen Drain,0.179,+10%,
62999,Nitrogen Filter,0.056,,+2%
63000,Gas Tanks,0.311,+5%,+8%
63001,Ammonium Tanks,0.056,,+2%
63002,Carbon Purifier,0.036,+6%,
63003,Ammonium Pump,0.178,+5%,+5%
63004,Gas Harvester,0.344,+12%,+2%
63005,Ammonium Pump,0.822,+19%,+6%
63006,Oxygen Harvester,0.0,,+1%
63007,Ammonium Pump,0.173,+8%,+2%
63008,Carbon Filter,0.0,+5%,
63009,Ammonium Harvester,0.056,,+2%
63010,Oxygen Tanks,0.056,,+2%
63011,Ammonium Generator Unit,0.321,+14%,
63012,Oxygen Stabiliser,0.286,+13%,
63013,Nitrogen Pump,0.43,+14%,+2%
63014,Carbon Purifier,0.056,,+2%
63015,Ammonium Purifier,0.056,,+2%
63016,Oxygen Stabiliser,0.111,,+3%
63017,Nitrogen Harvester,0.056,,+2%
63018,Nitrogen Purifier,0.214,+11%,
63019,Carbon Filter,0.222,,+5%
63020,Carbon Stabiliser,0.056,,+2%
63021,Gas Harvester,0.056,,+2%
63022,Gas Purifier,0.464,+18%,
63023,Nitrogen Purifier,0.344,+12%,+2%
63024,Gas Pump,0.056,,+2%
63025,Ammonium Tanks,0.036,+6%,
63026,Ammonium Drain,0.056,,+2%
63027,Carbon Recycler,0.056,,+2%
63028,Ammonium Generator Unit,0.056,,+2%
63029,Ammonium Sieve,0.056,,+2%
63030,Ammonium Drain,0.0,+5%,
63031,Ammonium Pump,0.167,,+4%
63032,Ammonium Purifier,0.143,+9%,
63033,Gas Generator Unit,0.111,,+3%
63034,Gas Recycler,0.056,,+2%
63035,Gas Purifier,0.0,+5%,
63036,Gas Filter,0.044,+5%,+2%
63037,Ammonium Harvester,0.0,+5%,
63038,Nitrogen Sieve,0.056,,+2%
63039,Nitrogen Filter,0.056,,+2%
63040,Carbon Stabiliser,0.286,+13%,
63041,Gas Generator Unit,0.0,+5%,
63042,Carbon Harvester,0.107,+8%,
63043,Oxygen Tanks,0.357,+15%,
63044,Gas Stabiliser,0.0,+5%,
63045,Gas Stabiliser,0.056,,+2%
63046,Gas Filter,0.464,+18%,
63047,Carbon Recycler,0.179,+10%,
63048,Nitrogen Tanks,0.0,+5%,
63049,Carbon Filter,0.0,+5%,
63050,Carbon Generator Unit,0.056,,+2%
63051,Nitrogen Pump,0.056,,+2%
63052,Nitrogen Recycler,0.473,+15%,+2%
63053,Carbon Generator Unit,0.0,+5%,
63054,Gas Generator Unit,0.167,,+4%
63055,Gas Purifier,0.0,+5%,
63056,Carbon Harvester,0.107,+8%,
63057,Ammonium Pump,0.25,+12%,
63058,Ammonium Tanks,0.286,+13%,
63059,Ammonium Drain,0.056,,+2%
63060,Nitrogen Tanks,0.167,,+4%
63061,Oxygen Stabiliser,0.111,,+3%
63062,Gas Purifier,0.25,+12%,
63063,Gas Recycler,0.056,,+2%
63064,Oxygen Filter,0.5,+19%,
63065,Ammonium Purifier,0.278,,+6%
63066,Oxygen Sieve,0.0,+5%,
63067,Gas Pump,0.178,+5%,+5%
63068,Nitrogen Stabiliser,0.056,,+2%
63069,Nitrogen Harvester,0.056,,+2%
63070,Gas Generator Unit,0.0,+5%,
63071,Oxygen Recycler,0.173,+8%,+2%
63072,Carbon Recycler,0.321,+14%,
63073,Gas Generator Unit,0.278,,+6%
63074,Ammonium Drain,0.0,+5%,
63075,Gas Drain,0.056,,+2%
63076,Carbon Sieve,0.222,+5%,+6%
63077,Ammonium Harvester,0.0,+5%,
63078,Nitrogen Filter,0.071,+7%,
63079,Carbon Filter,0.111,,+3%
63080,Nitrogen Generator Unit,0.393,+16%,
63081,Gas Drain,0.321,+14%,
63082,Oxygen Recycler,0.143,+9%,
63083,Ammonium Harvester,0.071,+7%,
63084,Gas Filter,0.0,+5%,
63085,Nitrogen Harvester,0.036,+6%,
63086,Nitrogen Tanks,0.222,,+5%
63087,Gas Drain,0.357,+15%,
63088,Nitrogen Recycler,0.176,+6%,+4%
63089,Nitrogen Sieve,0.036,+6%,
63090,Nitrogen Sieve,0.056,,+2%
63091,Oxygen Purifier,0.056,,+2%
63092,Carbon Pump,0.321,+14%,
63093,Oxygen Tanks,0.111,,+3%
63094,Carbon Stabiliser,0.132,+6%,+3%
63095,Oxygen Pump,0.143,+9%,
63096,Gas Recycler,0.5,,+10%
63097,Nitrogen Sieve,0.265,+6%,+6%
63098,Carbon Pump,0.278,,+6%
63099,Oxygen Pump,0.178,+5%,+5%
63100,Nitrogen Purifier,0.056,,+2%
63101,Ammonium Filter,0.167,,+4%
63102,Gas Stabiliser,0.278,,+6%
63103,Carbon Sieve,0.056,,+2%
63104,Oxygen Generator Unit,0.176,+6%,+4%
63105,Carbon Harvester,0.056,,+2%
63106,Gas Pump,0.056,,+2%
63107,Oxygen Tanks,0.111,,+3%
63108,Gas Tanks,0.056,,+2%
63109,Ammonium Stabiliser,0.056,,+2%
63110,Nitrogen Harvester,0.0,+5%,
63111,Nitrogen Sieve,0.071,+7%,
63112,Nitrogen Purifier,0.222,,+5%
63113,Gas Pump,0.0,+5%,
63114,Oxygen Purifier,0.344,+12%,+2%
63115,Nitrogen Stabiliser,0.278,,+6%
63116,Carbon Purifier,0.278,,+6%
63117,Oxygen Sieve,0.393,+16%,
63118,Carbon Filter,0.056,,+2%
63119,Oxygen Generator Unit,0.0,+5%,
63120,Gas Recycler,0.044,+5%,+2%
63121,Nitrogen Generator Unit,0.087,+6%,+2%
63122,Nitrogen Generator Unit,0.0,+5%,
63123,Carbon Drain,0.056,,+2%
63124,Carbon Filter,0.654,+13%,+8%
63125,Oxygen Pump,0.056,,+2%
63126,Oxygen Harvester,0.222,,+5%
63127,Oxygen Drain,0.056,,+2%
63128,Nitrogen Recycler,0.056,,+2%
63129,Gas Stabiliser,0.056,,+2%
63130,Oxygen Drain,0.056,,+2%
63131,Carbon Harvester,0.056,,+2%
63132,Carbon Generator Unit,0.056,,+2%
63133,Ammonium Pump,0.356,+5%,+9%
63134,Oxygen Sieve,0.044,+5%,+2%
63135,Nitrogen Recycler,0.071,+7%,
63136,Nitrogen Drain,0.056,,+2%
63137,Oxygen Generator Unit,0.0,+5%,
63138,Carbon Stabiliser,0.056,,+2%
63139,Nitrogen Stabiliser,0.214,+11%,
63140,Gas Drain,0.222,,+5%
63141,Nitrogen Filter,0.393,+16%,
63142,Carbon Harvester,0.286,+13%,
63143,Oxygen Filter,0.216,+9%,+2%
63144,Carbon Recycler,0.056,,+2%
63145,Nitrogen Harvester,0.056,,+2%
63146,Carbon Drain,0.278,,+6%
63147,Carbon Filter,0.111,,+3%
63148,Gas Harvester,0.056,,+2%
63149,Oxygen Stabiliser,0.0,+5%,
63150,Oxygen Filter,0.393,+16%,
63151,Oxygen Stabiliser,0.222,,+5%
63152,Carbon Stabiliser,0.056,,+2%
63153,Gas Drain,0.056,,+2%
63154,Gas Recycler,0.278,,+6%
63155,Nitrogen Generator Unit,0.267,+5%,+7%
63156,Nitrogen Recycler,0.111,,+3%
63157,Oxygen Generator Unit,0.087,+6%,+2%
63158,Oxygen Harvester,0.111,,+3%
63159,Oxygen Tanks,0.056,,+2%
63160,Carbon Generator Unit,0.056,,+2%
63161,Nitrogen Harvester,0.107,+8%,
63162,Ammonium Harvester,0.111,,+3%
63163,Nitrogen Recycler,0.036,+6%,
63164,Oxygen Recycler,0.056,,+2%
63165,Nitrogen Drain,0.603,+17%,+3%
63166,Nitrogen Harvester,0.056,,+2%
63167,Nitrogen Tanks,0.333,,+7%
63168,Carbon Purifier,0.429,+17%,
63169,Nitrogen Generator Unit,0.071,+7%,
63170,Gas Harvester,0.167,,+4%
63171,Nitrogen Tanks,0.087,+6%,+2%
63172,Gas Pump,0.036,+6%,
63173,Carbon Drain,0.179,+10%,
63174,Nitrogen Harvester,0.167,,+4%
63175,Gas Drain,0.179,+10%,
63176,Gas Harvester,0.044,+5%,+2%
63177,Carbon Sieve,0.056,,+2%
63178,Nitrogen Recycler,0.167,,+4%
63179,Nitrogen Sieve,0.259,+10%,+2%
63180,Nitrogen Stabiliser,0.056,,+2%
63181,Oxygen Pump,0.0,+5%,
63182,Carbon Drain,0.056,,+2%
63183,Gas Tanks,0.056,,+2%
63184,Ammonium Pump,0.056,,+2%
63185,Nitrogen Harvester,0.344,+12%,+2%
63186,Gas Purifier,0.036,+6%,
63187,Carbon Stabiliser,0.31,+6%,+7%
63188,Ammonium Drain,0.0,+5%,
63189,Oxygen Tanks,0.333,,+7%
63190,Gas Recycler,0.0,+5%,
63191,Oxygen Generator Unit,0.056,,+2%
63192,Oxygen Sieve,0.056,,+2%
63193,Gas Drain,0.143,+9%,
63194,Nitrogen Harvester,0.387,+13%,+2%
63195,Gas Generator Unit,0.0,+5%,
63196,Ammonium Generator Unit,0.357,+15%,
63197,Oxygen Tanks,0.214,+11%,
63198,Nitrogen Drain,0.143,+9%,
63199,Nitrogen Purifier,0.5,,+10%
63200,Carbon Stabiliser,0.056,,+2%
63201,Gas Recycler,0.173,+8%,+2%
63202,Ammonium Stabiliser,0.056,,+2%
63203,Ammonium Stabiliser,0.056,,+2%
63204,Gas Pump,0.222,,+5%
63205,Carbon Pump,0.111,,+3%
63206,Oxygen Generator Unit,0.278,,+6%
63207,Ammonium Drain,0.333,,+7%
63208,Oxygen Recycler,0.056,,+2%
63209,Ammonium Tanks,0.0,+5%,
63210,Ammonium Tanks,0.036,+6%,
63211,Gas Recycler,0.036,+6%,
63212,Carbon Drain,0.111,,+3%
63213,Carbon Pump,0.056,,+2%
63214,Gas Tanks,0.286,+13%,
63215,Carbon Pump,0.167,,+4%
63216,Gas Generator Unit,0.111,,+3%
63217,Nitrogen Recycler,0.056,,+2%
63218,Carbon Harvester,0.056,,+2%
63219,Nitrogen Pump,0.044,+5%,+2%
63220,Nitrogen Harvester,0.0,+5%,
63221,Nitrogen Stabiliser,0.071,+7%,
63222,Nitrogen Stabiliser,0.429,+17%,
63223,Nitrogen Pump,0.036,+6%,
63224,Nitrogen Recycler,0.111,,+3%
63225,Oxygen Tanks,0.056,,+2%
63226,Carbon Harvester,0.056,,+2%
63227,Oxygen Drain,0.464,+18%,
63228,Ammonium Tanks,0.393,+16%,
63229,Gas Generator Unit,0.111,,+3%
63230,Ammonium Sieve,0.0,+5%,
63231,Gas Harvester,0.286,+13%,
63232,Oxygen Harvester,0.167,,+4%
63233,Nitrogen Filter,0.179,+10%,
63234,Ammonium Stabiliser,0.071,+7%,
63235,Nitrogen Tanks,0.278,,+6%
63236,Gas Pump,0.111,,+3%
63237,Ammonium Stabiliser,0.333,,+7%
63238,Oxygen Drain,0.0,+5%,
63239,Gas Stabiliser,0.056,,+2%
63240,Carbon Recycler,0.0,+5%,
63241,Nitrogen Harvester,0.286,+13%,
63242,Carbon Harvester,0.219,+7%,+4%
63243,Gas Recycler,0.602,+18%,+2%
63244,Carbon Harvester,0.111,,+3%
63245,Carbon Stabiliser,0.429,+17%,
63246,Oxygen Stabiliser,0.056,,+2%
63247,Carbon Harvester,0.433,+12%,+4%
63248,Gas Harvester,0.321,+14%,
63249,Carbon Generator Unit,0.0,+5%,
63250,Oxygen Sieve,0.333,,+7%
63251,Ammonium Filter,0.056,,+2%
63252,Oxygen Tanks,0.0,+5%,
63253,Gas Pump,0.036,+6%,
63254,Gas Drain,0.176,+6%,+4%
