Seed	Name	Perfection	Suit_Energy	Suit_Energy_Regen
35655	Organic Generator Unit	0.229	+20%	+12%
35656	High-Volume Drain	0.535	+45%	+6%
35657	Alkaloid Generator Unit	0.017	+21%	+1%
35658	Biofuel Recycler	0.685	+38%	+19%
35659	Organic Stabiliser	0.172	+30%	
35660	Biofuel Sieve	0.4	+42%	+2%
35661	Microbe Sieve	0.674	+47%	+11%
35662	Microbe Tanks	0.069	+24%	+1%
35663	Alkaloid Harvester	0.104	+20%	+6%
35664	Microbe Generator Unit	0.0	+20%	+1%
35665	Organic Stabiliser	0.19	+31%	+1%
35666	Alkaloid Generator Unit	0.055	+22%	+2%
35667	Biofuel Recycler	0.135	+23%	+5%
35668	High-Volume Harvester	0.448	+23%	+20%
35669	Microbe Recycler	0.452	+45%	+2%
35670	Microbe Sieve	0.483	+48%	+1%
35671	Alkaloid Filter	0.486	+47%	+2%
35672	High-Volume Sieve	0.506	+30%	+17%
35673	Biofuel Harvester	0.665	+32%	+23%
35674	Microbe Filter	0.553	+40%	+11%
35675	Biofuel Purifier	0.422	+36%	+8%
35676	Alkaloid Drain	0.228	+32%	+2%
35677	Alkaloid Stabiliser	0.0	+20%	+1%
35678	Alkaloid Stabiliser	0.0	+20%	+1%
35679	Microbe Drain	0.328	+33%	+6%
35680	Microbe Sieve	0.104	+20%	+6%
35681	Microbe Harvester	0.052	+23%	+1%
35682	Microbe Pump	0.121	+27%	+1%
35683	Organic Purifier	0.142	+27%	+2%
35684	High-Volume Pump	0.427	+23%	+19%
35685	Microbe Harvester	0.245	+33%	+2%
35686	High-Volume Purifier	0.107	+25%	+2%
35687	Microbe Recycler	0.397	+43%	
35688	High-Volume Recycler	0.557	+33%	+17%
35689	Alkaloid Drain	0.515	+39%	+10%
35690	Microbe Recycler	0.301	+29%	+8%
35691	Organic Filter	0.414	+44%	
35692	Microbe Purifier	0.276	+36%	
35693	Alkaloid Recycler	0.568	+30%	+20%
35694	Biofuel Purifier	0.0	+20%	+1%
35695	Alkaloid Stabiliser	0.207	+32%	
35696	Alkaloid Purifier	0.207	+32%	+1%
35697	Biofuel Tanks	0.239	+23%	+10%
35698	Microbe Purifier	0.0	+20%	
35699	High-Volume Pump	0.236	+24%	+9%
35700	Alkaloid Tanks	0.507	+47%	+3%
35701	Microbe Generator Unit	0.034	+22%	+1%
35702	Alkaloid Tanks	0.0	+20%	+1%
35703	Biofuel Pump	0.218	+23%	+9%
35704	Organic Drain	0.5	+49%	+1%
35705	Biofuel Pump	0.504	+48%	+2%
35706	High-Volume Stabiliser	0.19	+25%	+6%
35707	Microbe Recycler	0.069	+24%	+1%
35708	Microbe Filter	0.103	+26%	+1%
35709	High-Volume Sieve	0.21	+31%	+2%
35710	Alkaloid Generator Unit	0.466	+47%	+1%
35711	Biofuel Tanks	0.471	+28%	+17%
35712	High-Volume Pump	0.276	+36%	+1%
35713	Microbe Pump	0.021	+20%	+2%
35714	Biofuel Generator Unit	0.328	+39%	+1%
35715	Organic Recycler	0.208	+20%	+11%
35716	Biofuel Drain	0.218	+29%	+4%
35717	Microbe Pump	0.121	+27%	+1%
35718	High-Volume Tanks	0.507	+47%	+3%
35719	Organic Purifier	0.103	+26%	
35720	High-Volume Pump	0.356	+37%	+4%
35721	Microbe Pump	0.744	+39%	+21%
35722	High-Volume Sieve	0.19	+31%	+1%
35723	High-Volume Stabiliser	0.111	+24%	+3%
35724	Microbe Recycler	0.4	+42%	+2%
35725	Alkaloid Harvester	0.162	+27%	+3%
35726	Biofuel Recycler	0.152	+24%	+5%
35727	Organic Harvester	0.207	+32%	+1%
35728	Microbe Purifier	0.348	+39%	+2%
35729	High-Volume Purifier	0.436	+32%	+12%
35730	Biofuel Pump	0.0	+20%	+1%
35731	Biofuel Stabiliser	0.328	+39%	+1%
35732	High-Volume Stabiliser	0.059	+21%	+3%
35733	Biofuel Generator Unit	0.333	+20%	+17%
35734	Microbe Purifier	0.31	+38%	+1%
35735	Microbe Recycler	0.224	+33%	+1%
35736	Alkaloid Generator Unit	0.585	+31%	+20%
35737	Alkaloid Filter	0.293	+37%	+1%
35738	Biofuel Recycler	0.083	+20%	+5%
35739	Microbe Pump	0.142	+21%	+7%
35740	Organic Drain	0.585	+37%	+15%
35741	Microbe Filter	0.0	+20%	+1%
35742	High-Volume Filter	0.246	+27%	+7%
35743	Organic Sieve	0.345	+40%	+1%
35744	Alkaloid Recycler	0.211	+25%	+7%
35745	Alkaloid Sieve	0.582	+32%	+19%
35746	High-Volume Pump	0.629	+42%	+13%
35747	Microbe Harvester	0.21	+31%	+2%
35748	Microbe Drain	0.252	+31%	+4%
35749	High-Volume Pump	0.483	+48%	+1%
35750	Organic Generator Unit	0.149	+25%	+4%
35751	Organic Pump	0.052	+23%	+1%
35752	Microbe Purifier	0.076	+22%	+3%
35753	Biofuel Pump	0.069	+24%	+1%
35754	High-Volume Generator Unit	0.292	+20%	+15%
35755	High-Volume Tanks	0.093	+23%	+3%
35756	Microbe Drain	0.486	+47%	+2%
35757	Organic Harvester	0.103	+26%	+1%
35758	Organic Purifier	0.738	+35%	+24%
35759	Microbe Generator Unit	0.146	+20%	+8%
35760	Organic Stabiliser	0.483	+48%	
35761	High-Volume Filter	0.19	+31%	+1%
35762	Alkaloid Stabiliser	0.173	+24%	+6%
35763	Organic Purifier	0.364	+23%	+16%
35764	Organic Tanks	0.097	+22%	+4%
35765	Biofuel Filter	0.723	+39%	+20%
35766	Organic Recycler	0.276	+36%	+1%
35767	High-Volume Generator Unit	0.483	+48%	+1%
35768	Microbe Stabiliser	0.422	+36%	+8%
35769	Microbe Recycler	0.241	+34%	+1%
35770	High-Volume Pump	0.556	+45%	+7%
35771	Alkaloid Sieve	0.034	+22%	
35772	Microbe Stabiliser	0.0	+20%	+1%
35773	Microbe Harvester	0.017	+21%	+1%
35774	Organic Sieve	0.397	+43%	+1%
35775	Alkaloid Tanks	0.259	+35%	
35776	Alkaloid Sieve	0.345	+40%	+1%
35777	Organic Recycler	0.017	+21%	+1%
35778	Biofuel Recycler	0.479	+20%	+24%
35779	Biofuel Sieve	0.617	+28%	+24%
35780	High-Volume Stabiliser	0.54	+38%	+12%
35781	Organic Purifier	0.568	+30%	+20%
35782	Biofuel Purifier	0.363	+35%	+6%
35783	High-Volume Harvester	0.083	+20%	+5%
35784	Organic Drain	0.093	+23%	+3%
35785	Biofuel Generator Unit	0.159	+28%	+2%
35786	Microbe Pump	0.103	+26%	+1%
35787	High-Volume Recycler	0.385	+23%	+17%
35788	Biofuel Harvester	0.56	+38%	+13%
35789	Biofuel Drain	0.0	+20%	+1%
35790	Microbe Stabiliser	0.184	+21%	+9%
35791	Alkaloid Pump	0.342	+35%	+5%
35792	High-Volume Filter	0.138	+28%	+1%
35793	High-Volume Drain	0.241	+34%	+1%
35794	Alkaloid Tanks	0.45	+34%	+11%
35795	Microbe Recycler	0.017	+21%	
35796	Alkaloid Stabiliser	0.608	+48%	+7%
35797	Microbe Tanks	0.583	+49%	+5%
35798	High-Volume Stabiliser	0.222	+22%	+10%
35799	Organic Sieve	0.271	+20%	+14%
35800	Alkaloid Purifier	0.042	+20%	+3%
35801	Biofuel Tanks	0.438	+20%	+22%
35802	Alkaloid Harvester	0.376	+37%	+5%
35803	Alkaloid Harvester	0.101	+21%	+5%
35804	Alkaloid Tanks	0.052	+23%	
35805	Organic Drain	0.034	+22%	+1%
35806	Microbe Stabiliser	0.434	+21%	+21%
35807	Microbe Recycler	0.537	+33%	+16%
35808	Biofuel Sieve	0.232	+25%	+8%
35809	Biofuel Generator Unit	0.138	+28%	+1%
35810	Biofuel Harvester	0.0	+20%	+1%
35811	High-Volume Stabiliser	0.131	+24%	+4%
35812	Alkaloid Stabiliser	0.519	+38%	+11%
35813	Organic Pump	0.224	+33%	+1%
35814	High-Volume Drain	0.19	+25%	+6%
35815	Biofuel Stabiliser	0.052	+23%	+1%
35816	Biofuel Generator Unit	0.19	+31%	+1%
35817	Microbe Pump	0.224	+33%	
35818	Organic Drain	0.381	+24%	+16%
35819	Microbe Tanks	0.19	+31%	
35820	Biofuel Purifier	0.577	+45%	+8%
35821	Organic Drain	0.177	+23%	+7%
35822	Alkaloid Tanks	0.345	+40%	
35823	Microbe Pump	0.059	+21%	+3%
35824	Microbe Harvester	0.312	+20%	+16%
35825	Organic Stabiliser	0.155	+29%	+1%
35826	Alkaloid Drain	0.086	+25%	+1%
35827	High-Volume Generator Unit	0.689	+37%	+20%
35828	Organic Sieve	0.021	+20%	+2%
35829	Alkaloid Filter	0.121	+27%	+1%
35830	Organic Harvester	0.142	+21%	+7%
35831	Organic Purifier	0.062	+20%	+4%
35832	Microbe Filter	0.591	+41%	+12%
35833	Microbe Generator Unit	0.017	+21%	
35834	Biofuel Sieve	0.245	+33%	+2%
35835	Alkaloid Drain	0.0	+20%	+1%
35836	Microbe Drain	0.0	+20%	+1%
35837	Biofuel Generator Unit	0.466	+47%	+1%
35838	Alkaloid Harvester	0.059	+21%	+3%
35839	High-Volume Filter	0.162	+27%	+3%
35840	Biofuel Sieve	0.496	+21%	+24%
35841	Organic Tanks	0.319	+24%	+13%
35842	Biofuel Generator Unit	0.259	+35%	+1%
35843	Organic Recycler	0.345	+40%	+1%
35844	High-Volume Purifier	0.0	+20%	+1%
35845	Biofuel Drain	0.083	+20%	+5%
35846	Alkaloid Harvester	0.305	+22%	+14%
35847	Alkaloid Tanks	0.18	+22%	+8%
35848	Alkaloid Filter	0.276	+36%	+1%
35849	Alkaloid Purifier	0.774	+48%	+15%
35850	Microbe Recycler	0.0	+20%	+1%
35851	High-Volume Sieve	0.205	+21%	+10%
35852	Organic Pump	0.034	+22%	+1%
35853	Alkaloid Drain	0.034	+22%	+1%
35854	Organic Pump	0.021	+20%	+2%
35855	Microbe Filter	0.654	+41%	+15%
35856	Microbe Purifier	0.038	+21%	+2%
35857	Organic Harvester	0.444	+24%	+19%
35858	Biofuel Stabiliser	0.2	+28%	+4%
35859	Microbe Pump	0.017	+21%	
35860	High-Volume Purifier	0.21	+31%	+2%
35861	Organic Purifier	0.464	+30%	+15%
35862	Biofuel Recycler	0.163	+21%	+8%
35863	High-Volume Recycler	0.267	+21%	+13%
35864	Organic Recycler	0.208	+20%	+11%
35865	Microbe Drain	0.052	+23%	+1%
35866	Microbe Sieve	0.532	+46%	+5%
35867	Microbe Stabiliser	0.017	+21%	+1%
35868	High-Volume Harvester	0.0	+20%	+1%
35869	Biofuel Filter	0.274	+25%	+10%
35870	High-Volume Stabiliser	0.448	+46%	+1%
35871	Biofuel Harvester	0.155	+29%	
35872	Organic Recycler	0.184	+21%	+9%
35873	High-Volume Harvester	0.57	+47%	+6%
35874	Organic Stabiliser	0.0	+20%	+1%
35875	Alkaloid Pump	0.362	+41%	+1%
35876	Alkaloid Stabiliser	0.375	+20%	+19%
35877	Alkaloid Sieve	0.297	+36%	+2%
35878	Organic Generator Unit	0.542	+49%	+3%
35879	Microbe Filter	0.111	+24%	+3%
35880	Microbe Stabiliser	0.224	+33%	+1%
35881	Alkaloid Pump	0.782	+46%	+17%
35882	High-Volume Tanks	0.034	+22%	+1%
35883	Organic Purifier	0.259	+35%	+1%
35884	Organic Stabiliser	0.451	+22%	+21%
35885	High-Volume Generator Unit	0.162	+27%	+3%
35886	Organic Filter	0.086	+25%	+1%
35887	Alkaloid Stabiliser	0.453	+33%	+12%
35888	High-Volume Recycler	0.069	+24%	
35889	Microbe Filter	0.18	+22%	+8%
35890	Organic Drain	0.125	+20%	+7%
35891	Alkaloid Generator Unit	0.328	+39%	+1%
35892	Alkaloid Filter	0.0	+20%	+1%
35893	Alkaloid Purifier	0.83	+44%	+21%
35894	Biofuel Tanks	0.149	+25%	+4%
35895	Microbe Drain	0.19	+31%	
35896	Organic Drain	0.397	+37%	+6%
35897	Alkaloid Sieve	0.038	+21%	+2%
35898	Alkaloid Purifier	0.596	+28%	+23%
35899	Alkaloid Generator Unit	0.458	+20%	+23%
35900	Microbe Drain	0.414	+44%	+1%
35901	Organic Recycler	0.293	+37%	+1%
35902	Biofuel Stabiliser	0.259	+35%	+1%
35903	Organic Harvester	0.0	+20%	+1%
35904	High-Volume Filter	0.292	+20%	+15%
35905	Biofuel Recycler	0.384	+29%	+12%
35906	Biofuel Stabiliser	0.674	+47%	+11%
35907	Alkaloid Recycler	0.156	+23%	+6%
35908	Microbe Recycler	0.076	+22%	+3%
35909	Microbe Tanks	0.7	+34%	+23%
35910	Alkaloid Drain	0.042	+20%	+3%
35911	Alkaloid Filter	0.298	+24%	+12%
35912	High-Volume Harvester	0.331	+38%	+2%
35913	Microbe Filter	0.274	+25%	+10%
35914	High-Volume Stabiliser	0.0	+20%	+1%
35915	Alkaloid Purifier	0.314	+37%	+2%
35916	Organic Drain	0.705	+44%	+15%
35917	Microbe Tanks	0.362	+41%	+1%
35918	Microbe Sieve	0.277	+24%	+11%
35919	Biofuel Tanks	0.431	+45%	+1%
35920	Organic Filter	0.121	+27%	+1%
35921	High-Volume Tanks	0.557	+39%	+12%
35922	High-Volume Tanks	0.375	+20%	+19%
35923	Alkaloid Filter	0.103	+26%	+1%
35924	Biofuel Recycler	0.188	+20%	+10%
35925	Alkaloid Sieve	0.431	+45%	+1%
35926	Alkaloid Filter	0.31	+38%	+1%
35927	Microbe Filter	0.229	+20%	+12%
35928	Microbe Stabiliser	0.125	+20%	+7%
35929	Organic Pump	0.138	+28%	+1%
35930	Alkaloid Filter	0.131	+24%	+4%
35931	Biofuel Sieve	0.573	+46%	+7%
35932	High-Volume Tanks	0.083	+20%	+5%
35933	Microbe Generator Unit	0.259	+35%	+1%
35934	Alkaloid Pump	0.5	+49%	
35935	Organic Drain	0.276	+36%	
35936	Organic Drain	0.455	+44%	+3%
35937	Biofuel Generator Unit	0.361	+24%	+15%
35938	Alkaloid Tanks	0.631	+30%	+23%
35939	High-Volume Stabiliser	0.228	+26%	+7%
35940	Alkaloid Purifier	0.373	+38%	+4%
35941	Biofuel Stabiliser	0.655	+29%	+25%
35942	Organic Filter	0.396	+20%	+20%
35943	High-Volume Recycler	0.362	+41%	
35944	High-Volume Filter	0.31	+38%	+1%
35945	Alkaloid Stabiliser	0.536	+39%	+11%
35946	Biofuel Generator Unit	0.225	+27%	+6%
35947	Biofuel Sieve	0.138	+28%	+1%
35948	Organic Filter	0.138	+28%	+1%
35949	Alkaloid Filter	0.5	+49%	+1%
35950	High-Volume Sieve	0.396	+20%	+20%
35951	Alkaloid Drain	0.228	+32%	+2%
35952	Alkaloid Purifier	0.017	+21%	+1%
35953	Biofuel Sieve	0.0	+20%	+1%
35954	Organic Generator Unit	0.469	+46%	+2%
35955	Organic Generator Unit	0.184	+21%	+9%
35956	High-Volume Stabiliser	0.36	+30%	+10%
35957	Microbe Filter	0.33	+21%	+16%
35958	Organic Filter	0.879	+48%	+20%
35959	High-Volume Tanks	0.596	+34%	+18%
35960	Microbe Harvester	0.293	+37%	+1%
35961	Organic Pump	0.293	+37%	+1%
35962	Biofuel Tanks	0.069	+24%	
35963	Organic Harvester	0.4	+42%	+2%
35964	High-Volume Pump	0.416	+26%	+16%
35965	Microbe Recycler	0.387	+34%	+8%
35966	Alkaloid Purifier	0.0	+20%	+1%
35967	Microbe Recycler	0.328	+39%	+1%
35968	High-Volume Harvester	0.017	+21%	+1%
35969	Alkaloid Drain	0.717	+35%	+23%
35970	Biofuel Stabiliser	0.146	+20%	+8%
35971	Biofuel Recycler	0.224	+33%	+1%
35972	Microbe Pump	0.534	+28%	+20%
35973	High-Volume Drain	0.26	+23%	+11%
35974	High-Volume Stabiliser	0.034	+22%	+1%
35975	Biofuel Filter	0.246	+21%	+12%
35976	Microbe Tanks	0.128	+25%	+3%
35977	Microbe Pump	0.062	+20%	+4%
35978	Microbe Harvester	0.396	+20%	+20%
35979	Alkaloid Harvester	0.414	+44%	+1%
35980	Alkaloid Sieve	0.375	+20%	+19%
35981	Biofuel Sieve	0.207	+32%	+1%
35982	Microbe Stabiliser	0.086	+25%	
35983	Organic Filter	0.052	+23%	+1%
35984	Biofuel Recycler	0.633	+41%	+14%
35985	High-Volume Harvester	0.431	+45%	
35986	High-Volume Tanks	0.224	+33%	+1%
35987	Organic Filter	0.483	+48%	+1%
35988	High-Volume Purifier	0.069	+24%	+1%
35989	Organic Stabiliser	0.405	+29%	+13%
35990	Microbe Harvester	0.146	+20%	+8%
35991	High-Volume Generator Unit	0.253	+25%	+9%
35992	Microbe Recycler	0.155	+29%	+1%
35993	Organic Purifier	0.474	+33%	+13%
35994	Microbe Purifier	0.139	+22%	+6%
35995	Organic Drain	0.0	+20%	+1%
35996	Microbe Recycler	0.431	+45%	+1%
35997	Microbe Drain	0.19	+31%	+1%
35998	Alkaloid Recycler	0.18	+22%	+8%
35999	High-Volume Filter	0.059	+21%	+3%
36000	Biofuel Purifier	0.172	+30%	
36001	Biofuel Sieve	0.172	+30%	+1%
36002	Alkaloid Recycler	0.309	+21%	+15%
36003	Biofuel Drain	0.069	+24%	+1%
36004	High-Volume Generator Unit	0.207	+32%	+1%
36005	Organic Purifier	0.19	+31%	+1%
36006	Biofuel Recycler	0.0	+20%	+1%
36007	High-Volume Tanks	0.034	+22%	+1%
36008	Alkaloid Harvester	0.093	+23%	+3%
36009	Microbe Drain	0.352	+38%	+3%
36010	High-Volume Purifier	0.283	+34%	+3%
36011	High-Volume Harvester	0.086	+25%	+1%
36012	Alkaloid Drain	0.483	+48%	
36013	Biofuel Purifier	0.208	+20%	+11%
36014	Microbe Purifier	0.348	+39%	+2%
36015	High-Volume Pump	0.211	+25%	+7%
36016	Microbe Sieve	0.0	+20%	+1%
36017	Biofuel Filter	0.017	+21%	+1%
36018	Microbe Stabiliser	0.448	+46%	
36019	Biofuel Tanks	0.259	+35%	+1%
36020	High-Volume Harvester	0.259	+35%	+1%
36021	Alkaloid Recycler	0.276	+36%	+1%
36022	High-Volume Stabiliser	0.19	+31%	+1%
36023	Microbe Sieve	0.572	+29%	+21%
36024	Alkaloid Purifier	0.017	+21%	+1%
36025	High-Volume Harvester	0.155	+29%	
36026	High-Volume Purifier	0.379	+42%	+1%
36027	Microbe Purifier	0.0	+20%	+1%
36028	High-Volume Sieve	0.483	+48%	+1%
36029	Organic Drain	0.0	+20%	+1%
36030	Biofuel Drain	0.0	+20%	+1%
36031	Alkaloid Sieve	0.086	+25%	+1%
36032	Microbe Drain	0.477	+38%	+9%
36033	Organic Recycler	0.438	+20%	+22%
36034	Microbe Harvester	0.017	+21%	+1%
36035	Biofuel Filter	0.021	+20%	+2%
36036	Alkaloid Tanks	0.069	+24%	+1%
36037	Alkaloid Purifier	0.417	+20%	+21%
36038	Organic Filter	0.245	+33%	+2%
36039	High-Volume Harvester	0.362	+41%	
36040	High-Volume Recycler	0.086	+25%	
36041	Biofuel Recycler	0.443	+36%	+9%
36042	Biofuel Pump	0.39	+39%	+4%
36043	High-Volume Harvester	0.25	+20%	+13%
36044	Alkaloid Drain	0.052	+23%	
36045	Biofuel Recycler	0.207	+32%	+1%
36046	Organic Sieve	0.069	+24%	+1%
36047	Alkaloid Tanks	0.139	+22%	+6%
36048	Microbe Purifier	0.156	+23%	+6%
36049	Biofuel Tanks	0.152	+24%	+5%
36050	Alkaloid Purifier	0.034	+22%	+1%
36051	Biofuel Tanks	0.31	+38%	+1%
36052	Organic Sieve	0.428	+40%	+5%
36053	Microbe Filter	0.0	+20%	+1%
36054	High-Volume Stabiliser	0.076	+22%	+3%
36055	Microbe Pump	0.534	+22%	+25%
36056	Biofuel Purifier	0.0	+20%	+1%
36057	Alkaloid Stabiliser	0.08	+21%	+4%
36058	Biofuel Recycler	0.469	+46%	+2%
36059	Biofuel Sieve	0.259	+35%	+1%
36060	Organic Drain	0.539	+44%	+7%
36061	Microbe Stabiliser	0.537	+33%	+16%
36062	Alkaloid Drain	0.371	+21%	+18%
36063	Organic Recycler	0.397	+43%	+1%
36064	High-Volume Purifier	0.0	+20%	+1%
36065	Organic Purifier	0.184	+21%	+9%
36066	Organic Purifier	0.486	+47%	+2%
36067	Biofuel Stabiliser	0.356	+31%	+9%
36068	Organic Pump	0.474	+33%	+13%
36069	Biofuel Drain	0.422	+36%	+8%
36070	High-Volume Drain	0.017	+21%	+1%
36071	Organic Drain	0.093	+23%	+3%
36072	Biofuel Filter	0.069	+24%	+1%
36073	High-Volume Purifier	0.352	+38%	+3%
36074	Alkaloid Sieve	0.354	+20%	+18%
36075	Organic Stabiliser	0.155	+29%	+1%
36076	Biofuel Pump	0.435	+44%	+2%
36077	High-Volume Tanks	0.138	+28%	
36078	High-Volume Pump	0.197	+29%	+3%
36079	Organic Filter	0.283	+34%	+3%
36080	Alkaloid Purifier	0.146	+20%	+8%
36081	Biofuel Pump	0.142	+21%	+7%
36082	Microbe Drain	0.357	+25%	+14%
36083	Microbe Recycler	0.705	+44%	+15%
36084	Organic Purifier	0.269	+32%	+4%
36085	Microbe Drain	0.276	+36%	+1%
36086	High-Volume Generator Unit	0.176	+29%	+2%
36087	Biofuel Filter	0.052	+23%	+1%
36088	Microbe Sieve	0.138	+28%	+1%
36089	Microbe Filter	0.19	+31%	+1%
36090	Microbe Drain	0.483	+48%	+1%
36091	Alkaloid Tanks	0.387	+34%	+8%
36092	Microbe Drain	0.297	+30%	+7%
36093	Biofuel Purifier	0.288	+21%	+14%
36094	Microbe Tanks	0.466	+47%	
36095	Alkaloid Recycler	0.323	+23%	+14%
36096	Alkaloid Tanks	0.188	+20%	+10%
36097	High-Volume Harvester	0.069	+24%	+1%
36098	Organic Generator Unit	0.397	+43%	+1%
36099	Biofuel Recycler	0.034	+22%	+1%
36100	Microbe Stabiliser	0.362	+41%	+1%
36101	Microbe Drain	0.138	+28%	+1%
36102	Organic Stabiliser	0.5	+20%	+25%
36103	Biofuel Harvester	0.086	+25%	+1%
36104	Organic Harvester	0.19	+31%	+1%
36105	Microbe Sieve	0.328	+39%	+1%
36106	Microbe Pump	0.375	+20%	+19%
36107	High-Volume Generator Unit	0.458	+20%	+23%
36108	Biofuel Tanks	0.235	+30%	+4%
36109	Organic Generator Unit	0.0	+20%	
36110	High-Volume Purifier	0.421	+42%	+3%
36111	Microbe Tanks	0.224	+33%	+1%
36112	High-Volume Harvester	0.483	+48%	+1%
36113	High-Volume Stabiliser	0.345	+40%	+1%
36114	Microbe Stabiliser	0.184	+21%	+9%
36115	Microbe Recycler	0.483	+48%	+1%
36116	Organic Tanks	0.3	+35%	+3%
36117	Microbe Pump	0.034	+22%	+1%
36118	High-Volume Filter	0.526	+36%	+13%
36119	Microbe Drain	0.469	+46%	+2%
36120	High-Volume Pump	0.292	+20%	+15%
36121	Microbe Pump	0.346	+34%	+6%
36122	High-Volume Pump	0.138	+28%	+1%
36123	Alkaloid Tanks	0.44	+25%	+18%
36124	Organic Purifier	0.034	+22%	+1%
36125	Biofuel Pump	0.052	+23%	+1%
36126	Alkaloid Drain	0.256	+24%	+10%
36127	High-Volume Generator Unit	0.564	+37%	+14%
36128	Biofuel Purifier	0.276	+36%	+1%
36129	High-Volume Pump	0.619	+39%	+15%
36130	High-Volume Pump	0.0	+20%	+1%
36131	Biofuel Tanks	0.359	+36%	+5%
36132	Alkaloid Filter	0.0	+20%	+1%
36133	Microbe Pump	0.0	+20%	
36134	Organic Drain	0.466	+47%	+1%
36135	Organic Recycler	0.293	+37%	
36136	Alkaloid Purifier	0.241	+34%	+1%
36137	Microbe Tanks	0.25	+20%	+13%
36138	High-Volume Harvester	0.034	+22%	+1%
36139	Biofuel Stabiliser	0.293	+37%	+1%
36140	High-Volume Harvester	0.506	+24%	+22%
36141	High-Volume Tanks	0.121	+27%	+1%
36142	Biofuel Recycler	0.232	+25%	+8%
36143	Biofuel Recycler	0.263	+28%	+7%
36144	Alkaloid Purifier	0.142	+27%	+2%
36145	Biofuel Pump	0.21	+31%	+2%
36146	High-Volume Purifier	0.059	+21%	+3%
36147	Alkaloid Stabiliser	0.241	+34%	
36148	Microbe Recycler	0.453	+39%	+7%
36149	Microbe Stabiliser	0.0	+20%	+1%
36150	Microbe Sieve	0.239	+23%	+10%
36151	Organic Tanks	0.101	+21%	+5%
36152	Microbe Filter	0.345	+40%	+1%
36153	Biofuel Sieve	0.409	+22%	+19%
36154	Biofuel Filter	0.207	+32%	+1%
36155	Alkaloid Filter	0.245	+33%	+2%
36156	Alkaloid Tanks	0.034	+22%	+1%
36157	Microbe Pump	0.675	+41%	+16%
36158	Alkaloid Recycler	0.45	+34%	+11%
36159	High-Volume Stabiliser	0.5	+49%	
36160	Organic Drain	0.466	+47%	+1%
36161	Alkaloid Generator Unit	0.224	+33%	+1%
36162	Microbe Purifier	0.193	+30%	+2%
36163	Biofuel Tanks	0.103	+26%	
36164	Organic Recycler	0.371	+21%	+18%
36165	High-Volume Stabiliser	0.717	+35%	+23%
36166	Biofuel Stabiliser	0.422	+30%	+13%
36167	High-Volume Recycler	0.466	+47%	+1%
36168	Biofuel Recycler	0.29	+32%	+5%
36169	Alkaloid Drain	0.246	+21%	+12%
36170	Microbe Stabiliser	0.249	+32%	+3%
36171	Microbe Stabiliser	0.146	+20%	+8%
36172	High-Volume Harvester	0.083	+20%	+5%
36173	Organic Purifier	0.142	+27%	+2%
36174	Microbe Filter	0.225	+27%	+6%
36175	Microbe Purifier	0.101	+21%	+5%
36176	Biofuel Generator Unit	0.052	+23%	+1%
36177	Biofuel Generator Unit	0.08	+21%	+4%
36178	Microbe Generator Unit	0.138	+28%	
36179	Biofuel Generator Unit	0.069	+24%	+1%
36180	Microbe Purifier	0.267	+21%	+13%
36181	Microbe Stabiliser	0.5	+49%	
36182	High-Volume Tanks	0.086	+25%	+1%
36183	Alkaloid Filter	0.017	+21%	+1%
36184	Microbe Pump	0.142	+21%	+7%
36185	Organic Drain	0.034	+22%	+1%
36186	High-Volume Tanks	0.086	+25%	+1%
36187	Alkaloid Sieve	0.052	+23%	
36188	Biofuel Filter	0.155	+29%	+1%
36189	Alkaloid Drain	0.649	+48%	+9%
36190	High-Volume Filter	0.723	+39%	+20%
36191	Microbe Drain	0.511	+40%	+9%
36192	Organic Generator Unit	0.431	+45%	+1%
36193	Organic Pump	0.328	+39%	+1%
36194	Alkaloid Generator Unit	0.241	+34%	+1%
36195	Microbe Drain	0.214	+30%	+3%
36196	High-Volume Sieve	0.557	+33%	+17%
36197	Microbe Sieve	0.086	+25%	+1%
36198	Biofuel Generator Unit	0.276	+36%	+1%
36199	Organic Generator Unit	0.373	+38%	+4%
36200	High-Volume Generator Unit	0.086	+25%	+1%
36201	Microbe Generator Unit	0.336	+25%	+13%
36202	Biofuel Pump	0.19	+31%	+1%
36203	Microbe Drain	0.0	+20%	+1%
36204	High-Volume Pump	0.414	+44%	+1%
36205	Alkaloid Stabiliser	0.021	+20%	+2%
36206	Organic Recycler	0.0	+20%	+1%
36207	Organic Purifier	0.747	+44%	+17%
36208	Organic Harvester	0.588	+36%	+16%
36209	Biofuel Tanks	0.493	+22%	+23%
36210	High-Volume Stabiliser	0.08	+21%	+4%
36211	Microbe Stabiliser	0.0	+20%	+1%
36212	Organic Tanks	0.083	+20%	+5%
36213	Biofuel Tanks	0.397	+43%	+1%
36214	Alkaloid Purifier	0.433	+27%	+16%
36215	Alkaloid Tanks	0.519	+38%	+11%
36216	Organic Stabiliser	0.021	+20%	+2%
36217	Biofuel Recycler	0.259	+35%	+1%
36218	High-Volume Purifier	0.0	+20%	+1%
36219	High-Volume Stabiliser	0.073	+23%	+2%
36220	Alkaloid Purifier	0.328	+39%	+1%
36221	Alkaloid Filter	0.226	+21%	+11%
36222	Biofuel Harvester	0.371	+27%	+13%
36223	Alkaloid Stabiliser	0.276	+36%	+1%
36224	Organic Purifier	0.103	+26%	+1%
36225	Organic Tanks	0.438	+43%	+3%
