sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_ReloadTime,Weapon_Projectile_Rate
38924,Non-compliant Oscillator,0.0,+1%,,
38925,Extinguished De-limiter,0.351,,-15%,+2%
38926,Nanite-Marked Splitter,0.024,,-2%,
38927,Doomed De-limiter,0.024,+1%,-2%,
38928,Nanite-Marked Splitter,0.018,,,+2%
38929,Aeronic Refractor,0.112,,-2%,+6%
38930,Nanite-Marked Injector,0.286,,-13%,
38931,Anointed Injector,0.018,,,+2%
38932,Forsaken Refractor,0.059,+1%,-2%,+3%
38933,Released Neutraliser,0.018,,,+2%
38934,Cursed Dynamo,0.024,+1%,-2%,
38935,Writhing Injector,0.065,+1%,-3%,+2%
38936,Anomalous Dynamo,0.207,,-6%,+6%
38937,Relinquished Filament,0.0,+1%,,
38938,Polymorphous Furnace,0.19,,-9%,
38939,Forsaken Mirror,0.076,+1%,-2%,+4%
38940,Rescued Refractor,0.217,,-2%,+12%
38941,Crimson Mirror,0.0,+1%,,
38942,Extinguished Gravitiser,0.119,,-6%,
38943,Extinguished Polariser,0.214,,-10%,
38944,Nanite-Marked Gravitiser,0.035,+1%,-1%,+3%
38945,Aeronic Oscillator,0.024,,-2%,
38946,Anomalous Atomiser,0.024,+1%,-2%,
38947,Anointed Amplifier,0.211,+1%,,+13%
38948,Haunted Neutraliser,0.018,,,+2%
38949,Non-compliant Filament,0.143,,-7%,
38950,Relinquished Neutraliser,0.263,,,+16%
38951,Glassy Gravitiser,0.048,,-3%,
38952,Anointed Splitter,0.0,+1%,,
38953,Polymorphous Capacitor,0.143,,-7%,
38954,Impossible Boundary Hunter,0.105,,,+7%
38955,Polymorphous Gravitiser,0.07,+1%,,+5%
38956,Aeronic Polariser,0.392,+2%,-2%,+3%
38957,Anointed Annihilator,0.0,+1%,,
38958,Released Oscillator,0.0,+1%,,
38959,Rescued Boundary Hunter,0.625,+1%,-14%,+19%
38960,Impossible Mirror,0.024,,-2%,
38961,Released De-limiter,0.316,,,+19%
38962,Forsaken Annihilator,0.19,,-9%,
38963,Watery Accelerator,0.43,+1%,-8%,+16%
38964,Salvaged De-limiter,0.024,+1%,-2%,
38965,Nanite-Marked Polariser,0.053,,,+4%
38966,Crimson Furnace,0.024,+1%,-2%,
38967,Relinquished Atomiser,0.0,+1%,,
38968,Doomed Boundary Hunter,0.076,+1%,-2%,+4%
38969,Extinguished Accelerator,0.024,+1%,-2%,
38970,Cursed Neutraliser,0.333,+2%,,
38971,Salvaged Mirror,0.143,+1%,-7%,
38972,Extinguished Dynamo,0.143,,-7%,
38973,Haunted Amplifier,0.123,,,+8%
38974,Cursed Obliterator,0.327,,-14%,+2%
38975,Haunted Atomiser,0.0,+1%,,
38976,Released Splitter,0.252,+1%,-2%,+14%
38977,Impossible Capacitor,0.053,+1%,,+4%
38978,Released Refractor,0.298,,,+18%
38979,Glassy Filament,0.137,+1%,-6%,+2%
38980,Salvaged Boundary Hunter,0.0,+1%,,
38981,Non-compliant Polariser,0.199,,-2%,+11%
38982,Polymorphous Boundary Hunter,0.0,+1%,,
38983,Released Mirror,0.287,+1%,-2%,+16%
38984,Aeronic Mirror,0.024,,-2%,
38985,Rescued Dynamo,0.407,+1%,-10%,+12%
38986,Writhing De-limiter,0.234,+1%,-2%,+13%
38987,Glassy Obliterator,0.223,+1%,-3%,+11%
38988,Aeronic Resonator,0.175,,,+11%
38989,Haunted Capacitor,0.0,+1%,,
38990,Doomed Dynamo,0.0,+1%,,
38991,Cursed Atomiser,0.42,+1%,-12%,+10%
38992,Impossible De-limiter,0.094,,-2%,+5%
38993,Impossible Gravitiser,0.018,+1%,,+2%
38994,Relinquished Neutraliser,0.018,+1%,,+2%
38995,Rescued Furnace,0.024,,-2%,
38996,Rescued Capacitor,0.048,,-3%,
38997,Forsaken Refractor,0.123,,,+8%
38998,Aeronic Injector,0.018,,,+2%
38999,Glassy Resonator,0.491,+2%,,+10%
39000,Nanite-Marked Gravitiser,0.024,,-2%,
39001,Polymorphous Mirror,0.024,,-2%,
39002,Rescued Filament,0.048,+1%,-3%,
39003,Extinguished Neutraliser,0.083,+1%,-3%,+3%
39004,Writhing Resonator,0.158,+1%,,+10%
39005,Polymorphous Filament,0.158,+1%,,+10%
39006,Cursed Furnace,0.041,+1%,-2%,+2%
39007,Doomed Refractor,0.112,+1%,-2%,+6%
39008,Nanite-Marked Obliterator,0.263,,,+16%
39009,Anointed Gravitiser,0.566,+1%,-13%,+17%
39010,Rescued Capacitor,0.0,+1%,,
39011,Cursed Obliterator,0.024,,-2%,
39012,Aeronic Atomiser,0.143,,-7%,
39013,Writhing Refractor,0.0,+1%,,
39014,Haunted Neutraliser,0.0,+1%,,
39015,Haunted Annihilator,0.0,+1%,,
39016,Writhing Capacitor,0.048,,-3%,
39017,Watery Mirror,0.065,+1%,-3%,+2%
39018,Haunted De-limiter,0.0,+1%,,
39019,Anomalous Mirror,0.333,+2%,,
39020,Polymorphous Furnace,0.19,,-9%,
39021,Anomalous Capacitor,0.0,+1%,,
39022,Cursed Atomiser,0.158,+1%,,+10%
39023,Cursed Injector,0.333,,-15%,
39024,Writhing Obliterator,0.0,+1%,,
39025,Anointed Gravitiser,0.053,,,+4%
39026,Haunted Resonator,0.076,,-2%,+4%
39027,Glassy Amplifier,0.059,+1%,-2%,+3%
39028,Forsaken Furnace,0.035,,,+3%
39029,Cursed Boundary Hunter,0.286,+1%,-13%,
39030,Cursed Splitter,0.0,+1%,,
39031,Writhing Oscillator,0.0,+1%,,
39032,Released Injector,0.298,+1%,,+18%
39033,Crimson Atomiser,0.035,+1%,,+3%
39034,Impossible Annihilator,0.31,,-14%,
39035,Forsaken Oscillator,0.0,+1%,,
39036,Impossible Dynamo,0.0,+1%,,
39037,Polymorphous Amplifier,0.018,,,+2%
39038,Rescued Atomiser,0.048,,-3%,
39039,Extinguished Gravitiser,0.19,,-9%,
39040,Non-compliant Resonator,0.211,,,+13%
39041,Salvaged De-limiter,0.158,,,+10%
39042,Anointed Boundary Hunter,0.357,+2%,-2%,
39043,Extinguished Oscillator,0.358,+1%,-5%,+16%
39044,Extinguished Accelerator,0.071,,-4%,
39045,Salvaged Dynamo,0.024,,-2%,
39046,Non-compliant Splitter,0.018,,,+2%
39047,Anointed Injector,0.048,,-3%,
39048,Impossible Mirror,0.048,,-3%,
39049,Forsaken Dynamo,0.018,,,+2%
39050,Anomalous Atomiser,0.311,+1%,-3%,+16%
39051,Forsaken Filament,0.158,+1%,,+10%
39052,Forsaken Neutraliser,0.107,+1%,-4%,+3%
39053,Rescued Capacitor,0.053,,,+4%
39054,Non-compliant Neutraliser,0.041,+1%,-2%,+2%
39055,Relinquished Accelerator,0.0,+1%,,
39056,Anomalous De-limiter,0.088,,,+6%
39057,Relinquished Polariser,0.024,,-2%,
39058,Doomed Injector,0.024,,-2%,
39059,Anomalous Polariser,0.053,,,+4%
39060,Anointed Resonator,0.0,+1%,,
39061,Anointed Oscillator,0.228,+1%,,+14%
39062,Cursed Resonator,0.0,+1%,,
39063,Anointed De-limiter,0.024,+1%,-2%,
39064,Anointed Injector,0.123,,,+8%
39065,Haunted Mirror,0.228,+1%,,+14%
39066,Aeronic Splitter,0.024,,-2%,
39067,Doomed Furnace,0.217,+1%,-2%,+12%
39068,Cursed Annihilator,0.33,+1%,-6%,+13%
39069,Salvaged Gravitiser,0.071,,-4%,
39070,Anointed Annihilator,0.059,+1%,-2%,+3%
39071,Writhing Annihilator,0.0,+1%,,
39072,Glassy Polariser,0.252,,-2%,+14%
39073,Impossible Annihilator,0.333,+2%,,
39074,Impossible Mirror,0.252,+1%,-2%,+14%
39075,Forsaken Dynamo,0.19,,-9%,
39076,Watery Dynamo,0.0,+1%,,
39077,Crimson De-limiter,0.048,,-3%,
39078,Relinquished Furnace,0.024,+1%,-2%,
39079,Relinquished Amplifier,0.041,,-2%,+2%
39080,Cursed Polariser,0.095,,-5%,
39081,Non-compliant Boundary Hunter,0.053,,,+4%
39082,Glassy Boundary Hunter,0.142,+1%,-4%,+5%
39083,Anointed Injector,0.0,+1%,,
39084,Polymorphous Filament,0.048,+1%,-3%,
39085,Aeronic Accelerator,0.059,+1%,-2%,+3%
39086,Glassy Accelerator,0.053,+1%,,+4%
39087,Polymorphous Mirror,0.0,+1%,,
39088,Watery Resonator,0.143,,-7%,
39089,Forsaken Amplifier,0.0,,-1%,
39090,Watery Neutraliser,0.0,+1%,,
39091,Haunted Boundary Hunter,0.024,,-2%,
39092,Salvaged Dynamo,0.0,+1%,,
39093,Cursed Atomiser,0.094,+1%,-2%,+5%
39094,Glassy Dynamo,0.347,+1%,-6%,+14%
39095,Released Mirror,0.018,,,+2%
39096,Doomed Gravitiser,0.0,+1%,,
39097,Crimson Accelerator,0.065,+1%,-3%,+2%
39098,Glassy Boundary Hunter,0.0,+1%,,
39099,Anomalous Gravitiser,0.211,,,+13%
39100,Haunted Annihilator,0.071,,-4%,
39101,Anointed De-limiter,0.076,+1%,-2%,+4%
39102,Nanite-Marked Neutraliser,0.0,+1%,,
39103,Released Boundary Hunter,0.0,+1%,,
39104,Doomed Amplifier,0.018,,,+2%
39105,Released Resonator,0.024,,-2%,
39106,Forsaken Neutraliser,0.0,+1%,,
39107,Impossible Boundary Hunter,0.048,,-3%,
39108,Writhing Annihilator,0.024,,-2%,
39109,Watery Mirror,0.048,+1%,-3%,
39110,Non-compliant Capacitor,0.287,,-2%,+16%
39111,Crimson Splitter,0.0,+1%,,
39112,Anomalous Dynamo,0.041,+1%,-2%,+2%
39113,Glassy Gravitiser,0.105,+1%,,+7%
39114,Relinquished Filament,0.35,,-12%,+6%
39115,Aeronic Refractor,0.041,+1%,-2%,+2%
39116,Watery Neutraliser,0.07,,,+5%
39117,Cursed Furnace,0.105,,,+7%
39118,Forsaken Refractor,0.059,+1%,-2%,+3%
39119,Released De-limiter,0.0,+1%,,
39120,Glassy Resonator,0.112,,-2%,+6%
39121,Glassy Annihilator,0.035,,,+3%
39122,Extinguished Oscillator,0.0,+1%,,
39123,Impossible Resonator,0.277,+1%,-6%,+10%
39124,Relinquished Gravitiser,0.053,,,+4%
39125,Released Capacitor,0.362,+1%,-14%,+4%
39126,Haunted Resonator,0.059,+1%,-2%,+3%
39127,Polymorphous Polariser,0.0,+1%,,
39128,Doomed Resonator,0.105,+1%,,+7%
39129,Non-compliant Oscillator,0.14,+1%,,+9%
39130,Glassy Resonator,0.316,,,+19%
39131,Haunted Filament,0.211,,,+13%
39132,Writhing Obliterator,0.638,+2%,-2%,+17%
39133,Crimson Oscillator,0.018,,,+2%
39134,Watery Atomiser,0.024,,-2%,
39135,Non-compliant Filament,0.059,+1%,-2%,+3%
39136,Writhing Resonator,0.059,+1%,-2%,+3%
39137,Nanite-Marked Boundary Hunter,0.024,,-2%,
39138,Crimson Filament,0.083,+1%,-3%,+3%
39139,Writhing Atomiser,0.333,,,+20%
39140,Nanite-Marked Obliterator,0.119,,-6%,
39141,Glassy Injector,0.024,,-2%,
39142,Doomed Splitter,0.024,,-2%,
39143,Anointed Oscillator,0.297,+1%,-12%,+3%
39144,Haunted Splitter,0.316,,,+19%
39145,Watery Polariser,0.041,,-2%,+2%
39146,Released Resonator,0.357,+1%,-2%,+20%
39147,Non-compliant Refractor,0.286,,-13%,
39148,Impossible Polariser,0.214,+1%,-10%,
39149,Anomalous Accelerator,0.024,,-2%,
39150,Doomed Neutraliser,0.018,,,+2%
39151,Salvaged Neutraliser,0.024,,-2%,
39152,Watery Amplifier,0.167,,-8%,
39153,Anointed Gravitiser,0.214,+1%,-10%,
39154,Impossible Refractor,0.018,+1%,,+2%
39155,Rescued Mirror,0.123,,,+8%
39156,Forsaken Accelerator,0.214,,-10%,
39157,Polymorphous Boundary Hunter,0.024,,-2%,
39158,Relinquished Injector,0.105,,,+7%
39159,Glassy Neutraliser,0.018,,,+2%
39160,Forsaken Injector,0.024,,-2%,
39161,Haunted Boundary Hunter,0.16,+1%,-7%,+2%
39162,Released Oscillator,0.0,+1%,,
39163,Non-compliant Neutraliser,0.083,+1%,-3%,+3%
39164,Forsaken Splitter,0.024,,-2%,
39165,Cursed Obliterator,0.0,+1%,,
39166,Polymorphous Obliterator,0.158,,,+10%
39167,Non-compliant De-limiter,0.024,,-2%,
39168,Impossible Filament,0.0,+1%,,
39169,Nanite-Marked Filament,0.0,+1%,,
39170,Anointed Neutraliser,0.024,,-2%,
39171,Aeronic Furnace,0.175,,,+11%
39172,Anomalous De-limiter,0.024,,-2%,
39173,Writhing Obliterator,0.0,+1%,,
39174,Released De-limiter,0.048,+1%,-3%,
39175,Polymorphous Mirror,0.322,+1%,-2%,+18%
39176,Anomalous Neutraliser,0.095,+1%,-5%,
39177,Non-compliant Refractor,0.0,+1%,,
39178,Forsaken Amplifier,0.041,+1%,-2%,+2%
39179,Crimson Atomiser,0.048,+1%,-3%,
39180,Salvaged Capacitor,0.0,+1%,,
39181,Relinquished Dynamo,0.143,,-7%,
39182,Released Atomiser,0.035,,,+3%
39183,Non-compliant Atomiser,0.158,,,+10%
39184,Salvaged Mirror,0.0,+1%,,
39185,Anointed Filament,0.048,+1%,-3%,
39186,Anointed Atomiser,0.059,,-2%,+3%
39187,Non-compliant Amplifier,0.333,,,+20%
39188,Impossible Mirror,0.0,+1%,,
39189,Crimson Atomiser,0.089,+1%,-4%,+2%
39190,Anomalous Obliterator,0.024,,-2%,
39191,Salvaged Refractor,0.024,+1%,-2%,
39192,Impossible Mirror,0.0,+1%,,
39193,Doomed Injector,0.234,,-2%,+13%
39194,Extinguished Resonator,0.024,,-2%,
39195,Writhing Boundary Hunter,0.158,+1%,,+10%
39196,Released Injector,0.024,,-2%,
39197,Cursed Mirror,0.024,,-2%,
39198,Forsaken Polariser,0.076,+1%,-2%,+4%
39199,Salvaged Annihilator,0.018,,,+2%
39200,Writhing De-limiter,0.281,+1%,,+17%
39201,Cursed Furnace,0.053,,,+4%
39202,Writhing Neutraliser,0.0,,-1%,
39203,Glassy Dynamo,0.182,+1%,-2%,+10%
39204,Crimson De-limiter,0.19,,-9%,
39205,Writhing Obliterator,0.357,+1%,-2%,+20%
39206,Released Gravitiser,0.053,,,+4%
39207,Doomed Dynamo,0.123,+1%,-1%,+8%
39208,Anomalous De-limiter,0.0,+1%,,
39209,Rescued Furnace,0.089,+1%,-4%,+2%
39210,Relinquished Neutraliser,0.0,+1%,,
39211,Crimson Boundary Hunter,0.065,+1%,-3%,+2%
39212,Glassy Neutraliser,0.071,,-4%,
39213,Anointed Oscillator,0.018,+1%,,+2%
39214,Rescued Filament,0.018,,,+2%
39215,Polymorphous Accelerator,0.143,+1%,-7%,
39216,Doomed Splitter,0.362,+1%,-14%,+4%
39217,Polymorphous Furnace,0.0,,-1%,
39218,Anomalous Furnace,0.018,+1%,,+2%
39219,Haunted Accelerator,0.0,+1%,,
39220,Forsaken Accelerator,0.0,+1%,-1%,
39221,Impossible Oscillator,0.0,+1%,,
39222,Crimson Dynamo,0.024,+1%,-2%,
39223,Doomed Dynamo,0.095,+1%,-5%,
39224,Writhing Capacitor,0.158,,,+10%
39225,Released Gravitiser,0.105,,,+7%
39226,Crimson Amplifier,0.024,,-2%,
39227,Impossible Capacitor,0.095,,-5%,
39228,Cursed Annihilator,0.107,,-4%,+3%
39229,Doomed Neutraliser,0.094,,-2%,+5%
39230,Non-compliant Refractor,0.024,,-2%,
39231,Cursed Polariser,0.509,+1%,-15%,+11%
39232,Impossible Oscillator,0.018,+1%,,+2%
39233,Anomalous Oscillator,0.311,,-3%,+16%
39234,Forsaken Oscillator,0.105,+1%,,+7%
39235,Cursed Obliterator,0.158,,,+10%
39236,Extinguished Atomiser,0.071,+1%,-4%,+1%
39237,Impossible Mirror,0.024,,-2%,
39238,Non-compliant Accelerator,0.018,,,+2%
39239,Aeronic Obliterator,0.0,+1%,,
39240,Aeronic Boundary Hunter,0.333,,-15%,
39241,Non-compliant Dynamo,0.024,+1%,-2%,
39242,Haunted Dynamo,0.0,+1%,,
39243,Extinguished Annihilator,0.041,+1%,-2%,+2%
39244,Doomed De-limiter,0.076,+1%,-2%,+4%
39245,Released Atomiser,0.048,,-3%,
39246,Doomed Neutraliser,0.105,,,+7%
39247,Relinquished Amplifier,0.0,+1%,,
39248,Anointed Oscillator,0.232,+1%,-10%,+2%
39249,Watery Resonator,0.34,+1%,-2%,+19%
39250,Writhing Refractor,0.0,+1%,,
39251,Haunted Splitter,0.123,,,+8%
39252,Anomalous Amplifier,0.07,+1%,,+5%
39253,Doomed Oscillator,0.363,+1%,-3%,+19%
39254,Nanite-Marked De-limiter,0.333,+1%,-15%,
39255,Relinquished Mirror,0.0,+1%,,
39256,Relinquished Boundary Hunter,0.041,+1%,-2%,+2%
39257,Doomed Boundary Hunter,0.246,,,+15%
39258,Haunted Resonator,0.018,+1%,,+2%
39259,Glassy De-limiter,0.167,,-8%,
39260,Salvaged De-limiter,0.193,,,+12%
39261,Anomalous Annihilator,0.298,+1%,,+18%
39262,Nanite-Marked Polariser,0.053,,-1%,+4%
39263,Aeronic Furnace,0.0,+1%,,
39264,Anomalous De-limiter,0.333,+2%,,
39265,Watery Polariser,0.112,+1%,-2%,+6%
39266,Forsaken Amplifier,0.228,+1%,,+14%
39267,Crimson Oscillator,0.37,+1%,-4%,+18%
39268,Writhing Resonator,0.059,+1%,-2%,+3%
39269,Glassy Atomiser,0.0,+1%,,
39270,Writhing Obliterator,0.175,+1%,,+11%
39271,Relinquished Atomiser,0.619,+2%,-13%,
39272,Forsaken Polariser,0.059,,-2%,+3%
39273,Anointed Dynamo,0.286,,-13%,
39274,Haunted Gravitiser,0.018,+1%,,+2%
39275,Rescued Mirror,0.333,+2%,,
39276,Glassy Neutraliser,0.024,,-2%,
39277,Haunted Accelerator,0.07,,,+5%
39278,Nanite-Marked Gravitiser,0.175,,,+11%
39279,Impossible Splitter,0.307,,-8%,+9%
39280,Impossible Mirror,0.024,,-2%,
39281,Extinguished Splitter,0.0,+1%,,
39282,Salvaged Neutraliser,0.024,,-2%,
39283,Crimson Mirror,0.312,+1%,-6%,+12%
39284,Forsaken Oscillator,0.018,,,+2%
39285,Polymorphous Furnace,0.0,+1%,,
39286,Non-compliant Polariser,0.1,+1%,-3%,+4%
39287,Crimson Amplifier,0.123,+1%,,+8%
39288,Aeronic Polariser,0.0,+1%,,
39289,Impossible Amplifier,0.194,,-4%,+8%
39290,Relinquished Dynamo,0.14,,,+9%
39291,Non-compliant Mirror,0.193,,,+12%
39292,Forsaken Oscillator,0.0,+1%,,
39293,Anointed Gravitiser,0.095,,-5%,
39294,Writhing Obliterator,0.119,,-6%,
39295,Writhing Neutraliser,0.076,+1%,-2%,+4%
39296,Glassy Filament,0.0,+1%,,
39297,Glassy Mirror,0.105,,,+7%
39298,Extinguished Injector,0.0,+1%,,
39299,Aeronic Splitter,0.024,,-2%,
39300,Cursed Injector,0.071,+1%,-4%,
39301,Relinquished Obliterator,0.035,,,+3%
39302,Non-compliant Boundary Hunter,0.281,,,+17%
39303,Writhing Mirror,0.071,,-4%,
39304,Aeronic Injector,0.024,,-2%,
39305,Writhing Atomiser,0.059,+1%,-2%,+3%
39306,Anointed Obliterator,0.175,+1%,,+11%
39307,Released De-limiter,0.282,,-4%,+13%
39308,Glassy Capacitor,0.041,+1%,-2%,+2%
39309,Crimson Refractor,0.252,,-2%,+14%
39310,Doomed Dynamo,0.333,,,+20%
39311,Non-compliant Mirror,0.024,,-2%,
39312,Polymorphous Obliterator,0.119,,-6%,
39313,Rescued Gravitiser,0.053,,,+4%
39314,Haunted Amplifier,0.071,,-4%,
39315,Polymorphous Splitter,0.0,+1%,,
39316,Aeronic Polariser,0.0,+1%,,
39317,Forsaken Annihilator,0.368,+2%,,+3%
39318,Watery Capacitor,0.035,+1%,,+3%
39319,Impossible Neutraliser,0.024,,-2%,
39320,Glassy Refractor,0.0,+1%,,
39321,Extinguished Refractor,0.167,,-8%,
39322,Extinguished Gravitiser,0.024,,-2%,
39323,Non-compliant Obliterator,0.0,+1%,,
39324,Nanite-Marked Dynamo,0.322,+1%,-2%,+18%
39325,Non-compliant Resonator,0.0,+1%,,
39326,Aeronic Boundary Hunter,0.0,+1%,,
39327,Haunted Furnace,0.024,,-2%,
39328,Cursed Injector,0.14,,,+9%
39329,Nanite-Marked Boundary Hunter,0.333,,,+20%
39330,Relinquished Dynamo,0.13,,-5%,+3%
39331,Relinquished Neutraliser,0.19,,-9%,
39332,Impossible De-limiter,0.0,+1%,,
39333,Anointed Dynamo,0.018,+1%,,+2%
39334,Haunted Splitter,0.024,+1%,-2%,
39335,Glassy Annihilator,0.065,+1%,-3%,+2%
39336,Anomalous Splitter,0.018,,,+2%
39337,Non-compliant Furnace,0.298,,,+18%
39338,Polymorphous Annihilator,0.024,,-2%,
39339,Salvaged Amplifier,0.0,+1%,,
39340,Salvaged Obliterator,0.059,+1%,-2%,+3%
39341,Crimson Boundary Hunter,0.0,+1%,,
39342,Aeronic Resonator,0.041,+1%,-2%,+2%
39343,Crimson Furnace,0.065,+1%,-3%,+2%
39344,Haunted Splitter,0.333,,-15%,
39345,Writhing Accelerator,0.129,,-2%,+7%
39346,Glassy Resonator,0.024,,-2%,
39347,Rescued Amplifier,0.024,,-2%,
39348,Glassy Refractor,0.065,+1%,-3%,+2%
39349,Salvaged Polariser,0.143,,-7%,
39350,Anomalous Obliterator,0.088,,,+6%
39351,Released Boundary Hunter,0.024,,-2%,
39352,Released Filament,0.105,+1%,,+7%
39353,Extinguished Gravitiser,0.0,+1%,,
39354,Cursed De-limiter,0.0,+1%,,
39355,Relinquished Mirror,0.0,+1%,,
39356,Extinguished Refractor,0.298,,,+18%
39357,Doomed Amplifier,0.298,,,+18%
39358,Doomed Furnace,0.0,+1%,,
39359,Impossible Neutraliser,0.018,,,+2%
39360,Watery Capacitor,0.076,+1%,-2%,+4%
39361,Aeronic De-limiter,0.024,,-2%,
39362,Writhing Obliterator,0.0,+1%,,
39363,Crimson Resonator,0.041,+1%,-2%,+2%
39364,Crimson Obliterator,0.208,+1%,-9%,+2%
39365,Forsaken Neutraliser,0.0,+1%,,
39366,Non-compliant Refractor,0.211,,,+13%
39367,Crimson Splitter,0.1,+1%,-3%,+4%
39368,Released Annihilator,0.065,+1%,-3%,+2%
39369,Aeronic Injector,0.0,+1%,,
39370,Aeronic Resonator,0.262,,-12%,
39371,Anomalous Obliterator,0.018,,,+2%
39372,Anomalous Injector,0.065,+1%,-3%,+2%
39373,Aeronic Injector,0.083,+1%,-3%,+3%
39374,Forsaken Gravitiser,0.018,,,+2%
39375,Impossible De-limiter,0.0,+1%,,
39376,Anomalous Dynamo,0.199,+1%,-2%,+11%
39377,Aeronic Oscillator,0.076,+1%,-2%,+4%
39378,Relinquished Refractor,0.035,,,+3%
39379,Polymorphous Obliterator,0.059,+1%,-2%,+3%
39380,Nanite-Marked Filament,0.228,,,+14%
39381,Aeronic Refractor,0.0,+1%,,
39382,Cursed Accelerator,0.333,,,+20%
39383,Polymorphous Dynamo,0.0,+1%,,
39384,Cursed Polariser,0.041,,-2%,+2%
39385,Polymorphous Boundary Hunter,0.065,+1%,-3%,+2%
39386,Nanite-Marked Refractor,0.333,,,+20%
39387,Salvaged Resonator,0.105,,,+7%
39388,Haunted Boundary Hunter,0.167,,-8%,
39389,Released Amplifier,0.053,,,+4%
39390,Rescued Capacitor,0.024,,-2%,
39391,Released Gravitiser,0.018,,,+2%
39392,Relinquished Boundary Hunter,0.105,,,+7%
39393,Impossible De-limiter,0.0,+1%,,
39394,Forsaken Mirror,0.071,+1%,-4%,
39395,Writhing Amplifier,0.024,,-2%,
39396,Cursed Refractor,0.024,+1%,-2%,
39397,Forsaken Mirror,0.0,+1%,,
39398,Non-compliant Resonator,0.333,+2%,,
39399,Released Injector,0.018,,,+2%
39400,Impossible Dynamo,0.333,+2%,,
39401,Writhing Capacitor,0.234,+1%,-2%,+13%
39402,Anomalous Neutraliser,0.024,,-2%,
39403,Impossible Accelerator,0.0,+1%,,
39404,Anomalous Atomiser,0.0,+1%,,
39405,Crimson Filament,0.0,+1%,,
39406,Polymorphous Furnace,0.0,+1%,,
39407,Released Injector,0.0,+1%,,
39408,Haunted Injector,0.0,+1%,,
39409,Glassy De-limiter,0.263,,,+16%
39410,Crimson De-limiter,0.024,,-2%,
39411,Nanite-Marked Boundary Hunter,0.018,,,+2%
39412,Aeronic Mirror,0.048,,-3%,
39413,Aeronic De-limiter,0.34,+1%,-2%,+19%
39414,Writhing Furnace,0.024,,-2%,
39415,Cursed Furnace,0.0,+1%,,
39416,Non-compliant Capacitor,0.341,+1%,-5%,+15%
39417,Writhing Neutraliser,0.0,+1%,,
39418,Released Injector,0.0,+1%,,
39419,Doomed Mirror,0.143,,-7%,
39420,Salvaged Neutraliser,0.158,,,+10%
39421,Writhing Refractor,0.018,,,+2%
39422,Forsaken Dynamo,0.14,+1%,,+9%
39423,Extinguished Injector,0.0,+1%,,
39424,Watery Resonator,0.228,,,+14%
39425,Haunted Atomiser,0.024,,-2%,
39426,Anomalous Injector,0.059,+1%,-2%,+3%
39427,Watery Oscillator,0.076,+1%,-2%,+4%
39428,Relinquished Splitter,0.105,,,+7%
39429,Non-compliant De-limiter,0.071,,-4%,
39430,Released Dynamo,0.048,,-3%,
39431,Rescued Mirror,0.0,+1%,,
39432,Nanite-Marked Annihilator,0.158,,,+10%
39433,Doomed Atomiser,0.024,,-2%,
39434,Impossible Splitter,0.059,+1%,-2%,+3%
39435,Watery Capacitor,0.018,,,+2%
39436,Extinguished Gravitiser,0.0,+1%,,
39437,Non-compliant Accelerator,0.271,+1%,-5%,+11%
39438,Anomalous Capacitor,0.0,+1%,,
39439,Haunted Furnace,0.041,+1%,-2%,+2%
39440,Relinquished Oscillator,0.0,+1%,,
39441,Anointed Furnace,0.0,+1%,,
39442,Released Polariser,0.024,+1%,-2%,
39443,Cursed Filament,0.059,+1%,-2%,+3%
39444,Cursed Furnace,0.158,,,+10%
39445,Watery Mirror,0.059,+1%,-2%,+3%
39446,Relinquished Splitter,0.248,+1%,-7%,+7%
39447,Cursed Accelerator,0.088,,,+6%
39448,Polymorphous Amplifier,0.0,,-1%,
39449,Forsaken Filament,0.024,+1%,-2%,
39450,Cursed Dynamo,0.193,,-1%,+12%
39451,Aeronic De-limiter,0.024,,-2%,
39452,Salvaged Injector,0.071,+1%,-4%,
39453,Non-compliant Refractor,0.024,+1%,-2%,
39454,Anointed Injector,0.182,,-2%,+10%
39455,Cursed Boundary Hunter,0.262,,-12%,
39456,Released Injector,0.024,,-2%,
39457,Doomed Dynamo,0.0,+1%,,
39458,Glassy Filament,0.0,+1%,,
39459,Forsaken Mirror,0.0,+1%,,
39460,Non-compliant Dynamo,0.1,+1%,-3%,+4%
39461,Cursed De-limiter,0.041,+1%,-2%,+2%
39462,Polymorphous Oscillator,0.0,+1%,,
39463,Doomed Filament,0.119,,-6%,
39464,Aeronic Atomiser,0.024,,-2%,
39465,Salvaged De-limiter,0.0,+1%,,
39466,Relinquished Gravitiser,0.298,,,+18%
39467,Forsaken Injector,0.113,+1%,-5%,+2%
39468,Impossible Capacitor,0.0,+1%,,
39469,Aeronic Oscillator,0.041,+1%,-2%,+2%
39470,Polymorphous Polariser,0.0,+1%,,
39471,Glassy Splitter,0.17,+1%,-3%,+8%
39472,Non-compliant Neutraliser,0.297,+1%,-12%,+3%
39473,Anomalous Boundary Hunter,0.048,,-3%,
39474,Forsaken Boundary Hunter,0.322,+1%,-2%,+18%
39475,Crimson Boundary Hunter,0.429,+1%,-5%,+20%
39476,Crimson Resonator,0.065,+1%,-3%,+2%
39477,Salvaged Annihilator,0.018,,,+2%
39478,Cursed Filament,0.357,+1%,-2%,+20%
