sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ClipSize
60879,Infrared Accelerator,0.5,,,+12.0
60880,Ion Solidifier,0.5,+1%,,
60881,Sunlight Amplifier,0.5,,,+12.0
60882,Beam Excitor,0.25,,+6%,
60883,Sunlight Solidifier,0.062,,+3%,
60884,Plasma Solidifier,1.0,+1%,,+12.0
60885,Infrared Resonator,1.0,+1%,,+12.0
60886,Plasma Energiser,0.5,+1%,,
60887,Plasma Amplifier,0.5,+1%,,
60888,Sunlight Solidifier,0.0,,+2%,
60889,Beam Battery,0.5,+1%,,
60890,Plasma Amplifier,0.5,+1%,,
60891,Ion Amplifier,0.0,,+2%,
60892,Ion Injector,0.5,+1%,+2%,
60893,Infrared Accelerator,0.062,,+3%,
60894,Plasma Battery,0.5,+1%,+2%,
60895,Sunlight Amplifier,0.5,,,+12.0
60896,Ion Projector,0.5,+1%,,
60897,Sunlight Injector,0.438,,+9%,
60898,Beam Battery,0.5,,,+12.0
60899,Infrared Energiser,0.5,+1%,,
60900,Beam Injector,0.0,,+2%,
60901,Ion Solidifier,0.0,,+2%,
60902,Plasma Injector,0.062,,+3%,
60903,Beam Amplifier,0.625,,+4%,+12.0
60904,Beam Accelerator,0.5,+1%,,
60905,Infrared Battery,0.5,,+2%,+12.0
60906,Plasma Capture Cell,0.5,,,+12.0
60907,Beam Solidifier,0.5,,,+12.0
60908,Plasma Excitor,0.5,,,+12.0
60909,Sunlight Capture Cell,0.5,+1%,,
60910,Infrared Resonator,0.0,,+2%,
60911,Beam Accelerator,0.0,,+2%,
60912,Ion Excitor,0.5,+1%,,
60913,Sunlight Amplifier,0.5,,,+12.0
60914,Ion Excitor,0.5,+1%,,
60915,Beam Battery,0.062,,+3%,
60916,Plasma Capture Cell,0.5,,,+12.0
60917,Sunlight Accelerator,0.5,+1%,,
60918,Plasma Injector,0.375,,+8%,
60919,Infrared Solidifier,0.5,,,+12.0
60920,Plasma Capture Cell,0.0,,+2%,
60921,Beam Projector,0.5,,+2%,+12.0
60922,Plasma Excitor,0.5,,,+12.0
60923,Beam Excitor,0.062,,+3%,
60924,Sunlight Excitor,0.5,,,+12.0
60925,Beam Battery,0.0,,+2%,
60926,Infrared Projector,0.5,,,+12.0
60927,Infrared Solidifier,0.5,+1%,,
60928,Sunlight Excitor,0.5,+1%,,
60929,Sunlight Projector,0.5,,+2%,+12.0
60930,Beam Solidifier,0.5,,+2%,+12.0
60931,Ion Injector,0.5,,,+12.0
60932,Beam Capture Cell,0.125,,+4%,
60933,Ion Projector,0.5,,,+12.0
60934,Sunlight Battery,0.0,,+2%,
60935,Sunlight Accelerator,0.188,,+5%,
60936,Infrared Projector,1.0,+1%,,+12.0
60937,Ion Excitor,0.0,,+2%,
60938,Beam Solidifier,0.0,,+2%,
60939,Ion Accelerator,0.5,,,+12.0
60940,Sunlight Battery,0.0,,+2%,
60941,Sunlight Energiser,0.5,+1%,,
60942,Plasma Capture Cell,0.0,,+2%,
60943,Sunlight Amplifier,0.5,,,+12.0
60944,Plasma Energiser,0.5,+1%,,
60945,Infrared Solidifier,0.062,,+3%,
60946,Plasma Accelerator,0.062,,+3%,
60947,Infrared Projector,0.0,,+2%,
60948,Ion Amplifier,0.5,+1%,,
60949,Infrared Solidifier,0.0,,+2%,
60950,Infrared Accelerator,0.0,,+2%,
60951,Beam Projector,0.5,+1%,,
60952,Plasma Amplifier,0.5,,,+12.0
60953,Infrared Accelerator,0.5,,,+12.0
60954,Ion Resonator,0.5,,,+12.0
60955,Plasma Resonator,0.0,,+2%,
60956,Infrared Amplifier,0.5,,,+12.0
60957,Ion Injector,0.375,,+8%,
60958,Beam Capture Cell,0.5,+1%,,
60959,Beam Injector,0.5,+1%,,
60960,Infrared Excitor,0.25,,+6%,
60961,Beam Injector,0.5,+1%,,
60962,Infrared Battery,0.5,,,+12.0
60963,Beam Solidifier,0.5,+1%,,
60964,Ion Resonator,0.0,,+2%,
60965,Plasma Excitor,0.5,,,+12.0
60966,Infrared Energiser,0.5,+1%,,
60967,Ion Excitor,0.0,,+2%,
60968,Infrared Battery,0.5,+1%,+2%,
60969,Plasma Battery,1.0,+1%,,+12.0
60970,Sunlight Projector,0.5,+1%,,
60971,Beam Resonator,0.5,,,+12.0
60972,Plasma Accelerator,0.0,,+2%,
60973,Plasma Excitor,0.0,,+2%,
60974,Sunlight Accelerator,0.5,,,+12.0
60975,Plasma Projector,0.5,,,+12.0
60976,Ion Solidifier,0.5,+1%,,
60977,Beam Resonator,0.0,,+2%,
60978,Sunlight Energiser,0.062,,+3%,
60979,Plasma Solidifier,0.0,,+2%,
60980,Sunlight Energiser,0.5,,,+12.0
60981,Infrared Amplifier,0.5,+1%,,
60982,Sunlight Energiser,0.0,,+2%,
60983,Ion Capture Cell,0.5,,+2%,+12.0
60984,Plasma Excitor,0.5,,,+12.0
60985,Sunlight Solidifier,0.5,,,+12.0
60986,Infrared Capture Cell,0.5,,,+12.0
60987,Ion Projector,0.5,+1%,,
60988,Beam Energiser,0.25,,+6%,
60989,Sunlight Injector,0.0,,+2%,
60990,Infrared Resonator,1.0,+1%,+10%,
60991,Sunlight Solidifier,1.0,+1%,,+12.0
60992,Sunlight Injector,0.5,,,+12.0
60993,Beam Excitor,0.5,,+2%,+12.0
60994,Ion Resonator,0.0,,+2%,
60995,Ion Battery,0.5,,,+12.0
60996,Ion Accelerator,0.0,,+2%,
60997,Infrared Solidifier,0.0,,+2%,
60998,Infrared Amplifier,0.5,,,+12.0
60999,Infrared Injector,0.0,,+2%,
61000,Sunlight Excitor,0.0,,+2%,
61001,Plasma Excitor,0.0,,+2%,
61002,Infrared Excitor,0.5,,,+12.0
61003,Sunlight Accelerator,0.0,,+2%,
61004,Beam Solidifier,0.125,,+4%,
61005,Beam Solidifier,0.5,+1%,,
61006,Plasma Amplifier,0.5,,,+12.0
61007,Infrared Energiser,0.5,,,+12.0
61008,Sunlight Resonator,0.5,+1%,,
61009,Plasma Injector,0.5,+1%,,
61010,Sunlight Capture Cell,0.5,,,+12.0
61011,Plasma Excitor,1.0,+1%,,+12.0
61012,Ion Excitor,0.5,+1%,,
61013,Beam Resonator,0.5,,,+12.0
61014,Ion Amplifier,0.5,,,+12.0
61015,Sunlight Amplifier,0.0,,+2%,
61016,Sunlight Capture Cell,0.0,,+2%,
61017,Sunlight Solidifier,0.5,+1%,,
61018,Sunlight Excitor,0.5,+1%,,
61019,Beam Excitor,0.5,+1%,,
61020,Sunlight Excitor,1.0,+1%,,+12.0
61021,Plasma Amplifier,0.5,,,+12.0
61022,Infrared Projector,0.5,,,+12.0
61023,Plasma Accelerator,0.0,,+2%,
61024,Beam Capture Cell,0.0,,+2%,
61025,Beam Solidifier,1.0,+1%,,+12.0
61026,Sunlight Solidifier,0.5,,,+12.0
61027,Sunlight Accelerator,0.5,,,+12.0
61028,Beam Injector,0.562,,+3%,+12.0
61029,Beam Projector,0.25,,+6%,
61030,Beam Solidifier,0.5,,,+12.0
61031,Sunlight Battery,0.5,,,+12.0
61032,Infrared Excitor,0.5,+1%,,
61033,Beam Accelerator,0.5,,,+12.0
61034,Sunlight Injector,0.125,,+4%,
61035,Ion Energiser,0.5,+1%,,
61036,Infrared Amplifier,0.5,+1%,,
61037,Infrared Excitor,0.0,,+2%,
61038,Plasma Projector,0.5,,,+12.0
61039,Ion Excitor,0.5,+1%,,
61040,Infrared Injector,0.5,+1%,,
61041,Beam Amplifier,0.438,,+9%,
61042,Infrared Accelerator,0.5,+1%,,
61043,Infrared Projector,0.5,,,+12.0
61044,Plasma Excitor,0.125,,+4%,
61045,Plasma Resonator,0.5,,,+12.0
61046,Sunlight Resonator,0.5,,,+12.0
61047,Ion Energiser,0.5,+1%,,
61048,Plasma Solidifier,0.0,,+2%,
61049,Plasma Resonator,0.5,,,+12.0
61050,Plasma Injector,1.0,+1%,,+12.0
61051,Beam Battery,0.5,+1%,,
61052,Plasma Amplifier,0.5,+1%,,
61053,Plasma Accelerator,0.5,,,+12.0
61054,Plasma Resonator,0.5,,,+12.0
61055,Ion Excitor,0.5,+1%,,
61056,Sunlight Energiser,0.0,,+2%,
61057,Sunlight Amplifier,0.5,,,+12.0
61058,Beam Solidifier,0.5,,+2%,+12.0
61059,Infrared Resonator,0.5,+1%,,
61060,Plasma Energiser,0.5,,,+12.0
61061,Beam Excitor,0.5,,,+12.0
61062,Ion Energiser,0.5,,,+12.0
61063,Beam Injector,1.0,+1%,,+12.0
61064,Ion Solidifier,0.5,,,+12.0
61065,Plasma Accelerator,0.0,,+2%,
61066,Ion Energiser,0.0,,+2%,
61067,Beam Excitor,0.5,+1%,,
61068,Sunlight Capture Cell,0.5,+1%,,
61069,Plasma Amplifier,0.5,,,+12.0
61070,Plasma Battery,0.5,+1%,,
61071,Beam Excitor,0.5,,,+12.0
61072,Plasma Battery,0.062,,+3%,
61073,Ion Battery,0.5,+1%,+2%,
61074,Infrared Solidifier,0.5,+1%,+2%,
61075,Sunlight Energiser,0.0,,+2%,
61076,Plasma Battery,0.5,,,+12.0
61077,Sunlight Energiser,0.5,+1%,,
61078,Plasma Accelerator,0.5,,+2%,+12.0
61079,Sunlight Solidifier,0.5,,,+12.0
61080,Ion Injector,1.0,+1%,,+12.0
61081,Sunlight Solidifier,0.5,+1%,,
61082,Plasma Solidifier,0.5,,,+12.0
61083,Sunlight Excitor,1.0,+1%,,+12.0
61084,Sunlight Excitor,0.0,,+2%,
61085,Sunlight Battery,0.5,+1%,+2%,
61086,Ion Accelerator,0.062,,+3%,
61087,Plasma Capture Cell,0.5,+1%,,
61088,Sunlight Capture Cell,0.125,,+4%,
61089,Beam Battery,0.0,,+2%,
61090,Plasma Amplifier,0.5,,,+12.0
61091,Ion Energiser,0.5,,,+12.0
61092,Infrared Projector,1.0,+1%,,+12.0
61093,Infrared Capture Cell,0.5,+1%,,
61094,Plasma Capture Cell,0.5,,,+12.0
61095,Beam Accelerator,1.0,+1%,,+12.0
61096,Sunlight Capture Cell,0.5,+1%,,
61097,Sunlight Energiser,0.062,,+3%,
61098,Sunlight Amplifier,0.5,+1%,,
61099,Beam Projector,0.125,,+4%,
61100,Ion Accelerator,0.062,,+3%,
61101,Infrared Capture Cell,0.5,,,+12.0
61102,Ion Accelerator,0.0,,+2%,
61103,Plasma Resonator,0.5,+1%,,
61104,Plasma Battery,0.5,+1%,,
61105,Beam Projector,0.5,,,+12.0
61106,Plasma Injector,0.5,+1%,,
61107,Plasma Projector,1.0,+1%,,+12.0
61108,Plasma Solidifier,0.5,,,+12.0
61109,Plasma Resonator,0.0,,+2%,
61110,Plasma Injector,0.5,+1%,,
61111,Sunlight Amplifier,0.5,+1%,,
61112,Sunlight Injector,0.5,,+2%,+12.0
61113,Beam Resonator,0.5,+1%,+2%,
61114,Sunlight Injector,0.5,,,+12.0
61115,Plasma Injector,0.5,+1%,,
61116,Beam Resonator,0.125,,+4%,
61117,Beam Excitor,0.5,+1%,,
61118,Ion Excitor,0.0,,+2%,
61119,Infrared Capture Cell,0.5,,,+12.0
61120,Sunlight Amplifier,0.5,+1%,,
61121,Beam Accelerator,0.5,+1%,,
61122,Beam Capture Cell,0.062,,+3%,
61123,Ion Energiser,1.0,+1%,,+12.0
61124,Infrared Projector,0.5,+1%,,
61125,Beam Energiser,0.0,,+2%,
61126,Ion Amplifier,0.562,+1%,+3%,
61127,Ion Amplifier,0.5,,,+12.0
61128,Ion Accelerator,0.0,,+2%,
61129,Ion Injector,0.5,+1%,,
61130,Infrared Battery,0.5,+1%,,
61131,Sunlight Amplifier,0.0,,+2%,
61132,Beam Solidifier,0.5,,,+12.0
61133,Infrared Projector,0.5,,,+12.0
61134,Beam Capture Cell,0.5,+1%,,
61135,Infrared Capture Cell,0.5,,,+12.0
61136,Sunlight Accelerator,0.5,+1%,,
61137,Infrared Energiser,0.5,+1%,,
61138,Beam Solidifier,0.625,,+4%,+12.0
61139,Infrared Energiser,1.0,+1%,,+12.0
61140,Ion Projector,0.5,,,+12.0
61141,Ion Excitor,0.0,,+2%,
61142,Plasma Capture Cell,0.5,,,+12.0
61143,Sunlight Accelerator,0.5,+1%,,
61144,Infrared Excitor,1.0,+1%,,+12.0
61145,Sunlight Amplifier,0.5,+1%,,
61146,Plasma Resonator,0.125,,+4%,
61147,Plasma Injector,0.0,,+2%,
61148,Infrared Capture Cell,0.5,,,+12.0
61149,Plasma Injector,0.312,,+7%,
61150,Plasma Accelerator,0.0,,+2%,
61151,Infrared Resonator,0.438,,+9%,
61152,Ion Capture Cell,0.5,,,+12.0
61153,Ion Resonator,0.125,,+4%,
61154,Infrared Excitor,0.5,,,+12.0
61155,Sunlight Injector,0.5,,,+12.0
61156,Plasma Battery,0.5,,,+12.0
61157,Ion Energiser,0.5,+1%,,
61158,Ion Projector,0.5,,+2%,+12.0
61159,Plasma Excitor,0.5,+1%,,
61160,Plasma Amplifier,0.5,,,+12.0
61161,Sunlight Injector,0.188,,+5%,
61162,Plasma Excitor,0.5,,+2%,+12.0
61163,Ion Excitor,1.0,+1%,,+12.0
61164,Plasma Solidifier,0.5,+1%,,
61165,Plasma Injector,0.5,+1%,,
61166,Beam Accelerator,0.0,,+2%,
61167,Sunlight Resonator,0.5,,,+12.0
61168,Ion Energiser,0.5,,+2%,+12.0
61169,Ion Injector,0.5,,,+12.0
61170,Beam Energiser,0.5,,,+12.0
61171,Sunlight Amplifier,0.5,+1%,,
61172,Sunlight Battery,0.5,+1%,+2%,
61173,Plasma Energiser,0.0,,+2%,
61174,Sunlight Projector,0.0,,+2%,
61175,Beam Battery,0.0,,+2%,
61176,Sunlight Battery,0.5,,,+12.0
61177,Sunlight Solidifier,0.5,+1%,,
61178,Sunlight Injector,0.0,,+2%,
61179,Ion Solidifier,0.562,,+3%,+12.0
61180,Infrared Excitor,0.5,+1%,+2%,
61181,Infrared Battery,0.062,,+3%,
61182,Sunlight Capture Cell,0.5,+1%,,
61183,Beam Excitor,0.5,+1%,,
61184,Beam Injector,0.5,+1%,,
61185,Ion Amplifier,0.5,,,+12.0
61186,Ion Amplifier,0.5,+1%,,
61187,Beam Battery,1.0,+1%,,+12.0
61188,Beam Capture Cell,0.0,,+2%,
61189,Beam Accelerator,0.5,,,+12.0
61190,Sunlight Capture Cell,0.0,,+2%,
61191,Sunlight Accelerator,0.0,,+2%,
61192,Beam Capture Cell,1.0,+1%,,+12.0
61193,Beam Projector,0.0,,+2%,
61194,Beam Excitor,0.0,,+2%,
61195,Infrared Amplifier,0.5,,,+12.0
61196,Ion Amplifier,0.5,+1%,,
61197,Plasma Projector,0.0,,+2%,
61198,Infrared Capture Cell,0.125,,+4%,
61199,Plasma Accelerator,0.5,,,+12.0
61200,Plasma Capture Cell,0.5,+1%,,
61201,Sunlight Projector,0.0,,+2%,
61202,Ion Capture Cell,0.0,,+2%,
61203,Sunlight Energiser,0.0,,+2%,
61204,Ion Projector,0.5,+1%,,
61205,Sunlight Projector,0.5,+1%,,
61206,Beam Amplifier,0.5,+1%,,
61207,Beam Injector,0.5,,+2%,+12.0
61208,Infrared Projector,0.0,,+2%,
61209,Beam Battery,0.688,+1%,+5%,
61210,Ion Projector,0.5,+1%,,
61211,Beam Capture Cell,0.5,+1%,,
61212,Plasma Capture Cell,0.5,+1%,,
61213,Ion Capture Cell,0.5,+1%,+2%,
61214,Plasma Projector,0.5,,,+12.0
61215,Beam Resonator,0.5,,,+12.0
61216,Plasma Injector,0.5,,+2%,+12.0
61217,Beam Solidifier,0.5,+1%,+2%,
61218,Plasma Injector,0.0,,+2%,
61219,Plasma Excitor,0.5,+1%,,
61220,Ion Resonator,0.0,,+2%,
61221,Plasma Injector,0.938,,+9%,+12.0
61222,Infrared Injector,0.5,+1%,,
61223,Ion Excitor,0.5,+1%,,
61224,Infrared Energiser,0.0,,+2%,
61225,Beam Solidifier,0.5,+1%,,
61226,Sunlight Resonator,0.5,,,+12.0
61227,Beam Capture Cell,0.5,+1%,,
61228,Plasma Resonator,0.5,,,+12.0
61229,Infrared Resonator,0.5,,,+12.0
61230,Sunlight Amplifier,0.5,,,+12.0
61231,Beam Energiser,0.062,,+3%,
61232,Ion Solidifier,0.5,,,+12.0
61233,Ion Excitor,0.5,+1%,,
61234,Ion Battery,0.0,,+2%,
61235,Sunlight Accelerator,0.5,+1%,,
61236,Ion Amplifier,0.5,+1%,,
61237,Infrared Solidifier,1.0,+1%,,+12.0
61238,Ion Capture Cell,0.0,,+2%,
61239,Beam Solidifier,0.5,+1%,,
61240,Infrared Energiser,0.062,,+3%,
61241,Ion Projector,0.0,,+2%,
61242,Ion Energiser,0.5,,+2%,+12.0
61243,Plasma Solidifier,0.0,,+2%,
61244,Sunlight Resonator,0.5,,,+12.0
61245,Infrared Capture Cell,0.5,+1%,,
61246,Plasma Battery,0.5,+1%,,
61247,Plasma Injector,0.5,,,+12.0
61248,Beam Battery,0.5,+1%,,
61249,Plasma Capture Cell,0.0,,+2%,
61250,Plasma Excitor,0.0,,+2%,
61251,Sunlight Battery,1.0,+1%,,+12.0
61252,Beam Projector,0.5,+1%,,
61253,Ion Energiser,0.5,,,+12.0
61254,Sunlight Projector,0.5,+1%,,
61255,Sunlight Amplifier,0.0,,+2%,
61256,Ion Solidifier,0.5,+1%,,
61257,Plasma Resonator,0.5,,,+12.0
61258,Infrared Projector,0.5,,,+12.0
61259,Plasma Projector,0.5,,,+12.0
61260,Sunlight Accelerator,0.0,,+2%,
61261,Beam Capture Cell,0.5,,,+12.0
61262,Beam Injector,0.5,,,+12.0
61263,Beam Capture Cell,0.5,,,+12.0
61264,Ion Accelerator,0.125,,+4%,
61265,Beam Accelerator,0.25,,+6%,
61266,Infrared Resonator,0.5,+1%,,
61267,Beam Projector,0.5,+1%,,
61268,Plasma Energiser,0.5,+1%,,
61269,Sunlight Injector,0.0,,+2%,
61270,Beam Solidifier,0.5,+1%,,
61271,Infrared Resonator,0.5,,,+12.0
61272,Ion Capture Cell,0.375,,+8%,
61273,Plasma Solidifier,0.5,,+10%,
61274,Infrared Battery,0.5,+1%,,
61275,Plasma Accelerator,0.5,,,+12.0
61276,Infrared Accelerator,0.5,,,+12.0
61277,Infrared Injector,0.5,+1%,,
61278,Plasma Capture Cell,0.5,+1%,,
61279,Beam Excitor,0.5,,+2%,+12.0
61280,Infrared Projector,0.5,,+2%,+12.0
61281,Sunlight Injector,0.562,,+3%,+12.0
61282,Infrared Injector,0.0,,+2%,
61283,Ion Amplifier,0.0,,+2%,
61284,Beam Injector,0.5,+1%,,
61285,Ion Resonator,0.5,+1%,,
61286,Beam Capture Cell,0.5,,,+12.0
61287,Plasma Battery,0.5,+1%,,
61288,Plasma Resonator,0.5,,+2%,+12.0
61289,Infrared Solidifier,0.5,,,+12.0
61290,Infrared Amplifier,0.5,,,+12.0
61291,Beam Capture Cell,0.5,+1%,+2%,
61292,Plasma Resonator,0.5,,,+12.0
61293,Plasma Accelerator,0.5,,,+12.0
61294,Infrared Projector,0.0,,+2%,
61295,Ion Energiser,0.0,,+2%,
61296,Infrared Amplifier,0.5,+1%,,
61297,Sunlight Injector,0.5,,,+12.0
61298,Sunlight Battery,0.5,+1%,,
61299,Beam Accelerator,0.5,,,+12.0
61300,Beam Capture Cell,0.5,+1%,,
61301,Plasma Injector,0.375,,+8%,
61302,Ion Accelerator,0.5,+1%,,
61303,Beam Resonator,0.5,+1%,,
61304,Infrared Resonator,0.5,+1%,,
61305,Beam Accelerator,0.0,,+2%,
61306,Infrared Amplifier,0.5,,,+12.0
61307,Ion Battery,0.062,,+3%,
61308,Plasma Injector,0.5,+1%,,
61309,Sunlight Capture Cell,0.5,+1%,,
61310,Ion Amplifier,0.5,+1%,,
61311,Beam Energiser,0.5,,,+12.0
61312,Ion Injector,0.062,,+3%,
61313,Ion Projector,0.5,+1%,,
61314,Infrared Energiser,0.5,+1%,,
61315,Ion Battery,0.375,,+8%,
61316,Beam Capture Cell,0.5,+1%,,
61317,Beam Battery,0.5,+1%,,
61318,Plasma Solidifier,0.5,,+10%,
61319,Sunlight Amplifier,0.5,,,+12.0
61320,Beam Resonator,0.5,+1%,+2%,
61321,Sunlight Energiser,0.5,+1%,+2%,
61322,Beam Solidifier,0.5,,,+12.0
61323,Ion Projector,0.5,+1%,,
61324,Plasma Amplifier,0.0,,+2%,
61325,Beam Accelerator,0.0,,+2%,
61326,Sunlight Amplifier,0.5,+1%,,
61327,Sunlight Solidifier,0.5,,,+12.0
61328,Ion Accelerator,0.5,,,+12.0
61329,Infrared Excitor,0.5,+1%,,
61330,Infrared Amplifier,0.5,+1%,,
61331,Plasma Capture Cell,0.5,+1%,+2%,
61332,Beam Accelerator,0.0,,+2%,
61333,Beam Amplifier,0.0,,+2%,
61334,Infrared Capture Cell,0.5,,,+12.0
61335,Beam Excitor,0.5,,,+12.0
61336,Beam Battery,0.5,+1%,,
61337,Plasma Battery,0.0,,+2%,
61338,Ion Solidifier,1.0,+1%,,+12.0
61339,Beam Capture Cell,0.438,,+9%,
61340,Beam Excitor,0.0,,+2%,
61341,Beam Battery,0.5,+1%,,
61342,Beam Amplifier,0.5,+1%,,
61343,Beam Energiser,0.5,,,+12.0
61344,Sunlight Battery,0.0,,+2%,
61345,Sunlight Battery,0.562,+1%,+3%,
61346,Ion Energiser,0.5,,,+12.0
61347,Sunlight Battery,0.0,,+2%,
61348,Infrared Projector,1.0,+1%,,+12.0
61349,Beam Accelerator,0.375,,+8%,
61350,Sunlight Projector,0.5,,,+12.0
61351,Beam Solidifier,0.5,+1%,+2%,
61352,Ion Amplifier,0.5,+1%,,
61353,Plasma Projector,0.5,+1%,,
61354,Ion Capture Cell,0.0,,+2%,
61355,Infrared Injector,0.5,,,+12.0
61356,Plasma Amplifier,0.5,,,+12.0
61357,Infrared Battery,0.062,,+3%,
61358,Beam Injector,0.5,,,+12.0
61359,Ion Excitor,0.5,+1%,,
61360,Infrared Accelerator,0.5,+1%,+2%,
61361,Plasma Excitor,0.5,+1%,,
61362,Plasma Excitor,0.0,,+2%,
61363,Beam Energiser,0.5,+1%,,
61364,Infrared Accelerator,0.5,,,+12.0
61365,Ion Amplifier,0.0,,+2%,
61366,Plasma Solidifier,0.5,+1%,,
61367,Sunlight Capture Cell,0.5,,,+12.0
61368,Beam Accelerator,0.5,+1%,,
61369,Plasma Projector,0.5,+1%,,
61370,Ion Accelerator,0.5,+1%,+2%,
61371,Plasma Accelerator,0.5,,,+12.0
61372,Ion Injector,0.5,+1%,,
61373,Infrared Projector,0.5,+1%,,
61374,Infrared Excitor,0.5,+1%,+2%,
61375,Ion Solidifier,0.062,,+3%,
61376,Infrared Amplifier,0.062,,+3%,
61377,Ion Projector,1.0,+1%,,+12.0
61378,Sunlight Solidifier,0.5,+1%,,
61379,Beam Injector,0.5,+1%,+2%,
61380,Plasma Accelerator,0.0,,+2%,
61381,Beam Projector,0.5,,,+12.0
61382,Plasma Battery,0.5,+1%,,
61383,Plasma Amplifier,0.5,+1%,+2%,
61384,Infrared Energiser,0.562,,+3%,+12.0
61385,Plasma Resonator,0.5,,,+12.0
61386,Beam Accelerator,0.5,,,+12.0
61387,Plasma Projector,0.0,,+2%,
61388,Beam Capture Cell,0.5,+1%,,
61389,Sunlight Injector,0.5,+1%,,
61390,Beam Capture Cell,0.0,,+2%,
61391,Ion Amplifier,0.5,,,+12.0
61392,Ion Resonator,0.0,,+2%,
61393,Ion Excitor,0.0,,+2%,
61394,Sunlight Capture Cell,0.5,,+2%,+12.0
61395,Plasma Battery,0.0,,+2%,
61396,Plasma Accelerator,0.0,,+2%,
61397,Beam Accelerator,0.5,,,+12.0
61398,Beam Excitor,0.5,+1%,,
61399,Plasma Projector,0.5,+1%,,
61400,Plasma Capture Cell,0.5,,,+12.0
61401,Beam Amplifier,0.5,,,+12.0
61402,Beam Accelerator,0.5,,,+12.0
61403,Infrared Capture Cell,0.5,,,+12.0
61404,Sunlight Battery,0.5,,,+12.0
61405,Beam Resonator,0.5,+1%,,
61406,Ion Battery,0.5,+1%,+2%,
61407,Ion Energiser,0.5,,,+12.0
61408,Beam Excitor,0.5,+1%,+2%,
61409,Infrared Accelerator,0.438,,+9%,
61410,Plasma Solidifier,1.0,+1%,,+12.0
61411,Ion Capture Cell,0.5,+1%,,
61412,Sunlight Capture Cell,0.5,+1%,,
61413,Infrared Amplifier,0.5,+1%,,
61414,Infrared Injector,0.5,,,+12.0
61415,Sunlight Solidifier,0.5,+1%,,
61416,Ion Excitor,0.0,,+2%,
61417,Sunlight Resonator,0.125,,+4%,
61418,Ion Projector,0.125,,+4%,
61419,Ion Accelerator,0.0,,+2%,
61420,Ion Solidifier,0.688,,+5%,+12.0
61421,Sunlight Amplifier,0.5,,,+12.0
61422,Infrared Injector,0.5,,,+12.0
61423,Plasma Battery,0.5,+1%,,
61424,Infrared Battery,0.5,,,+12.0
61425,Plasma Amplifier,0.5,,,+12.0
61426,Sunlight Injector,0.5,+1%,,
61427,Ion Excitor,0.5,,+2%,+12.0
61428,Plasma Projector,0.5,+1%,,
61429,Beam Excitor,1.0,+1%,,+12.0
61430,Plasma Excitor,0.0,,+2%,
61431,Ion Injector,0.0,,+2%,
61432,Infrared Excitor,0.5,,,+12.0
61433,Plasma Battery,0.0,,+2%,
61434,Infrared Capture Cell,0.312,,+7%,
61435,Plasma Resonator,0.5,+1%,,
61436,Ion Solidifier,0.5,+1%,,
61437,Plasma Battery,0.5,+1%,,
61438,Plasma Injector,0.5,,,+12.0
61439,Beam Injector,0.0,,+2%,
61440,Infrared Amplifier,0.25,,+6%,
61441,Beam Excitor,0.5,,,+12.0
61442,Sunlight Capture Cell,0.5,,,+12.0
61443,Sunlight Resonator,0.75,,+6%,+12.0
61444,Infrared Injector,0.5,+1%,,
61445,Plasma Energiser,0.5,+1%,,
61446,Infrared Energiser,0.5,,,+12.0
61447,Plasma Resonator,0.5,+1%,,
61448,Sunlight Solidifier,0.25,,+6%,
61449,Infrared Accelerator,0.0,,+2%,
61450,Infrared Accelerator,0.5,+1%,+2%,
61451,Sunlight Injector,0.5,+1%,,
61452,Sunlight Capture Cell,0.5,+1%,,
61453,Sunlight Capture Cell,0.5,+1%,,
61454,Plasma Excitor,0.5,+1%,+2%,
61455,Sunlight Energiser,0.5,,,+12.0
61456,Ion Battery,0.5,+1%,,
61457,Infrared Solidifier,0.5,+1%,,
61458,Beam Injector,0.5,,,+12.0
61459,Ion Projector,0.5,+1%,,
61460,Infrared Accelerator,0.0,,+2%,
61461,Beam Projector,0.5,+1%,+2%,
61462,Sunlight Projector,1.0,+1%,,+12.0
61463,Beam Solidifier,0.5,+1%,,
61464,Beam Amplifier,0.125,,+4%,
61465,Plasma Amplifier,0.0,,+2%,
61466,Plasma Accelerator,0.5,+1%,,
61467,Plasma Amplifier,0.0,,+2%,
61468,Sunlight Injector,0.5,+1%,,
61469,Infrared Amplifier,0.5,+1%,,
61470,Ion Amplifier,1.0,+1%,,+12.0
61471,Infrared Resonator,1.0,+1%,,+12.0
61472,Plasma Solidifier,0.5,,,+12.0
61473,Beam Resonator,0.5,,,+12.0
61474,Sunlight Battery,0.5,,,+12.0
61475,Beam Amplifier,0.0,,+2%,
61476,Sunlight Energiser,0.0,,+2%,
61477,Beam Amplifier,0.5,,,+12.0
61478,Infrared Battery,0.5,+1%,,
61479,Beam Battery,0.5,,,+12.0
61480,Ion Accelerator,0.5,,,+12.0
61481,Plasma Injector,0.5,+1%,,
61482,Sunlight Injector,0.562,,+3%,+12.0
61483,Plasma Energiser,0.5,+1%,,
61484,Infrared Accelerator,0.062,,+3%,
61485,Infrared Resonator,0.0,,+2%,
61486,Beam Resonator,0.5,+1%,+2%,
61487,Sunlight Projector,0.5,+1%,,
