sep=,
Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Bounce,Weapon_Grenade_Radius,Weapon_Grenade_Speed
39279,Polarised Release Mechanism,0.052,,,,+131%
39280,Polarised Shell Loader,0.111,,+44%,,
39281,Linear Heat Pump,0.0,+40%,,,
39282,Unstable Injector Plugs,0.242,,+57%,,
39283,Pugneum Release Mechanism,0.02,,+35%,,
39284,Kinetic Gas Expander,0.0,,,+6%,
39285,Polarised Compressor,0.053,+43%,,,
39286,Kinetic Launch System,0.167,,,+8%,
39287,Pugneum Compressor,0.034,,,,+120%
39288,Pugneum Timing Loom,0.398,,+63%,+6%,+164%
39289,Polarised Gas Expander,0.034,,,,+120%
39290,Linear Gas Expander,0.0,,,+6%,
39291,Kinetic Launch System,0.0,,,+6%,+100%
39292,Kinetic Timing Loom,0.002,,,,+101%
39293,Unstable Shell Loader,0.064,+42%,+36%,,
39294,Polarised Core,0.0,,,,+100%
39295,Polarised Launch System,0.263,+55%,,,
39296,Pugneum Launch System,0.101,+40%,,,+133%
39297,Pugneum Heat Pump,0.0,,,+6%,
39298,Linear Timing Loom,0.09,+44%,+36%,,
39299,Pugneum Release Mechanism,0.503,,,+6%,+254%
39300,Kinetic Release Mechanism,0.051,,+38%,,
39301,Linear Shell Loader,0.0,,,+6%,
39302,Kinetic Injector Plugs,0.209,,,,+225%
39303,Polarised Core,0.003,,,,+102%
39304,Pugneum Timing Loom,0.101,,+43%,,
39305,Polarised Release Mechanism,0.146,,,,+187%
39306,Unstable Launch System,0.0,+40%,,+6%,
39307,Linear Compressor,0.04,,+37%,,
39308,Pugneum Core,0.07,+44%,,,
39309,Pugneum Gas Expander,0.27,,+43%,,+184%
39310,Unstable Gas Expander,0.305,,,,+282%
39311,Kinetic Release Mechanism,0.231,,+65%,,+148%
39312,Polarised Gas Expander,0.064,+43%,+35%,,
39313,Unstable Core,0.0,,,+6%,
39314,Pugneum Compressor,0.04,,+37%,,
39315,Polarised Timing Loom,0.064,,,,+138%
39316,Pugneum Injector Plugs,0.0,,,,+100%
39317,Kinetic Gas Expander,0.505,+58%,,+6%,
39318,Polarised Injector Plugs,0.0,,,+6%,
39319,Polarised Coils,0.222,,+55%,,
39320,Pugneum Coils,0.105,+46%,,,
39321,Linear Compressor,0.0,,,,+100%
39322,Linear Timing Loom,0.281,,,,+268%
39323,Kinetic Compressor,0.015,,,,+109%
39324,Kinetic Injector Plugs,0.0,+40%,,,
39325,Kinetic Release Mechanism,0.053,+43%,,,
39326,Pugneum Injector Plugs,0.002,,,,+101%
39327,Pugneum Coils,0.06,,,,+136%
39328,Kinetic Injector Plugs,0.0,,,+6%,
39329,Kinetic Core,0.333,,,+10%,
39330,Linear Timing Loom,0.03,,+36%,,
39331,Linear Heat Pump,0.039,+42%,+34%,,
39332,Polarised Timing Loom,0.0,+40%,,+6%,
39333,Unstable Launch System,0.0,,,,+100%
39334,Pugneum Heat Pump,0.14,+48%,,,
39335,Pugneum Gas Expander,0.141,,+47%,,
39336,Linear Shell Loader,0.0,,,+6%,
39337,Kinetic Injector Plugs,0.095,+41%,,+8%,
39338,Polarised Gas Expander,0.107,,,,+164%
39339,Unstable Gas Expander,0.326,+40%,,+10%,+168%
39340,Unstable Injector Plugs,0.0,,,+6%,
39341,Pugneum Timing Loom,0.053,+43%,,,
39342,Pugneum Compressor,0.0,+40%,,,
39343,Pugneum Heat Pump,0.281,+56%,,,
39344,Pugneum Core,0.0,,,,+100%
39345,Polarised Launch System,0.0,,,+6%,
39346,Pugneum Launch System,0.144,,,,+186%
39347,Unstable Heat Pump,0.38,,+55%,,+210%
39348,Pugneum Injector Plugs,0.071,,+40%,,
39349,Unstable Heat Pump,0.0,,,,+100%
39350,Linear Injector Plugs,0.046,,,+6%,+114%
39351,Linear Release Mechanism,0.344,+41%,+59%,,
39352,Linear Injector Plugs,0.0,,,+6%,
39353,Linear Shell Loader,0.16,,,+6%,+149%
39354,Kinetic Shell Loader,0.005,,,,+103%
39355,Linear Gas Expander,0.123,+47%,,,
39356,Linear Release Mechanism,0.167,,,+8%,
39357,Unstable Injector Plugs,0.167,,,+8%,
39358,Unstable Release Mechanism,0.469,,+60%,,+236%
39359,Polarised Coils,0.0,,,+6%,
39360,Polarised Release Mechanism,0.261,,,,+256%
39361,Pugneum Launch System,0.147,,,+6%,+145%
39362,Polarised Heat Pump,0.105,+46%,,,
39363,Pugneum Launch System,0.018,+41%,,,
39364,Pugneum Launch System,0.309,+51%,,+6%,
39365,Kinetic Timing Loom,0.0,+40%,,,
39366,Kinetic Core,0.242,+52%,,,+167%
39367,Pugneum Launch System,0.228,,,,+236%
39368,Linear Compressor,0.0,+40%,,,
39369,Pugneum Launch System,0.006,+42%,,,+100%
39370,Pugneum Launch System,0.0,,+33%,,
39371,Linear Coils,0.0,,,+6%,
39372,Linear Gas Expander,0.01,,+34%,,
39373,Pugneum Release Mechanism,0.263,+55%,,,
39374,Kinetic Gas Expander,0.0,,,+6%,
39375,Polarised Release Mechanism,0.0,,,+6%,+100%
39376,Linear Heat Pump,0.123,+47%,,,
39377,Pugneum Coils,0.111,,+44%,,
39378,Linear Gas Expander,0.0,,,+6%,
39379,Polarised Core,0.281,+56%,,,
39380,Kinetic Release Mechanism,0.083,,,+7%,
39381,Pugneum Launch System,0.123,+47%,,,
39382,Kinetic Release Mechanism,0.305,,,,+282%
39383,Polarised Launch System,0.012,,,,+107%
39384,Kinetic Coils,0.026,,+42%,,+100%
39385,Polarised Injector Plugs,0.0,+40%,,,
39386,Kinetic Heat Pump,0.333,,,+10%,
39387,Unstable Coils,0.023,,,,+114%
39388,Pugneum Shell Loader,0.01,,+34%,,
39389,Linear Release Mechanism,0.035,,+35%,+6%,
39390,Unstable Release Mechanism,0.172,,+50%,,
39391,Linear Core,0.0,,,+6%,+100%
39392,Linear Timing Loom,0.026,,,+6%,+108%
39393,Polarised Shell Loader,0.018,+41%,,,
39394,Kinetic Launch System,0.194,+51%,+37%,,
39395,Polarised Release Mechanism,0.222,,+55%,,
39396,Kinetic Heat Pump,0.313,,+64%,,
39397,Kinetic Gas Expander,0.382,+50%,,,+215%
39398,Kinetic Coils,0.333,+59%,,,
39399,Linear Heat Pump,0.0,,,,+100%
39400,Polarised Heat Pump,0.312,,,,+286%
39401,Polarised Release Mechanism,0.253,,+58%,,
39402,Linear Gas Expander,0.212,,+54%,,
39403,Polarised Gas Expander,0.141,,,+6%,+143%
39404,Linear Coils,0.211,+52%,,,
39405,Pugneum Injector Plugs,0.097,,,,+158%
39406,Polarised Compressor,0.129,,,,+177%
39407,Linear Compressor,0.239,,+65%,+6%,+124%
39408,Pugneum Coils,0.0,,,,+100%
39409,Pugneum Launch System,0.083,,,+7%,
39410,Pugneum Compressor,0.253,,+58%,,
39411,Kinetic Shell Loader,0.0,,,+6%,
39412,Pugneum Gas Expander,0.061,,+39%,,
39413,Pugneum Coils,0.556,+50%,+51%,+9%,
39414,Polarised Compressor,0.172,,+50%,,
39415,Kinetic Core,0.0,+40%,,,
39416,Kinetic Gas Expander,0.083,,,+7%,
39417,Polarised Launch System,0.035,+42%,,,
39418,Linear Heat Pump,0.0,+40%,,,
39419,Unstable Compressor,0.585,,+34%,+6%,+238%
39420,Unstable Launch System,0.0,,,+6%,
39421,Polarised Shell Loader,0.0,,,+6%,
39422,Kinetic Shell Loader,0.142,+54%,,,+132%
39423,Linear Coils,0.0,+40%,,,
39424,Polarised Compressor,0.144,,,,+186%
39425,Pugneum Shell Loader,0.247,,+47%,+6%,
39426,Linear Gas Expander,0.263,,+59%,,
39427,Polarised Gas Expander,0.0,,,,+100%
39428,Linear Release Mechanism,0.304,,,+6%,+193%
39429,Kinetic Core,0.005,,,,+103%
39430,Linear Compressor,0.008,,,,+105%
39431,Unstable Timing Loom,0.07,+44%,,,
39432,Kinetic Compressor,0.074,,,,+144%
39433,Unstable Launch System,0.162,,+49%,,
39434,Polarised Compressor,0.0,,,+6%,
39435,Polarised Core,0.0,,,+6%,+100%
39436,Linear Timing Loom,0.263,+55%,,,
39437,Kinetic Injector Plugs,0.213,+49%,+36%,+6%,
39438,Linear Core,0.099,,,,+159%
39439,Pugneum Injector Plugs,0.333,+59%,,,
39440,Linear Timing Loom,0.035,+42%,,,
39441,Unstable Injector Plugs,0.0,+40%,,,
39442,Linear Release Mechanism,0.158,+49%,,,
39443,Kinetic Release Mechanism,0.018,+41%,,,
39444,Kinetic Release Mechanism,0.0,,,+6%,
39445,Polarised Compressor,0.101,,+43%,,
39446,Linear Injector Plugs,0.018,,+34%,+6%,
39447,Kinetic Core,0.0,,,+6%,
39448,Polarised Timing Loom,0.33,,,,+297%
39449,Kinetic Heat Pump,0.228,+53%,,,
39450,Kinetic Timing Loom,0.263,,+65%,,+159%
39451,Pugneum Release Mechanism,0.131,,+46%,,
39452,Unstable Launch System,0.04,,+37%,,
39453,Kinetic Heat Pump,0.257,+48%,+45%,,
39454,Unstable Coils,0.0,,,+6%,
39455,Kinetic Release Mechanism,0.0,,+33%,+6%,
39456,Linear Shell Loader,0.192,,+52%,,
39457,Unstable Heat Pump,0.307,,,+6%,+194%
39458,Pugneum Injector Plugs,0.018,+41%,,,
39459,Kinetic Coils,0.281,+56%,,,
39460,Kinetic Launch System,0.167,,,+8%,
39461,Kinetic Heat Pump,0.092,,,,+155%
39462,Polarised Core,0.02,,,,+112%
39463,Unstable Timing Loom,0.02,,+35%,,
39464,Pugneum Timing Loom,0.152,,+48%,,
39465,Unstable Core,0.158,+49%,,,
39466,Linear Heat Pump,0.25,,,+9%,
39467,Kinetic Coils,0.0,,,+6%,
39468,Polarised Coils,0.0,+40%,,,
39469,Pugneum Injector Plugs,0.293,,+62%,,
39470,Polarised Timing Loom,0.0,,,,+100%
39471,Pugneum Core,0.355,+54%,+39%,+6%,
39472,Kinetic Timing Loom,0.0,,,+6%,
39473,Linear Timing Loom,0.071,,+40%,,
39474,Kinetic Heat Pump,0.141,,+47%,,
39475,Pugneum Launch System,0.018,+41%,,,
39476,Pugneum Coils,0.083,,,+7%,
39477,Unstable Compressor,0.023,+45%,,+6%,+100%
39478,Kinetic Heat Pump,0.42,,+52%,+10%,
39479,Pugneum Launch System,0.265,,,,+258%
39480,Unstable Release Mechanism,0.25,,,+9%,
39481,Kinetic Shell Loader,0.0,,,+6%,
39482,Unstable Coils,0.119,,,,+171%
39483,Pugneum Injector Plugs,0.0,,,+6%,
39484,Unstable Launch System,0.0,,,+6%,
39485,Polarised Compressor,0.212,,+54%,,
39486,Kinetic Shell Loader,0.152,,+48%,,
39487,Linear Release Mechanism,0.053,+43%,,,
39488,Polarised Timing Loom,0.07,+44%,,,
39489,Polarised Core,0.167,,,+8%,
39490,Unstable Launch System,0.162,,+49%,,
39491,Unstable Heat Pump,0.529,+54%,+49%,+6%,
39492,Pugneum Release Mechanism,0.0,,,+6%,
39493,Kinetic Injector Plugs,0.018,+41%,,,
39494,Linear Heat Pump,0.211,+52%,,,
39495,Pugneum Injector Plugs,0.848,,+45%,+7%,+288%
39496,Kinetic Timing Loom,0.0,,,+6%,
39497,Polarised Core,0.582,+56%,,+10%,
39498,Kinetic Launch System,0.088,+45%,,,
39499,Kinetic Heat Pump,0.094,+50%,+46%,,+100%
39500,Pugneum Injector Plugs,0.0,,,+6%,+100%
39501,Pugneum Heat Pump,0.0,,,+6%,
39502,Pugneum Heat Pump,0.333,,,+10%,
39503,Linear Core,0.371,+50%,+44%,+6%,
39504,Pugneum Injector Plugs,0.143,+51%,+33%,,
39505,Linear Injector Plugs,0.0,,+33%,,
39506,Polarised Launch System,0.0,,,+6%,
39507,Polarised Timing Loom,0.305,,,,+282%
39508,Pugneum Timing Loom,0.333,,,+10%,
39509,Polarised Coils,0.211,+43%,+42%,+6%,
39510,Kinetic Heat Pump,0.0,,,,+100%
39511,Polarised Coils,0.0,+40%,,,
39512,Pugneum Launch System,0.056,+42%,,+6%,
39513,Pugneum Compressor,0.281,+56%,,,
39514,Pugneum Release Mechanism,0.075,,,,+145%
39515,Pugneum Heat Pump,0.0,,,,+100%
39516,Kinetic Heat Pump,0.14,+48%,,,
39517,Pugneum Heat Pump,0.0,,,+6%,
39518,Polarised Timing Loom,0.333,+59%,,,
39519,Polarised Gas Expander,0.175,+50%,,,
39520,Kinetic Release Mechanism,0.071,,+40%,,
39521,Polarised Compressor,0.105,+46%,,,
39522,Polarised Coils,0.313,,+64%,,
39523,Linear Injector Plugs,0.281,+56%,,,
39524,Kinetic Release Mechanism,0.119,+40%,,,+139%
39525,Unstable Release Mechanism,0.14,+48%,,,
39526,Linear Timing Loom,0.152,,+48%,,
39527,Pugneum Heat Pump,0.01,+43%,,,+100%
39528,Kinetic Injector Plugs,0.028,+41%,,+6%,
39529,Kinetic Heat Pump,0.105,,,+6%,+132%
39530,Pugneum Compressor,0.0,+40%,,,
39531,Polarised Coils,0.316,+58%,,,
39532,Kinetic Compressor,0.263,,+59%,,
39533,Polarised Heat Pump,0.0,,,+6%,
39534,Kinetic Compressor,0.0,,+33%,,
39535,Linear Compressor,0.034,,+41%,+6%,+100%
39536,Kinetic Compressor,0.083,,,+7%,
39537,Pugneum Release Mechanism,0.182,,+51%,,
39538,Kinetic Timing Loom,0.07,+44%,,,
39539,Unstable Heat Pump,0.061,,+39%,,
39540,Kinetic Compressor,0.003,,+34%,,+100%
39541,Linear Timing Loom,0.0,+40%,,,
39542,Linear Coils,0.035,+42%,,,
39543,Unstable Core,0.562,,,+10%,+267%
39544,Kinetic Coils,0.0,,,+6%,
39545,Linear Compressor,0.0,,+33%,+6%,+100%
39546,Linear Shell Loader,0.224,,,,+234%
39547,Pugneum Heat Pump,0.07,+44%,,,
39548,Unstable Injector Plugs,0.0,,,+6%,
39549,Pugneum Release Mechanism,0.417,,+38%,+6%,+194%
39550,Linear Launch System,0.222,,+55%,,
39551,Polarised Shell Loader,0.158,+49%,,,
39552,Kinetic Compressor,0.23,+47%,,+7%,
39553,Unstable Release Mechanism,0.0,+40%,,,
39554,Pugneum Coils,0.0,+40%,,+6%,+100%
39555,Kinetic Heat Pump,0.035,+42%,,,
39556,Pugneum Core,0.0,,,,+100%
39557,Linear Launch System,0.032,,+44%,,+100%
39558,Linear Core,0.293,,+62%,,
39559,Kinetic Release Mechanism,0.167,,,+8%,
39560,Unstable Timing Loom,0.0,+40%,,+6%,
39561,Kinetic Injector Plugs,0.0,,,+6%,
39562,Pugneum Compressor,0.175,+50%,,,
39563,Pugneum Compressor,0.022,,,,+113%
39564,Pugneum Heat Pump,0.115,,+49%,+6%,+111%
39565,Linear Gas Expander,0.035,,+35%,+6%,
39566,Linear Heat Pump,0.559,,+34%,+6%,+232%
39567,Linear Heat Pump,0.053,+43%,,,
39568,Unstable Timing Loom,0.321,,+33%,,+212%
39569,Polarised Heat Pump,0.0,+40%,,+6%,
39570,Linear Timing Loom,0.0,,,+6%,
39571,Unstable Core,0.028,,,+8%,+106%
39572,Pugneum Launch System,0.0,,,,+100%
39573,Kinetic Timing Loom,0.111,,+44%,,
39574,Unstable Core,0.106,,+39%,+6%,
39575,Pugneum Compressor,0.088,,+38%,+6%,
39576,Linear Shell Loader,0.0,,,+6%,
39577,Polarised Timing Loom,0.25,,,+9%,
39578,Linear Gas Expander,0.0,,,+6%,
39579,Linear Timing Loom,0.317,,+51%,+6%,
39580,Pugneum Release Mechanism,0.083,,,+7%,
39581,Polarised Coils,0.077,+43%,+36%,,
39582,Linear Injector Plugs,0.051,+56%,,,+100%
39583,Linear Injector Plugs,0.053,+43%,,,
39584,Polarised Gas Expander,0.243,+43%,+49%,,
39585,Unstable Timing Loom,0.0,,,+6%,
39586,Polarised Timing Loom,0.181,+49%,+38%,,
39587,Linear Timing Loom,0.54,,+51%,,+270%
39588,Linear Shell Loader,0.549,+40%,,+10%,+218%
39589,Pugneum Timing Loom,0.0,,,+6%,
39590,Unstable Launch System,0.0,,,+6%,
39591,Kinetic Compressor,0.0,,,,+100%
39592,Pugneum Heat Pump,0.013,,,,+108%
39593,Unstable Timing Loom,0.131,,+46%,,
39594,Pugneum Shell Loader,0.588,,,+6%,+280%
39595,Pugneum Release Mechanism,0.07,+44%,,,
39596,Linear Coils,0.0,,,+6%,+100%
39597,Polarised Gas Expander,0.007,,,,+104%
39598,Polarised Gas Expander,0.0,,,+6%,
39599,Pugneum Core,0.009,+40%,,,+103%
39600,Pugneum Timing Loom,0.158,+49%,,,
39601,Unstable Compressor,0.0,,,+6%,
39602,Kinetic Injector Plugs,0.266,,,,+259%
39603,Kinetic Injector Plugs,0.04,,+37%,,
39604,Kinetic Launch System,0.102,+45%,+53%,,+100%
39605,Pugneum Heat Pump,0.152,,+48%,,
39606,Polarised Coils,0.067,+40%,,+8%,
39607,Kinetic Timing Loom,0.152,,+48%,,
39608,Linear Timing Loom,0.0,+40%,,,
39609,Unstable Launch System,0.01,,+34%,,
39610,Unstable Compressor,0.07,+44%,,,
39611,Unstable Coils,0.064,+40%,+38%,,
39612,Unstable Heat Pump,0.0,,,+6%,
39613,Polarised Release Mechanism,0.274,,+39%,+6%,+159%
39614,Linear Injector Plugs,0.316,+58%,,,
39615,Kinetic Heat Pump,0.317,,,,+289%
39616,Unstable Injector Plugs,0.167,,,+8%,
39617,Pugneum Shell Loader,0.533,+40%,,,+275%
39618,Linear Injector Plugs,0.283,,+61%,,
39619,Pugneum Launch System,0.245,,+54%,,+164%
39620,Linear Launch System,0.229,+46%,+40%,+6%,
39621,Unstable Release Mechanism,0.051,,+38%,,
39622,Linear Coils,0.618,+58%,+50%,+6%,
39623,Polarised Injector Plugs,0.07,,+57%,,+100%
39624,Polarised Release Mechanism,0.0,,,+6%,
39625,Pugneum Heat Pump,0.25,,,+9%,
39626,Polarised Compressor,0.146,,,,+187%
39627,Kinetic Timing Loom,0.0,+40%,,,
39628,Linear Compressor,0.242,,+57%,,
39629,Pugneum Release Mechanism,0.175,+50%,,,
39630,Pugneum Coils,0.0,+40%,,,
39631,Kinetic Timing Loom,0.0,,,+6%,
39632,Linear Compressor,0.0,,,+6%,
39633,Kinetic Launch System,0.0,,,,+100%
39634,Linear Compressor,0.012,,,,+107%
39635,Kinetic Coils,0.293,,+62%,,
39636,Polarised Heat Pump,0.088,+45%,,,
39637,Polarised Gas Expander,0.003,,,,+102%
39638,Polarised Compressor,0.242,,+57%,,
39639,Kinetic Timing Loom,0.391,,+54%,+7%,
39640,Pugneum Heat Pump,0.242,,+57%,,
39641,Unstable Release Mechanism,0.101,,+43%,,
39642,Linear Release Mechanism,0.0,,,+6%,
39643,Kinetic Timing Loom,0.0,,,+6%,
39644,Linear Compressor,0.167,,,+8%,
39645,Linear Shell Loader,0.0,,,+6%,
39646,Linear Launch System,0.5,+56%,+56%,,
39647,Polarised Compressor,0.0,,,,+100%
39648,Unstable Heat Pump,0.07,+44%,,,
39649,Linear Injector Plugs,0.14,+48%,,,
39650,Pugneum Coils,0.147,,,,+188%
39651,Polarised Injector Plugs,0.018,,,,+111%
39652,Polarised Core,0.28,,,,+267%
39653,Kinetic Timing Loom,0.111,,+44%,,
39654,Polarised Gas Expander,0.131,,+46%,,
39655,Pugneum Launch System,0.313,,+64%,,
39656,Linear Shell Loader,0.552,,+40%,+6%,+224%
39657,Kinetic Coils,0.677,,+37%,+6%,+257%
39658,Polarised Coils,0.026,+48%,,,+100%
39659,Polarised Gas Expander,0.085,,,,+151%
39660,Kinetic Gas Expander,0.263,+55%,,,
39661,Linear Shell Loader,0.0,,,,+100%
39662,Kinetic Timing Loom,0.0,,,+6%,
39663,Polarised Shell Loader,0.0,,,+6%,+100%
39664,Linear Launch System,0.03,,+36%,,
39665,Pugneum Release Mechanism,0.307,+46%,+51%,,
39666,Pugneum Coils,0.0,,,+6%,
39667,Polarised Core,0.007,,,,+104%
39668,Unstable Compressor,0.018,+41%,,,
39669,Pugneum Compressor,0.167,,,+8%,
39670,Linear Timing Loom,0.121,,+45%,,
39671,Kinetic Release Mechanism,0.01,,+34%,,
39672,Polarised Launch System,0.081,,+41%,,
39673,Unstable Timing Loom,0.0,,,+6%,+100%
39674,Polarised Injector Plugs,0.0,,,+6%,
39675,Kinetic Injector Plugs,0.035,,+35%,+6%,
39676,Unstable Launch System,0.038,+40%,+36%,,
39677,Kinetic Injector Plugs,0.0,,,+6%,
39678,Polarised Release Mechanism,0.0,,,+6%,
39679,Polarised Release Mechanism,0.314,,+46%,+10%,
39680,Polarised Release Mechanism,0.464,,,+6%,+242%
39681,Kinetic Injector Plugs,0.002,,,,+101%
39682,Polarised Launch System,0.105,+46%,,,
39683,Pugneum Timing Loom,0.035,+42%,,,
39684,Pugneum Gas Expander,0.0,,,+6%,
39685,Kinetic Core,0.224,,,,+234%
39686,Linear Launch System,0.145,,+58%,,+125%
39687,Linear Release Mechanism,0.246,+54%,,,
39688,Polarised Coils,0.005,,,,+103%
39689,Kinetic Injector Plugs,0.051,,+38%,,
39690,Pugneum Release Mechanism,0.131,,+46%,,
39691,Kinetic Injector Plugs,0.246,+54%,,,
39692,Polarised Shell Loader,0.253,,+58%,,
39693,Unstable Gas Expander,0.432,+40%,,,+242%
39694,Kinetic Launch System,0.015,,,,+109%
39695,Kinetic Release Mechanism,0.111,,+44%,,
39696,Pugneum Launch System,0.414,+53%,,+6%,+179%
39697,Polarised Gas Expander,0.088,+45%,,,
39698,Pugneum Heat Pump,0.07,+44%,,,
39699,Linear Injector Plugs,0.083,,,+7%,
39700,Unstable Timing Loom,0.085,,,,+151%
39701,Kinetic Launch System,0.079,+59%,,,+106%
39702,Unstable Timing Loom,0.25,,,+9%,
39703,Unstable Coils,0.0,,,+6%,
39704,Kinetic Core,0.084,+43%,,+6%,
39705,Unstable Injector Plugs,0.0,,+33%,,
39706,Pugneum Timing Loom,0.267,+54%,+34%,+6%,
39707,Polarised Injector Plugs,0.175,+50%,,,
39708,Pugneum Coils,0.003,,,,+102%
39709,Unstable Core,0.069,,,,+141%
39710,Pugneum Injector Plugs,0.004,,,+7%,+100%
39711,Kinetic Release Mechanism,0.032,,,,+119%
39712,Kinetic Timing Loom,0.045,+40%,+44%,,+100%
39713,Pugneum Coils,0.094,,,,+156%
39714,Kinetic Compressor,0.0,,,+6%,
39715,Linear Heat Pump,0.281,+50%,,+6%,
39716,Unstable Launch System,0.065,,,,+139%
39717,Linear Release Mechanism,0.018,+41%,,,
39718,Kinetic Coils,0.14,+48%,,,
39719,Linear Compressor,0.263,+55%,,,
39720,Linear Shell Loader,0.212,,+54%,,
39721,Pugneum Release Mechanism,0.029,,+41%,,+102%
39722,Kinetic Timing Loom,0.123,+47%,,,
39723,Linear Release Mechanism,0.222,,+55%,,
39724,Polarised Heat Pump,0.044,,,,+126%
39725,Pugneum Injector Plugs,0.0,,+33%,,
39726,Pugneum Shell Loader,0.0,,,+6%,
39727,Unstable Heat Pump,0.051,,+38%,,
39728,Unstable Heat Pump,0.84,+43%,,+6%,+285%
39729,Kinetic Shell Loader,0.01,+43%,,,+100%
39730,Unstable Injector Plugs,0.178,,,,+206%
39731,Linear Timing Loom,0.076,,+59%,,+100%
39732,Pugneum Launch System,0.023,,+33%,,+108%
39733,Pugneum Heat Pump,0.177,+42%,,,+156%
39734,Polarised Heat Pump,0.04,,+36%,,+111%
39735,Pugneum Gas Expander,0.202,,+53%,,
39736,Polarised Heat Pump,0.061,,+39%,,
39737,Polarised Timing Loom,0.007,,,,+104%
39738,Pugneum Core,0.0,,,+6%,
39739,Polarised Launch System,0.012,+41%,+35%,,+100%
39740,Unstable Compressor,0.083,,,+7%,
39741,Unstable Core,0.088,+45%,,,
39742,Unstable Launch System,0.089,+41%,+39%,,
39743,Linear Release Mechanism,0.01,,+34%,,
39744,Linear Compressor,0.263,+55%,,,
39745,Linear Shell Loader,0.211,+52%,,,
39746,Unstable Injector Plugs,0.053,+43%,,,
39747,Unstable Shell Loader,0.244,+48%,+44%,,
39748,Unstable Release Mechanism,0.0,+40%,,,
39749,Pugneum Launch System,0.057,,,,+134%
39750,Polarised Launch System,0.0,,,+6%,
39751,Kinetic Compressor,0.005,,,,+103%
39752,Kinetic Coils,0.047,,,,+128%
39753,Linear Injector Plugs,0.0,,,+6%,
39754,Polarised Core,0.021,+40%,+33%,+7%,
39755,Unstable Gas Expander,0.07,+44%,,,
39756,Linear Release Mechanism,0.199,,,+6%,+161%
39757,Polarised Shell Loader,0.017,,,,+110%
39758,Linear Coils,0.113,,+46%,,+126%
39759,Pugneum Injector Plugs,0.316,+58%,,,
39760,Pugneum Compressor,0.0,,,+6%,
39761,Pugneum Compressor,0.062,,,,+137%
39762,Unstable Launch System,0.0,,,+6%,
39763,Pugneum Release Mechanism,0.161,,,,+196%
39764,Unstable Coils,0.0,,,+6%,
39765,Polarised Injector Plugs,0.014,+41%,,+6%,+102%
39766,Kinetic Coils,0.081,,+41%,,
39767,Pugneum Injector Plugs,0.256,+50%,+35%,+8%,
39768,Polarised Gas Expander,0.273,,+66%,+6%,+131%
39769,Polarised Launch System,0.065,,,,+139%
39770,Polarised Launch System,0.007,,,+6%,+102%
39771,Pugneum Core,0.0,,,+6%,
39772,Pugneum Shell Loader,0.298,+57%,,,
39773,Polarised Timing Loom,0.0,,,,+100%
39774,Unstable Release Mechanism,0.172,,+50%,,
39775,Linear Gas Expander,0.0,,,+6%,
39776,Polarised Heat Pump,0.01,,+34%,,
39777,Kinetic Compressor,0.0,,,+6%,
39778,Kinetic Injector Plugs,0.134,,,,+180%
39779,Linear Coils,0.0,,+33%,,
39780,Linear Compressor,0.333,,,+10%,
39781,Polarised Launch System,0.317,,+51%,+6%,
39782,Unstable Coils,0.0,,,,+100%
39783,Linear Gas Expander,0.0,,,,+100%
39784,Pugneum Gas Expander,0.182,,+51%,,
39785,Pugneum Coils,0.083,,,+7%,
39786,Pugneum Heat Pump,0.141,,+41%,+6%,
39787,Kinetic Injector Plugs,0.018,+41%,,,
39788,Unstable Heat Pump,0.458,,,+6%,+240%
39789,Pugneum Gas Expander,0.0,,,+6%,
39790,Linear Heat Pump,0.062,+53%,+34%,,+101%
39791,Polarised Core,0.028,+40%,,+7%,+105%
39792,Unstable Launch System,0.15,,,+6%,+146%
39793,Unstable Shell Loader,0.071,,+40%,,
39794,Linear Injector Plugs,0.238,,,,+242%
39795,Kinetic Coils,0.0,+40%,,,
39796,Unstable Compressor,0.094,,+64%,,+101%
39797,Linear Injector Plugs,0.04,,+37%,,
39798,Unstable Gas Expander,0.0,,,,+100%
39799,Polarised Core,0.018,+41%,,,
39800,Linear Timing Loom,0.246,+54%,,,
39801,Linear Injector Plugs,0.071,,+40%,,
39802,Linear Shell Loader,0.192,,+52%,,
39803,Polarised Release Mechanism,0.081,,+41%,,
39804,Unstable Injector Plugs,0.111,,+44%,,
39805,Unstable Injector Plugs,0.035,+42%,,,
39806,Linear Release Mechanism,0.03,,+36%,,
39807,Pugneum Release Mechanism,0.124,,,,+174%
39808,Pugneum Core,0.03,,+36%,,
39809,Pugneum Release Mechanism,0.028,,,,+117%
39810,Linear Shell Loader,0.091,,+42%,,
39811,Pugneum Core,0.04,,+37%,,
39812,Polarised Coils,0.293,,+62%,,
39813,Kinetic Core,0.0,,,+6%,
39814,Polarised Injector Plugs,0.0,,,,+100%
39815,Linear Core,0.335,,+52%,+6%,
39816,Pugneum Release Mechanism,0.528,,+63%,+6%,
39817,Pugneum Heat Pump,0.01,,,,+106%
39818,Unstable Gas Expander,0.112,+44%,,+6%,
39819,Pugneum Compressor,0.152,,+48%,,
39820,Pugneum Core,0.0,,,,+100%
39821,Unstable Release Mechanism,0.25,,,+9%,
39822,Polarised Shell Loader,0.263,,,,+257%
39823,Unstable Shell Loader,0.0,+40%,,+6%,
39824,Polarised Coils,0.0,,,,+100%
39825,Linear Compressor,0.0,+40%,,,
