Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Radius,Weapon_Grenade_Speed
36433,Unstable Coils,0.5,,+24%,
36434,Linear Compressor,0.0,+20%,,
36435,Polarised Gas Expander,0.0,+20%,,
36436,Polarised Shell Loader,0.132,+25%,,
36437,Pugneum Core,0.079,+23%,,
36438,Kinetic Gas Expander,0.271,,,+208%
36439,Linear Injector Plugs,0.394,+20%,,+257%
36440,Polarised Heat Pump,0.053,+22%,,
36441,Polarised Compressor,0.605,+24%,+21%,
36442,Kinetic Injector Plugs,0.55,,+21%,+120%
36443,Pugneum Gas Expander,0.347,,,+238%
36444,Kinetic Gas Expander,0.101,+20%,,+140%
36445,Pugneum Injector Plugs,0.5,,+21%,
36446,Linear Core,0.0,,,+100%
36447,Unstable Heat Pump,0.108,,,+143%
36448,Linear Coils,0.249,+20%,,+199%
36449,Linear Gas Expander,0.5,,+24%,
36450,Polarised Gas Expander,0.684,+27%,+29%,
36451,Pugneum Launch System,0.008,,,+103%
36452,Pugneum Gas Expander,0.158,+26%,,
36453,Unstable Injector Plugs,0.0,+20%,,
36454,Kinetic Launch System,0.5,,+26%,
36455,Pugneum Injector Plugs,0.5,,+21%,
36456,Unstable Launch System,0.5,,+22%,
36457,Linear Compressor,0.553,+22%,+22%,
36458,Unstable Heat Pump,0.447,,,+278%
36459,Kinetic Gas Expander,0.079,+23%,,
36460,Polarised Heat Pump,0.372,,,+248%
36461,Polarised Gas Expander,0.237,+29%,,
36462,Unstable Injector Plugs,0.5,,+22%,
36463,Pugneum Timing Loom,0.013,,,+105%
36464,Pugneum Heat Pump,0.45,,,+279%
36465,Kinetic Launch System,0.158,+26%,,
36466,Unstable Release Mechanism,0.309,,,+223%
36467,Polarised Injector Plugs,0.5,,+21%,
36468,Linear Launch System,0.0,,,+100%
36469,Unstable Core,0.0,+20%,,+100%
36470,Pugneum Injector Plugs,0.5,,+22%,
36471,Polarised Coils,0.307,,,+222%
36472,Pugneum Compressor,0.0,,,+100%
36473,Pugneum Coils,0.5,,+27%,
36474,Polarised Shell Loader,0.132,+25%,,
36475,Kinetic Injector Plugs,0.382,,,+252%
36476,Linear Gas Expander,0.013,,,+105%
36477,Polarised Timing Loom,0.632,+25%,+21%,
36478,Unstable Core,0.5,,+21%,
36479,Linear Compressor,0.5,,+21%,
36480,Linear Release Mechanism,0.132,+25%,,+100%
36481,Polarised Coils,0.5,,+28%,
36482,Unstable Core,0.515,,+26%,+106%
36483,Unstable Gas Expander,0.079,+23%,,
36484,Linear Core,0.026,+21%,,
36485,Unstable Launch System,0.5,+20%,+26%,
36486,Unstable Release Mechanism,0.5,,+28%,
36487,Kinetic Compressor,0.5,,+29%,
36488,Linear Release Mechanism,0.158,+26%,,
36489,Polarised Heat Pump,0.003,,,+101%
36490,Kinetic Gas Expander,0.0,,,+100%
36491,Kinetic Release Mechanism,0.033,,,+113%
36492,Kinetic Injector Plugs,0.5,,+27%,+100%
36493,Unstable Coils,0.5,,+28%,
36494,Pugneum Injector Plugs,0.632,+25%,+29%,
36495,Polarised Launch System,0.079,+23%,,
36496,Polarised Compressor,0.003,,,+101%
36497,Linear Release Mechanism,0.0,,,+100%
36498,Linear Core,0.132,+25%,,
36499,Unstable Release Mechanism,0.0,+20%,,
36500,Linear Gas Expander,0.233,+28%,,+109%
36501,Polarised Heat Pump,0.0,+20%,,
36502,Linear Timing Loom,0.5,,+21%,
36503,Pugneum Launch System,0.397,,,+258%
36504,Polarised Timing Loom,0.526,+21%,+24%,
36505,Linear Coils,0.131,,,+152%
36506,Unstable Core,0.183,,,+173%
36507,Polarised Timing Loom,0.053,+22%,,
36508,Pugneum Coils,0.238,+26%,,+132%
36509,Polarised Core,0.013,,,+105%
36510,Polarised Gas Expander,0.5,,+24%,
36511,Linear Heat Pump,0.005,,,+102%
36512,Pugneum Heat Pump,0.5,,+29%,
36513,Pugneum Launch System,0.5,,+21%,
36514,Pugneum Core,0.548,,+26%,+119%
36515,Kinetic Shell Loader,0.259,,,+203%
36516,Linear Gas Expander,0.053,+22%,,
36517,Linear Release Mechanism,0.5,,+27%,
36518,Pugneum Coils,0.143,,,+157%
36519,Linear Coils,0.105,+24%,,
36520,Polarised Core,0.236,,,+194%
36521,Linear Compressor,0.5,,+29%,
36522,Linear Core,0.156,,,+162%
36523,Pugneum Heat Pump,0.003,,,+101%
36524,Kinetic Coils,0.0,,,+100%
36525,Kinetic Shell Loader,0.0,,,+100%
36526,Kinetic Heat Pump,0.5,,+21%,
36527,Kinetic Shell Loader,0.026,+21%,,
36528,Unstable Timing Loom,0.5,,+21%,
36529,Unstable Heat Pump,0.02,+20%,,+108%
36530,Linear Compressor,0.0,+20%,,
36531,Unstable Coils,0.183,,,+173%
36532,Polarised Release Mechanism,0.191,,,+176%
36533,Kinetic Shell Loader,0.0,+20%,,
36534,Unstable Shell Loader,0.5,,+30%,
36535,Kinetic Heat Pump,0.0,,,+100%
36536,Pugneum Shell Loader,0.045,,,+118%
36537,Unstable Heat Pump,0.5,,+30%,+100%
36538,Linear Gas Expander,0.5,,+21%,
36539,Unstable Release Mechanism,0.5,,+23%,
36540,Linear Gas Expander,0.0,,,+100%
36541,Unstable Heat Pump,0.0,+20%,,
36542,Pugneum Launch System,0.02,,,+108%
36543,Kinetic Coils,0.105,+24%,,
36544,Kinetic Release Mechanism,0.079,+23%,,
36545,Linear Launch System,0.397,,,+258%
36546,Pugneum Compressor,0.5,,+21%,
36547,Kinetic Timing Loom,0.291,,,+216%
36548,Polarised Compressor,0.389,+22%,,+234%
36549,Kinetic Injector Plugs,0.0,,,+100%
36550,Pugneum Compressor,0.528,,+23%,+111%
36551,Polarised Release Mechanism,0.0,,,+100%
36552,Linear Coils,0.5,,+23%,
36553,Unstable Core,0.5,,+24%,
36554,Unstable Gas Expander,0.118,+20%,,+147%
36555,Kinetic Timing Loom,0.04,,,+116%
36556,Linear Injector Plugs,0.5,,+24%,
36557,Pugneum Compressor,0.109,+23%,,+112%
36558,Linear Core,0.151,,,+160%
36559,Polarised Launch System,0.5,,+28%,+100%
36560,Linear Gas Expander,0.184,+27%,,
36561,Kinetic Timing Loom,0.079,+23%,,
36562,Polarised Compressor,0.079,+23%,,
36563,Pugneum Shell Loader,0.711,+28%,+24%,
36564,Linear Gas Expander,0.026,+21%,,
36565,Polarised Core,0.0,,,+100%
36566,Unstable Coils,0.01,,,+104%
36567,Linear Launch System,0.5,,+29%,
36568,Polarised Timing Loom,0.158,+26%,,
36569,Pugneum Timing Loom,0.0,+20%,,
36570,Pugneum Coils,0.5,,+23%,
36571,Polarised Gas Expander,0.261,,,+204%
36572,Linear Gas Expander,0.632,+25%,+22%,
36573,Linear Launch System,0.138,+20%,,+155%
36574,Kinetic Release Mechanism,0.5,,+21%,
36575,Linear Gas Expander,0.553,+22%,+29%,
36576,Kinetic Injector Plugs,0.5,,+30%,
36577,Linear Coils,0.0,+20%,,
36578,Pugneum Compressor,0.237,+29%,,
36579,Linear Heat Pump,0.505,,+22%,+102%
36580,Unstable Compressor,0.079,+23%,,
36581,Unstable Gas Expander,0.0,,,+100%
36582,Polarised Release Mechanism,0.5,,+24%,
36583,Unstable Injector Plugs,0.5,,+22%,
36584,Unstable Coils,0.013,,,+105%
36585,Polarised Heat Pump,0.5,,+29%,
36586,Linear Coils,0.5,,+21%,
36587,Polarised Gas Expander,0.0,,,+100%
36588,Unstable Injector Plugs,0.0,+20%,,
36589,Polarised Release Mechanism,0.0,+20%,,
36590,Pugneum Compressor,0.0,+20%,,
36591,Linear Compressor,0.026,+21%,,
36592,Polarised Launch System,0.0,+20%,,
36593,Polarised Injector Plugs,0.184,+27%,,
36594,Pugneum Core,0.5,,+21%,
36595,Linear Shell Loader,0.658,+26%,+21%,
36596,Linear Shell Loader,0.148,,,+159%
36597,Kinetic Shell Loader,0.078,,,+131%
36598,Polarised Launch System,0.5,,+21%,
36599,Kinetic Timing Loom,0.0,,,+100%
36600,Unstable Injector Plugs,0.648,,+21%,+159%
36601,Polarised Release Mechanism,0.0,,,+100%
36602,Polarised Compressor,0.335,+29%,,+139%
36603,Pugneum Gas Expander,0.5,,+21%,
36604,Kinetic Shell Loader,0.44,,,+275%
36605,Unstable Timing Loom,0.184,+27%,,+100%
36606,Kinetic Shell Loader,0.5,,+23%,
36607,Pugneum Heat Pump,0.508,,+26%,+103%
36608,Polarised Coils,0.184,+27%,,
36609,Polarised Compressor,0.015,,,+106%
36610,Polarised Compressor,0.0,+20%,,
36611,Polarised Heat Pump,0.5,,+28%,
36612,Kinetic Release Mechanism,0.008,,,+103%
36613,Linear Compressor,0.053,+22%,,
36614,Polarised Gas Expander,0.339,,,+235%
36615,Linear Core,0.485,,,+293%
36616,Linear Compressor,0.5,,+23%,
36617,Polarised Injector Plugs,0.211,+28%,,
36618,Polarised Gas Expander,0.0,,,+100%
36619,Kinetic Release Mechanism,0.5,,+22%,
36620,Unstable Shell Loader,0.5,,+21%,
36621,Pugneum Shell Loader,0.184,+27%,,
36622,Unstable Launch System,0.003,,,+101%
36623,Kinetic Release Mechanism,0.513,,+21%,+105%
36624,Linear Launch System,0.029,+21%,,+101%
36625,Linear Compressor,0.098,,,+139%
36626,Kinetic Heat Pump,0.0,+20%,,
36627,Unstable Compressor,0.003,,,+101%
36628,Polarised Launch System,0.023,,,+109%
36629,Kinetic Timing Loom,0.5,,+28%,
36630,Polarised Heat Pump,0.0,+20%,,
36631,Unstable Shell Loader,0.098,,,+139%
36632,Linear Coils,0.0,+20%,,
36633,Unstable Heat Pump,0.053,+22%,,
36634,Polarised Core,0.5,,+23%,
36635,Kinetic Timing Loom,0.754,,+24%,+201%
36636,Kinetic Release Mechanism,0.0,+20%,,
36637,Kinetic Timing Loom,0.5,,+28%,+100%
36638,Linear Release Mechanism,0.133,,,+153%
36639,Polarised Injector Plugs,0.5,,+23%,
36640,Pugneum Launch System,0.5,,+22%,
36641,Polarised Timing Loom,0.158,+26%,,
36642,Linear Release Mechanism,0.055,+22%,,+101%
36643,Pugneum Release Mechanism,0.5,,+21%,
36644,Linear Coils,0.5,,+22%,
36645,Linear Coils,0.5,,+21%,
36646,Linear Compressor,0.0,,,+100%
36647,Unstable Core,0.312,,,+224%
36648,Unstable Heat Pump,0.684,+27%,+25%,
36649,Pugneum Injector Plugs,0.472,,,+288%
36650,Unstable Compressor,0.5,+20%,+22%,
36651,Linear Core,0.095,,,+138%
36652,Polarised Injector Plugs,0.5,,+25%,
36653,Linear Coils,0.0,,,+100%
36654,Polarised Core,0.5,,+29%,
36655,Kinetic Launch System,0.106,,,+142%
36656,Pugneum Gas Expander,0.0,+20%,,
36657,Kinetic Compressor,0.0,+20%,,
36658,Linear Heat Pump,0.237,+29%,,
36659,Kinetic Timing Loom,0.013,,,+105%
36660,Polarised Compressor,0.026,+21%,,
36661,Linear Gas Expander,0.053,+22%,,
36662,Polarised Timing Loom,0.138,,,+155%
36663,Unstable Launch System,0.5,,+28%,
36664,Linear Heat Pump,0.131,,,+152%
36665,Unstable Launch System,0.079,+23%,,
36666,Pugneum Compressor,0.018,,,+107%
36667,Kinetic Gas Expander,0.5,,+30%,
36668,Polarised Gas Expander,0.5,,+21%,
36669,Linear Compressor,0.053,+22%,,
36670,Polarised Compressor,0.0,,,+100%
36671,Unstable Heat Pump,0.5,,+29%,
36672,Pugneum Shell Loader,0.0,+20%,,+100%
36673,Pugneum Shell Loader,0.0,,,+100%
36674,Kinetic Launch System,0.541,+23%,,+284%
36675,Polarised Launch System,0.5,,+22%,
36676,Polarised Heat Pump,0.212,+27%,,+111%
36677,Polarised Injector Plugs,0.123,,,+149%
36678,Pugneum Shell Loader,0.01,,,+104%
36679,Pugneum Timing Loom,0.079,+23%,,
36680,Unstable Heat Pump,0.324,,,+229%
36681,Kinetic Coils,0.0,+20%,,
36682,Linear Timing Loom,0.5,,+22%,
36683,Unstable Injector Plugs,0.003,,,+101%
36684,Pugneum Injector Plugs,0.184,+27%,,
36685,Kinetic Release Mechanism,0.5,,+25%,+100%
36686,Polarised Injector Plugs,0.0,+20%,,
36687,Unstable Gas Expander,0.5,,+22%,
36688,Linear Coils,0.116,,,+146%
36689,Pugneum Gas Expander,0.0,,,+100%
36690,Kinetic Gas Expander,0.121,,,+148%
36691,Linear Gas Expander,0.0,,,+100%
36692,Unstable Core,0.237,+29%,,
36693,Unstable Gas Expander,0.0,,,+100%
36694,Kinetic Coils,0.184,+27%,,
36695,Linear Release Mechanism,0.5,,+24%,
36696,Unstable Coils,0.377,,,+250%
36697,Linear Coils,0.5,,+25%,
36698,Kinetic Core,0.294,,,+217%
36699,Unstable Release Mechanism,0.5,,+23%,
36700,Unstable Coils,0.711,+28%,+21%,
36701,Kinetic Launch System,0.105,+24%,,
36702,Pugneum Release Mechanism,0.5,,+24%,
36703,Linear Shell Loader,0.0,,,+100%
36704,Pugneum Compressor,0.013,,,+105%
36705,Pugneum Heat Pump,0.5,,+21%,
36706,Kinetic Heat Pump,0.286,,,+214%
36707,Pugneum Shell Loader,0.276,,,+210%
36708,Unstable Gas Expander,0.5,,+22%,+100%
36709,Kinetic Core,0.5,,+22%,
36710,Linear Release Mechanism,0.5,,+23%,
36711,Linear Shell Loader,0.105,+24%,,
36712,Polarised Heat Pump,0.158,+26%,,
36713,Polarised Release Mechanism,0.5,,+27%,
36714,Pugneum Gas Expander,0.026,+21%,,
36715,Pugneum Core,0.026,+21%,,+100%
36716,Linear Timing Loom,0.079,+23%,,
36717,Linear Heat Pump,0.5,,+29%,+100%
36718,Pugneum Heat Pump,0.5,,+24%,
36719,Polarised Timing Loom,0.015,,,+106%
36720,Pugneum Shell Loader,0.573,,+21%,+129%
36721,Unstable Launch System,0.0,+20%,,
36722,Pugneum Compressor,0.5,,+28%,
36723,Pugneum Heat Pump,0.658,+26%,+21%,
36724,Polarised Compressor,0.079,+23%,,
36725,Pugneum Core,0.018,,,+107%
36726,Unstable Injector Plugs,0.0,+20%,,
36727,Pugneum Gas Expander,0.0,+20%,,
36728,Pugneum Gas Expander,0.079,+23%,,
36729,Linear Core,0.0,+20%,,
36730,Pugneum Gas Expander,0.079,+23%,,
36731,Polarised Injector Plugs,0.158,+26%,,
36732,Linear Shell Loader,0.0,+20%,,
36733,Unstable Timing Loom,0.079,+23%,,
36734,Unstable Injector Plugs,0.0,+20%,,
36735,Pugneum Timing Loom,0.5,,+26%,
36736,Pugneum Release Mechanism,0.5,,+21%,+100%
36737,Kinetic Release Mechanism,0.026,+21%,,
36738,Unstable Timing Loom,0.684,+27%,+21%,
36739,Unstable Launch System,0.0,+20%,,+100%
36740,Linear Shell Loader,0.5,,+21%,
36741,Unstable Heat Pump,0.0,+20%,,
36742,Pugneum Launch System,0.442,,,+276%
36743,Unstable Gas Expander,0.003,,,+101%
36744,Pugneum Shell Loader,0.5,,+25%,
36745,Linear Coils,0.0,,,+100%
36746,Pugneum Coils,0.0,,,+100%
36747,Polarised Heat Pump,0.5,,+21%,
36748,Pugneum Release Mechanism,0.553,+22%,+21%,
36749,Kinetic Injector Plugs,0.0,+20%,,
36750,Pugneum Injector Plugs,0.138,,,+155%
36751,Linear Shell Loader,0.5,+20%,+25%,
36752,Linear Timing Loom,0.033,,,+113%
36753,Polarised Compressor,0.026,+21%,,
36754,Unstable Heat Pump,0.5,,+22%,
36755,Linear Shell Loader,0.0,+20%,,
36756,Linear Gas Expander,0.0,+20%,,
36757,Unstable Launch System,0.5,,+28%,+100%
36758,Kinetic Timing Loom,0.126,,,+150%
36759,Kinetic Coils,0.579,+23%,+26%,
36760,Linear Release Mechanism,0.108,,,+143%
36761,Unstable Heat Pump,0.5,,+22%,
36762,Polarised Coils,0.5,,+23%,
36763,Polarised Injector Plugs,0.065,,,+126%
36764,Linear Compressor,0.5,,+28%,
36765,Pugneum Shell Loader,0.079,+23%,,
36766,Polarised Timing Loom,0.518,,+28%,+107%
36767,Unstable Release Mechanism,0.5,,+23%,
36768,Pugneum Injector Plugs,0.158,+26%,,
36769,Polarised Timing Loom,0.0,,,+100%
36770,Unstable Coils,0.026,+21%,,
36771,Pugneum Launch System,0.0,+20%,,
36772,Pugneum Timing Loom,0.5,,+25%,
36773,Linear Shell Loader,0.02,,,+108%
36774,Pugneum Launch System,0.5,,+24%,
36775,Polarised Launch System,0.632,+25%,+26%,
36776,Kinetic Injector Plugs,0.5,,+22%,
36777,Kinetic Core,0.158,+26%,,
36778,Linear Heat Pump,0.5,,+25%,
36779,Linear Launch System,0.026,+21%,,
36780,Kinetic Compressor,0.026,+21%,,
36781,Linear Launch System,0.158,+26%,,+100%
36782,Polarised Launch System,0.48,,,+291%
36783,Linear Launch System,0.308,+23%,,+191%
36784,Unstable Release Mechanism,0.0,+20%,,
36785,Unstable Release Mechanism,0.5,,+21%,
36786,Pugneum Release Mechanism,0.132,+25%,,
36787,Linear Shell Loader,0.274,,,+209%
36788,Polarised Heat Pump,0.079,+23%,,
36789,Polarised Injector Plugs,0.0,,,+100%
36790,Kinetic Coils,0.105,+24%,,
36791,Linear Launch System,0.105,+24%,,
36792,Pugneum Launch System,0.899,,+24%,+259%
36793,Kinetic Heat Pump,0.026,+21%,,
36794,Unstable Core,0.013,,,+105%
36795,Linear Injector Plugs,0.533,,+25%,+113%
36796,Polarised Gas Expander,0.008,,,+103%
36797,Unstable Coils,0.389,,,+255%
36798,Polarised Shell Loader,0.126,,,+150%
36799,Polarised Shell Loader,0.053,+22%,,
36800,Linear Shell Loader,0.5,,+21%,
36801,Polarised Gas Expander,0.013,,,+105%
36802,Linear Release Mechanism,0.026,+21%,,+100%
36803,Unstable Injector Plugs,0.0,,,+100%
36804,Unstable Core,0.515,,+27%,+106%
36805,Pugneum Shell Loader,0.334,,,+233%
36806,Kinetic Timing Loom,0.026,+21%,,+100%
36807,Polarised Heat Pump,0.553,+22%,+21%,
36808,Unstable Gas Expander,0.0,+20%,,
36809,Linear Gas Expander,0.149,+25%,,+107%
36810,Unstable Injector Plugs,0.043,,,+117%
36811,Kinetic Compressor,0.063,,,+125%
36812,Pugneum Compressor,0.5,,+27%,
36813,Polarised Injector Plugs,0.0,+20%,,
36814,Unstable Injector Plugs,0.005,,,+102%
36815,Unstable Injector Plugs,0.296,,,+218%
36816,Linear Core,0.237,+29%,,
36817,Kinetic Timing Loom,0.058,,,+123%
36818,Unstable Timing Loom,0.5,,+30%,
36819,Kinetic Core,0.0,+20%,,
36820,Kinetic Heat Pump,0.5,,+24%,
36821,Kinetic Release Mechanism,0.0,+20%,,
36822,Unstable Shell Loader,0.5,,+27%,
36823,Linear Heat Pump,0.435,,,+273%
36824,Polarised Launch System,0.5,,+30%,
36825,Kinetic Heat Pump,0.237,+29%,,
36826,Unstable Compressor,0.5,,+24%,
36827,Unstable Heat Pump,0.5,,+30%,
36828,Kinetic Gas Expander,0.079,+23%,,
36829,Polarised Shell Loader,0.5,,+28%,
36830,Polarised Gas Expander,0.105,+24%,,
36831,Pugneum Injector Plugs,0.028,,,+111%
36832,Pugneum Injector Plugs,0.038,,,+115%
36833,Pugneum Coils,0.211,+28%,,
36834,Unstable Timing Loom,0.5,,+29%,
36835,Linear Timing Loom,0.5,,+21%,
36836,Pugneum Coils,0.0,+20%,,
36837,Linear Core,0.56,,+24%,+124%
36838,Kinetic Launch System,0.5,,+21%,
36839,Linear Gas Expander,0.5,,+21%,
36840,Kinetic Shell Loader,0.053,+22%,,
36841,Polarised Launch System,0.683,,+30%,+173%
36842,Linear Heat Pump,0.015,,,+106%
36843,Pugneum Timing Loom,0.219,,,+187%
36844,Pugneum Coils,0.5,,+30%,
36845,Pugneum Heat Pump,0.184,+27%,,
36846,Polarised Gas Expander,0.415,,,+265%
36847,Linear Core,0.5,,+21%,
36848,Polarised Launch System,0.5,,+21%,
36849,Polarised Shell Loader,0.5,,+22%,
36850,Kinetic Shell Loader,0.5,,+27%,
36851,Kinetic Shell Loader,0.5,,+21%,
36852,Kinetic Core,0.172,+25%,,+116%
36853,Unstable Timing Loom,0.49,+22%,,+274%
36854,Polarised Gas Expander,0.5,,+21%,
36855,Unstable Injector Plugs,0.5,,+26%,
36856,Polarised Core,0.5,,+27%,
36857,Unstable Launch System,0.053,+22%,,
36858,Kinetic Injector Plugs,0.139,+21%,,+145%
36859,Kinetic Gas Expander,0.5,,+25%,
36860,Kinetic Compressor,0.01,,,+104%
36861,Kinetic Gas Expander,0.5,,+23%,
36862,Polarised Compressor,0.079,+23%,,
36863,Unstable Shell Loader,0.0,,,+100%
36864,Polarised Injector Plugs,0.5,,+24%,
36865,Kinetic Heat Pump,0.003,,,+101%
36866,Unstable Launch System,0.053,+22%,,
36867,Pugneum Launch System,0.5,,+28%,
36868,Kinetic Gas Expander,0.5,,+22%,
36869,Linear Release Mechanism,0.0,,,+100%
36870,Unstable Coils,0.528,+29%,,+216%
36871,Polarised Core,0.5,,+21%,
36872,Kinetic Heat Pump,0.5,,+23%,
36873,Unstable Heat Pump,0.784,,+30%,+213%
36874,Unstable Release Mechanism,0.026,+21%,,
36875,Pugneum Timing Loom,0.46,,,+283%
36876,Linear Injector Plugs,0.5,,+22%,
36877,Linear Injector Plugs,0.5,,+23%,
36878,Polarised Heat Pump,0.345,+29%,,+143%
36879,Linear Core,0.0,+20%,,
36880,Linear Injector Plugs,0.337,,,+234%
36881,Pugneum Injector Plugs,0.229,,,+191%
36882,Pugneum Gas Expander,0.0,+20%,,
36883,Polarised Injector Plugs,0.0,+20%,,
36884,Kinetic Injector Plugs,0.354,,,+241%
36885,Polarised Shell Loader,0.5,,+27%,
36886,Pugneum Core,0.053,+22%,,
36887,Polarised Launch System,0.0,+20%,,
36888,Linear Launch System,0.5,,+27%,
36889,Kinetic Shell Loader,0.003,,,+101%
36890,Linear Timing Loom,0.028,,,+111%
36891,Kinetic Heat Pump,0.5,,+22%,
36892,Polarised Launch System,0.5,,+25%,
36893,Unstable Release Mechanism,0.45,,,+279%
36894,Pugneum Injector Plugs,0.237,+29%,,
36895,Linear Launch System,0.0,,,+100%
36896,Pugneum Timing Loom,0.035,,,+114%
36897,Polarised Timing Loom,0.397,,,+258%
36898,Kinetic Coils,0.0,,,+100%
36899,Polarised Injector Plugs,0.0,+20%,,
36900,Pugneum Coils,0.053,+22%,,
36901,Kinetic Release Mechanism,0.043,,,+117%
36902,Linear Launch System,0.632,+25%,+21%,
36903,Pugneum Timing Loom,0.0,+20%,,
36904,Unstable Compressor,0.5,,+25%,
36905,Unstable Gas Expander,0.5,,+25%,
36906,Polarised Release Mechanism,0.005,,,+102%
36907,Linear Gas Expander,0.241,+24%,,+154%
36908,Kinetic Injector Plugs,0.0,,,+100%
36909,Pugneum Heat Pump,0.0,+20%,,
36910,Unstable Injector Plugs,0.5,,+24%,
36911,Polarised Core,0.0,+20%,,
36912,Linear Launch System,0.5,,+29%,
36913,Polarised Timing Loom,0.211,+28%,,
36914,Pugneum Shell Loader,0.711,+28%,+26%,
36915,Polarised Core,0.013,,,+105%
36916,Pugneum Launch System,0.5,,+28%,
36917,Linear Shell Loader,0.0,+20%,,
36918,Linear Timing Loom,0.5,,+30%,
36919,Polarised Coils,0.079,+23%,,
36920,Kinetic Core,0.5,,+27%,
36921,Unstable Launch System,0.5,,+22%,
36922,Kinetic Injector Plugs,0.237,+29%,,
36923,Unstable Heat Pump,0.5,,+29%,
36924,Linear Injector Plugs,0.158,+26%,,
36925,Polarised Launch System,0.005,,,+102%
36926,Unstable Core,0.5,,+26%,
36927,Linear Gas Expander,0.038,,,+115%
36928,Linear Coils,0.095,,,+138%
36929,Kinetic Core,0.5,,+24%,
36930,Pugneum Heat Pump,0.5,,+26%,
36931,Linear Launch System,0.237,+29%,,
36932,Pugneum Launch System,0.36,+27%,,+170%
36933,Unstable Launch System,0.538,,+21%,+115%
36934,Pugneum Release Mechanism,0.206,,,+182%
36935,Polarised Release Mechanism,0.0,+20%,,
36936,Linear Coils,0.382,,,+252%
36937,Unstable Injector Plugs,0.0,+20%,,
36938,Linear Timing Loom,0.5,,+22%,
36939,Unstable Shell Loader,0.467,,,+286%
36940,Polarised Launch System,0.105,+24%,,
36941,Polarised Timing Loom,0.003,,,+101%
36942,Kinetic Injector Plugs,0.5,,+22%,
36943,Linear Launch System,0.5,,+24%,
36944,Unstable Coils,0.053,+22%,,
36945,Unstable Compressor,0.132,+25%,,
36946,Unstable Core,0.5,,+21%,
36947,Kinetic Compressor,0.026,+21%,,
36948,Pugneum Timing Loom,0.053,+22%,,
36949,Kinetic Core,0.055,+22%,,+101%
36950,Pugneum Core,0.618,,+27%,+147%
36951,Pugneum Compressor,0.399,,,+259%
36952,Polarised Injector Plugs,0.079,+23%,,
36953,Polarised Injector Plugs,0.198,,,+179%
36954,Linear Gas Expander,0.0,+20%,,
36955,Pugneum Heat Pump,0.0,+20%,,
36956,Kinetic Compressor,0.184,+27%,,
36957,Polarised Compressor,0.0,+20%,,+100%
36958,Pugneum Shell Loader,0.5,,+30%,
36959,Kinetic Injector Plugs,0.132,+25%,,
36960,Kinetic Gas Expander,0.281,,,+212%
36961,Linear Release Mechanism,0.5,,+21%,
36962,Polarised Core,0.07,,,+128%
36963,Unstable Timing Loom,0.053,+22%,,
36964,Polarised Release Mechanism,0.0,,,+100%
36965,Linear Core,0.5,,+22%,
36966,Pugneum Launch System,0.0,+20%,,
36967,Kinetic Release Mechanism,0.003,,,+101%
36968,Unstable Core,0.0,+20%,,
36969,Polarised Shell Loader,0.5,,+22%,
36970,Linear Compressor,0.211,+28%,,
36971,Kinetic Compressor,0.0,+20%,,
36972,Unstable Release Mechanism,0.0,,,+100%
36973,Pugneum Core,0.5,+20%,+26%,
36974,Pugneum Compressor,0.105,+24%,,
36975,Unstable Shell Loader,0.053,+22%,,
36976,Pugneum Launch System,0.0,+20%,,
36977,Kinetic Coils,0.0,,,+100%
36978,Linear Release Mechanism,0.132,+25%,,
36979,Linear Launch System,0.0,,,+100%
36980,Linear Heat Pump,0.131,,,+152%
36981,Polarised Compressor,0.394,,,+257%
36982,Pugneum Release Mechanism,0.237,+29%,,
36983,Pugneum Compressor,0.0,+20%,,
36984,Polarised Shell Loader,0.105,+24%,,
36985,Pugneum Timing Loom,0.497,,,+298%
36986,Linear Shell Loader,0.023,,,+109%
36987,Unstable Injector Plugs,0.495,,,+297%
36988,Unstable Release Mechanism,0.158,+26%,,
36989,Unstable Release Mechanism,0.158,+26%,,
36990,Linear Coils,0.184,+27%,,
36991,Unstable Shell Loader,0.5,,+27%,
36992,Unstable Compressor,0.026,+21%,,
36993,Unstable Timing Loom,0.0,+20%,,
36994,Pugneum Launch System,0.487,+20%,,+294%
36995,Unstable Launch System,0.053,+22%,,
36996,Kinetic Heat Pump,0.5,,+21%,
36997,Kinetic Core,0.526,+21%,+24%,
36998,Unstable Core,0.5,,+24%,
36999,Unstable Timing Loom,0.737,+29%,+26%,
37000,Kinetic Launch System,0.063,,,+125%
37001,Polarised Injector Plugs,0.0,+20%,,
37002,Unstable Shell Loader,0.221,,,+188%
37003,Linear Core,0.0,,,+100%
37004,Linear Timing Loom,0.5,,+27%,
37005,Kinetic Injector Plugs,0.332,,,+232%
37006,Pugneum Injector Plugs,0.492,,,+296%
37007,Linear Gas Expander,0.5,,+22%,
37008,Kinetic Core,0.5,,+26%,
37009,Polarised Release Mechanism,0.347,,,+238%
37010,Kinetic Core,0.422,,,+268%
37011,Polarised Core,0.079,+23%,,
37012,Pugneum Heat Pump,0.5,,+22%,
37013,Unstable Compressor,0.5,,+23%,
37014,Pugneum Launch System,0.0,+20%,,
37015,Kinetic Gas Expander,0.003,,,+101%
37016,Polarised Timing Loom,0.5,,+30%,
37017,Pugneum Coils,0.003,,,+101%
37018,Kinetic Heat Pump,0.0,+20%,,
