Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Radius,Weapon_Grenade_Speed
35882,Secondary Heat Pump,0.0,,+11%,
35883,Boosted Gas Expander,0.556,,+16%,
35884,Boosted Release Mechanism,0.0,,,+100%
35885,Secondary Launch System,0.051,,,+105%
35886,Boosted Compressor,0.111,,+12%,
35887,Efficient Release Mechanism,0.667,+16%,,
35888,Secondary Injector Plugs,0.111,,+12%,
35889,Tertiary Compressor,0.556,,+16%,
35890,Boosted Core,0.556,,+16%,
35891,Efficient Launch System,0.0,+10%,,
35892,Efficient Compressor,0.0,,+11%,
35893,Efficient Gas Expander,0.889,+18%,,
35894,Lubricated Heat Pump,0.111,+11%,,
35895,Tertiary Core,0.0,+10%,,
35896,Boosted Core,0.202,,,+120%
35897,Efficient Coils,0.0,,,+100%
35898,Efficient Gas Expander,0.04,,,+104%
35899,Efficient Launch System,0.818,,,+181%
35900,Tertiary Core,0.111,+11%,,
35901,Boosted Injector Plugs,0.556,,+16%,
35902,Lubricated Release Mechanism,0.111,+11%,,
35903,Boosted Timing Loom,0.111,,+12%,
35904,Secondary Compressor,0.778,,+18%,
35905,Lubricated Injector Plugs,0.333,+13%,,
35906,Lubricated Release Mechanism,0.747,,,+174%
35907,Efficient Injector Plugs,0.444,,+15%,
35908,Tertiary Injector Plugs,0.222,,+13%,
35909,Tertiary Heat Pump,1.0,+19%,,
35910,Efficient Core,0.0,,,+100%
35911,Efficient Compressor,0.667,,+17%,
35912,Secondary Timing Loom,0.242,,,+124%
35913,Tertiary Compressor,0.111,+11%,,
35914,Secondary Release Mechanism,0.0,,+11%,
35915,Efficient Gas Expander,0.222,+12%,,
35916,Boosted Core,0.778,+17%,,
35917,Tertiary Heat Pump,0.0,+10%,,
35918,Tertiary Coils,0.667,,+17%,
35919,Lubricated Heat Pump,0.111,+11%,,
35920,Boosted Compressor,0.0,+10%,,
35921,Secondary Heat Pump,0.667,+16%,,
35922,Secondary Heat Pump,0.0,+10%,,
35923,Efficient Compressor,0.0,,+11%,
35924,Lubricated Injector Plugs,0.667,,+17%,
35925,Efficient Coils,0.111,+11%,,
35926,Efficient Compressor,0.667,,+17%,
35927,Tertiary Compressor,0.0,+10%,,
35928,Tertiary Release Mechanism,0.0,+10%,,
35929,Boosted Shell Loader,0.0,+10%,,
35930,Efficient Compressor,0.111,+11%,,
35931,Lubricated Coils,0.646,,,+164%
35932,Secondary Heat Pump,0.091,,,+109%
35933,Tertiary Launch System,0.131,,,+113%
35934,Efficient Shell Loader,1.0,,+20%,
35935,Boosted Core,0.556,,+16%,
35936,Boosted Core,0.333,+13%,,
35937,Lubricated Launch System,0.778,,+18%,
35938,Efficient Heat Pump,1.0,+19%,,
35939,Secondary Release Mechanism,0.222,+12%,,
35940,Efficient Gas Expander,0.333,+13%,,
35941,Lubricated Release Mechanism,1.0,+19%,,
35942,Boosted Compressor,0.0,,,+100%
35943,Secondary Injector Plugs,0.0,+10%,,
35944,Secondary Compressor,0.0,+10%,,
35945,Efficient Release Mechanism,0.667,+16%,,
35946,Lubricated Launch System,0.222,+12%,,
35947,Lubricated Coils,0.0,+10%,,
35948,Boosted Compressor,0.03,,,+103%
35949,Efficient Compressor,0.0,+10%,,
35950,Secondary Coils,0.677,,,+167%
35951,Efficient Core,0.081,,,+108%
35952,Efficient Gas Expander,0.111,,+12%,
35953,Lubricated Coils,0.0,,,+100%
35954,Boosted Launch System,0.889,,+19%,
35955,Boosted Launch System,0.556,,+16%,
35956,Secondary Release Mechanism,0.667,+16%,,
35957,Tertiary Compressor,0.475,,,+147%
35958,Boosted Compressor,0.879,,,+187%
35959,Secondary Heat Pump,0.889,+18%,,
35960,Tertiary Timing Loom,0.0,+10%,,
35961,Boosted Shell Loader,0.0,+10%,,
35962,Lubricated Heat Pump,0.0,,+11%,
35963,Boosted Timing Loom,0.222,+12%,,
35964,Secondary Shell Loader,0.02,,,+102%
35965,Tertiary Injector Plugs,0.444,+14%,,
35966,Efficient Gas Expander,0.0,,+11%,
35967,Tertiary Injector Plugs,0.0,+10%,,
35968,Secondary Timing Loom,0.0,,,+100%
35969,Efficient Core,0.141,,,+114%
35970,Lubricated Release Mechanism,0.556,,+16%,
35971,Lubricated Injector Plugs,0.444,,+15%,
35972,Tertiary Shell Loader,0.889,+18%,,
35973,Secondary Core,0.242,,,+124%
35974,Secondary Release Mechanism,0.0,,,+100%
35975,Lubricated Compressor,0.667,,+17%,
35976,Tertiary Heat Pump,0.111,+11%,,
35977,Tertiary Shell Loader,0.0,,,+100%
35978,Tertiary Timing Loom,0.0,,,+100%
35979,Efficient Timing Loom,0.0,+10%,,
35980,Efficient Coils,0.889,,+19%,
35981,Lubricated Coils,0.0,+10%,,
35982,Tertiary Release Mechanism,0.0,,,+100%
35983,Boosted Compressor,0.111,,+12%,
35984,Lubricated Injector Plugs,0.778,+17%,,
35985,Secondary Timing Loom,0.616,,,+161%
35986,Secondary Heat Pump,0.0,+10%,,
35987,Boosted Compressor,0.0,+10%,,
35988,Secondary Gas Expander,0.111,,+12%,
35989,Boosted Release Mechanism,0.778,+17%,,
35990,Tertiary Timing Loom,0.556,,+16%,
35991,Secondary Launch System,0.556,,+16%,
35992,Tertiary Injector Plugs,0.04,,,+104%
35993,Boosted Gas Expander,0.667,+16%,,
35994,Tertiary Gas Expander,0.0,+10%,,
35995,Boosted Core,0.0,,+11%,
35996,Tertiary Injector Plugs,0.0,+10%,,
35997,Tertiary Core,0.333,,+14%,
35998,Efficient Injector Plugs,0.556,,+16%,
35999,Secondary Compressor,0.051,,,+105%
36000,Lubricated Gas Expander,0.0,+10%,,
36001,Lubricated Coils,0.333,,+14%,
36002,Efficient Injector Plugs,0.778,,+18%,
36003,Lubricated Core,0.111,,+12%,
36004,Secondary Launch System,0.071,,,+107%
36005,Boosted Gas Expander,0.0,+10%,,
36006,Lubricated Injector Plugs,0.0,,+11%,
36007,Secondary Heat Pump,0.0,,+11%,
36008,Efficient Timing Loom,0.333,,+14%,
36009,Tertiary Core,0.212,,,+121%
36010,Secondary Gas Expander,0.111,,,+111%
36011,Secondary Timing Loom,0.02,,,+102%
36012,Efficient Core,0.0,+10%,,
36013,Lubricated Gas Expander,0.667,,+17%,
36014,Tertiary Gas Expander,0.667,+16%,,
36015,Secondary Shell Loader,0.111,+11%,,
36016,Tertiary Coils,0.0,,+11%,
36017,Lubricated Compressor,0.0,,+11%,
36018,Tertiary Release Mechanism,0.0,+10%,,
36019,Lubricated Heat Pump,0.0,+10%,,
36020,Secondary Timing Loom,0.0,+10%,,
36021,Efficient Injector Plugs,0.556,,+16%,
36022,Secondary Release Mechanism,0.0,+10%,,
36023,Tertiary Coils,1.0,+19%,,
36024,Efficient Gas Expander,0.0,,,+100%
36025,Secondary Timing Loom,0.333,,+14%,
36026,Secondary Gas Expander,0.778,,+18%,
36027,Tertiary Gas Expander,0.0,,,+100%
36028,Secondary Coils,1.0,,+20%,
36029,Boosted Core,0.0,,+11%,
36030,Lubricated Core,0.0,,,+100%
36031,Efficient Coils,0.0,,+11%,
36032,Tertiary Core,0.667,+16%,,
36033,Boosted Injector Plugs,0.0,,,+100%
36034,Tertiary Timing Loom,0.0,,,+100%
36035,Lubricated Compressor,0.222,,+13%,
36036,Efficient Heat Pump,0.0,,,+100%
36037,Efficient Gas Expander,1.0,,+20%,
36038,Boosted Compressor,0.222,+12%,,
36039,Secondary Timing Loom,0.0,+10%,,
36040,Secondary Injector Plugs,0.0,,+11%,
36041,Lubricated Injector Plugs,0.556,+15%,,
36042,Lubricated Shell Loader,0.242,,,+124%
36043,Secondary Timing Loom,0.354,,,+135%
36044,Efficient Core,0.0,,+11%,
36045,Lubricated Injector Plugs,0.444,,+15%,
36046,Boosted Coils,0.01,,,+101%
36047,Efficient Heat Pump,0.444,,+15%,
36048,Tertiary Gas Expander,0.111,+11%,,
36049,Lubricated Heat Pump,0.444,,+15%,
36050,Efficient Gas Expander,0.0,,,+100%
36051,Lubricated Heat Pump,0.111,+11%,,
36052,Boosted Coils,0.444,+14%,,
36053,Tertiary Compressor,0.0,,+11%,
36054,Secondary Release Mechanism,0.04,,,+104%
36055,Tertiary Shell Loader,0.97,,,+196%
36056,Lubricated Gas Expander,0.0,,+11%,
36057,Efficient Release Mechanism,0.061,,,+106%
36058,Lubricated Injector Plugs,0.889,,+19%,
36059,Lubricated Coils,0.556,,+16%,
36060,Boosted Core,0.495,,,+149%
36061,Tertiary Release Mechanism,0.778,+17%,,
36062,Efficient Core,0.0,,,+100%
36063,Boosted Injector Plugs,0.778,,+18%,
36064,Secondary Gas Expander,0.0,,,+100%
36065,Boosted Gas Expander,0.0,,,+100%
36066,Boosted Gas Expander,1.0,+19%,,
36067,Lubricated Release Mechanism,0.071,,,+107%
36068,Boosted Shell Loader,0.101,,,+110%
36069,Lubricated Core,0.172,,,+117%
36070,Secondary Core,0.0,,,+100%
36071,Boosted Core,0.01,,,+101%
36072,Lubricated Compressor,0.0,,+11%,
36073,Secondary Gas Expander,0.333,+13%,,
36074,Efficient Coils,0.889,,+19%,
36075,Boosted Release Mechanism,0.051,,,+105%
36076,Lubricated Shell Loader,0.505,,,+150%
36077,Secondary Heat Pump,0.222,,+13%,
36078,Secondary Shell Loader,0.333,+13%,,
36079,Boosted Compressor,0.444,+14%,,
36080,Efficient Gas Expander,0.0,+10%,,
36081,Lubricated Shell Loader,0.556,,+16%,
36082,Tertiary Core,0.778,,+18%,
36083,Tertiary Injector Plugs,0.889,+18%,,
36084,Boosted Gas Expander,0.444,+14%,,
36085,Tertiary Core,0.556,,+16%,
36086,Secondary Launch System,0.051,,,+105%
36087,Lubricated Compressor,0.0,,,+100%
36088,Tertiary Coils,0.04,,,+104%
36089,Tertiary Compressor,0.061,,,+106%
36090,Tertiary Core,0.111,+11%,,
36091,Efficient Heat Pump,0.121,,,+112%
36092,Tertiary Core,0.061,,,+106%
36093,Lubricated Gas Expander,0.374,,,+137%
36094,Tertiary Heat Pump,0.707,,,+170%
36095,Efficient Injector Plugs,0.0,,,+100%
36096,Efficient Heat Pump,0.667,,+17%,
36097,Secondary Timing Loom,0.0,,+11%,
36098,Boosted Launch System,0.778,,+18%,
36099,Lubricated Injector Plugs,0.0,,+11%,
36100,Tertiary Release Mechanism,0.0,+10%,,
36101,Tertiary Core,0.111,+11%,,
36102,Boosted Release Mechanism,0.0,+10%,,
36103,Lubricated Timing Loom,0.01,,,+101%
36104,Boosted Timing Loom,0.333,,+14%,
36105,Tertiary Coils,0.242,,,+124%
36106,Tertiary Shell Loader,0.0,+10%,,
36107,Secondary Launch System,0.0,,,+100%
36108,Lubricated Heat Pump,0.333,+13%,,
36109,Boosted Launch System,0.0,,+11%,
36110,Secondary Gas Expander,0.778,+17%,,
36111,Tertiary Heat Pump,0.091,,,+109%
36112,Secondary Timing Loom,1.0,,+20%,
36113,Secondary Release Mechanism,0.667,,+17%,
36114,Tertiary Release Mechanism,0.0,,,+100%
36115,Tertiary Injector Plugs,0.111,+11%,,
36116,Boosted Heat Pump,0.556,+15%,,
36117,Tertiary Shell Loader,0.0,,+11%,
36118,Secondary Compressor,0.162,,,+116%
36119,Tertiary Core,0.222,+12%,,
36120,Secondary Shell Loader,0.778,,+18%,
36121,Tertiary Shell Loader,0.444,+14%,,
36122,Secondary Shell Loader,0.222,,+13%,
36123,Efficient Heat Pump,0.545,,,+154%
36124,Boosted Gas Expander,0.0,,,+100%
36125,Lubricated Shell Loader,0.111,,+12%,
36126,Efficient Core,0.01,,,+101%
36127,Secondary Launch System,0.192,,,+119%
36128,Lubricated Gas Expander,0.0,+10%,,
36129,Secondary Shell Loader,0.273,,,+127%
36130,Secondary Shell Loader,0.0,,+11%,
36131,Lubricated Heat Pump,0.444,+14%,,
36132,Efficient Compressor,0.0,,+11%,
36133,Tertiary Shell Loader,0.0,,+11%,
36134,Boosted Core,0.778,,,+177%
36135,Boosted Injector Plugs,0.202,,,+120%
36136,Efficient Gas Expander,0.121,,,+112%
36137,Tertiary Heat Pump,0.354,,,+135%
36138,Secondary Timing Loom,0.0,,,+100%
36139,Lubricated Release Mechanism,0.192,,,+119%
36140,Secondary Timing Loom,0.01,,,+101%
36141,Secondary Heat Pump,0.111,,+12%,
36142,Lubricated Injector Plugs,0.556,,+16%,
36143,Lubricated Injector Plugs,0.222,+12%,,
36144,Efficient Gas Expander,0.222,+12%,,
36145,Lubricated Shell Loader,0.333,+13%,,
36146,Secondary Gas Expander,0.222,,+13%,
36147,Efficient Release Mechanism,0.444,,+15%,
36148,Tertiary Injector Plugs,0.273,,,+127%
36149,Tertiary Release Mechanism,0.0,,+11%,
36150,Tertiary Coils,0.667,,+17%,
36151,Boosted Heat Pump,0.0,,,+100%
36152,Tertiary Compressor,0.667,,+17%,
36153,Lubricated Coils,0.0,,,+100%
36154,Lubricated Compressor,0.081,,,+108%
36155,Efficient Compressor,0.222,+12%,,
36156,Efficient Heat Pump,0.01,,,+101%
36157,Tertiary Shell Loader,0.778,+17%,,
36158,Efficient Injector Plugs,0.111,,,+111%
36159,Secondary Release Mechanism,0.0,+10%,,
36160,Boosted Core,0.111,+11%,,
36161,Efficient Launch System,0.111,+11%,,
36162,Tertiary Gas Expander,0.222,+12%,,
36163,Lubricated Heat Pump,0.02,,,+102%
36164,Boosted Injector Plugs,0.0,,,+100%
36165,Secondary Release Mechanism,0.556,+15%,,
36166,Lubricated Release Mechanism,0.051,,,+105%
36167,Secondary Injector Plugs,0.0,+10%,,
36168,Lubricated Injector Plugs,0.081,,,+108%
36169,Efficient Core,0.0,,,+100%
36170,Tertiary Release Mechanism,0.081,,,+108%
36171,Tertiary Release Mechanism,0.162,,,+116%
36172,Secondary Timing Loom,0.0,,,+100%
36173,Boosted Gas Expander,0.222,,+13%,
36174,Tertiary Compressor,0.444,+14%,,
36175,Tertiary Gas Expander,0.444,,+15%,
36176,Lubricated Launch System,0.0,,+11%,
36177,Lubricated Launch System,0.0,,,+100%
36178,Tertiary Launch System,0.0,+10%,,
36179,Lubricated Launch System,0.111,,+12%,
36180,Tertiary Gas Expander,0.778,,+18%,
36181,Tertiary Release Mechanism,0.0,+10%,,
36182,Secondary Heat Pump,0.02,,,+102%
36183,Efficient Compressor,0.111,,+12%,
36184,Tertiary Shell Loader,0.444,,+15%,
36185,Boosted Core,0.0,,+11%,
36186,Secondary Heat Pump,0.0,,+11%,
36187,Efficient Coils,0.0,,+11%,
36188,Lubricated Compressor,0.333,,+14%,
36189,Efficient Core,0.808,,,+180%
36190,Secondary Compressor,0.253,,,+125%
36191,Tertiary Core,0.556,+15%,,
36192,Boosted Launch System,0.111,+11%,,
36193,Boosted Shell Loader,0.667,,+17%,
36194,Efficient Launch System,0.444,,+15%,
36195,Tertiary Core,0.333,+13%,,
36196,Secondary Coils,0.101,,,+110%
36197,Tertiary Coils,0.0,,+11%,
36198,Lubricated Launch System,0.556,,+16%,
36199,Boosted Launch System,0.333,+13%,,
36200,Secondary Launch System,0.01,,,+101%
36201,Tertiary Launch System,0.778,,+18%,
36202,Lubricated Shell Loader,0.071,,,+107%
36203,Tertiary Core,0.0,,+11%,
36204,Secondary Shell Loader,0.505,,,+150%
36205,Efficient Release Mechanism,0.0,+10%,,
36206,Boosted Injector Plugs,0.0,,+11%,
36207,Boosted Gas Expander,0.525,,,+152%
36208,Boosted Timing Loom,0.162,,,+116%
36209,Lubricated Heat Pump,0.828,,,+182%
36210,Secondary Release Mechanism,0.0,+10%,,
36211,Tertiary Release Mechanism,0.0,,+11%,
36212,Boosted Heat Pump,0.0,,,+100%
36213,Lubricated Heat Pump,0.111,+11%,,
36214,Efficient Gas Expander,0.222,+12%,,
36215,Efficient Heat Pump,0.667,+16%,,
36216,Boosted Release Mechanism,0.222,,+13%,
36217,Lubricated Injector Plugs,0.131,,,+113%
36218,Secondary Gas Expander,0.111,,+12%,
36219,Secondary Release Mechanism,0.111,,+12%,
36220,Efficient Gas Expander,0.111,+11%,,
36221,Efficient Compressor,0.667,,+17%,
36222,Lubricated Timing Loom,0.03,,,+103%
36223,Efficient Release Mechanism,0.162,,,+116%
36224,Boosted Gas Expander,0.0,,,+100%
36225,Boosted Heat Pump,0.333,+13%,,
36226,Efficient Coils,0.778,+17%,,
36227,Lubricated Compressor,0.0,,+11%,
36228,Tertiary Core,0.0,,+11%,
36229,Secondary Injector Plugs,0.768,,,+176%
36230,Boosted Shell Loader,0.0,+10%,,
36231,Secondary Launch System,0.0,,+11%,
36232,Efficient Injector Plugs,0.414,,,+141%
36233,Tertiary Release Mechanism,0.444,+14%,,
36234,Efficient Launch System,0.0,,,+100%
36235,Efficient Coils,0.0,,+11%,
36236,Efficient Heat Pump,0.333,,+14%,
36237,Tertiary Coils,1.0,,+20%,
36238,Tertiary Heat Pump,0.333,,+14%,
36239,Lubricated Heat Pump,0.0,+10%,,
36240,Secondary Heat Pump,0.0,+10%,,
36241,Boosted Core,0.071,,,+107%
36242,Tertiary Launch System,0.0,,+11%,
36243,Lubricated Coils,0.222,+12%,,
36244,Efficient Compressor,0.0,+10%,,
36245,Efficient Gas Expander,0.333,,+14%,
36246,Lubricated Shell Loader,0.071,,,+107%
36247,Boosted Heat Pump,0.0,+10%,,
36248,Secondary Injector Plugs,0.111,+11%,,
36249,Lubricated Launch System,0.889,+18%,,
36250,Lubricated Timing Loom,0.0,,+11%,
36251,Secondary Launch System,0.889,+18%,,
36252,Secondary Timing Loom,0.0,,+11%,
36253,Tertiary Core,0.283,,,+128%
36254,Secondary Core,0.02,,,+102%
36255,Boosted Compressor,0.778,,+18%,
36256,Boosted Timing Loom,0.333,,+14%,
36257,Lubricated Timing Loom,0.0,,+11%,
36258,Efficient Compressor,0.111,,+12%,
36259,Lubricated Heat Pump,0.333,,+14%,
36260,Efficient Release Mechanism,1.0,+19%,,
36261,Secondary Heat Pump,0.444,,+15%,
36262,Secondary Heat Pump,0.111,,+12%,
36263,Tertiary Coils,0.0,+10%,,
36264,Efficient Injector Plugs,0.0,,,+100%
36265,Boosted Launch System,0.0,,,+100%
36266,Secondary Release Mechanism,0.333,,+14%,
36267,Efficient Coils,1.0,,+20%,
36268,Tertiary Timing Loom,0.111,,+12%,
36269,Secondary Coils,0.222,+12%,,
36270,Boosted Gas Expander,0.333,+13%,,
36271,Boosted Timing Loom,0.111,+11%,,
36272,Secondary Release Mechanism,0.0,+10%,,
36273,Efficient Heat Pump,0.0,,,+100%
36274,Tertiary Timing Loom,0.01,,,+101%
36275,Tertiary Shell Loader,1.0,,+20%,
36276,Efficient Shell Loader,0.222,,+13%,
36277,Secondary Heat Pump,0.667,+16%,,
36278,Lubricated Core,0.0,,,+100%
36279,Boosted Core,0.02,,,+102%
36280,Tertiary Injector Plugs,0.04,,,+104%
36281,Secondary Core,0.0,,+11%,
36282,Lubricated Gas Expander,0.0,,+11%,
36283,Tertiary Shell Loader,0.556,,+16%,
36284,Efficient Compressor,0.0,+10%,,
36285,Secondary Heat Pump,0.444,+14%,,
36286,Secondary Injector Plugs,0.444,+14%,,
36287,Boosted Core,0.04,,,+104%
36288,Tertiary Injector Plugs,0.0,+10%,,
36289,Tertiary Core,0.333,,+14%,
36290,Boosted Core,0.323,,,+132%
36291,Efficient Launch System,0.111,,+12%,
36292,Efficient Coils,0.111,+11%,,
36293,Tertiary Heat Pump,0.01,,,+101%
36294,Efficient Gas Expander,0.273,,,+127%
36295,Tertiary Gas Expander,0.222,,+13%,
36296,Efficient Launch System,0.889,+18%,,
36297,Secondary Timing Loom,0.0,,,+100%
36298,Secondary Release Mechanism,0.222,+12%,,
36299,Tertiary Timing Loom,0.444,+14%,,
36300,Tertiary Heat Pump,0.0,,,+100%
36301,Secondary Core,0.0,+10%,,
36302,Efficient Core,0.444,,+15%,
36303,Efficient Coils,1.0,+19%,,
36304,Boosted Timing Loom,0.0,,+11%,
36305,Tertiary Coils,0.04,,,+104%
36306,Boosted Launch System,0.899,,,+189%
36307,Boosted Release Mechanism,0.657,,,+165%
36308,Secondary Shell Loader,0.01,,,+101%
36309,Lubricated Coils,0.051,,,+105%
36310,Secondary Gas Expander,1.0,,+20%,
36311,Efficient Gas Expander,0.444,+14%,,
36312,Lubricated Compressor,0.0,,,+100%
36313,Efficient Release Mechanism,0.333,,+14%,
36314,Lubricated Heat Pump,0.0,,,+100%
36315,Tertiary Compressor,0.111,,,+111%
36316,Tertiary Compressor,1.0,,+20%,
36317,Tertiary Gas Expander,0.556,+15%,,
36318,Boosted Injector Plugs,0.071,,,+107%
36319,Efficient Gas Expander,0.889,,+19%,
36320,Efficient Compressor,0.04,,,+104%
36321,Efficient Heat Pump,0.222,+12%,,
36322,Tertiary Core,0.071,,,+107%
36323,Lubricated Shell Loader,0.0,,+11%,
36324,Boosted Injector Plugs,0.0,+10%,,
36325,Secondary Gas Expander,0.0,,,+100%
36326,Secondary Gas Expander,0.0,,,+100%
36327,Efficient Coils,1.0,,+20%,
36328,Boosted Compressor,0.0,,,+100%
36329,Efficient Compressor,0.0,,,+100%
36330,Secondary Core,0.111,+11%,,
36331,Lubricated Release Mechanism,0.0,,,+100%
36332,Tertiary Coils,0.222,,+13%,
36333,Efficient Coils,0.0,+10%,,
36334,Secondary Injector Plugs,0.111,+11%,,
36335,Efficient Shell Loader,0.222,,+13%,
36336,Efficient Shell Loader,0.444,,+15%,
36337,Lubricated Gas Expander,0.444,+14%,,
36338,Lubricated Core,0.101,,,+110%
36339,Secondary Compressor,1.0,,+20%,
36340,Boosted Core,0.444,+14%,,
36341,Tertiary Injector Plugs,0.0,,,+100%
36342,Secondary Core,0.778,,+18%,
36343,Lubricated Core,0.0,,+11%,
36344,Secondary Timing Loom,0.889,+18%,,
36345,Secondary Shell Loader,0.0,,+11%,
36346,Tertiary Gas Expander,0.222,+12%,,
36347,Lubricated Compressor,0.0,,+11%,
36348,Tertiary Gas Expander,0.222,,+13%,
36349,Boosted Coils,0.0,+10%,,
36350,Tertiary Shell Loader,0.0,,,+100%
36351,Efficient Coils,0.0,+10%,,
36352,Boosted Launch System,0.444,,+15%,
36353,Efficient Shell Loader,0.667,,+17%,
36354,Tertiary Compressor,0.889,+18%,,
36355,Lubricated Compressor,0.333,,+14%,
36356,Secondary Gas Expander,0.202,,,+120%
36357,Efficient Timing Loom,0.808,,,+180%
36358,Secondary Coils,0.0,,+11%,
36359,Efficient Shell Loader,0.556,,+16%,
36360,Boosted Coils,0.556,+15%,,
36361,Boosted Injector Plugs,0.0,,,+100%
36362,Secondary Coils,0.01,,,+101%
36363,Tertiary Release Mechanism,0.0,,+11%,
36364,Lubricated Gas Expander,0.0,,,+100%
36365,Boosted Injector Plugs,0.222,+12%,,
36366,Lubricated Heat Pump,1.0,,+20%,
36367,Lubricated Compressor,0.0,,,+100%
36368,Secondary Gas Expander,0.333,+13%,,
36369,Lubricated Heat Pump,0.444,,+15%,
36370,Efficient Timing Loom,0.111,+11%,,
36371,Boosted Shell Loader,1.0,+19%,,
36372,Lubricated Coils,0.566,,,+156%
36373,Secondary Injector Plugs,0.333,,+14%,
36374,Boosted Coils,0.0,,+11%,
36375,Efficient Gas Expander,0.889,,+19%,
36376,Boosted Launch System,0.0,,+11%,
36377,Boosted Coils,0.444,+14%,,
36378,Efficient Launch System,0.222,+12%,,
36379,Secondary Injector Plugs,0.0,,,+100%
36380,Lubricated Coils,0.111,,+12%,
36381,Efficient Compressor,0.0,,,+100%
36382,Secondary Gas Expander,0.444,,+15%,
36383,Secondary Coils,0.333,+13%,,
36384,Secondary Release Mechanism,0.222,+12%,,
36385,Tertiary Heat Pump,0.0,,,+100%
36386,Secondary Heat Pump,0.0,+10%,,
36387,Tertiary Gas Expander,0.879,,,+187%
36388,Efficient Core,0.02,,,+102%
36389,Efficient Release Mechanism,0.0,+10%,,
36390,Boosted Coils,0.172,,,+117%
36391,Lubricated Compressor,0.01,,,+101%
36392,Secondary Compressor,0.222,,+13%,
36393,Boosted Coils,0.778,+17%,,
36394,Efficient Compressor,0.0,,+11%,
36395,Secondary Timing Loom,0.111,,+12%,
36396,Efficient Core,0.222,,+13%,
36397,Lubricated Injector Plugs,0.061,,,+106%
36398,Boosted Heat Pump,0.556,,+16%,
36399,Lubricated Injector Plugs,0.889,,+19%,
36400,Lubricated Heat Pump,0.0,,,+100%
36401,Tertiary Core,0.0,,+11%,
36402,Lubricated Timing Loom,0.444,,+15%,
36403,Secondary Heat Pump,0.04,,,+104%
36404,Boosted Release Mechanism,0.0,,+11%,
36405,Tertiary Shell Loader,0.0,,+11%,
36406,Efficient Release Mechanism,0.01,,,+101%
36407,Efficient Launch System,0.111,+11%,,
36408,Efficient Coils,0.667,+16%,,
36409,Lubricated Launch System,0.556,+15%,,
36410,Efficient Injector Plugs,0.02,,,+102%
36411,Lubricated Timing Loom,1.0,+19%,,
36412,Secondary Shell Loader,0.0,+10%,,
36413,Efficient Coils,0.333,+13%,,
36414,Secondary Launch System,0.02,,,+102%
36415,Efficient Injector Plugs,0.556,,+16%,
36416,Tertiary Compressor,0.444,+14%,,
36417,Secondary Gas Expander,0.0,+10%,,
36418,Lubricated Compressor,0.0,+10%,,
36419,Lubricated Compressor,0.051,,,+105%
36420,Efficient Compressor,0.444,+14%,,
36421,Secondary Coils,0.556,+15%,,
36422,Lubricated Core,0.778,+17%,,
36423,Lubricated Timing Loom,0.222,+12%,,
36424,Efficient Coils,0.333,+13%,,
36425,Secondary Gas Expander,0.111,+11%,,
36426,Efficient Heat Pump,0.444,+14%,,
36427,Boosted Launch System,0.778,,+18%,
36428,Efficient Shell Loader,0.111,+11%,,
36429,Boosted Gas Expander,0.071,,,+107%
36430,Tertiary Heat Pump,0.333,+13%,,
36431,Lubricated Shell Loader,0.333,+13%,,
36432,Boosted Gas Expander,0.0,+10%,,
36433,Secondary Coils,0.333,,+14%,
36434,Tertiary Compressor,0.0,+10%,,
36435,Lubricated Gas Expander,0.0,+10%,,
36436,Lubricated Shell Loader,0.556,+15%,,
36437,Boosted Core,0.333,+13%,,
36438,Efficient Gas Expander,0.374,,,+137%
36439,Tertiary Injector Plugs,0.0,+10%,,
36440,Lubricated Heat Pump,0.222,+12%,,
36441,Lubricated Compressor,0.444,+14%,,
36442,Efficient Injector Plugs,0.0,,+11%,
36443,Boosted Gas Expander,0.545,,,+154%
36444,Efficient Gas Expander,0.0,+10%,,
36445,Boosted Injector Plugs,0.0,,+11%,
36446,Tertiary Core,0.0,,,+100%
36447,Secondary Heat Pump,0.111,,,+111%
36448,Tertiary Coils,0.323,,,+132%
36449,Tertiary Gas Expander,0.333,,+14%,
36450,Lubricated Gas Expander,0.889,,+19%,
36451,Boosted Launch System,0.01,,,+101%
36452,Boosted Gas Expander,0.667,+16%,,
36453,Secondary Injector Plugs,0.0,+10%,,
36454,Efficient Launch System,0.556,,+16%,
36455,Boosted Injector Plugs,0.0,,+11%,
36456,Secondary Launch System,0.111,,+12%,
36457,Tertiary Compressor,0.111,,+12%,
36458,Secondary Heat Pump,0.828,,,+182%
36459,Efficient Gas Expander,0.333,+13%,,
36460,Lubricated Heat Pump,0.606,,,+160%
36461,Lubricated Gas Expander,1.0,+19%,,
36462,Secondary Injector Plugs,0.111,,+12%,
36463,Boosted Timing Loom,0.01,,,+101%
36464,Boosted Heat Pump,0.838,,,+183%
36465,Efficient Launch System,0.667,+16%,,
36466,Secondary Release Mechanism,0.455,,,+145%
36467,Lubricated Injector Plugs,0.0,,+11%,
36468,Tertiary Launch System,0.0,,,+100%
36469,Secondary Core,0.0,+10%,,
36470,Boosted Injector Plugs,0.111,,+12%,
36471,Lubricated Coils,0.455,,,+145%
36472,Boosted Compressor,0.0,,,+100%
36473,Boosted Coils,0.667,,+17%,
36474,Lubricated Shell Loader,0.556,+15%,,
36475,Efficient Injector Plugs,0.636,,,+163%
