Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Bounce,Weapon_Grenade_Radius,Weapon_Grenade_Speed
64207,Boosted Launch System,0.0,,,,+100%
64208,Efficient Injector Plugs,0.0,,,+1%,+100%
64209,Secondary Compressor,0.25,,,+3%,
64210,Boosted Launch System,0.5,,,+5%,
64211,Tertiary Release Mechanism,0.875,,+33%,+4%,
64212,Secondary Release Mechanism,0.375,,,+4%,
64213,Secondary Compressor,0.222,+14%,,,
64214,Tertiary Injector Plugs,0.333,+16%,,,
64215,Tertiary Gas Expander,0.0,,,,+100%
64216,Lubricated Injector Plugs,0.0,+10%,,,
64217,Efficient Timing Loom,0.25,,,+3%,
64218,Lubricated Release Mechanism,0.005,,,,+101%
64219,Secondary Compressor,0.278,+15%,,+1%,
64220,Efficient Injector Plugs,0.056,+11%,,+1%,
64221,Boosted Gas Expander,0.167,+13%,,,
64222,Boosted Release Mechanism,0.25,,,+3%,
64223,Tertiary Gas Expander,0.566,,,+5%,+113%
64224,Tertiary Compressor,0.0,,,+1%,
64225,Efficient Timing Loom,0.889,+17%,+33%,,
64226,Tertiary Release Mechanism,0.5,,+33%,,
64227,Secondary Timing Loom,0.0,,,+1%,
64228,Tertiary Release Mechanism,0.051,,,,+110%
64229,Lubricated Core,0.222,,,,+144%
64230,Secondary Injector Plugs,0.0,,,+1%,
64231,Boosted Injector Plugs,0.778,+15%,+33%,,
64232,Efficient Gas Expander,0.561,,+33%,,+112%
64233,Tertiary Release Mechanism,0.056,+11%,,,
64234,Lubricated Launch System,0.125,,,+2%,
64235,Boosted Injector Plugs,0.323,+15%,,,+109%
64236,Tertiary Launch System,0.5,,+33%,,
64237,Lubricated Release Mechanism,0.0,+10%,,,
64238,Boosted Launch System,0.005,,,,+101%
64239,Boosted Launch System,0.0,,,,+100%
64240,Lubricated Compressor,0.5,,+33%,,
64241,Tertiary Shell Loader,0.5,,+33%,,
64242,Secondary Shell Loader,0.5,,+33%,,
64243,Boosted Launch System,0.0,,,+1%,
64244,Lubricated Shell Loader,0.0,,,+1%,
64245,Tertiary Timing Loom,0.667,+13%,+33%,,
64246,Boosted Gas Expander,0.889,+17%,+33%,,
64247,Boosted Gas Expander,0.125,,,+2%,
64248,Efficient Heat Pump,0.5,,+33%,,
64249,Secondary Injector Plugs,0.444,+18%,,,
64250,Boosted Coils,0.056,+11%,,,
64251,Tertiary Timing Loom,0.076,+10%,,,+115%
64252,Secondary Heat Pump,0.0,,,,+100%
64253,Lubricated Timing Loom,0.111,+12%,,,
64254,Boosted Heat Pump,0.5,,,+5%,
64255,Boosted Coils,0.222,+14%,,,
64256,Secondary Release Mechanism,0.222,+14%,,,
64257,Lubricated Release Mechanism,0.278,+15%,,,
64258,Tertiary Compressor,0.278,+15%,,,
64259,Boosted Injector Plugs,0.162,,,,+132%
64260,Tertiary Injector Plugs,0.5,,+33%,,
64261,Tertiary Shell Loader,0.25,,,+3%,
64262,Secondary Launch System,0.125,,,+2%,
64263,Secondary Timing Loom,0.0,+10%,,,
64264,Tertiary Timing Loom,0.5,,+33%,,
64265,Tertiary Launch System,0.111,+12%,,+1%,
64266,Boosted Core,0.03,,,+1%,+106%
64267,Lubricated Shell Loader,0.0,,,+1%,
64268,Tertiary Release Mechanism,0.25,,,+3%,
64269,Efficient Release Mechanism,0.333,+16%,,,
64270,Tertiary Compressor,0.333,,,,+166%
64271,Boosted Compressor,0.5,,+33%,,
64272,Boosted Heat Pump,0.5,,+33%,,
64273,Boosted Shell Loader,0.0,+10%,,,+100%
64274,Lubricated Compressor,0.03,,,,+106%
64275,Boosted Compressor,0.0,,,+1%,
64276,Secondary Release Mechanism,0.02,,,,+104%
64277,Efficient Timing Loom,0.389,+17%,,,
64278,Boosted Timing Loom,0.5,,+33%,,+100%
64279,Tertiary Shell Loader,0.5,,+33%,,
64280,Tertiary Release Mechanism,0.5,,+33%,,
64281,Boosted Heat Pump,0.5,,+33%,,
64282,Tertiary Timing Loom,0.5,+19%,,,
64283,Tertiary Compressor,0.444,+18%,,+1%,
64284,Boosted Injector Plugs,0,,,,
64285,Lubricated Gas Expander,0.005,,,,+101%
64286,Efficient Shell Loader,0.0,,,+1%,
64287,Tertiary Coils,0.375,,,+4%,
64288,Tertiary Release Mechanism,0.125,,,+2%,
64289,Efficient Heat Pump,0.111,+12%,,,
64290,Tertiary Injector Plugs,0.111,+12%,,,
64291,Boosted Coils,0.5,,+33%,,
64292,Boosted Gas Expander,0.111,+12%,,,
64293,Boosted Compressor,0.323,,,,+164%
64294,Efficient Shell Loader,0.0,+10%,,,
64295,Tertiary Shell Loader,0.232,,,,+146%
64296,Efficient Coils,0.0,,,+1%,
64297,Lubricated Timing Loom,0.0,,,+1%,
64298,Efficient Compressor,0.0,,,,+100%
64299,Efficient Coils,0.529,,,+2%,+180%
64300,Lubricated Shell Loader,0.278,+15%,,,
64301,Lubricated Launch System,0.111,+12%,,,
64302,Efficient Core,0.0,,,,+100%
64303,Tertiary Heat Pump,0.0,,,+1%,
64304,Efficient Injector Plugs,0.5,,+33%,,
64305,Secondary Compressor,0.444,+18%,,,
64306,Boosted Release Mechanism,0.5,,+33%,,
64307,Boosted Gas Expander,0.0,,,,+100%
64308,Secondary Injector Plugs,0.096,+11%,,,+108%
64309,Efficient Shell Loader,0.308,,,,+161%
64310,Boosted Compressor,0.056,+11%,,,
64311,Boosted Gas Expander,0.0,,,+1%,
64312,Boosted Heat Pump,0.005,,,,+101%
64313,Secondary Shell Loader,0.389,+17%,,,+100%
64314,Secondary Launch System,0.0,,,,+100%
64315,Secondary Gas Expander,0.5,,+33%,,
64316,Lubricated Injector Plugs,0.0,,,+1%,
64317,Secondary Injector Plugs,0.444,+18%,,+1%,
64318,Tertiary Heat Pump,0.333,+16%,,,
64319,Secondary Gas Expander,0.0,,,+1%,
64320,Boosted Compressor,0.0,,,+1%,
64321,Lubricated Core,0.0,,,+1%,+100%
64322,Secondary Gas Expander,0.0,,,+1%,
64323,Efficient Release Mechanism,0.0,,,,+100%
64324,Efficient Launch System,0.0,,,+1%,
64325,Boosted Coils,0.25,,,+3%,
64326,Boosted Heat Pump,0.0,+10%,,,
64327,Tertiary Shell Loader,0.5,,+33%,,
64328,Lubricated Timing Loom,0.025,,,,+105%
64329,Boosted Timing Loom,0.5,,+33%,,+100%
64330,Boosted Timing Loom,0.0,,,,+100%
64331,Lubricated Core,0.125,,,+2%,
64332,Lubricated Shell Loader,0.111,+12%,,,
64333,Tertiary Coils,0.222,+14%,,,
64334,Lubricated Compressor,0.125,,,+2%,
64335,Boosted Timing Loom,0.0,,,,+100%
64336,Tertiary Release Mechanism,0.5,,+33%,,
64337,Boosted Launch System,0.5,,+33%,,
64338,Tertiary Launch System,0.515,,+33%,,+103%
64339,Lubricated Compressor,0.52,+19%,,,+104%
64340,Tertiary Injector Plugs,0.5,,+33%,,
64341,Efficient Release Mechanism,0.04,+10%,,,+108%
64342,Secondary Launch System,0.005,,,,+101%
64343,Lubricated Launch System,0.0,,,+1%,
64344,Efficient Injector Plugs,0.0,+10%,,,+100%
64345,Lubricated Coils,0.061,,,,+112%
64346,Tertiary Compressor,0.0,,,+1%,
64347,Secondary Launch System,0.5,,+33%,,
64348,Lubricated Compressor,0.514,+17%,,+2%,
64349,Secondary Launch System,0.0,,,,+100%
64350,Tertiary Launch System,0.125,,,+2%,
64351,Secondary Heat Pump,0.111,+12%,,,
64352,Boosted Release Mechanism,0.5,,+33%,,
64353,Secondary Coils,0.0,+10%,,+1%,
64354,Efficient Coils,0.051,,,,+110%
64355,Tertiary Timing Loom,0.0,+10%,,,
64356,Boosted Timing Loom,0.5,,+33%,,
64357,Lubricated Coils,0.389,+17%,,,
64358,Tertiary Gas Expander,0.5,,+33%,,
64359,Boosted Gas Expander,0.444,+18%,,,
64360,Lubricated Compressor,0.5,,+33%,,
64361,Secondary Core,0.293,,,,+158%
64362,Boosted Compressor,0.081,,,,+116%
64363,Secondary Coils,0.5,,+33%,,
64364,Boosted Gas Expander,0.0,,,,+100%
64365,Boosted Release Mechanism,0.111,,,,+122%
64366,Tertiary Coils,0.222,+14%,,,
64367,Secondary Injector Plugs,0.5,,+33%,,
64368,Lubricated Injector Plugs,0.5,,+33%,,
64369,Efficient Injector Plugs,0.0,,,+1%,
64370,Efficient Release Mechanism,0.25,,,+3%,
64371,Efficient Launch System,0.5,,+33%,,
64372,Secondary Launch System,0.5,,+33%,,
64373,Efficient Launch System,0.0,,,+1%,
64374,Tertiary Heat Pump,0.75,,+33%,+3%,
64375,Efficient Heat Pump,0.5,,+33%,,
64376,Efficient Release Mechanism,0.394,,,,+178%
64377,Lubricated Timing Loom,0.125,,,+2%,
64378,Tertiary Timing Loom,0.125,,,+2%,
64379,Secondary Injector Plugs,0.278,+15%,,,
64380,Boosted Timing Loom,0.375,,,+4%,
64381,Boosted Launch System,0.333,+16%,,,
64382,Lubricated Heat Pump,0.944,+18%,+33%,,
64383,Efficient Timing Loom,0.47,,,,+193%
64384,Lubricated Launch System,0.5,,+33%,,
64385,Secondary Compressor,0.125,,,+2%,
64386,Lubricated Launch System,0.833,+16%,+33%,,
64387,Tertiary Heat Pump,0.0,+10%,,,
64388,Efficient Gas Expander,0.0,,,+1%,
64389,Secondary Timing Loom,0.333,+16%,,,
64390,Boosted Shell Loader,0.125,,,+2%,
64391,Efficient Compressor,0.061,,,,+112%
64392,Efficient Heat Pump,0.056,+11%,,,
64393,Boosted Launch System,0.0,+10%,,,
64394,Tertiary Shell Loader,0.25,,,+3%,
64395,Boosted Injector Plugs,0.5,,+33%,,
64396,Efficient Release Mechanism,0.505,+19%,,,+101%
64397,Efficient Shell Loader,0.5,,+33%,,+100%
64398,Secondary Gas Expander,0.375,,,+4%,
64399,Boosted Shell Loader,0.5,,+33%,,
64400,Tertiary Coils,0.5,,+33%,,
64401,Lubricated Shell Loader,0.0,+10%,,,
64402,Efficient Release Mechanism,0.5,,+33%,,
64403,Secondary Compressor,0.486,+12%,,+4%,
64404,Efficient Release Mechanism,0.5,,+33%,,
64405,Efficient Heat Pump,0.03,,,,+106%
64406,Lubricated Timing Loom,0.5,,+33%,,
64407,Boosted Compressor,0.01,,,,+102%
64408,Efficient Injector Plugs,0.125,,,+2%,
64409,Secondary Launch System,0.0,+10%,,,
64410,Secondary Shell Loader,0.5,,+33%,,
64411,Tertiary Injector Plugs,0.0,,,,+100%
64412,Secondary Compressor,0.0,+10%,,,
64413,Tertiary Launch System,0.5,,+33%,,
64414,Secondary Release Mechanism,0.0,+10%,,,
64415,Boosted Timing Loom,0.222,+14%,,,
64416,Lubricated Gas Expander,0.056,+11%,,,
64417,Boosted Injector Plugs,0.5,,+33%,,
64418,Secondary Injector Plugs,0.505,,+33%,,+101%
64419,Tertiary Core,0.0,,,+1%,
64420,Boosted Core,0.278,+15%,,,
64421,Secondary Coils,0.152,+11%,,,+119%
64422,Tertiary Timing Loom,0.5,,+33%,,
64423,Efficient Gas Expander,0.54,+19%,,,+108%
64424,Tertiary Heat Pump,0.0,+10%,,,
64425,Secondary Injector Plugs,0.5,,+33%,,
64426,Secondary Heat Pump,0.111,,,,+122%
64427,Boosted Core,0.035,,,,+107%
64428,Efficient Core,0.02,,,,+104%
64429,Lubricated Timing Loom,0.02,,,,+104%
64430,Lubricated Compressor,0.0,,,+1%,
64431,Secondary Injector Plugs,0.5,,+33%,,
64432,Secondary Heat Pump,0.111,+12%,,,
64433,Lubricated Compressor,0.051,,,,+110%
64434,Efficient Shell Loader,0.333,+16%,,+1%,
64435,Secondary Release Mechanism,0.5,,+33%,,
64436,Secondary Timing Loom,0.5,,+33%,,
64437,Boosted Heat Pump,0.0,,,+1%,
64438,Tertiary Shell Loader,0.0,+10%,,,
64439,Tertiary Shell Loader,0.722,+14%,+33%,,
64440,Efficient Shell Loader,0.5,,+33%,,
64441,Lubricated Shell Loader,0.0,,,,+100%
64442,Secondary Coils,0.056,+11%,,,
64443,Secondary Timing Loom,0.005,,,,+101%
64444,Secondary Core,0.5,,+33%,,
64445,Secondary Timing Loom,0.125,,,+2%,
64446,Boosted Heat Pump,0.0,,,+1%,
64447,Boosted Launch System,0.348,,,,+169%
64448,Lubricated Coils,0.146,,,,+129%
64449,Boosted Core,0.0,+10%,,,
64450,Boosted Core,0.5,,+33%,,
64451,Lubricated Core,0.5,,,+5%,
64452,Lubricated Shell Loader,0.389,+17%,,,
64453,Lubricated Release Mechanism,0.222,+14%,,,
64454,Boosted Heat Pump,0.5,,+33%,,
64455,Boosted Launch System,0.116,+10%,,,+123%
64456,Secondary Launch System,0.056,+11%,,,
64457,Lubricated Timing Loom,0.333,+16%,,,
64458,Secondary Injector Plugs,0.051,,,,+110%
64459,Boosted Release Mechanism,0.167,+13%,,,
64460,Lubricated Release Mechanism,0.5,,+33%,,
64461,Boosted Timing Loom,0.015,,,+1%,+103%
64462,Efficient Heat Pump,0.01,,,,+102%
64463,Efficient Shell Loader,0.25,,,+3%,
64464,Lubricated Core,0.375,,,+4%,
64465,Boosted Heat Pump,0.5,,+33%,,
64466,Boosted Gas Expander,0.625,,+33%,+2%,
64467,Lubricated Release Mechanism,0.505,,+33%,,+101%
64468,Efficient Core,0.015,,,,+103%
64469,Boosted Heat Pump,0.125,,,+2%,
64470,Boosted Shell Loader,0.5,,+33%,,
64471,Lubricated Coils,0.688,,,+4%,+162%
64472,Secondary Compressor,0.25,,,+3%,
64473,Tertiary Launch System,0.263,,,,+152%
64474,Lubricated Launch System,0.0,,,+1%,
64475,Secondary Release Mechanism,0.167,+13%,,,
64476,Efficient Timing Loom,0.5,,+33%,,
64477,Boosted Timing Loom,0.0,,,,+100%
64478,Secondary Launch System,0.354,,,,+170%
64479,Efficient Gas Expander,0.0,,,+1%,
64480,Efficient Release Mechanism,0.5,,+33%,,
64481,Tertiary Core,0.5,,+33%,,
64482,Lubricated Core,0.5,,+33%,,+100%
64483,Tertiary Release Mechanism,0.101,,,,+120%
64484,Boosted Launch System,0.0,+10%,,,
64485,Tertiary Release Mechanism,0.375,,,+4%,
64486,Tertiary Injector Plugs,0.025,,,,+105%
64487,Tertiary Coils,0.722,+14%,+33%,,
64488,Lubricated Launch System,0.056,+11%,,,
64489,Efficient Launch System,0.0,,,+1%,
64490,Boosted Injector Plugs,0.444,+18%,,,+100%
64491,Boosted Shell Loader,0.03,,,,+106%
64492,Boosted Release Mechanism,0.5,,+33%,,
64493,Efficient Shell Loader,0.778,+15%,,+5%,
64494,Lubricated Gas Expander,0.15,,,+2%,+105%
64495,Lubricated Core,0.0,,,,+100%
64496,Secondary Heat Pump,0.333,+16%,,,
64497,Lubricated Coils,0.389,+17%,,,
64498,Efficient Launch System,0.141,,,,+128%
64499,Lubricated Launch System,0.0,,,+1%,
64500,Lubricated Compressor,0.0,,,,+100%
64501,Tertiary Coils,0.0,,,+1%,
64502,Tertiary Compressor,0.625,,+33%,+2%,
64503,Efficient Compressor,0.5,,+33%,,
64504,Efficient Heat Pump,0.111,+12%,,,
64505,Tertiary Timing Loom,0.5,,+33%,,
64506,Lubricated Compressor,0.0,,,+1%,
64507,Efficient Heat Pump,0.5,+10%,+33%,,
64508,Secondary Release Mechanism,0.5,,,+5%,
64509,Secondary Heat Pump,0.125,,,+2%,
64510,Secondary Core,0.0,,,,+100%
64511,Boosted Injector Plugs,0.056,+11%,,,
64512,Tertiary Gas Expander,0.222,+14%,,,
64513,Tertiary Coils,0.0,,,,+100%
64514,Tertiary Coils,0.25,,,+3%,
64515,Boosted Heat Pump,0.0,,,,+100%
64516,Lubricated Release Mechanism,0.333,+16%,,,
64517,Lubricated Shell Loader,0.005,,,,+101%
64518,Tertiary Coils,0.5,,+33%,,+100%
64519,Tertiary Timing Loom,0.5,,+33%,,
64520,Tertiary Core,0.5,,+33%,,
64521,Tertiary Launch System,0.03,,,,+106%
64522,Boosted Shell Loader,0.0,+10%,,,
64523,Boosted Launch System,0.056,,,,+111%
64524,Tertiary Injector Plugs,0.253,,,,+150%
64525,Lubricated Shell Loader,0.5,,+33%,,
64526,Secondary Injector Plugs,0.5,,+33%,,
64527,Boosted Launch System,0.5,+10%,+33%,,
64528,Tertiary Injector Plugs,0.106,,,,+121%
64529,Boosted Heat Pump,0.375,,,+4%,
64530,Boosted Core,0.5,,+33%,,
64531,Boosted Coils,0.0,,,+1%,
64532,Secondary Release Mechanism,0.0,+10%,,,
64533,Efficient Timing Loom,0.0,,,,+100%
64534,Secondary Coils,0.5,,+33%,,
64535,Lubricated Heat Pump,0.197,,,,+139%
64536,Efficient Core,0.111,+12%,,,
64537,Secondary Release Mechanism,0.5,,+33%,,+100%
64538,Tertiary Timing Loom,0.0,,,,+100%
64539,Secondary Release Mechanism,0.375,,,+4%,
64540,Efficient Release Mechanism,0.5,+10%,+33%,,
64541,Secondary Heat Pump,0.025,,,,+105%
64542,Tertiary Coils,0.167,+13%,,+1%,
64543,Secondary Shell Loader,0.5,,+33%,,
64544,Tertiary Release Mechanism,0.071,+11%,,,+103%
64545,Secondary Heat Pump,0.5,,+33%,,
64546,Efficient Injector Plugs,0.025,,,,+105%
64547,Tertiary Timing Loom,0.035,+10%,,,+107%
64548,Tertiary Shell Loader,0.875,,+33%,+4%,
64549,Secondary Gas Expander,0.125,,,+2%,
64550,Efficient Heat Pump,0.096,+10%,,,+119%
64551,Tertiary Heat Pump,0.5,,+33%,,
64552,Secondary Core,0.167,+13%,,,
64553,Lubricated Timing Loom,0.0,,,+1%,
64554,Secondary Release Mechanism,0.5,,+33%,,
64555,Boosted Heat Pump,0.0,,,,+100%
64556,Efficient Compressor,0.5,,,+5%,
64557,Secondary Heat Pump,0.0,+10%,,,
64558,Lubricated Injector Plugs,0.722,+14%,,+5%,
64559,Lubricated Launch System,0.222,,,,+144%
64560,Boosted Injector Plugs,0.0,+10%,,,
64561,Secondary Compressor,0.0,,,+1%,
64562,Tertiary Timing Loom,0.005,,,,+101%
64563,Tertiary Heat Pump,0.015,,,,+103%
64564,Tertiary Heat Pump,0.333,+16%,,,
64565,Efficient Launch System,0.167,+13%,,,
64566,Lubricated Compressor,0.01,,,,+102%
64567,Efficient Release Mechanism,0.348,,,,+169%
64568,Tertiary Gas Expander,0.333,+16%,,,
64569,Tertiary Coils,0.0,,,+1%,
64570,Lubricated Injector Plugs,0.04,,,,+108%
64571,Efficient Launch System,0.0,,,,+100%
64572,Boosted Injector Plugs,0.0,,,+1%,
64573,Tertiary Heat Pump,0.333,+16%,,,
64574,Tertiary Launch System,0.167,+13%,,,
64575,Secondary Release Mechanism,0.025,,,,+105%
64576,Boosted Release Mechanism,0.0,,,,+100%
64577,Tertiary Gas Expander,0.5,,+33%,,
64578,Boosted Core,0.25,,,+3%,+100%
64579,Tertiary Coils,0.0,,,,+100%
64580,Efficient Release Mechanism,0.025,,,,+105%
64581,Boosted Shell Loader,0.278,+15%,,,
64582,Efficient Core,0.5,,+33%,,
64583,Lubricated Release Mechanism,0.125,,,+2%,+100%
64584,Tertiary Shell Loader,0.111,+12%,,,
64585,Boosted Injector Plugs,0.0,+10%,,,
64586,Lubricated Shell Loader,0.5,,+33%,,
64587,Boosted Injector Plugs,0.25,,,+3%,
64588,Lubricated Compressor,0.222,+14%,,,
64589,Tertiary Core,0.333,+16%,,,
64590,Lubricated Heat Pump,0.375,,,+4%,
64591,Secondary Heat Pump,0.5,,+33%,,
64592,Lubricated Injector Plugs,0.167,+13%,,,
64593,Boosted Injector Plugs,0.0,,,+1%,
64594,Boosted Injector Plugs,0.5,,+33%,+1%,
64595,Efficient Coils,0.125,,,+2%,
64596,Secondary Compressor,0.0,,,,+100%
64597,Lubricated Coils,0.444,+18%,,,
64598,Tertiary Compressor,0.167,+13%,,,
64599,Lubricated Release Mechanism,0.25,,,+3%,
64600,Boosted Injector Plugs,0.5,,+33%,,
64601,Lubricated Heat Pump,0.167,+13%,,,
64602,Lubricated Launch System,0.889,+17%,+33%,,
64603,Secondary Launch System,0.005,,,,+101%
64604,Efficient Core,0.5,,+33%,,
64605,Efficient Coils,0.0,,,,+100%
64606,Tertiary Injector Plugs,0.535,,+33%,,+107%
64607,Efficient Launch System,0.722,+14%,+33%,,
64608,Efficient Core,0.258,,,,+151%
64609,Efficient Core,0.0,,,,+100%
64610,Secondary Shell Loader,0.875,,+33%,+4%,
64611,Boosted Release Mechanism,0.01,,,,+102%
64612,Boosted Shell Loader,0.005,,,,+101%
64613,Tertiary Compressor,0.116,+12%,,,+101%
64614,Boosted Injector Plugs,0.222,+14%,,,
64615,Lubricated Compressor,0.0,,,+1%,
64616,Lubricated Compressor,0.091,,,+1%,+118%
64617,Boosted Launch System,0.5,,+33%,,
64618,Boosted Release Mechanism,0.5,,+33%,,
64619,Efficient Compressor,0.061,+10%,,,+112%
64620,Efficient Injector Plugs,0.02,,,,+104%
64621,Tertiary Gas Expander,0.444,+18%,,,
64622,Secondary Coils,0.0,,,+1%,+100%
64623,Efficient Gas Expander,0.045,,,,+109%
64624,Boosted Heat Pump,0.5,,+33%,,
64625,Boosted Heat Pump,0.0,,,+1%,
64626,Secondary Compressor,0.0,,,+1%,
64627,Boosted Timing Loom,0.242,+10%,,,+148%
64628,Efficient Timing Loom,0.5,,+33%,,
64629,Tertiary Injector Plugs,0.0,,,,+100%
64630,Efficient Timing Loom,0.106,,,,+121%
64631,Lubricated Core,0.5,,+33%,,
64632,Lubricated Coils,0.5,+10%,,+5%,
64633,Secondary Heat Pump,0.076,,,,+115%
64634,Secondary Injector Plugs,0.25,,,+3%,
64635,Efficient Release Mechanism,0.0,+10%,,,
64636,Efficient Timing Loom,0.278,+15%,,,
64637,Secondary Timing Loom,0.056,+11%,,,
64638,Lubricated Release Mechanism,0.0,,,+1%,
64639,Secondary Compressor,0.0,,,+1%,
64640,Lubricated Release Mechanism,0.25,,,+3%,
64641,Tertiary Launch System,0.5,,+33%,,
64642,Efficient Heat Pump,0.0,+10%,,,
64643,Lubricated Timing Loom,0.25,,,+3%,
64644,Secondary Gas Expander,0,,,,
64645,Tertiary Gas Expander,0.5,,+33%,,
64646,Efficient Injector Plugs,0.444,+18%,,,
64647,Secondary Timing Loom,0,,,,
64648,Lubricated Launch System,0.5,+10%,+33%,,
64649,Efficient Injector Plugs,0.125,,,+2%,
64650,Lubricated Release Mechanism,0.222,+14%,,,
64651,Lubricated Release Mechanism,0.5,,+33%,,
64652,Boosted Coils,0.667,+13%,+33%,,
64653,Efficient Heat Pump,0.5,,+33%,,
64654,Secondary Gas Expander,0.0,+10%,,,
64655,Boosted Heat Pump,0.389,+17%,,,
64656,Secondary Release Mechanism,0.5,,,+5%,
64657,Secondary Shell Loader,0.5,,+33%,,
64658,Secondary Gas Expander,0.0,+10%,,,
64659,Boosted Release Mechanism,0.0,,,,+100%
64660,Lubricated Heat Pump,0.0,+10%,,,
64661,Boosted Core,0.5,,,+5%,
64662,Secondary Shell Loader,0.0,,,+1%,
64663,Efficient Coils,0.0,,,+1%,
64664,Secondary Heat Pump,0.326,,,+3%,+115%
64665,Secondary Shell Loader,0.268,,,,+153%
64666,Lubricated Injector Plugs,0.429,+17%,,,+108%
64667,Efficient Gas Expander,0.5,,+33%,,
64668,Tertiary Timing Loom,0.5,,,+5%,
64669,Lubricated Compressor,0.5,,+33%,+1%,
64670,Boosted Heat Pump,0.5,,+33%,,
64671,Boosted Release Mechanism,0.375,,,+4%,
64672,Boosted Launch System,0.005,,,,+101%
64673,Secondary Gas Expander,0.081,,,,+116%
64674,Secondary Heat Pump,0.278,+15%,,,
64675,Lubricated Injector Plugs,0.389,+17%,,,
64676,Tertiary Gas Expander,0.015,,,,+103%
64677,Tertiary Heat Pump,0.0,,,,+100%
64678,Secondary Compressor,0.5,,,+5%,
64679,Efficient Injector Plugs,0.005,,,,+101%
64680,Boosted Shell Loader,0.0,,,+1%,+100%
64681,Lubricated Gas Expander,0.556,+11%,+33%,,
64682,Secondary Release Mechanism,0.125,,,+2%,
64683,Secondary Timing Loom,0.01,,,,+102%
64684,Tertiary Shell Loader,0.111,+12%,,,
64685,Lubricated Timing Loom,0.5,,+33%,,
64686,Boosted Compressor,0.0,+10%,,,
64687,Boosted Coils,0.005,,,,+101%
64688,Lubricated Compressor,1.0,,+33%,+5%,
64689,Secondary Shell Loader,0.5,,+33%,,
64690,Boosted Compressor,0.0,,,+1%,
64691,Tertiary Compressor,0.5,,+33%,,
64692,Lubricated Compressor,0.056,+11%,,,
64693,Efficient Shell Loader,0.056,+11%,,,
64694,Lubricated Shell Loader,0.121,,,,+124%
64695,Secondary Heat Pump,0.798,,+33%,,+159%
64696,Efficient Launch System,0.0,+10%,,,
64697,Efficient Timing Loom,0.5,,+33%,,
64698,Lubricated Timing Loom,0.444,+18%,,,
64699,Tertiary Compressor,0.5,+10%,+33%,,
64700,Tertiary Heat Pump,0.5,+10%,+33%,,
64701,Secondary Launch System,0.375,+10%,,+4%,
64702,Boosted Launch System,0.005,+10%,,,+101%
64703,Efficient Injector Plugs,0.5,,+33%,,
64704,Boosted Injector Plugs,0.0,,,+1%,
64705,Efficient Coils,0.5,,,+5%,
64706,Lubricated Core,0.5,,+33%,,
64707,Efficient Heat Pump,0.333,+16%,,,
64708,Efficient Release Mechanism,0.5,,+33%,,+100%
64709,Tertiary Coils,0.056,+11%,,,
64710,Tertiary Shell Loader,0.5,,+33%,,
64711,Efficient Heat Pump,0.0,,,+1%,
64712,Lubricated Gas Expander,0.375,,,+4%,
64713,Tertiary Core,0.125,,,+2%,
64714,Efficient Injector Plugs,0.121,,,,+124%
64715,Tertiary Heat Pump,0.5,,+33%,,
64716,Boosted Shell Loader,0.278,+15%,,,
64717,Secondary Injector Plugs,0.056,+11%,,,
64718,Secondary Coils,0.0,,,+1%,
64719,Secondary Injector Plugs,0.278,+15%,,,
64720,Boosted Shell Loader,0.005,,,,+101%
64721,Boosted Heat Pump,0.419,,,,+183%
64722,Efficient Core,0.167,+13%,,,
64723,Tertiary Timing Loom,0.0,,,+1%,
64724,Boosted Compressor,0.232,,,+1%,+146%
64725,Secondary Compressor,0.0,+10%,,,
64726,Tertiary Coils,0.005,,,+1%,+101%
64727,Efficient Shell Loader,0.125,,,+2%,
64728,Boosted Release Mechanism,0.535,,+33%,,+107%
64729,Lubricated Compressor,0.5,,+33%,,
64730,Secondary Compressor,0.5,,+33%,,
64731,Lubricated Shell Loader,0.0,,,,+100%
64732,Secondary Timing Loom,0.0,,,+1%,
64733,Efficient Launch System,0.056,+11%,,,
64734,Tertiary Launch System,0.5,+19%,,,
64735,Tertiary Heat Pump,0.375,,,+4%,
64736,Lubricated Heat Pump,0.056,+11%,,,
64737,Secondary Launch System,0.111,,,,+122%
64738,Secondary Injector Plugs,0.125,,,+2%,
64739,Tertiary Shell Loader,0.783,+19%,,,+156%
64740,Boosted Injector Plugs,0.25,,,+3%,
64741,Efficient Timing Loom,0.375,,,+4%,
64742,Lubricated Timing Loom,0.0,+10%,,,+100%
64743,Boosted Timing Loom,0.5,,+33%,,
64744,Secondary Timing Loom,0.0,,,+1%,
64745,Efficient Compressor,0.125,,,+2%,
64746,Efficient Injector Plugs,0.25,,,+3%,
64747,Secondary Compressor,0.125,,,+2%,
64748,Secondary Release Mechanism,0.0,,,+1%,
64749,Secondary Timing Loom,0.0,+10%,,,
64750,Efficient Injector Plugs,0.889,+17%,+33%,,
64751,Boosted Shell Loader,0.278,,,,+155%
64752,Tertiary Timing Loom,0.5,,,+5%,
64753,Efficient Release Mechanism,0.0,+10%,,,
64754,Efficient Compressor,0.167,+13%,,,
64755,Lubricated Heat Pump,0.5,,,+5%,
64756,Efficient Compressor,0.5,,+33%,,
64757,Boosted Launch System,0.343,,,,+168%
64758,Efficient Injector Plugs,0.5,,+33%,,
64759,Efficient Core,0.778,+15%,+33%,,
