Seed	Name	Perfection	Vehicle_EngineFuelUse	Vehicle_BoostTanks
44271	Heated Plasma Exhaust	0.0		+10%
44272	Heated Electron Loom	0.0	-6%	
44273	Upgraded Magnetic Fan	0.25		+11%
44274	Heated Plasma Exhaust	0.25		+11%
44275	Rewired Thrust Controller	0.0		+10%
44276	Rewired Neutrino Injector	0.0		+10%
44277	Upgraded Plasma Exhaust	0.0	-6%	
44278	Rewired Shockwave Shield	0.5	-8%	
44279	Stabilised Plasma Exhaust	0.5	-8%	
44280	Upgraded Neutrino Injector	0.5	-8%	
44281	Heated Fuel Pipes	0.5	-8%	
44282	Rewired Hydrogen Dynamo	0.0		+10%
44283	Stabilised Fuel Pipes	0.25	-7%	
44284	Polished Fuel Pipes	0.75	-9%	
44285	Heated Impulse Nozzle	0.25	-7%	
44286	Heated Propulsion Unit	1.0	-10%	
44287	Rewired Impulse Nozzle	0.0	-6%	
44288	Upgraded Magnetic Fan	0.0	-6%	
44289	Rewired Electron Loom	0.5		+12%
44290	Heated Electron Loom	0.25		+11%
44291	Upgraded Neutrino Injector	0.0		+10%
44292	Polished Fuel Pipes	0.0		+10%
44293	Polished Neutrino Injector	0.0	-6%	
44294	Polished Hydrogen Dynamo	0.0		+10%
44295	Upgraded Shockwave Shield	0.0	-6%	
44296	Heated Fuel Pipes	0.0		+10%
44297	Upgraded Plasma Exhaust	1.0		+14%
44298	Rewired Electron Loom	1.0	-10%	
44299	Rewired Neutrino Injector	0.0	-6%	
44300	Polished Magnetic Fan	0.0		+10%
44301	Heated Impulse Nozzle	0.0	-6%	
44302	Upgraded Thrust Controller	1.0		+14%
44303	Upgraded Fuel Pipes	0.0	-6%	
44304	Heated Hydrogen Dynamo	0.0	-6%	
44305	Polished Neutrino Injector	0.0		+10%
44306	Stabilised Neutrino Injector	0.5	-8%	
44307	Rewired Fuel Pipes	0.0		+10%
44308	Stabilised Electron Loom	0.0		+10%
44309	Rewired Fuel Pipes	0.75		+13%
44310	Upgraded Shockwave Shield	0.0	-6%	
44311	Heated Electron Loom	0.25	-7%	
44312	Heated Shockwave Shield	0.0		+10%
44313	Polished Magnetic Fan	0.0	-6%	
44314	Rewired Thrust Controller	0.0		+10%
44315	Heated Impulse Nozzle	0.25	-7%	
44316	Stabilised Magnetic Fan	0.25		+11%
44317	Heated Impulse Nozzle	0.5		+12%
44318	Upgraded Shockwave Shield	0.0		+10%
44319	Rewired Impulse Nozzle	0.25	-7%	
44320	Polished Fuel Pipes	0.0	-6%	
44321	Upgraded Shockwave Shield	0.75		+13%
44322	Polished Propulsion Unit	0.0	-6%	
44323	Polished Hydrogen Dynamo	0.5		+12%
44324	Stabilised Electron Loom	0.25	-7%	
44325	Stabilised Thrust Controller	0.25		+11%
44326	Stabilised Hydrogen Dynamo	0.0	-6%	
44327	Heated Fuel Pipes	0.0	-6%	
44328	Rewired Impulse Nozzle	0.0	-6%	
44329	Upgraded Fuel Pipes	0.0	-6%	
44330	Upgraded Impulse Nozzle	0.25	-7%	
44331	Heated Shockwave Shield	0.0	-6%	
44332	Stabilised Shockwave Shield	1.0		+14%
44333	Rewired Propulsion Unit	0.0	-6%	
44334	Rewired Hydrogen Dynamo	0.25		+11%
44335	Upgraded Neutrino Injector	0.25	-7%	
44336	Polished Propulsion Unit	0.75	-9%	
44337	Rewired Plasma Exhaust	1.0		+14%
44338	Polished Neutrino Injector	0.75	-9%	
44339	Upgraded Magnetic Fan	0.5		+12%
44340	Upgraded Neutrino Injector	0.5		+12%
44341	Stabilised Propulsion Unit	0.75	-9%	
44342	Polished Plasma Exhaust	0.25	-7%	
44343	Polished Impulse Nozzle	0.0	-6%	
44344	Stabilised Magnetic Fan	0.75		+13%
44345	Upgraded Fuel Pipes	0.75		+13%
44346	Heated Neutrino Injector	0.0		+10%
44347	Polished Electron Loom	0.75	-9%	
44348	Polished Neutrino Injector	0.5	-8%	
44349	Rewired Neutrino Injector	0.25		+11%
44350	Upgraded Impulse Nozzle	0.0		+10%
44351	Stabilised Hydrogen Dynamo	0.25	-7%	
44352	Heated Neutrino Injector	0.0	-6%	
44353	Heated Fuel Pipes	0.0		+10%
44354	Stabilised Impulse Nozzle	0.0	-6%	
44355	Heated Neutrino Injector	0.25	-7%	
44356	Rewired Plasma Exhaust	0.0	-6%	
44357	Rewired Shockwave Shield	0.0		+10%
44358	Upgraded Propulsion Unit	0.0	-6%	
44359	Upgraded Fuel Pipes	0.0	-6%	
44360	Stabilised Plasma Exhaust	1.0		+14%
44361	Heated Impulse Nozzle	0.0	-6%	
44362	Rewired Shockwave Shield	0.5	-8%	
44363	Heated Shockwave Shield	1.0	-10%	
44364	Heated Magnetic Fan	0.25	-7%	
44365	Rewired Plasma Exhaust	0.5	-8%	
44366	Rewired Shockwave Shield	0.0		+10%
44367	Rewired Plasma Exhaust	0.0	-6%	
44368	Heated Neutrino Injector	0.5	-8%	
44369	Stabilised Hydrogen Dynamo	1.0		+14%
44370	Upgraded Electron Loom	0.5	-8%	
44371	Upgraded Neutrino Injector	0.75	-9%	
44372	Polished Electron Loom	0.5		+12%
44373	Polished Impulse Nozzle	1.0	-10%	
44374	Stabilised Neutrino Injector	0.25	-7%	
44375	Stabilised Magnetic Fan	1.0		+14%
44376	Polished Plasma Exhaust	0.75		+13%
44377	Rewired Magnetic Fan	0.0	-6%	
44378	Polished Fuel Pipes	0.25		+11%
44379	Heated Fuel Pipes	0.25	-7%	
44380	Rewired Electron Loom	0.5	-8%	
44381	Heated Propulsion Unit	0.25		+11%
44382	Heated Plasma Exhaust	0.5		+12%
44383	Polished Propulsion Unit	0.0	-6%	
44384	Stabilised Fuel Pipes	0.0	-6%	
44385	Rewired Propulsion Unit	0.0	-6%	
44386	Stabilised Propulsion Unit	0.25	-7%	
44387	Polished Magnetic Fan	0.0		+10%
44388	Heated Thrust Controller	0.0	-6%	
44389	Stabilised Neutrino Injector	0.25	-7%	
44390	Upgraded Plasma Exhaust	0.75	-9%	
44391	Heated Propulsion Unit	0.0	-6%	
44392	Polished Magnetic Fan	0.0		+10%
44393	Heated Plasma Exhaust	0.5	-8%	
44394	Rewired Shockwave Shield	0.0		+10%
44395	Upgraded Shockwave Shield	0.25		+11%
44396	Upgraded Fuel Pipes	0.25		+11%
44397	Heated Fuel Pipes	0.0		+10%
44398	Polished Electron Loom	0.0	-6%	
44399	Heated Plasma Exhaust	0.75		+13%
44400	Polished Impulse Nozzle	0.25		+11%
44401	Stabilised Shockwave Shield	0.0	-6%	
44402	Polished Hydrogen Dynamo	0.75		+13%
44403	Rewired Neutrino Injector	0.0		+10%
44404	Heated Magnetic Fan	0.75		+13%
44405	Heated Electron Loom	0.25		+11%
44406	Polished Magnetic Fan	0.25		+11%
44407	Heated Neutrino Injector	0.25	-7%	
44408	Heated Electron Loom	0.5		+12%
44409	Heated Magnetic Fan	1.0		+14%
44410	Rewired Hydrogen Dynamo	1.0		+14%
44411	Rewired Shockwave Shield	0.0	-6%	
44412	Heated Magnetic Fan	0.0		+10%
44413	Upgraded Fuel Pipes	0.0	-6%	
44414	Polished Propulsion Unit	0.5	-8%	
44415	Rewired Propulsion Unit	1.0	-10%	
44416	Upgraded Plasma Exhaust	1.0	-10%	
44417	Stabilised Neutrino Injector	0.0		+10%
44418	Heated Thrust Controller	0.5		+12%
44419	Stabilised Magnetic Fan	0.0	-6%	
44420	Heated Impulse Nozzle	0.0	-6%	
44421	Rewired Fuel Pipes	0.25	-7%	
44422	Upgraded Hydrogen Dynamo	0.25		+11%
44423	Upgraded Electron Loom	0.0		+10%
44424	Heated Fuel Pipes	0.0		+10%
44425	Upgraded Fuel Pipes	0.25		+11%
44426	Rewired Impulse Nozzle	0.75	-9%	
44427	Rewired Shockwave Shield	1.0	-10%	
44428	Heated Magnetic Fan	0.0		+10%
44429	Stabilised Plasma Exhaust	0.75		+13%
44430	Stabilised Fuel Pipes	0.75		+13%
44431	Stabilised Thrust Controller	0.0		+10%
44432	Stabilised Hydrogen Dynamo	0.0	-6%	
44433	Heated Magnetic Fan	0.0	-6%	
44434	Polished Plasma Exhaust	0.0	-6%	
44435	Rewired Plasma Exhaust	0.0	-6%	
44436	Rewired Propulsion Unit	0.5	-8%	
44437	Polished Propulsion Unit	0.0		+10%
44438	Polished Magnetic Fan	1.0		+14%
44439	Rewired Magnetic Fan	0.0	-6%	
44440	Upgraded Magnetic Fan	0.0	-6%	
44441	Heated Plasma Exhaust	1.0	-10%	
44442	Upgraded Propulsion Unit	1.0		+14%
44443	Polished Propulsion Unit	0.0		+10%
44444	Stabilised Magnetic Fan	0.75		+13%
44445	Stabilised Impulse Nozzle	0.0	-6%	
44446	Polished Fuel Pipes	0.0		+10%
44447	Rewired Shockwave Shield	0.0	-6%	
44448	Rewired Electron Loom	0.0		+10%
44449	Polished Fuel Pipes	0.0	-6%	
44450	Stabilised Neutrino Injector	0.0		+10%
44451	Polished Magnetic Fan	0.75		+13%
44452	Polished Hydrogen Dynamo	0.25		+11%
44453	Polished Neutrino Injector	0.0	-6%	
44454	Rewired Thrust Controller	0.0	-6%	
44455	Polished Magnetic Fan	0.25		+11%
44456	Stabilised Hydrogen Dynamo	0.0	-6%	
44457	Stabilised Hydrogen Dynamo	0.0		+10%
44458	Heated Thrust Controller	0.0		+10%
44459	Upgraded Magnetic Fan	0.0		+10%
44460	Upgraded Electron Loom	0.25	-7%	
44461	Heated Impulse Nozzle	1.0		+14%
44462	Rewired Thrust Controller	1.0	-10%	
44463	Polished Propulsion Unit	1.0	-10%	
44464	Heated Magnetic Fan	0.0	-6%	
44465	Rewired Hydrogen Dynamo	0.75	-9%	
44466	Rewired Propulsion Unit	0.0		+10%
44467	Stabilised Propulsion Unit	1.0	-10%	
44468	Stabilised Thrust Controller	0.5	-8%	
44469	Polished Electron Loom	0.0		+10%
44470	Rewired Neutrino Injector	0.0		+10%
44471	Polished Propulsion Unit	0.0		+10%
44472	Stabilised Fuel Pipes	0.0	-6%	
44473	Heated Neutrino Injector	0.5	-8%	
44474	Stabilised Hydrogen Dynamo	0.25	-7%	
44475	Upgraded Hydrogen Dynamo	0.25	-7%	
44476	Rewired Propulsion Unit	0.0		+10%
44477	Rewired Hydrogen Dynamo	0.75	-9%	
44478	Upgraded Shockwave Shield	0.5		+12%
44479	Heated Magnetic Fan	0.0	-6%	
44480	Polished Neutrino Injector	0.75		+13%
44481	Polished Electron Loom	0.75	-9%	
44482	Upgraded Shockwave Shield	0.5	-8%	
44483	Rewired Neutrino Injector	0.75	-9%	
44484	Rewired Propulsion Unit	0.0		+10%
44485	Rewired Propulsion Unit	0.25		+11%
44486	Upgraded Propulsion Unit	0.0	-6%	
44487	Upgraded Neutrino Injector	0.25	-7%	
44488	Rewired Fuel Pipes	0.0		+10%
44489	Rewired Thrust Controller	0.75		+13%
44490	Upgraded Magnetic Fan	0.5		+12%
44491	Stabilised Shockwave Shield	0.5		+12%
44492	Polished Neutrino Injector	0.5		+12%
44493	Stabilised Electron Loom	0.0	-6%	
44494	Stabilised Magnetic Fan	0.0		+10%
44495	Heated Neutrino Injector	0.5	-8%	
44496	Upgraded Neutrino Injector	0.75		+13%
44497	Heated Propulsion Unit	0.75	-9%	
44498	Upgraded Fuel Pipes	0.0	-6%	
44499	Rewired Hydrogen Dynamo	0.0	-6%	
44500	Polished Plasma Exhaust	0.5	-8%	
44501	Heated Magnetic Fan	0.0	-6%	
44502	Polished Impulse Nozzle	0.0		+10%
44503	Upgraded Propulsion Unit	0.0	-6%	
44504	Upgraded Electron Loom	0.0	-6%	
44505	Stabilised Hydrogen Dynamo	1.0		+14%
44506	Polished Plasma Exhaust	0.0	-6%	
44507	Upgraded Impulse Nozzle	0.5		+12%
44508	Polished Impulse Nozzle	0.0		+10%
44509	Upgraded Electron Loom	1.0		+14%
44510	Rewired Electron Loom	0.0	-6%	
44511	Rewired Neutrino Injector	0.0	-6%	
44512	Polished Plasma Exhaust	1.0		+14%
44513	Heated Impulse Nozzle	0.5		+12%
44514	Polished Neutrino Injector	1.0	-10%	
44515	Upgraded Fuel Pipes	0.0	-6%	
44516	Polished Plasma Exhaust	0.25	-7%	
44517	Stabilised Thrust Controller	0.5	-8%	
44518	Rewired Shockwave Shield	0.0		+10%
44519	Polished Propulsion Unit	0.0	-6%	
44520	Upgraded Electron Loom	0.0		+10%
44521	Rewired Electron Loom	0.0		+10%
44522	Rewired Fuel Pipes	0.5		+12%
44523	Rewired Neutrino Injector	0.0		+10%
44524	Heated Magnetic Fan	0.5		+12%
44525	Rewired Impulse Nozzle	0.0	-6%	
44526	Rewired Electron Loom	0.0		+10%
44527	Upgraded Shockwave Shield	0.0	-6%	
44528	Stabilised Magnetic Fan	0.0	-6%	
44529	Heated Propulsion Unit	0.5	-8%	
44530	Stabilised Propulsion Unit	0.25		+11%
44531	Stabilised Shockwave Shield	0.0		+10%
44532	Heated Thrust Controller	0.0		+10%
44533	Rewired Thrust Controller	1.0		+14%
44534	Polished Plasma Exhaust	0.5		+12%
44535	Heated Electron Loom	0.0		+10%
44536	Upgraded Plasma Exhaust	0.75		+13%
44537	Rewired Fuel Pipes	0.0	-6%	
44538	Polished Thrust Controller	1.0		+14%
44539	Heated Fuel Pipes	1.0		+14%
44540	Heated Fuel Pipes	0.25	-7%	
44541	Stabilised Electron Loom	0.25	-7%	
44542	Polished Electron Loom	0.5	-8%	
44543	Polished Shockwave Shield	0.0	-6%	
44544	Heated Electron Loom	0.0		+10%
44545	Polished Magnetic Fan	0.25		+11%
44546	Upgraded Electron Loom	0.0		+10%
44547	Polished Shockwave Shield	0.0		+10%
44548	Polished Propulsion Unit	0.5		+12%
44549	Rewired Fuel Pipes	0.0	-6%	
44550	Rewired Shockwave Shield	0.5		+12%
44551	Polished Propulsion Unit	0.5	-8%	
44552	Rewired Magnetic Fan	0.0	-6%	
44553	Upgraded Electron Loom	0.0		+10%
44554	Stabilised Thrust Controller	0.25	-7%	
44555	Upgraded Shockwave Shield	0.0	-6%	
44556	Heated Fuel Pipes	0.75	-9%	
44557	Heated Neutrino Injector	0.0	-6%	
44558	Upgraded Plasma Exhaust	0.0	-6%	
44559	Upgraded Propulsion Unit	0.0	-6%	
44560	Upgraded Plasma Exhaust	0.0		+10%
44561	Stabilised Thrust Controller	0.5		+12%
44562	Stabilised Impulse Nozzle	0.75	-9%	
44563	Upgraded Impulse Nozzle	0.0	-6%	
44564	Rewired Shockwave Shield	0.5	-8%	
44565	Upgraded Thrust Controller	0.5		+12%
44566	Polished Shockwave Shield	0.5	-8%	
44567	Polished Thrust Controller	1.0		+14%
44568	Stabilised Hydrogen Dynamo	0.75		+13%
44569	Heated Plasma Exhaust	0.0		+10%
44570	Stabilised Hydrogen Dynamo	0.0		+10%
44571	Heated Impulse Nozzle	0.0	-6%	
44572	Upgraded Magnetic Fan	0.0	-6%	
44573	Rewired Hydrogen Dynamo	0.0		+10%
44574	Stabilised Neutrino Injector	0.0	-6%	
44575	Heated Fuel Pipes	0.0	-6%	
44576	Upgraded Impulse Nozzle	0.0	-6%	
44577	Upgraded Plasma Exhaust	0.0		+10%
44578	Rewired Plasma Exhaust	0.25		+11%
44579	Polished Magnetic Fan	0.25		+11%
44580	Polished Hydrogen Dynamo	0.25	-7%	
44581	Rewired Electron Loom	0.0		+10%
44582	Upgraded Plasma Exhaust	0.0	-6%	
44583	Rewired Shockwave Shield	0.5		+12%
44584	Heated Magnetic Fan	0.0	-6%	
44585	Stabilised Thrust Controller	0.5		+12%
44586	Rewired Impulse Nozzle	0.0		+10%
44587	Heated Propulsion Unit	1.0	-10%	
44588	Stabilised Plasma Exhaust	0.5	-8%	
44589	Heated Magnetic Fan	0.5	-8%	
44590	Upgraded Hydrogen Dynamo	0.25	-7%	
44591	Stabilised Plasma Exhaust	0.0		+10%
44592	Polished Fuel Pipes	0.25		+11%
44593	Stabilised Impulse Nozzle	0.5		+12%
44594	Heated Fuel Pipes	0.0	-6%	
44595	Stabilised Neutrino Injector	0.0	-6%	
44596	Polished Thrust Controller	0.0		+10%
44597	Heated Thrust Controller	0.0	-6%	
44598	Upgraded Plasma Exhaust	0.0	-6%	
44599	Rewired Magnetic Fan	0.0		+10%
44600	Upgraded Fuel Pipes	0.5	-8%	
44601	Polished Neutrino Injector	0.0	-6%	
44602	Polished Thrust Controller	0.0	-6%	
44603	Polished Electron Loom	0.0		+10%
44604	Polished Magnetic Fan	0.75	-9%	
44605	Rewired Shockwave Shield	0.5		+12%
44606	Polished Neutrino Injector	0.0	-6%	
44607	Upgraded Propulsion Unit	0.0	-6%	
44608	Polished Neutrino Injector	0.0	-6%	
44609	Rewired Neutrino Injector	0.5	-8%	
44610	Rewired Neutrino Injector	0.75		+13%
44611	Stabilised Electron Loom	0.0		+10%
44612	Polished Magnetic Fan	0.0	-6%	
44613	Upgraded Hydrogen Dynamo	0.75	-9%	
44614	Upgraded Magnetic Fan	0.0	-6%	
44615	Heated Electron Loom	1.0	-10%	
44616	Upgraded Impulse Nozzle	0.0		+10%
44617	Heated Thrust Controller	1.0	-10%	
44618	Rewired Impulse Nozzle	0.25		+11%
44619	Stabilised Fuel Pipes	0.25		+11%
44620	Heated Thrust Controller	0.25		+11%
44621	Rewired Impulse Nozzle	0.0		+10%
44622	Heated Neutrino Injector	1.0		+14%
44623	Heated Propulsion Unit	0.0		+10%
44624	Stabilised Propulsion Unit	0.25		+11%
44625	Heated Fuel Pipes	0.25	-7%	
44626	Upgraded Thrust Controller	0.0		+10%
44627	Stabilised Propulsion Unit	0.0		+10%
44628	Heated Fuel Pipes	0.5	-8%	
44629	Rewired Hydrogen Dynamo	0.5	-8%	
44630	Upgraded Neutrino Injector	0.25	-7%	
44631	Polished Neutrino Injector	0.0	-6%	
44632	Heated Magnetic Fan	0.25	-7%	
44633	Heated Thrust Controller	0.75		+13%
44634	Rewired Neutrino Injector	0.25	-7%	
44635	Heated Fuel Pipes	0.25	-7%	
44636	Rewired Fuel Pipes	0.0	-6%	
44637	Heated Shockwave Shield	0.25	-7%	
44638	Stabilised Neutrino Injector	0.75	-9%	
44639	Stabilised Plasma Exhaust	1.0		+14%
44640	Rewired Electron Loom	0.5		+12%
44641	Rewired Thrust Controller	0.75		+13%
44642	Stabilised Impulse Nozzle	0.0	-6%	
44643	Upgraded Fuel Pipes	0.0		+10%
44644	Upgraded Shockwave Shield	0.0		+10%
44645	Polished Hydrogen Dynamo	0.5	-8%	
44646	Rewired Shockwave Shield	1.0		+14%
44647	Heated Neutrino Injector	0.0		+10%
44648	Rewired Thrust Controller	0.25	-7%	
44649	Polished Thrust Controller	0.5	-8%	
44650	Upgraded Impulse Nozzle	0.75		+13%
44651	Stabilised Plasma Exhaust	0.0	-6%	
44652	Polished Fuel Pipes	0.75		+13%
44653	Stabilised Shockwave Shield	0.0		+10%
44654	Upgraded Propulsion Unit	0.25		+11%
44655	Stabilised Impulse Nozzle	0.5	-8%	
44656	Polished Thrust Controller	0.0		+10%
44657	Upgraded Magnetic Fan	1.0	-10%	
44658	Rewired Shockwave Shield	0.0	-6%	
44659	Polished Magnetic Fan	0.25	-7%	
44660	Upgraded Magnetic Fan	0.5	-8%	
44661	Rewired Neutrino Injector	0.5	-8%	
44662	Heated Magnetic Fan	0.25	-7%	
44663	Stabilised Magnetic Fan	0.5	-8%	
44664	Upgraded Hydrogen Dynamo	0.5		+12%
44665	Heated Neutrino Injector	0.25		+11%
44666	Upgraded Impulse Nozzle	0.0	-6%	
44667	Polished Hydrogen Dynamo	1.0		+14%
44668	Polished Hydrogen Dynamo	0.25		+11%
44669	Stabilised Propulsion Unit	1.0	-10%	
44670	Rewired Fuel Pipes	0.0		+10%
44671	Upgraded Shockwave Shield	0.25	-7%	
44672	Upgraded Shockwave Shield	0.0		+10%
44673	Polished Thrust Controller	0.0		+10%
44674	Polished Impulse Nozzle	0.0	-6%	
44675	Upgraded Neutrino Injector	0.0		+10%
44676	Stabilised Impulse Nozzle	0.5	-8%	
44677	Heated Magnetic Fan	0.25		+11%
44678	Heated Hydrogen Dynamo	0.75		+13%
44679	Stabilised Fuel Pipes	0.5	-8%	
44680	Stabilised Fuel Pipes	0.0	-6%	
44681	Heated Impulse Nozzle	0.0		+10%
44682	Rewired Neutrino Injector	0.5		+12%
44683	Rewired Shockwave Shield	0.75	-9%	
44684	Stabilised Hydrogen Dynamo	0.25		+11%
44685	Stabilised Magnetic Fan	0.25	-7%	
44686	Heated Hydrogen Dynamo	0.25	-7%	
44687	Stabilised Hydrogen Dynamo	0.0	-6%	
44688	Polished Magnetic Fan	1.0	-10%	
44689	Stabilised Magnetic Fan	1.0	-10%	
44690	Rewired Hydrogen Dynamo	0.5		+12%
44691	Polished Fuel Pipes	0.0		+10%
44692	Rewired Shockwave Shield	0.25	-7%	
44693	Stabilised Shockwave Shield	0.5		+12%
44694	Upgraded Propulsion Unit	0.0	-6%	
44695	Rewired Propulsion Unit	0.0	-6%	
44696	Polished Electron Loom	0.0	-6%	
44697	Upgraded Neutrino Injector	1.0	-10%	
44698	Polished Hydrogen Dynamo	0.25	-7%	
44699	Polished Impulse Nozzle	0.25	-7%	
44700	Heated Thrust Controller	0.5	-8%	
44701	Upgraded Shockwave Shield	0.0		+10%
44702	Heated Electron Loom	0.0		+10%
44703	Polished Electron Loom	0.25	-7%	
44704	Upgraded Hydrogen Dynamo	0.5	-8%	
44705	Upgraded Propulsion Unit	0.25	-7%	
44706	Heated Thrust Controller	0.0		+10%
44707	Upgraded Propulsion Unit	0.0	-6%	
44708	Polished Fuel Pipes	0.25	-7%	
44709	Heated Impulse Nozzle	0.0	-6%	
44710	Rewired Plasma Exhaust	0.0		+10%
44711	Stabilised Impulse Nozzle	0.0	-6%	
44712	Stabilised Electron Loom	0.0		+10%
44713	Rewired Magnetic Fan	0.25		+11%
44714	Rewired Propulsion Unit	0.0	-6%	
44715	Upgraded Neutrino Injector	0.0		+10%
44716	Rewired Hydrogen Dynamo	0.25		+11%
44717	Rewired Magnetic Fan	1.0		+14%
44718	Polished Neutrino Injector	0.5	-8%	
44719	Upgraded Neutrino Injector	0.0		+10%
44720	Polished Fuel Pipes	0.0		+10%
44721	Upgraded Plasma Exhaust	0.5	-8%	
44722	Polished Electron Loom	0.0		+10%
44723	Stabilised Electron Loom	0.75		+13%
44724	Polished Magnetic Fan	0.0	-6%	
44725	Upgraded Thrust Controller	0.0	-6%	
44726	Rewired Hydrogen Dynamo	1.0	-10%	
44727	Rewired Plasma Exhaust	0.0		+10%
44728	Polished Plasma Exhaust	0.0	-6%	
44729	Heated Fuel Pipes	0.5	-8%	
44730	Polished Fuel Pipes	0.0	-6%	
44731	Heated Plasma Exhaust	0.0		+10%
44732	Rewired Fuel Pipes	0.5		+12%
44733	Rewired Hydrogen Dynamo	0.0		+10%
44734	Upgraded Propulsion Unit	0.25	-7%	
44735	Upgraded Propulsion Unit	0.25	-7%	
44736	Heated Neutrino Injector	1.0		+14%
44737	Stabilised Propulsion Unit	0.25	-7%	
44738	Upgraded Hydrogen Dynamo	0.0	-6%	
44739	Upgraded Impulse Nozzle	0.5		+12%
44740	Upgraded Magnetic Fan	0.0		+10%
44741	Rewired Magnetic Fan	0.0	-6%	
44742	Stabilised Magnetic Fan	0.75	-9%	
44743	Upgraded Neutrino Injector	0.0	-6%	
44744	Upgraded Electron Loom	0.0	-6%	
44745	Upgraded Electron Loom	0.25	-7%	
44746	Rewired Fuel Pipes	0.5	-8%	
44747	Stabilised Propulsion Unit	0.75	-9%	
44748	Rewired Plasma Exhaust	0.0	-6%	
44749	Upgraded Plasma Exhaust	0.5		+12%
44750	Polished Propulsion Unit	0.0	-6%	
44751	Upgraded Hydrogen Dynamo	0.5	-8%	
44752	Rewired Impulse Nozzle	0.0		+10%
44753	Polished Propulsion Unit	0.0		+10%
44754	Rewired Impulse Nozzle	0.5	-8%	
44755	Upgraded Fuel Pipes	1.0		+14%
44756	Stabilised Neutrino Injector	0.0	-6%	
44757	Stabilised Magnetic Fan	1.0		+14%
44758	Polished Thrust Controller	0.0		+10%
44759	Polished Magnetic Fan	0.0		+10%
44760	Rewired Electron Loom	1.0		+14%
44761	Rewired Thrust Controller	0.0	-6%	
44762	Polished Plasma Exhaust	0.25	-7%	
44763	Stabilised Electron Loom	0.75		+13%
44764	Rewired Plasma Exhaust	0.75		+13%
44765	Polished Plasma Exhaust	0.75	-9%	
44766	Rewired Impulse Nozzle	0.5	-8%	
44767	Stabilised Magnetic Fan	0.0	-6%	
44768	Polished Neutrino Injector	1.0	-10%	
44769	Rewired Magnetic Fan	1.0	-10%	
44770	Upgraded Impulse Nozzle	0.0		+10%
44771	Rewired Magnetic Fan	0.5	-8%	
44772	Polished Fuel Pipes	0.0	-6%	
44773	Upgraded Neutrino Injector	0.0		+10%
44774	Polished Shockwave Shield	0.25	-7%	
44775	Rewired Magnetic Fan	0.0		+10%
44776	Heated Fuel Pipes	0.0		+10%
44777	Upgraded Propulsion Unit	1.0		+14%
44778	Polished Plasma Exhaust	0.0	-6%	
44779	Rewired Thrust Controller	0.0		+10%
44780	Heated Plasma Exhaust	0.0		+10%
44781	Polished Magnetic Fan	0.5		+12%
44782	Rewired Thrust Controller	1.0		+14%
44783	Polished Neutrino Injector	0.0		+10%
44784	Polished Plasma Exhaust	0.0		+10%
44785	Polished Impulse Nozzle	0.0	-6%	
44786	Polished Plasma Exhaust	0.0	-6%	
44787	Polished Hydrogen Dynamo	0.5		+12%
44788	Stabilised Impulse Nozzle	0.0	-6%	
44789	Polished Shockwave Shield	0.75		+13%
44790	Heated Propulsion Unit	0.0		+10%
44791	Stabilised Impulse Nozzle	0.0		+10%
44792	Heated Plasma Exhaust	0.5		+12%
44793	Heated Hydrogen Dynamo	0.5	-8%	
44794	Rewired Thrust Controller	0.25	-7%	
44795	Stabilised Propulsion Unit	0.25		+11%
44796	Rewired Plasma Exhaust	0.75	-9%	
44797	Stabilised Electron Loom	0.75		+13%
44798	Heated Propulsion Unit	1.0	-10%	
44799	Polished Electron Loom	0.0	-6%	
44800	Polished Neutrino Injector	0.0		+10%
44801	Rewired Thrust Controller	0.25	-7%	
44802	Polished Hydrogen Dynamo	1.0		+14%
44803	Stabilised Propulsion Unit	0.25		+11%
44804	Upgraded Neutrino Injector	0.25	-7%	
44805	Upgraded Plasma Exhaust	0.75		+13%
44806	Heated Hydrogen Dynamo	0.0		+10%
44807	Upgraded Propulsion Unit	0.0	-6%	
44808	Stabilised Plasma Exhaust	0.0	-6%	
44809	Stabilised Thrust Controller	0.5		+12%
44810	Upgraded Impulse Nozzle	1.0		+14%
44811	Rewired Propulsion Unit	0.0	-6%	
44812	Rewired Thrust Controller	0.0		+10%
44813	Rewired Hydrogen Dynamo	0.0		+10%
44814	Upgraded Electron Loom	0.0		+10%
44815	Stabilised Shockwave Shield	0.0	-6%	
44816	Heated Plasma Exhaust	1.0	-10%	
44817	Stabilised Neutrino Injector	0.25		+11%
44818	Stabilised Plasma Exhaust	0.5	-8%	
44819	Heated Plasma Exhaust	0.5		+12%
44820	Upgraded Plasma Exhaust	1.0	-10%	
44821	Rewired Fuel Pipes	0.75	-9%	
44822	Heated Neutrino Injector	0.0		+10%
44823	Upgraded Hydrogen Dynamo	0.0	-6%	
44824	Polished Hydrogen Dynamo	0.0	-6%	
44825	Polished Neutrino Injector	0.25		+11%
44826	Upgraded Thrust Controller	0.5		+12%
44827	Polished Propulsion Unit	0.25	-7%	
44828	Rewired Electron Loom	0.25		+11%
44829	Polished Thrust Controller	0.5	-8%	
44830	Polished Magnetic Fan	0.0	-6%	
44831	Rewired Impulse Nozzle	1.0		+14%
44832	Heated Plasma Exhaust	0.0	-6%	
44833	Heated Fuel Pipes	0.0		+10%
44834	Heated Fuel Pipes	0.0		+10%
