sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunRate
54516,Well-Made Sonar Array,0.5,+2%,
54517,Re-sealed Sonic Batteries,0.0,+1%,
54518,Reinforced Liquid Ignitors,0.5,,+2%
54519,Efficient Sonar Array,0.0,+1%,
54520,Well-Made Hyperthermal Pump,0.5,,+2%
54521,Efficient Sonar Array,0.5,,+2%
54522,Efficient Power Array,0.5,+2%,
54523,Well-Made Saline Beam,0.5,+2%,
54524,Uncorroded Pressure Nozzle,0.0,+1%,
54525,Uncorroded Ion Coils,0.5,,+2%
54526,Reinforced Sonic Batteries,0.5,,+2%
54527,Well-Made Hyperthermal Pump,0.5,,+2%
54528,Reinforced Pressure Nozzle,0.5,+2%,
54529,Well-Made Hyperthermal Pump,0.5,+2%,
54530,Well-Made Lux Stabiliser,0.0,+1%,
54531,Uncorroded Liquid Ignitors,1.0,,+3%
54532,Reinforced Lux Stabiliser,0.0,+1%,
54533,Re-sealed Liquid Ignitors,0.0,+1%,
54534,Well-Made Sonic Batteries,0.0,+1%,
54535,Uncorroded Lux Stabiliser,0.5,,+2%
54536,Well-Made Sonar Array,0.5,,+2%
54537,Uncorroded Pressure Nozzle,0.5,+2%,
54538,Efficient Sonar Array,0.5,,+2%
54539,Reinforced Sonar Array,0.5,,+2%
54540,Re-sealed Liquid Ignitors,0.5,+2%,
54541,Re-sealed Sonar Array,0.0,+1%,
54542,Efficient Ion Coils,0.5,+2%,
54543,Re-sealed Liquid Ignitors,0.5,+2%,
54544,Uncorroded Pressure Nozzle,0.0,+1%,
54545,Well-Made Ion Coils,0.5,+2%,
54546,Uncorroded Purifier Unit,0.5,+2%,
54547,Uncorroded Purifier Unit,0.0,+1%,
54548,Uncorroded Purifier Unit,0.5,,+2%
54549,Uncorroded Purifier Unit,0.0,+1%,
54550,Uncorroded Liquid Ignitors,0.5,,+2%
54551,Re-sealed Power Array,0.5,+2%,
54552,Re-sealed Power Array,0.0,+1%,
54553,Uncorroded Power Array,0.5,,+2%
54554,Reinforced Saline Beam,0.5,,+2%
54555,Re-sealed Pressure Nozzle,0.5,+2%,
54556,Uncorroded Saline Beam,0.5,+2%,
54557,Well-Made Saline Beam,0.5,,+2%
54558,Efficient Sonic Batteries,0.0,+1%,
54559,Well-Made Pressure Nozzle,0.5,,+2%
54560,Reinforced Hyperthermal Pump,0.5,,+2%
54561,Reinforced Purifier Unit,1.0,,+3%
54562,Well-Made Hyperthermal Pump,0.0,+1%,
54563,Well-Made Power Array,0.5,,+2%
54564,Reinforced Liquid Ignitors,0.0,+1%,
54565,Uncorroded Ion Coils,0.5,,+2%
54566,Well-Made Sonar Array,0.5,+2%,
54567,Re-sealed Saline Beam,0.0,+1%,
54568,Well-Made Power Array,0.5,,+2%
54569,Reinforced Power Array,0.0,+1%,
54570,Well-Made Sonar Array,0.5,,+2%
54571,Reinforced Liquid Ignitors,0.5,,+2%
54572,Uncorroded Pressure Nozzle,0.0,+1%,
54573,Efficient Liquid Ignitors,0.5,,+2%
54574,Reinforced Sonic Batteries,0.5,+2%,
54575,Well-Made Purifier Unit,0.0,+1%,
54576,Efficient Pressure Nozzle,0.0,+1%,
54577,Re-sealed Pressure Nozzle,0.0,+1%,
54578,Reinforced Power Array,0.5,,+2%
54579,Well-Made Liquid Ignitors,0.0,+1%,
54580,Well-Made Sonic Batteries,0.5,,+2%
54581,Well-Made Power Array,0.5,+2%,
54582,Well-Made Power Array,0.5,,+2%
54583,Uncorroded Purifier Unit,0.0,+1%,
54584,Reinforced Lux Stabiliser,0.0,+1%,
54585,Reinforced Pressure Nozzle,0.5,+2%,
54586,Re-sealed Liquid Ignitors,0.5,+2%,
54587,Reinforced Saline Beam,0.0,+1%,
54588,Uncorroded Power Array,0.0,+1%,
54589,Efficient Liquid Ignitors,0.5,+2%,
54590,Well-Made Power Array,0.5,+2%,
54591,Uncorroded Purifier Unit,0.0,+1%,
54592,Efficient Pressure Nozzle,1.0,,+3%
54593,Uncorroded Liquid Ignitors,0.0,+1%,
54594,Well-Made Sonic Batteries,0.0,+1%,
54595,Efficient Pressure Nozzle,0.5,,+2%
54596,Re-sealed Power Array,1.0,,+3%
54597,Well-Made Sonic Batteries,0.0,,+1%
54598,Reinforced Lux Stabiliser,0.0,,+1%
54599,Reinforced Pressure Nozzle,0.5,,+2%
54600,Re-sealed Hyperthermal Pump,0.5,+2%,
54601,Re-sealed Pressure Nozzle,1.0,,+3%
54602,Reinforced Power Array,0.5,,+2%
54603,Uncorroded Hyperthermal Pump,0.0,+1%,
54604,Well-Made Power Array,0.5,+2%,
54605,Efficient Purifier Unit,0.5,,+2%
54606,Re-sealed Ion Coils,0.5,,+2%
54607,Uncorroded Sonar Array,0.0,+1%,
54608,Efficient Liquid Ignitors,0.0,+1%,
54609,Reinforced Lux Stabiliser,0.5,,+2%
54610,Uncorroded Liquid Ignitors,0.5,,+2%
54611,Reinforced Saline Beam,0.0,+1%,
54612,Re-sealed Sonic Batteries,0.5,,+2%
54613,Reinforced Hyperthermal Pump,0.5,,+2%
54614,Efficient Purifier Unit,0.5,,+2%
54615,Reinforced Hyperthermal Pump,0.0,+1%,
54616,Reinforced Purifier Unit,1.0,,+3%
54617,Efficient Liquid Ignitors,0.5,,+2%
54618,Uncorroded Ion Coils,0.5,+2%,
54619,Uncorroded Sonar Array,0.0,+1%,
54620,Well-Made Purifier Unit,0.5,+2%,
54621,Uncorroded Lux Stabiliser,0.5,,+2%
54622,Uncorroded Hyperthermal Pump,0.0,+1%,
54623,Reinforced Ion Coils,0.5,+2%,
54624,Efficient Sonar Array,0.5,,+2%
54625,Efficient Purifier Unit,0.5,+2%,
54626,Well-Made Saline Beam,0.5,,+2%
54627,Efficient Hyperthermal Pump,0.5,,+2%
54628,Uncorroded Liquid Ignitors,0.5,,+2%
54629,Efficient Sonic Batteries,0.5,+2%,
54630,Efficient Ion Coils,0.5,+2%,
54631,Re-sealed Power Array,0.5,,+2%
54632,Efficient Purifier Unit,1.0,,+3%
54633,Reinforced Ion Coils,0.0,+1%,
54634,Efficient Sonic Batteries,1.0,+3%,
54635,Efficient Ion Coils,0.5,+2%,
54636,Well-Made Liquid Ignitors,0.5,,+2%
54637,Well-Made Purifier Unit,0.0,+1%,
54638,Re-sealed Power Array,0.5,+2%,
54639,Re-sealed Sonar Array,0.5,,+2%
54640,Re-sealed Hyperthermal Pump,0.0,+1%,
54641,Well-Made Liquid Ignitors,0.5,+2%,
54642,Efficient Hyperthermal Pump,0.0,+1%,
54643,Well-Made Pressure Nozzle,0.5,+2%,
54644,Re-sealed Hyperthermal Pump,0.5,,+2%
54645,Uncorroded Sonic Batteries,0.5,,+2%
54646,Well-Made Sonic Batteries,0.5,,+2%
54647,Efficient Ion Coils,0.5,+2%,
54648,Reinforced Pressure Nozzle,0.5,+2%,
54649,Well-Made Sonic Batteries,0.5,+2%,
54650,Efficient Hyperthermal Pump,0.5,+2%,
54651,Reinforced Ion Coils,0.5,,+2%
54652,Efficient Purifier Unit,0.5,+2%,
54653,Uncorroded Purifier Unit,0.5,,+2%
54654,Well-Made Lux Stabiliser,0.5,,+2%
54655,Reinforced Power Array,0.5,,+2%
54656,Re-sealed Lux Stabiliser,0.0,+1%,
54657,Reinforced Lux Stabiliser,0.5,+2%,
54658,Efficient Saline Beam,1.0,,+3%
54659,Uncorroded Liquid Ignitors,0.0,+1%,
54660,Uncorroded Pressure Nozzle,0.5,,+2%
54661,Efficient Saline Beam,0.0,+1%,
54662,Uncorroded Liquid Ignitors,0.0,+1%,
54663,Efficient Lux Stabiliser,0.5,,+2%
54664,Reinforced Hyperthermal Pump,0.0,+1%,
54665,Efficient Sonic Batteries,0.5,+2%,
54666,Efficient Ion Coils,0.5,,+2%
54667,Re-sealed Pressure Nozzle,1.0,,+3%
54668,Reinforced Ion Coils,1.0,,+3%
54669,Reinforced Purifier Unit,0.0,+1%,
54670,Uncorroded Sonar Array,0.5,,+2%
54671,Re-sealed Sonic Batteries,0.5,,+2%
54672,Re-sealed Liquid Ignitors,0.0,+1%,
54673,Reinforced Purifier Unit,0.0,+1%,
54674,Well-Made Power Array,0.5,+2%,
54675,Well-Made Power Array,0.5,,+2%
54676,Uncorroded Pressure Nozzle,0.5,,+2%
54677,Reinforced Hyperthermal Pump,1.0,,+3%
54678,Uncorroded Sonar Array,0.5,,+2%
54679,Re-sealed Ion Coils,0.5,,+2%
54680,Efficient Hyperthermal Pump,0.5,,+2%
54681,Efficient Liquid Ignitors,1.0,,+3%
54682,Uncorroded Hyperthermal Pump,0.0,+1%,
54683,Well-Made Liquid Ignitors,0.0,+1%,
54684,Uncorroded Lux Stabiliser,1.0,,+3%
54685,Re-sealed Saline Beam,0.5,+2%,
54686,Uncorroded Saline Beam,0.5,,+2%
54687,Well-Made Power Array,0.5,,+2%
54688,Reinforced Saline Beam,0.5,,+2%
54689,Uncorroded Hyperthermal Pump,0.5,,+2%
54690,Reinforced Lux Stabiliser,0.5,,+2%
54691,Reinforced Sonar Array,1.0,,+3%
54692,Re-sealed Hyperthermal Pump,0.5,,+2%
54693,Reinforced Sonar Array,1.0,,+3%
54694,Reinforced Saline Beam,0.5,+2%,
54695,Reinforced Power Array,0.5,+2%,
54696,Re-sealed Sonar Array,0.5,+2%,
54697,Re-sealed Saline Beam,0.0,+1%,
54698,Efficient Sonic Batteries,0.0,+1%,
54699,Re-sealed Hyperthermal Pump,0.0,+1%,
54700,Efficient Purifier Unit,0.0,+1%,
54701,Well-Made Pressure Nozzle,0.5,+2%,
54702,Uncorroded Lux Stabiliser,0.5,,+2%
54703,Reinforced Power Array,0.5,,+2%
54704,Efficient Power Array,0.0,+1%,
54705,Efficient Lux Stabiliser,0.5,+2%,
54706,Well-Made Lux Stabiliser,0.5,,+2%
54707,Reinforced Sonar Array,0.5,+2%,
54708,Efficient Power Array,1.0,,+3%
54709,Efficient Ion Coils,0.5,,+2%
54710,Reinforced Sonic Batteries,0.0,+1%,
54711,Well-Made Liquid Ignitors,0.5,,+2%
54712,Re-sealed Pressure Nozzle,0.5,,+2%
54713,Efficient Purifier Unit,0.5,,+2%
54714,Efficient Purifier Unit,0.5,,+2%
54715,Uncorroded Lux Stabiliser,0.5,,+2%
54716,Well-Made Sonic Batteries,0.0,+1%,
54717,Reinforced Ion Coils,0.5,,+2%
54718,Uncorroded Sonar Array,0.5,,+2%
54719,Efficient Lux Stabiliser,0.5,,+2%
54720,Reinforced Ion Coils,0.5,,+2%
54721,Re-sealed Sonar Array,0.5,,+2%
54722,Reinforced Power Array,0.0,+1%,
54723,Well-Made Hyperthermal Pump,0.0,,+1%
54724,Reinforced Sonar Array,1.0,,+3%
54725,Efficient Lux Stabiliser,0.5,,+2%
54726,Reinforced Liquid Ignitors,0.5,+2%,
54727,Efficient Purifier Unit,0.0,+1%,
54728,Re-sealed Sonic Batteries,0.5,,+2%
54729,Well-Made Saline Beam,0.0,,+1%
54730,Uncorroded Sonic Batteries,0.0,+1%,
54731,Reinforced Hyperthermal Pump,0.5,,+2%
54732,Well-Made Liquid Ignitors,0.5,,+2%
54733,Re-sealed Ion Coils,0.0,+1%,
54734,Reinforced Lux Stabiliser,0.5,+2%,
54735,Re-sealed Purifier Unit,0.5,,+2%
54736,Uncorroded Power Array,0.5,,+2%
54737,Efficient Power Array,0.5,,+2%
54738,Efficient Sonic Batteries,0.5,,+2%
54739,Well-Made Pressure Nozzle,0.5,,+2%
54740,Well-Made Hyperthermal Pump,0.0,+1%,
54741,Well-Made Liquid Ignitors,0.5,,+2%
54742,Well-Made Pressure Nozzle,0.0,+1%,
54743,Reinforced Sonar Array,0.5,+2%,
54744,Well-Made Power Array,0.0,+1%,
54745,Uncorroded Sonar Array,0.5,+2%,
54746,Uncorroded Pressure Nozzle,0.0,+1%,
54747,Reinforced Pressure Nozzle,1.0,,+3%
54748,Re-sealed Saline Beam,0.5,,+2%
54749,Reinforced Purifier Unit,0.5,,+2%
54750,Uncorroded Sonar Array,0.0,+1%,
54751,Well-Made Sonic Batteries,0.5,,+2%
54752,Efficient Lux Stabiliser,0.5,,+2%
54753,Reinforced Purifier Unit,0.5,,+2%
54754,Uncorroded Purifier Unit,0.0,+1%,
54755,Reinforced Ion Coils,0.5,+2%,
54756,Uncorroded Purifier Unit,0.5,,+2%
54757,Re-sealed Sonic Batteries,0.0,+1%,
54758,Well-Made Power Array,1.0,,+3%
54759,Uncorroded Sonar Array,0.5,,+2%
54760,Uncorroded Pressure Nozzle,0.5,,+2%
54761,Efficient Sonar Array,0.5,,+2%
54762,Re-sealed Ion Coils,0.5,,+2%
54763,Re-sealed Ion Coils,0.5,+2%,
54764,Reinforced Liquid Ignitors,0.5,,+2%
54765,Well-Made Liquid Ignitors,0.5,+2%,
54766,Efficient Saline Beam,0.5,,+2%
54767,Efficient Hyperthermal Pump,0.5,,+2%
54768,Efficient Ion Coils,0.5,,+2%
54769,Uncorroded Sonar Array,0.5,+2%,
54770,Reinforced Power Array,0.0,+1%,
54771,Re-sealed Sonar Array,0.5,,+2%
54772,Well-Made Sonar Array,0.5,+2%,
54773,Well-Made Lux Stabiliser,0.5,+2%,
54774,Reinforced Purifier Unit,0.0,+1%,
54775,Reinforced Hyperthermal Pump,0.0,+1%,
54776,Efficient Saline Beam,0.5,,+2%
54777,Reinforced Hyperthermal Pump,1.0,,+3%
54778,Re-sealed Hyperthermal Pump,0.0,+1%,
54779,Uncorroded Power Array,0.5,,+2%
54780,Uncorroded Purifier Unit,0.5,,+2%
54781,Reinforced Lux Stabiliser,0.5,+2%,
54782,Efficient Saline Beam,0.5,+2%,
54783,Re-sealed Lux Stabiliser,0.0,+1%,
54784,Efficient Hyperthermal Pump,0.0,+1%,
54785,Efficient Power Array,0.5,+2%,
54786,Efficient Sonar Array,0.5,,+2%
54787,Efficient Liquid Ignitors,0.0,+1%,
54788,Re-sealed Pressure Nozzle,0.5,,+2%
54789,Reinforced Saline Beam,0.5,,+2%
54790,Re-sealed Lux Stabiliser,0.5,,+2%
54791,Reinforced Sonar Array,0.5,+2%,
54792,Reinforced Power Array,0.5,,+2%
54793,Efficient Lux Stabiliser,0.5,+2%,
54794,Well-Made Sonar Array,0.0,+1%,
54795,Reinforced Ion Coils,0.5,+2%,
54796,Efficient Purifier Unit,0.5,,+2%
54797,Well-Made Sonar Array,0.5,+2%,
54798,Uncorroded Saline Beam,0.5,,+2%
54799,Well-Made Hyperthermal Pump,0.0,+1%,
54800,Well-Made Lux Stabiliser,0.5,,+2%
54801,Reinforced Liquid Ignitors,0.5,,+2%
54802,Uncorroded Saline Beam,0.5,+2%,
54803,Efficient Lux Stabiliser,0.5,,+2%
54804,Efficient Hyperthermal Pump,0.0,+1%,
54805,Reinforced Ion Coils,0.0,+1%,
54806,Uncorroded Sonic Batteries,0.5,,+2%
54807,Uncorroded Sonar Array,0.5,,+2%
54808,Well-Made Sonar Array,0.0,+1%,
54809,Well-Made Purifier Unit,0.5,+2%,
54810,Reinforced Saline Beam,0.0,+1%,
54811,Uncorroded Liquid Ignitors,0.5,,+2%
54812,Reinforced Ion Coils,0.0,+1%,
54813,Efficient Power Array,1.0,,+3%
54814,Uncorroded Sonar Array,0.5,+2%,
54815,Uncorroded Hyperthermal Pump,0.0,+1%,
54816,Uncorroded Liquid Ignitors,0.5,,+2%
54817,Efficient Lux Stabiliser,0.5,,+2%
54818,Re-sealed Sonic Batteries,1.0,+3%,
54819,Reinforced Ion Coils,0.5,+2%,
54820,Well-Made Lux Stabiliser,0.0,+1%,
54821,Well-Made Purifier Unit,0.0,,+1%
54822,Well-Made Pressure Nozzle,0.5,,+2%
54823,Re-sealed Lux Stabiliser,0.0,+1%,
54824,Well-Made Ion Coils,0.5,,+2%
54825,Uncorroded Pressure Nozzle,0.5,+2%,
54826,Reinforced Liquid Ignitors,0.0,+1%,
54827,Re-sealed Lux Stabiliser,0.0,+1%,
54828,Reinforced Sonar Array,0.5,+2%,
54829,Uncorroded Pressure Nozzle,0.5,,+2%
54830,Uncorroded Power Array,0.5,,+2%
54831,Efficient Hyperthermal Pump,0.5,,+2%
54832,Uncorroded Hyperthermal Pump,0.5,,+2%
54833,Uncorroded Sonar Array,0.5,+2%,
54834,Uncorroded Ion Coils,0.0,+1%,
54835,Efficient Liquid Ignitors,0.0,+1%,
54836,Well-Made Pressure Nozzle,0.5,,+2%
54837,Efficient Sonar Array,0.5,+2%,
54838,Uncorroded Pressure Nozzle,0.5,,+2%
54839,Well-Made Purifier Unit,1.0,,+3%
54840,Reinforced Liquid Ignitors,0.5,+2%,
54841,Re-sealed Sonar Array,0.0,+1%,
54842,Uncorroded Pressure Nozzle,0.5,,+2%
54843,Uncorroded Ion Coils,0.5,,+2%
54844,Efficient Ion Coils,0.5,,+2%
54845,Uncorroded Lux Stabiliser,0.5,+2%,
54846,Well-Made Pressure Nozzle,0.0,+1%,
54847,Efficient Liquid Ignitors,0.5,,+2%
54848,Uncorroded Ion Coils,0.5,+2%,
54849,Reinforced Hyperthermal Pump,0.5,,+2%
54850,Efficient Saline Beam,1.0,+3%,
54851,Efficient Liquid Ignitors,1.0,,+3%
54852,Well-Made Purifier Unit,0.0,+1%,
54853,Reinforced Hyperthermal Pump,0.0,+1%,
54854,Well-Made Ion Coils,0.5,+2%,
54855,Efficient Liquid Ignitors,0.0,,+1%
54856,Uncorroded Sonic Batteries,0.5,,+2%
54857,Well-Made Purifier Unit,0.5,,+2%
54858,Well-Made Ion Coils,0.0,+1%,
54859,Efficient Sonic Batteries,0.5,,+2%
54860,Reinforced Lux Stabiliser,0.5,,+2%
54861,Well-Made Sonar Array,0.0,+1%,
54862,Efficient Sonar Array,0.5,,+2%
54863,Reinforced Sonic Batteries,0.0,+1%,
54864,Re-sealed Lux Stabiliser,0.5,+2%,
54865,Re-sealed Sonic Batteries,0.5,,+2%
54866,Re-sealed Sonar Array,0.5,,+2%
54867,Reinforced Hyperthermal Pump,0.5,,+2%
54868,Re-sealed Hyperthermal Pump,0.5,,+2%
54869,Re-sealed Saline Beam,0.0,+1%,
54870,Uncorroded Power Array,0.0,+1%,
54871,Well-Made Power Array,0.0,+1%,
54872,Well-Made Pressure Nozzle,0.5,,+2%
54873,Uncorroded Liquid Ignitors,0.5,+2%,
54874,Re-sealed Sonar Array,0.5,,+2%
54875,Efficient Hyperthermal Pump,0.0,,+1%
54876,Reinforced Pressure Nozzle,0.0,+1%,
54877,Efficient Hyperthermal Pump,0.5,,+2%
54878,Re-sealed Liquid Ignitors,0.5,,+2%
54879,Efficient Power Array,0.5,+2%,
54880,Uncorroded Lux Stabiliser,0.5,,+2%
54881,Reinforced Saline Beam,0.5,,+2%
54882,Re-sealed Hyperthermal Pump,0.5,,+2%
54883,Efficient Purifier Unit,1.0,+3%,
54884,Well-Made Purifier Unit,1.0,,+3%
54885,Reinforced Hyperthermal Pump,0.5,+2%,
54886,Reinforced Ion Coils,0.5,,+2%
54887,Well-Made Liquid Ignitors,0.5,,+2%
54888,Efficient Hyperthermal Pump,0.5,,+2%
54889,Reinforced Power Array,0.0,+1%,
54890,Well-Made Liquid Ignitors,0.5,+2%,
54891,Well-Made Sonar Array,0.5,+2%,
54892,Reinforced Power Array,0.5,+2%,
54893,Reinforced Hyperthermal Pump,0.5,+2%,
54894,Reinforced Sonic Batteries,0.0,+1%,
54895,Well-Made Ion Coils,0.0,+1%,
54896,Re-sealed Saline Beam,0.0,+1%,
54897,Well-Made Hyperthermal Pump,0.5,,+2%
54898,Efficient Hyperthermal Pump,0.5,+2%,
54899,Reinforced Hyperthermal Pump,0.0,+1%,
54900,Re-sealed Ion Coils,0.5,,+2%
54901,Well-Made Lux Stabiliser,0.5,+2%,
54902,Efficient Hyperthermal Pump,0.0,+1%,
54903,Reinforced Sonic Batteries,0.5,,+2%
54904,Uncorroded Purifier Unit,0.5,+2%,
54905,Re-sealed Sonar Array,0.5,+2%,
54906,Well-Made Sonic Batteries,0.5,,+2%
54907,Efficient Lux Stabiliser,0.5,,+2%
54908,Efficient Saline Beam,1.0,,+3%
54909,Well-Made Sonic Batteries,0.5,,+2%
54910,Well-Made Purifier Unit,0.5,,+2%
54911,Re-sealed Sonar Array,0.5,,+2%
54912,Re-sealed Pressure Nozzle,0.0,+1%,
54913,Well-Made Liquid Ignitors,0.5,,+2%
54914,Reinforced Saline Beam,0.5,,+2%
54915,Uncorroded Hyperthermal Pump,0.5,,+2%
54916,Well-Made Ion Coils,0.5,,+2%
54917,Efficient Ion Coils,0.0,+1%,
54918,Re-sealed Power Array,0.5,,+2%
54919,Re-sealed Liquid Ignitors,0.0,+1%,
54920,Well-Made Purifier Unit,1.0,,+3%
54921,Efficient Saline Beam,0.5,+2%,
54922,Reinforced Sonar Array,0.0,+1%,
54923,Uncorroded Purifier Unit,0.0,+1%,
54924,Well-Made Hyperthermal Pump,1.0,,+3%
54925,Well-Made Liquid Ignitors,0.5,+2%,
54926,Re-sealed Lux Stabiliser,0.5,,+2%
54927,Well-Made Power Array,0.0,+1%,
54928,Efficient Lux Stabiliser,0.0,+1%,
54929,Efficient Ion Coils,0.5,,+2%
54930,Re-sealed Liquid Ignitors,0.5,+2%,
54931,Well-Made Purifier Unit,1.0,,+3%
54932,Re-sealed Power Array,0.5,+2%,
54933,Reinforced Pressure Nozzle,1.0,+3%,
54934,Efficient Saline Beam,0.0,+1%,
54935,Reinforced Purifier Unit,0.0,+1%,
54936,Uncorroded Hyperthermal Pump,0.5,,+2%
54937,Reinforced Saline Beam,0.5,,+2%
54938,Uncorroded Liquid Ignitors,0.5,+2%,
54939,Reinforced Pressure Nozzle,0.0,+1%,
54940,Uncorroded Ion Coils,0.5,,+2%
54941,Well-Made Saline Beam,0.0,+1%,
54942,Well-Made Purifier Unit,0.5,,+2%
54943,Re-sealed Liquid Ignitors,0.5,,+2%
54944,Efficient Purifier Unit,0.5,,+2%
54945,Uncorroded Power Array,0.0,+1%,
54946,Uncorroded Ion Coils,0.0,+1%,
54947,Well-Made Sonar Array,0.5,,+2%
54948,Well-Made Lux Stabiliser,0.5,,+2%
54949,Re-sealed Sonic Batteries,1.0,,+3%
54950,Well-Made Saline Beam,0.5,,+2%
54951,Re-sealed Saline Beam,0.5,,+2%
54952,Re-sealed Purifier Unit,0.0,+1%,
54953,Well-Made Liquid Ignitors,0.0,+1%,
54954,Re-sealed Liquid Ignitors,0.5,+2%,
54955,Efficient Liquid Ignitors,0.5,,+2%
54956,Efficient Ion Coils,0.0,+1%,
54957,Re-sealed Sonic Batteries,0.5,+2%,
54958,Reinforced Sonic Batteries,0.0,+1%,
54959,Well-Made Pressure Nozzle,0.5,+2%,
54960,Reinforced Lux Stabiliser,0.5,+2%,
54961,Well-Made Ion Coils,0.5,,+2%
54962,Uncorroded Hyperthermal Pump,0.5,,+2%
54963,Well-Made Liquid Ignitors,0.5,,+2%
54964,Well-Made Power Array,0.0,+1%,
54965,Re-sealed Pressure Nozzle,0.5,,+2%
54966,Uncorroded Hyperthermal Pump,0.5,,+2%
54967,Well-Made Lux Stabiliser,0.5,,+2%
54968,Uncorroded Pressure Nozzle,0.5,,+2%
54969,Uncorroded Liquid Ignitors,0.5,,+2%
54970,Efficient Pressure Nozzle,0.0,+1%,
54971,Efficient Saline Beam,0.5,,+2%
54972,Efficient Ion Coils,1.0,,+3%
54973,Re-sealed Sonic Batteries,0.0,+1%,
54974,Re-sealed Lux Stabiliser,0.0,+1%,
54975,Re-sealed Power Array,0.5,+2%,
54976,Well-Made Hyperthermal Pump,0.5,+2%,
54977,Reinforced Sonic Batteries,0.0,+1%,
54978,Re-sealed Sonic Batteries,0.0,+1%,
54979,Re-sealed Hyperthermal Pump,0.5,,+2%
54980,Re-sealed Sonic Batteries,0.5,,+2%
54981,Efficient Purifier Unit,0.5,,+2%
54982,Reinforced Sonic Batteries,0.5,+2%,
54983,Re-sealed Pressure Nozzle,0.5,+2%,
54984,Re-sealed Sonic Batteries,0.0,+1%,
54985,Reinforced Power Array,0.0,+1%,
54986,Reinforced Liquid Ignitors,0.5,,+2%
54987,Uncorroded Pressure Nozzle,0.0,+1%,
54988,Reinforced Power Array,1.0,,+3%
54989,Efficient Power Array,0.5,,+2%
54990,Uncorroded Purifier Unit,0.5,,+2%
54991,Reinforced Hyperthermal Pump,0.5,,+2%
54992,Well-Made Purifier Unit,0.5,+2%,
54993,Well-Made Liquid Ignitors,1.0,,+3%
54994,Efficient Pressure Nozzle,0.5,+2%,
54995,Uncorroded Purifier Unit,0.5,+2%,
54996,Efficient Sonic Batteries,0.0,+1%,
54997,Efficient Sonar Array,0.5,,+2%
54998,Well-Made Sonic Batteries,1.0,,+3%
54999,Uncorroded Sonar Array,0.0,+1%,
55000,Well-Made Saline Beam,0.5,,+2%
55001,Re-sealed Ion Coils,0.5,,+2%
55002,Re-sealed Pressure Nozzle,0.5,+2%,
55003,Reinforced Power Array,0.0,+1%,
55004,Efficient Purifier Unit,0.0,+1%,
55005,Efficient Sonar Array,0.5,,+2%
55006,Efficient Pressure Nozzle,0.5,,+2%
55007,Reinforced Sonar Array,0.0,+1%,
55008,Well-Made Hyperthermal Pump,0.5,,+2%
55009,Well-Made Ion Coils,0.5,,+2%
55010,Re-sealed Sonar Array,0.5,,+2%
55011,Well-Made Power Array,0.5,+2%,
55012,Uncorroded Saline Beam,0.5,,+2%
55013,Well-Made Sonar Array,0.5,,+2%
55014,Efficient Hyperthermal Pump,0.5,,+2%
55015,Reinforced Purifier Unit,1.0,,+3%
55016,Uncorroded Power Array,0.5,,+2%
55017,Efficient Ion Coils,0.0,+1%,
55018,Reinforced Ion Coils,0.0,+1%,
55019,Uncorroded Purifier Unit,0.0,+1%,
55020,Efficient Power Array,1.0,,+3%
55021,Well-Made Lux Stabiliser,0.5,,+2%
55022,Well-Made Lux Stabiliser,0.0,+1%,
55023,Well-Made Power Array,0.0,+1%,
55024,Well-Made Lux Stabiliser,0.0,+1%,
55025,Uncorroded Lux Stabiliser,0.0,+1%,
55026,Well-Made Lux Stabiliser,0.5,,+2%
55027,Reinforced Purifier Unit,0.5,,+2%
55028,Efficient Power Array,0.0,,+1%
55029,Efficient Hyperthermal Pump,0.5,,+2%
55030,Efficient Power Array,0.5,,+2%
55031,Efficient Power Array,0.5,,+2%
55032,Reinforced Sonic Batteries,0.5,+2%,
55033,Uncorroded Purifier Unit,0.5,+2%,
55034,Reinforced Purifier Unit,0.0,+1%,
55035,Efficient Lux Stabiliser,0.5,,+2%
55036,Reinforced Hyperthermal Pump,0.5,+2%,
55037,Re-sealed Purifier Unit,0.0,+1%,
55038,Reinforced Hyperthermal Pump,0.5,,+2%
55039,Efficient Purifier Unit,1.0,,+3%
55040,Uncorroded Power Array,0.5,+2%,
55041,Uncorroded Hyperthermal Pump,0.5,+2%,
55042,Efficient Pressure Nozzle,0.0,+1%,
55043,Re-sealed Purifier Unit,0.5,+2%,
55044,Uncorroded Power Array,0.5,+2%,
55045,Well-Made Power Array,0.0,,+1%
55046,Well-Made Sonar Array,0.5,+2%,
55047,Re-sealed Sonar Array,0.5,,+2%
55048,Uncorroded Lux Stabiliser,1.0,,+3%
55049,Uncorroded Saline Beam,0.5,+2%,
55050,Re-sealed Liquid Ignitors,0.5,,+2%
55051,Reinforced Ion Coils,0.5,,+2%
55052,Reinforced Sonar Array,0.5,+2%,
55053,Re-sealed Pressure Nozzle,0.0,+1%,
55054,Re-sealed Lux Stabiliser,0.0,+1%,
55055,Well-Made Sonic Batteries,0.0,+1%,
55056,Efficient Hyperthermal Pump,0.5,+2%,
55057,Well-Made Pressure Nozzle,0.5,,+2%
55058,Uncorroded Hyperthermal Pump,0.5,,+2%
55059,Well-Made Hyperthermal Pump,1.0,+3%,
55060,Efficient Sonic Batteries,0.0,+1%,
