sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunHeatTime,Vehicle_GunRate
43324,Reinforced Capacitors,0.25,+1%,,+2%
43325,Additional Recycler,0.531,,+2%,+3%
43326,Copper Generator Unit,0.344,+2%,+2%,
43327,Backup Injectors,1.0,+3%,,+3%
43328,Backup Mass Chamber,0.344,+2%,+2%,
43329,Copper Stabiliser,0.125,,+2%,
43330,Additional Recycler,0.656,,+4%,+2%
43331,Additional Core,0.5,,,+3%
43332,Well-Made Accelerator,0.5,,,+3%
43333,Well-Made Capacitors,0.25,+2%,,
43334,Reinforced Injectors,0.0,+1%,,
43335,Backup Magnets,0.25,,+3%,
43336,Well-Made Mass Chamber,0.125,,+2%,
43337,Additional Core,0.25,+2%,,
43338,Well-Made Generator Unit,0.125,,+2%,
43339,Well-Made Generator Unit,0.25,,,+2%
43340,Reinforced Capacitors,0.5,,+3%,+2%
43341,Reinforced Generator Unit,0.156,+1%,+2%,
43342,Additional Mass Chamber,0.25,+2%,,
43343,Copper Accelerator,0.25,,,+2%
43344,Copper Stabiliser,0.5,,,+3%
43345,Well-Made Capacitors,0.25,,,+2%
43346,Additional Magnets,0.25,+2%,,
43347,Reinforced Mass Chamber,0.25,+1%,,+2%
43348,Well-Made Magnets,0.0,+1%,,
43349,Copper Generator Unit,0.25,+1%,,+2%
43350,Backup Capacitors,0.688,,+3%,+3%
43351,Well-Made Injectors,0.5,+1%,,+3%
43352,Reinforced Plating,0.25,,+3%,
43353,Backup Injectors,0.25,,,+2%
43354,Copper Magnets,0.156,+1%,+2%,
43355,Backup Injectors,0.25,+2%,,
43356,Copper Recycler,0.5,,,+3%
43357,Additional Capacitors,0.25,,,+2%
43358,Well-Made Recycler,0.125,,+2%,
43359,Backup Plating,0.0,+1%,,
43360,Copper Core,0.125,,+2%,
43361,Reinforced Capacitors,0.344,,+2%,+2%
43362,Backup Generator Unit,0.25,,+3%,
43363,Reinforced Core,0.25,+2%,,
43364,Additional Stabiliser,0.0,+1%,,
43365,Backup Stabiliser,0.125,,+2%,
43366,Backup Injectors,0.344,,+2%,+2%
43367,Additional Injectors,0.25,,,+2%
43368,Additional Recycler,0.0,+1%,,
43369,Backup Capacitors,0.125,,+2%,
43370,Reinforced Stabiliser,0.25,,,+2%
43371,Backup Capacitors,0.5,,,+3%
43372,Reinforced Generator Unit,0.25,+2%,,
43373,Well-Made Accelerator,0.125,,+2%,
43374,Reinforced Plating,0.812,,+5%,+2%
43375,Additional Core,0.25,+1%,,+2%
43376,Additional Injectors,0.125,,+2%,
43377,Backup Capacitors,0.25,+1%,,+2%
43378,Reinforced Plating,0.25,+2%,,
43379,Additional Plating,0.0,+1%,,
43380,Copper Capacitors,0.25,,+3%,
43381,Reinforced Generator Unit,0.25,+2%,,
43382,Reinforced Stabiliser,0.25,+1%,,+2%
43383,Backup Recycler,0.25,+2%,,
43384,Additional Generator Unit,0.25,,,+2%
43385,Copper Plating,0.5,,,+3%
43386,Copper Injectors,0.25,+1%,,+2%
43387,Well-Made Core,0.25,,,+2%
43388,Well-Made Plating,0.125,,+2%,
43389,Reinforced Stabiliser,0.25,,,+2%
43390,Copper Accelerator,0.25,,+3%,
43391,Well-Made Mass Chamber,0.344,+2%,+2%,
43392,Copper Core,0.5,,,+3%
43393,Reinforced Core,0.25,,,+2%
43394,Copper Capacitors,0.5,,,+3%
43395,Reinforced Stabiliser,0.25,+1%,,+2%
43396,Copper Injectors,0.25,,,+2%
43397,Well-Made Generator Unit,0.5,+3%,,
43398,Additional Generator Unit,0.125,,+2%,
43399,Well-Made Stabiliser,0.5,+1%,,+3%
43400,Backup Core,0.25,+2%,,
43401,Additional Stabiliser,0.125,,+2%,
43402,Copper Accelerator,0.5,,,+3%
43403,Copper Accelerator,0.5,+3%,,
43404,Backup Generator Unit,1.0,,+5%,+3%
43405,Copper Plating,0.656,,+4%,+2%
43406,Backup Accelerator,0.125,,+2%,
43407,Well-Made Accelerator,0.5,,,+3%
43408,Additional Magnets,0.25,+2%,,
43409,Additional Mass Chamber,0.75,+3%,,+2%
43410,Reinforced Recycler,0.25,+2%,,
43411,Well-Made Mass Chamber,0.5,,+3%,+2%
43412,Well-Made Magnets,0.5,,+3%,+2%
43413,Well-Made Magnets,0.375,,+4%,
43414,Additional Mass Chamber,0.0,+1%,,
43415,Copper Mass Chamber,0.5,,,+3%
43416,Copper Magnets,0.25,,,+2%
43417,Additional Capacitors,0.25,,,+2%
43418,Copper Stabiliser,0.25,,,+2%
43419,Additional Plating,0.25,+2%,,
43420,Backup Injectors,0.25,,,+2%
43421,Backup Injectors,0.0,+1%,,
43422,Copper Generator Unit,0.5,+3%,,
43423,Reinforced Magnets,0.125,,+2%,
43424,Well-Made Accelerator,0.25,,+3%,
43425,Reinforced Core,0.25,+2%,,
43426,Reinforced Stabiliser,0.25,,,+2%
43427,Copper Core,0.125,,+2%,
43428,Additional Accelerator,0.25,+2%,,
43429,Well-Made Generator Unit,0.156,+1%,+2%,
43430,Reinforced Generator Unit,0.25,+2%,,
43431,Backup Recycler,0.25,+2%,,
43432,Copper Injectors,0.125,,+2%,
43433,Well-Made Core,0.344,,+2%,+2%
43434,Reinforced Recycler,0.25,+2%,,
43435,Copper Core,0.25,,,+2%
43436,Copper Core,0.344,+2%,+2%,
43437,Additional Magnets,0.25,,+3%,
43438,Well-Made Injectors,0.5,+2%,,+2%
43439,Backup Core,0.25,+2%,,
43440,Well-Made Accelerator,0.25,,,+2%
43441,Backup Core,0.25,,+3%,
43442,Additional Injectors,0.25,+2%,,
43443,Reinforced Core,0.25,,+3%,
43444,Well-Made Recycler,0.0,+1%,,
43445,Reinforced Core,0.125,,+2%,
43446,Well-Made Mass Chamber,0.344,,+2%,+2%
43447,Reinforced Recycler,0.125,,+2%,
43448,Additional Accelerator,0.125,,+2%,
43449,Additional Mass Chamber,0.5,,+3%,+2%
43450,Backup Accelerator,0.0,+1%,,
43451,Copper Capacitors,0.25,+2%,,
43452,Copper Plating,0.156,+1%,+2%,
43453,Additional Injectors,0.25,,,+2%
43454,Copper Capacitors,0.75,+2%,,+3%
43455,Additional Mass Chamber,0.25,,,+2%
43456,Backup Mass Chamber,0.0,+1%,,
43457,Backup Generator Unit,0.125,,+2%,
43458,Reinforced Magnets,0.5,,,+3%
43459,Backup Capacitors,0.25,+2%,,
43460,Reinforced Injectors,0.25,,,+2%
43461,Well-Made Injectors,0.531,,+2%,+3%
43462,Backup Plating,0.0,+1%,,
43463,Backup Recycler,0.25,,,+2%
43464,Backup Mass Chamber,0.25,+2%,,
43465,Well-Made Recycler,0.25,+2%,,
43466,Well-Made Capacitors,0.25,,,+2%
43467,Copper Magnets,0.344,,+2%,+2%
43468,Backup Accelerator,0.25,+2%,,
43469,Additional Capacitors,0.125,,+2%,
43470,Backup Plating,0.531,,+2%,+3%
43471,Backup Accelerator,0.5,,,+3%
43472,Backup Magnets,0.25,,,+2%
43473,Copper Magnets,0.25,,,+2%
43474,Copper Stabiliser,0.25,,,+2%
43475,Backup Stabiliser,0.0,,+1%,
43476,Well-Made Injectors,0.344,,+2%,+2%
43477,Reinforced Plating,0.125,,+2%,
43478,Additional Stabiliser,0.344,,+2%,+2%
43479,Reinforced Capacitors,0.125,,+2%,
43480,Additional Injectors,0.25,+2%,,
43481,Copper Capacitors,0.5,,,+3%
43482,Well-Made Injectors,0.125,,+2%,
43483,Backup Core,0.5,,,+3%
43484,Copper Generator Unit,0.312,+1%,+3%,
43485,Reinforced Generator Unit,0.125,,+2%,
43486,Reinforced Core,0.25,+2%,,
43487,Backup Mass Chamber,0.5,+2%,,+2%
43488,Reinforced Injectors,0.312,+1%,+3%,
43489,Copper Generator Unit,0.0,+1%,,
43490,Additional Generator Unit,0.125,,+2%,
43491,Additional Recycler,0.5,,,+3%
43492,Reinforced Generator Unit,0.5,,+3%,+2%
43493,Well-Made Accelerator,0.0,+1%,,
43494,Well-Made Injectors,0.25,+1%,,+2%
43495,Well-Made Magnets,0.125,,+2%,
43496,Well-Made Injectors,0.0,+1%,,
43497,Reinforced Plating,0.0,+1%,,
43498,Backup Generator Unit,0.25,+2%,,
43499,Copper Recycler,0.125,,+2%,
43500,Reinforced Magnets,0.5,,,+3%
43501,Reinforced Capacitors,0.25,,,+2%
43502,Additional Accelerator,0.75,+2%,,+3%
43503,Well-Made Recycler,0.25,,,+2%
43504,Additional Mass Chamber,0.656,+2%,+4%,
43505,Well-Made Mass Chamber,0.531,,+2%,+3%
43506,Backup Core,0.5,,,+3%
43507,Backup Generator Unit,0.125,,+2%,
43508,Copper Accelerator,0.5,,+3%,+2%
43509,Additional Accelerator,0.25,+2%,,
43510,Backup Recycler,0.5,,+3%,+2%
43511,Additional Injectors,0.25,+2%,,
43512,Well-Made Stabiliser,0.5,,,+3%
43513,Backup Mass Chamber,0.344,+2%,+2%,
43514,Additional Mass Chamber,0.656,,+4%,+2%
43515,Well-Made Injectors,0.156,+1%,+2%,
43516,Copper Core,0.25,,,+2%
43517,Copper Injectors,0.469,+1%,+4%,
43518,Additional Magnets,0.125,,+2%,
43519,Copper Stabiliser,0.344,,+2%,+2%
43520,Reinforced Capacitors,0.5,,+5%,
43521,Well-Made Stabiliser,0.25,,,+2%
43522,Copper Plating,0.25,+2%,,
43523,Well-Made Mass Chamber,0.25,,,+2%
43524,Additional Magnets,0.75,+2%,,+3%
43525,Well-Made Injectors,0.25,,,+2%
43526,Reinforced Plating,0.5,+2%,+3%,
43527,Copper Injectors,0.125,,+2%,
43528,Copper Recycler,0.0,+1%,,
43529,Reinforced Recycler,0.25,,,+2%
43530,Additional Accelerator,0.5,,+3%,+2%
43531,Backup Accelerator,0.25,,+3%,
43532,Well-Made Recycler,0.5,,+5%,
43533,Reinforced Mass Chamber,0.25,,,+2%
43534,Well-Made Recycler,0.0,+1%,,
43535,Copper Core,0.0,+1%,,
43536,Additional Plating,0.125,,+2%,
43537,Additional Generator Unit,0.25,,,+2%
43538,Copper Core,0.656,,+4%,+2%
43539,Additional Recycler,0.25,+2%,,
43540,Additional Stabiliser,0.25,+2%,,
43541,Copper Accelerator,0.5,+1%,,+3%
43542,Copper Recycler,0.25,+2%,,
43543,Additional Accelerator,0.125,,+2%,
43544,Backup Capacitors,0.0,+1%,,
43545,Additional Accelerator,0.25,,,+2%
43546,Copper Capacitors,0.5,+2%,,+2%
43547,Backup Stabiliser,0.25,+1%,,+2%
43548,Copper Injectors,0.25,,,+2%
43549,Additional Injectors,0.344,,+2%,+2%
43550,Copper Magnets,0.25,,,+2%
43551,Reinforced Magnets,0.5,,,+3%
43552,Backup Magnets,0.125,,+2%,
43553,Additional Core,0.25,,+3%,
43554,Well-Made Mass Chamber,0.344,,+2%,+2%
43555,Copper Core,0.25,,,+2%
43556,Copper Injectors,0.25,+1%,,+2%
43557,Additional Stabiliser,0.125,,+2%,
43558,Backup Generator Unit,0.125,,+2%,
43559,Well-Made Plating,0.0,+1%,,
43560,Backup Magnets,0.0,+1%,,
43561,Backup Recycler,0.375,,+4%,
43562,Copper Capacitors,0.25,+1%,,+2%
43563,Copper Core,0.25,,,+2%
43564,Copper Injectors,0.0,+1%,,
43565,Well-Made Stabiliser,0.125,,+2%,
43566,Copper Generator Unit,0.25,,+3%,
43567,Reinforced Stabiliser,0.5,,,+3%
43568,Copper Plating,0.375,,+4%,
43569,Copper Accelerator,0.0,+1%,,
43570,Additional Generator Unit,0.5,+2%,,+2%
43571,Additional Capacitors,0.125,,+2%,
43572,Reinforced Capacitors,0.688,,+3%,+3%
43573,Well-Made Accelerator,0.25,+1%,,+2%
43574,Well-Made Injectors,0.812,,+5%,+2%
43575,Reinforced Stabiliser,0.688,,+3%,+3%
43576,Copper Magnets,0.25,,,+2%
43577,Reinforced Magnets,0.25,,,+2%
43578,Additional Stabiliser,0.25,+2%,,
43579,Reinforced Injectors,0.5,+1%,,+3%
43580,Well-Made Mass Chamber,0.25,,,+2%
43581,Well-Made Mass Chamber,0.25,,,+2%
43582,Copper Mass Chamber,0.5,,+5%,
43583,Copper Capacitors,0.0,+1%,,
43584,Well-Made Core,0.25,,+3%,
43585,Reinforced Magnets,0.156,+1%,+2%,
43586,Well-Made Stabiliser,0.5,+2%,,+2%
43587,Additional Mass Chamber,0.25,,+3%,
43588,Copper Stabiliser,0.25,,,+2%
43589,Backup Magnets,0.5,,+3%,+2%
43590,Additional Capacitors,0.656,,+4%,+2%
43591,Backup Capacitors,0.812,,+5%,+2%
43592,Backup Plating,0.5,,+5%,
43593,Copper Plating,0.344,+2%,+2%,
43594,Reinforced Injectors,0.25,+2%,,
43595,Backup Magnets,0.125,,+2%,
43596,Backup Recycler,0.0,+1%,,
43597,Backup Recycler,0.25,,,+2%
43598,Reinforced Capacitors,0.25,,,+2%
43599,Backup Magnets,0.0,+1%,,
43600,Well-Made Capacitors,0.25,,,+2%
43601,Reinforced Mass Chamber,0.125,,+2%,
43602,Additional Stabiliser,0.25,,+3%,
43603,Copper Mass Chamber,0.5,+1%,,+3%
43604,Additional Injectors,0.0,+1%,,
43605,Backup Plating,0.125,,+2%,
43606,Copper Magnets,0.25,,+3%,
43607,Reinforced Magnets,0.375,,+4%,
43608,Reinforced Injectors,0.5,+3%,,
43609,Backup Stabiliser,0.375,,+4%,
43610,Additional Magnets,0.0,+1%,,
43611,Additional Magnets,0.0,+1%,,
43612,Backup Core,0.812,,+5%,+2%
43613,Well-Made Injectors,0.0,+1%,,
43614,Copper Magnets,0.25,,+3%,
43615,Backup Injectors,0.25,+2%,,
43616,Well-Made Magnets,0.25,,,+2%
43617,Reinforced Capacitors,0.25,+2%,,
43618,Backup Injectors,0.5,,+5%,
43619,Additional Magnets,0.25,,,+2%
43620,Additional Core,0.25,,,+2%
43621,Copper Accelerator,0.25,+2%,,
43622,Copper Plating,0.25,+2%,,
43623,Backup Stabiliser,0.344,,+2%,+2%
43624,Well-Made Recycler,0.25,+1%,,+2%
43625,Well-Made Injectors,0.469,+1%,+4%,
43626,Reinforced Core,0.25,,,+2%
43627,Backup Generator Unit,0.344,+2%,+2%,
43628,Copper Capacitors,0.25,,,+2%
43629,Additional Stabiliser,0.0,+1%,,
43630,Backup Stabiliser,1.0,,+5%,+3%
43631,Reinforced Stabiliser,0.125,,+2%,
43632,Well-Made Accelerator,0.125,,+2%,
43633,Additional Core,0.375,,+4%,
43634,Copper Core,0.25,+2%,,
43635,Reinforced Core,0.812,,+5%,+2%
43636,Reinforced Injectors,0.5,+1%,,+3%
43637,Backup Recycler,0.0,+1%,,
43638,Additional Plating,0.5,+3%,,
43639,Well-Made Accelerator,0.125,,+2%,
43640,Additional Recycler,0.25,+2%,,
43641,Reinforced Recycler,0.5,+1%,,+3%
43642,Copper Stabiliser,0.344,+2%,+2%,
43643,Backup Plating,0.125,,+2%,
43644,Reinforced Stabiliser,0.25,+2%,,
43645,Reinforced Accelerator,0.312,+1%,+3%,
43646,Reinforced Mass Chamber,0.812,,+5%,+2%
43647,Copper Capacitors,0.5,+2%,,+2%
43648,Additional Generator Unit,0.0,+1%,,
43649,Backup Mass Chamber,0.0,+1%,,
43650,Copper Magnets,0.0,+1%,,
43651,Backup Generator Unit,0.25,,,+2%
43652,Reinforced Generator Unit,0.125,,+2%,
43653,Additional Core,0.0,+1%,,
43654,Copper Core,0.156,+1%,+2%,
43655,Backup Recycler,0.0,+1%,,
43656,Well-Made Recycler,0.25,,+3%,
43657,Copper Mass Chamber,0.25,+2%,,
43658,Copper Capacitors,0.5,,+5%,
43659,Reinforced Injectors,0.0,+1%,,
43660,Backup Recycler,0.25,+2%,,
43661,Copper Injectors,0.25,+2%,,
43662,Copper Generator Unit,0.125,,+2%,
43663,Reinforced Generator Unit,0.375,,+4%,
43664,Additional Core,0.25,,,+2%
43665,Additional Capacitors,0.5,+2%,+3%,
43666,Backup Stabiliser,0.125,,+2%,
43667,Reinforced Stabiliser,0.469,+1%,+4%,
43668,Copper Magnets,0.5,,,+3%
43669,Backup Stabiliser,0.25,,,+2%
43670,Reinforced Accelerator,0.25,+2%,,
43671,Well-Made Recycler,0.0,+1%,,
43672,Reinforced Capacitors,0.344,+2%,+2%,
43673,Additional Capacitors,0.0,+1%,,
43674,Copper Capacitors,0.25,+2%,,
43675,Additional Generator Unit,0.5,,,+3%
43676,Additional Generator Unit,0.25,,+3%,
43677,Copper Plating,0.156,+1%,+2%,
43678,Copper Accelerator,0.531,,+2%,+3%
43679,Copper Stabiliser,0.25,,,+2%
43680,Reinforced Generator Unit,0.531,,+2%,+3%
43681,Additional Accelerator,0.5,,,+3%
43682,Backup Magnets,0.531,+3%,+2%,
43683,Reinforced Stabiliser,0.25,+1%,,+2%
43684,Additional Magnets,0.0,+1%,,
43685,Well-Made Accelerator,0.0,+1%,,
43686,Reinforced Mass Chamber,0.5,+2%,+3%,
43687,Copper Recycler,0.344,,+2%,+2%
43688,Copper Mass Chamber,0.25,,,+2%
43689,Reinforced Plating,0.469,+1%,+4%,
43690,Copper Magnets,0.5,,,+3%
43691,Backup Generator Unit,0.0,+1%,,
43692,Additional Capacitors,0.25,,,+2%
43693,Reinforced Recycler,0.5,+2%,,+2%
43694,Reinforced Magnets,0.375,,+4%,
43695,Reinforced Plating,0.125,,+2%,
43696,Well-Made Generator Unit,0.0,+1%,,
43697,Additional Accelerator,0.844,,+4%,+3%
43698,Backup Recycler,0.5,,+5%,
43699,Backup Injectors,0.5,,+3%,+2%
43700,Backup Magnets,0.25,,,+2%
43701,Additional Magnets,0.375,,+4%,
43702,Backup Capacitors,0.25,,+3%,
43703,Backup Capacitors,0.25,,,+2%
43704,Additional Generator Unit,0.25,,,+2%
43705,Backup Generator Unit,0.25,,+3%,
43706,Reinforced Recycler,0.0,+1%,,
43707,Reinforced Capacitors,0.25,+1%,,+2%
43708,Additional Magnets,0.25,+2%,,
43709,Well-Made Capacitors,0.25,+2%,,
43710,Backup Mass Chamber,0.125,,+2%,
43711,Copper Capacitors,0.5,,,+3%
43712,Reinforced Mass Chamber,0.25,,,+2%
43713,Additional Injectors,0.5,,,+3%
43714,Well-Made Capacitors,0.0,+1%,,
43715,Well-Made Generator Unit,0.531,,+2%,+3%
43716,Well-Made Accelerator,0.25,+2%,,
43717,Additional Core,0.125,,+2%,
43718,Copper Accelerator,0.25,+2%,,
43719,Reinforced Generator Unit,0.5,,+5%,
43720,Additional Magnets,0.125,,+2%,
43721,Reinforced Generator Unit,0.125,,+2%,
43722,Additional Recycler,0.0,+1%,,
43723,Reinforced Injectors,0.0,+1%,,
43724,Well-Made Plating,0.25,,,+2%
43725,Copper Accelerator,0.344,+2%,+2%,
43726,Reinforced Capacitors,0.5,,+5%,
43727,Additional Accelerator,0.5,+2%,,+2%
43728,Copper Accelerator,0.5,+3%,,
43729,Backup Plating,0.25,+2%,,
43730,Well-Made Recycler,0.125,,+2%,
43731,Copper Magnets,0.25,,,+2%
43732,Well-Made Capacitors,0.25,+2%,,
43733,Additional Magnets,0.125,,+2%,
43734,Copper Accelerator,0.25,+2%,,
43735,Well-Made Stabiliser,0.5,+2%,,+2%
43736,Additional Magnets,0.25,+2%,,
43737,Copper Recycler,0.156,+1%,+2%,
43738,Reinforced Accelerator,0.5,,,+3%
43739,Well-Made Accelerator,0.25,,+3%,
43740,Reinforced Injectors,0.25,,,+2%
43741,Well-Made Recycler,0.125,,+2%,
43742,Well-Made Capacitors,0.0,+1%,,
43743,Additional Capacitors,0.0,+1%,,
43744,Reinforced Capacitors,0.0,+1%,,
43745,Additional Injectors,0.125,,+2%,
43746,Additional Magnets,0.625,+1%,+5%,
43747,Backup Generator Unit,0.5,+2%,,+2%
43748,Backup Capacitors,0.5,,,+3%
43749,Copper Core,0.375,,+4%,
43750,Reinforced Recycler,0.312,+1%,+3%,
43751,Well-Made Accelerator,0.25,,+3%,
43752,Additional Generator Unit,0.0,+1%,,
43753,Copper Mass Chamber,0.25,+2%,,
43754,Copper Mass Chamber,0.656,,+4%,+2%
43755,Backup Plating,0.25,+2%,,
43756,Reinforced Mass Chamber,0.25,+2%,,
43757,Copper Generator Unit,0.812,+2%,+5%,
43758,Copper Magnets,0.25,,+3%,
43759,Backup Recycler,0.844,,+4%,+3%
43760,Backup Accelerator,0.75,+2%,,+3%
43761,Additional Mass Chamber,0.25,,,+2%
43762,Additional Capacitors,0.25,+2%,,
43763,Additional Capacitors,0.25,+2%,,
43764,Copper Accelerator,0.156,+1%,+2%,
43765,Additional Accelerator,0.125,,+2%,
43766,Backup Generator Unit,0.25,+2%,,
43767,Well-Made Core,0.5,,+3%,+2%
43768,Copper Accelerator,0.375,,+4%,
43769,Well-Made Generator Unit,0.125,,+2%,
43770,Reinforced Accelerator,0.0,+1%,,
43771,Well-Made Plating,0.5,,+5%,
43772,Copper Plating,0.0,+1%,,
43773,Reinforced Generator Unit,0.469,+1%,+4%,
43774,Additional Accelerator,0.125,,+2%,
43775,Reinforced Core,0.0,+1%,,
43776,Reinforced Injectors,0.125,,+2%,
43777,Reinforced Plating,0.25,+1%,,+2%
43778,Copper Capacitors,0.25,,,+2%
43779,Copper Stabiliser,0.125,,+2%,
43780,Copper Recycler,0.812,+2%,+5%,
43781,Additional Accelerator,0.25,+2%,,
43782,Well-Made Injectors,0.25,,,+2%
43783,Additional Accelerator,0.688,,+3%,+3%
43784,Well-Made Injectors,0.25,,,+2%
43785,Additional Plating,0.25,,,+2%
43786,Backup Stabiliser,0.125,,+2%,
43787,Reinforced Plating,0.25,,,+2%
43788,Backup Mass Chamber,0.5,,,+3%
43789,Copper Generator Unit,0.375,,+4%,
43790,Reinforced Plating,0.5,,+5%,
43791,Backup Injectors,0.5,,,+3%
43792,Well-Made Stabiliser,0.344,,+2%,+2%
43793,Backup Capacitors,0.25,+1%,,+2%
43794,Additional Injectors,0.125,,+2%,
43795,Backup Magnets,0.125,,+2%,
43796,Backup Mass Chamber,0.0,+1%,,
43797,Additional Magnets,0.156,+1%,+2%,
43798,Copper Stabiliser,0.5,+3%,,
43799,Well-Made Mass Chamber,0.469,+1%,+4%,
43800,Copper Accelerator,0.656,,+4%,+2%
43801,Backup Mass Chamber,0.25,,,+2%
43802,Copper Stabiliser,0.125,,+2%,
43803,Reinforced Magnets,0.5,+1%,,+3%
43804,Copper Accelerator,0.25,,,+2%
43805,Reinforced Accelerator,0.25,,,+2%
43806,Copper Generator Unit,0.0,+1%,,
43807,Backup Mass Chamber,0.25,,+3%,
43808,Backup Accelerator,0.344,,+2%,+2%
43809,Additional Accelerator,0.125,,+2%,
43810,Copper Core,0.25,,,+2%
43811,Backup Stabiliser,0.25,+2%,,
43812,Copper Mass Chamber,0.5,,+3%,+2%
43813,Reinforced Generator Unit,0.5,,,+3%
43814,Well-Made Generator Unit,0.5,,,+3%
43815,Copper Core,0.5,,+5%,
43816,Additional Capacitors,0.0,+1%,,
43817,Reinforced Accelerator,0.25,,,+2%
43818,Additional Recycler,0.688,,+3%,+3%
43819,Additional Plating,0.156,+1%,+2%,
43820,Reinforced Core,0.375,,+4%,
43821,Additional Plating,0.0,+1%,,
43822,Backup Core,0.844,,+4%,+3%
43823,Reinforced Core,0.812,,+5%,+2%
43824,Copper Core,0.25,+1%,,+2%
43825,Well-Made Recycler,0.25,+2%,,
43826,Additional Stabiliser,0.125,,+2%,
43827,Additional Capacitors,0.125,,+2%,
43828,Additional Capacitors,0.312,+1%,+3%,
43829,Backup Core,0.5,,,+3%
43830,Well-Made Stabiliser,0.125,,+2%,
43831,Well-Made Stabiliser,0.0,+1%,,
43832,Additional Stabiliser,0.344,+2%,+2%,
43833,Well-Made Capacitors,0.0,+1%,,
43834,Copper Generator Unit,0.0,+1%,,
43835,Copper Generator Unit,0.125,,+2%,
43836,Backup Core,0.812,,+5%,+2%
43837,Well-Made Core,0.5,,,+3%
43838,Additional Stabiliser,0.25,,,+2%
43839,Copper Injectors,0.0,+1%,,
43840,Well-Made Plating,0.25,,,+2%
43841,Backup Injectors,0.25,,+3%,
43842,Backup Injectors,0.25,,+3%,
43843,Copper Recycler,0.0,+1%,,
43844,Additional Injectors,0.25,,+3%,
43845,Copper Plating,0.25,,,+2%
43846,Backup Plating,0.531,,+2%,+3%
43847,Copper Mass Chamber,0.5,,+5%,
43848,Well-Made Accelerator,0.25,,,+2%
43849,Well-Made Generator Unit,0.25,+2%,,
43850,Copper Stabiliser,0.125,,+2%,
43851,Copper Injectors,0.5,,+3%,+2%
43852,Additional Capacitors,0.5,,,+3%
43853,Copper Magnets,0.0,+1%,,
43854,Well-Made Capacitors,0.344,+2%,+2%,
43855,Additional Mass Chamber,0.25,,,+2%
43856,Additional Injectors,0.25,,,+2%
43857,Reinforced Injectors,0.0,+1%,,
43858,Additional Mass Chamber,0.5,,+5%,
43859,Well-Made Core,0.25,,,+2%
43860,Well-Made Plating,0.156,+1%,+2%,
43861,Copper Plating,0.531,,+2%,+3%
43862,Additional Generator Unit,0.25,,,+2%
43863,Backup Magnets,0.25,+2%,,
43864,Backup Injectors,0.5,,,+3%
43865,Copper Capacitors,0.344,,+2%,+2%
43866,Additional Mass Chamber,0.25,,+3%,
43867,Backup Capacitors,0.25,+2%,,
43868,Backup Capacitors,0.25,,,+2%
43869,Reinforced Mass Chamber,0.25,,+3%,
43870,Copper Accelerator,0.5,,,+3%
43871,Well-Made Core,0.5,,,+3%
43872,Reinforced Magnets,0.25,+1%,,+2%
43873,Copper Mass Chamber,0.25,+2%,,
43874,Copper Generator Unit,0.25,,,+2%
43875,Copper Recycler,0.125,,+2%,
43876,Backup Plating,0.25,+2%,,
43877,Additional Injectors,0.375,,+4%,
43878,Backup Recycler,0.25,,,+2%
43879,Reinforced Stabiliser,0.25,,+3%,
43880,Well-Made Stabiliser,0.25,+2%,,
43881,Copper Magnets,0.25,,,+2%
43882,Backup Mass Chamber,1.0,+3%,+5%,
43883,Reinforced Stabiliser,0.25,+1%,,+2%
43884,Well-Made Core,0.344,+2%,+2%,
43885,Reinforced Mass Chamber,0.375,,+4%,
43886,Well-Made Plating,0.25,,,+2%
43887,Well-Made Accelerator,0.0,+1%,,
43888,Well-Made Stabiliser,0.25,,,+2%
43889,Copper Injectors,0.531,,+2%,+3%
43890,Well-Made Injectors,0.25,,+3%,
43891,Well-Made Magnets,0.25,,+3%,
43892,Copper Core,0.5,,,+3%
43893,Well-Made Recycler,0.25,,+3%,
43894,Backup Capacitors,0.125,,+2%,
43895,Reinforced Core,0.25,,,+2%
43896,Reinforced Core,0.156,+1%,+2%,
43897,Copper Core,0.0,+1%,,
43898,Backup Core,0.125,,+2%,
43899,Additional Stabiliser,0.812,,+5%,+2%
43900,Reinforced Capacitors,0.0,+1%,,
43901,Well-Made Magnets,0.156,+1%,+2%,
43902,Reinforced Capacitors,0.5,+2%,+3%,
43903,Backup Magnets,0.0,+1%,,
43904,Backup Recycler,0.5,,,+3%
43905,Backup Stabiliser,0.5,+3%,,
43906,Reinforced Stabiliser,0.5,,,+3%
43907,Backup Accelerator,0.469,+1%,+4%,
43908,Well-Made Accelerator,0.125,,+2%,
43909,Additional Core,0.25,,,+2%
43910,Well-Made Capacitors,0.0,+1%,,
43911,Copper Generator Unit,0.25,,,+2%
43912,Backup Plating,0.25,+2%,,
43913,Backup Recycler,0.125,,+2%,
43914,Reinforced Mass Chamber,0.375,,+4%,
43915,Backup Recycler,0.156,+1%,+2%,
43916,Backup Accelerator,0.344,+2%,+2%,
43917,Backup Generator Unit,0.25,,+3%,
43918,Additional Mass Chamber,0.25,,,+2%
43919,Well-Made Accelerator,0.5,,+5%,
43920,Backup Core,0.5,,+5%,
43921,Additional Plating,0.25,+1%,,+2%
43922,Reinforced Magnets,0.25,,,+2%
43923,Additional Plating,0.0,+1%,,
43924,Well-Made Recycler,0.25,,+3%,
43925,Copper Stabiliser,0.25,,+3%,
