Seed,Name,Perfection,Vehicle_LaserDamage,Vehicle_LaserHeatTime
46073,Enhanced Diode Battery,0.25,,+2%
46074,Retuned Cooling System,0.5,+9%,
46075,Retuned Lens Optics,0.0,+6%,
46076,Additional Diode Battery,0.25,,+2%
46077,Enhanced Lens Optics,0.0,+6%,
46078,Retuned Emission Chamber,0.5,,+3%
46079,Efficient Reflector Glass,0.75,,+4%
46080,Boosted Light Filter,0.0,+6%,
46081,Efficient Beam Amplifier,0.0,+6%,
46082,Retuned Emission Chamber,0.333,+8%,
46083,Enhanced Light Filter,0.667,+10%,
46084,Retuned Reflector Glass,0.333,+8%,
46085,Efficient Lens Optics,1.0,,+5%
46086,Additional Diode Battery,0.5,+9%,
46087,Enhanced Beam Amplifier,0.167,+7%,
46088,Additional Beam Amplifier,1.0,,+5%
46089,Boosted Lens Optics,0.25,,+2%
46090,Efficient Emission Chamber,0.75,,+4%
46091,Boosted Beam Amplifier,0.25,,+2%
46092,Efficient Reflector Glass,0.5,,+3%
46093,Additional Cooling System,1.0,,+5%
46094,Efficient Diode Battery,0.5,,+3%
46095,Additional Output Coupler,0.25,,+2%
46096,Boosted Beam Amplifier,0.5,,+3%
46097,Enhanced Photon Mirror,0.25,,+2%
46098,Retuned Output Coupler,0.833,+11%,
46099,Enhanced Cooling System,0.0,+6%,
46100,Enhanced Photon Mirror,0.333,+8%,
46101,Enhanced Cooling System,0.0,+6%,
46102,Efficient Beam Capacitor,0.0,+6%,
46103,Enhanced Diode Battery,0.167,+7%,
46104,Boosted Photon Mirror,0.667,+10%,
46105,Additional Beam Amplifier,0.25,,+2%
46106,Boosted Output Coupler,0.167,+7%,
46107,Efficient Light Filter,0.25,,+2%
46108,Additional Emission Chamber,0.0,+6%,
46109,Enhanced Emission Chamber,0.333,+8%,
46110,Efficient Beam Amplifier,0.25,,+2%
46111,Retuned Beam Capacitor,0.5,+9%,
46112,Boosted Photon Mirror,0.167,+7%,
46113,Efficient Beam Amplifier,0.5,,+3%
46114,Retuned Reflector Glass,0.0,+6%,
46115,Retuned Cooling System,0.0,+6%,
46116,Boosted Cooling System,0.833,+11%,
46117,Efficient Light Filter,0.167,+7%,
46118,Enhanced Lens Optics,0.25,,+2%
46119,Additional Diode Battery,0.167,+7%,
46120,Enhanced Output Coupler,0.167,+7%,
46121,Boosted Lens Optics,0.0,+6%,
46122,Retuned Output Coupler,0.5,+9%,
46123,Boosted Lens Optics,0.333,+8%,
46124,Additional Output Coupler,0.333,+8%,
46125,Retuned Lens Optics,0.5,,+3%
46126,Additional Beam Amplifier,0.25,,+2%
46127,Enhanced Reflector Glass,1.0,,+5%
46128,Efficient Lens Optics,0.667,+10%,
46129,Retuned Lens Optics,0.5,,+3%
46130,Retuned Cooling System,0.5,,+3%
46131,Boosted Beam Amplifier,0.25,,+2%
46132,Boosted Cooling System,0.25,,+2%
46133,Efficient Cooling System,0.25,,+2%
46134,Enhanced Diode Battery,0.25,,+2%
46135,Enhanced Diode Battery,0.5,+9%,
46136,Retuned Output Coupler,0.25,,+2%
46137,Efficient Cooling System,0.25,,+2%
46138,Efficient Output Coupler,0.833,+11%,
46139,Efficient Light Filter,0.5,,+3%
46140,Additional Cooling System,0.25,,+2%
46141,Boosted Lens Optics,0.667,+10%,
46142,Boosted Diode Battery,0.667,+10%,
46143,Enhanced Emission Chamber,0.5,,+3%
46144,Retuned Beam Amplifier,0.75,,+4%
46145,Enhanced Light Filter,0.333,+8%,
46146,Enhanced Lens Optics,0.5,,+3%
46147,Enhanced Output Coupler,0.75,,+4%
46148,Retuned Beam Capacitor,0.25,,+2%
46149,Efficient Beam Capacitor,0.167,+7%,
46150,Boosted Beam Amplifier,0.5,,+3%
46151,Boosted Lens Optics,0.0,+6%,
46152,Efficient Emission Chamber,0.333,+8%,
46153,Boosted Lens Optics,0.167,+7%,
46154,Boosted Lens Optics,1.0,,+5%
46155,Enhanced Beam Amplifier,0.5,+9%,
46156,Retuned Light Filter,0.25,,+2%
46157,Enhanced Beam Capacitor,0.5,,+3%
46158,Additional Reflector Glass,0.0,+6%,
46159,Boosted Beam Capacitor,0.25,,+2%
46160,Enhanced Photon Mirror,1.0,,+5%
46161,Boosted Beam Amplifier,0.167,+7%,
46162,Additional Photon Mirror,0.25,,+2%
46163,Efficient Cooling System,0.25,,+2%
46164,Boosted Beam Capacitor,0.0,+6%,
46165,Retuned Emission Chamber,0.333,+8%,
46166,Additional Emission Chamber,0.25,,+2%
46167,Retuned Photon Mirror,0.167,+7%,
46168,Efficient Emission Chamber,0.333,+8%,
46169,Retuned Lens Optics,0.5,,+3%
46170,Efficient Beam Amplifier,0.333,+8%,
46171,Enhanced Lens Optics,0.5,,+3%
46172,Retuned Lens Optics,0.5,,+3%
46173,Additional Beam Capacitor,0.25,,+2%
46174,Retuned Diode Battery,0.0,+6%,
46175,Retuned Diode Battery,0.5,,+3%
46176,Additional Cooling System,0.333,+8%,
46177,Boosted Emission Chamber,0.667,+10%,
46178,Additional Output Coupler,0.5,+9%,
46179,Additional Reflector Glass,0.167,+7%,
46180,Enhanced Light Filter,0.25,,+2%
46181,Retuned Beam Capacitor,0.5,,+3%
46182,Enhanced Lens Optics,1.0,+12%,
46183,Efficient Diode Battery,0.25,,+2%
46184,Boosted Lens Optics,0.333,+8%,
46185,Additional Cooling System,0.75,,+4%
46186,Efficient Cooling System,1.0,,+5%
46187,Retuned Photon Mirror,0.167,+7%,
46188,Boosted Light Filter,0.167,+7%,
46189,Retuned Reflector Glass,0.5,,+3%
46190,Efficient Emission Chamber,0.25,,+2%
46191,Enhanced Light Filter,0.333,+8%,
46192,Additional Emission Chamber,0.167,+7%,
46193,Boosted Emission Chamber,0.833,+11%,
46194,Boosted Photon Mirror,1.0,,+5%
46195,Retuned Beam Amplifier,0.167,+7%,
46196,Additional Light Filter,1.0,,+5%
46197,Enhanced Beam Amplifier,0.0,+6%,
46198,Retuned Diode Battery,1.0,,+5%
46199,Enhanced Lens Optics,0.667,+10%,
46200,Retuned Beam Capacitor,0.667,+10%,
46201,Additional Output Coupler,0.667,+10%,
46202,Retuned Cooling System,0.25,,+2%
46203,Retuned Output Coupler,0.0,+6%,
46204,Boosted Photon Mirror,0.25,,+2%
46205,Enhanced Reflector Glass,1.0,,+5%
46206,Boosted Light Filter,0.25,,+2%
46207,Efficient Light Filter,0.25,,+2%
46208,Retuned Output Coupler,0.25,,+2%
46209,Additional Lens Optics,0.833,+11%,
46210,Enhanced Emission Chamber,0.167,+7%,
46211,Enhanced Beam Capacitor,0.333,+8%,
46212,Additional Reflector Glass,0.333,+8%,
46213,Boosted Output Coupler,1.0,,+5%
46214,Enhanced Cooling System,0.5,+9%,
46215,Retuned Beam Capacitor,0.25,,+2%
46216,Efficient Emission Chamber,0.25,,+2%
46217,Additional Cooling System,0.25,,+2%
46218,Enhanced Photon Mirror,0.667,+10%,
46219,Additional Lens Optics,1.0,,+5%
46220,Retuned Reflector Glass,0.25,,+2%
46221,Enhanced Cooling System,0.25,,+2%
46222,Efficient Reflector Glass,0.5,,+3%
46223,Efficient Reflector Glass,0.833,+11%,
46224,Retuned Photon Mirror,0.333,+8%,
46225,Boosted Beam Amplifier,0.0,+6%,
46226,Additional Beam Capacitor,1.0,,+5%
46227,Additional Diode Battery,0.833,+11%,
46228,Boosted Emission Chamber,0.0,+6%,
46229,Additional Lens Optics,0.25,,+2%
46230,Enhanced Emission Chamber,0.75,,+4%
46231,Enhanced Beam Capacitor,0.0,+6%,
46232,Efficient Cooling System,0.167,+7%,
46233,Boosted Diode Battery,0.0,+6%,
46234,Efficient Lens Optics,0.75,,+4%
46235,Enhanced Beam Capacitor,0.0,+6%,
46236,Retuned Lens Optics,0.5,,+3%
46237,Retuned Cooling System,0.25,,+2%
46238,Enhanced Beam Amplifier,0.5,,+3%
46239,Boosted Beam Amplifier,0.25,,+2%
46240,Retuned Emission Chamber,0.25,,+2%
46241,Retuned Beam Capacitor,0.833,+11%,
46242,Retuned Diode Battery,0.25,,+2%
46243,Efficient Emission Chamber,0.25,,+2%
46244,Boosted Beam Capacitor,0.5,,+3%
46245,Retuned Beam Amplifier,0.5,,+3%
46246,Additional Photon Mirror,0.5,+9%,
46247,Additional Light Filter,0.0,,+1%
46248,Retuned Output Coupler,1.0,,+5%
46249,Boosted Output Coupler,0.833,+11%,
46250,Enhanced Beam Capacitor,0.0,+6%,
46251,Boosted Reflector Glass,0.667,+10%,
46252,Efficient Cooling System,1.0,,+5%
46253,Retuned Beam Amplifier,0.5,+9%,
46254,Efficient Cooling System,0.75,,+4%
46255,Efficient Beam Capacitor,0.0,+6%,
46256,Boosted Cooling System,0.5,,+3%
46257,Additional Output Coupler,0.5,+9%,
46258,Retuned Emission Chamber,0.25,,+2%
46259,Enhanced Photon Mirror,0.5,,+3%
46260,Efficient Output Coupler,0.25,,+2%
46261,Boosted Reflector Glass,0.333,+8%,
46262,Enhanced Beam Capacitor,0.0,+6%,
46263,Boosted Output Coupler,0.25,,+2%
46264,Retuned Reflector Glass,0.5,,+3%
46265,Enhanced Output Coupler,0.25,,+2%
46266,Additional Beam Capacitor,0.333,+8%,
46267,Retuned Output Coupler,0.25,,+2%
46268,Enhanced Diode Battery,1.0,,+5%
46269,Additional Reflector Glass,0.333,+8%,
46270,Enhanced Beam Capacitor,1.0,,+5%
46271,Enhanced Output Coupler,0.333,+8%,
46272,Retuned Diode Battery,0.167,+7%,
46273,Retuned Beam Capacitor,0.0,+6%,
46274,Boosted Photon Mirror,0.0,+6%,
46275,Retuned Diode Battery,0.5,,+3%
46276,Additional Light Filter,0.0,+6%,
46277,Enhanced Light Filter,1.0,+12%,
46278,Boosted Cooling System,0.0,+6%,
46279,Enhanced Beam Capacitor,0.333,+8%,
46280,Retuned Lens Optics,0.167,+7%,
46281,Retuned Emission Chamber,0.5,,+3%
46282,Enhanced Output Coupler,1.0,,+5%
46283,Boosted Photon Mirror,0.667,+10%,
46284,Boosted Light Filter,0.25,,+2%
46285,Enhanced Reflector Glass,0.833,+11%,
46286,Efficient Diode Battery,0.0,+6%,
46287,Boosted Light Filter,0.5,,+3%
46288,Additional Reflector Glass,0.75,,+4%
46289,Enhanced Photon Mirror,0.167,+7%,
46290,Efficient Reflector Glass,0.667,+10%,
46291,Boosted Output Coupler,0.0,+6%,
46292,Retuned Photon Mirror,0.75,,+4%
46293,Boosted Reflector Glass,0.25,,+2%
46294,Efficient Photon Mirror,0.5,,+3%
46295,Boosted Beam Amplifier,0.0,+6%,
46296,Boosted Beam Amplifier,0.167,+7%,
46297,Efficient Emission Chamber,0.333,+8%,
46298,Boosted Emission Chamber,1.0,,+5%
46299,Retuned Cooling System,0.25,,+2%
46300,Additional Diode Battery,0.25,,+2%
46301,Efficient Emission Chamber,0.0,+6%,
46302,Additional Reflector Glass,0.25,,+2%
46303,Enhanced Emission Chamber,0.5,,+3%
46304,Efficient Lens Optics,1.0,,+5%
46305,Efficient Lens Optics,0.25,,+2%
46306,Retuned Diode Battery,0.25,,+2%
46307,Enhanced Diode Battery,0.5,,+3%
46308,Enhanced Beam Amplifier,0.25,,+2%
46309,Boosted Beam Amplifier,0.25,,+2%
46310,Enhanced Emission Chamber,0.667,+10%,
46311,Additional Lens Optics,0.167,+7%,
46312,Enhanced Lens Optics,0.0,+6%,
46313,Enhanced Cooling System,0.0,+6%,
46314,Retuned Beam Amplifier,0.5,,+3%
46315,Additional Lens Optics,0.667,+10%,
46316,Retuned Reflector Glass,0.75,,+4%
46317,Boosted Reflector Glass,0.167,+7%,
46318,Efficient Lens Optics,0.167,+7%,
46319,Enhanced Light Filter,0.0,+6%,
46320,Enhanced Diode Battery,0.5,,+3%
46321,Enhanced Cooling System,0.167,+7%,
46322,Efficient Light Filter,0.0,+6%,
46323,Enhanced Beam Amplifier,1.0,+12%,
46324,Retuned Output Coupler,1.0,+12%,
46325,Additional Beam Capacitor,0.333,+8%,
46326,Boosted Beam Capacitor,0.5,,+3%
46327,Retuned Lens Optics,0.25,,+2%
46328,Retuned Light Filter,0.25,,+2%
46329,Retuned Output Coupler,0.25,,+2%
46330,Efficient Emission Chamber,0.0,+6%,
46331,Enhanced Lens Optics,0.333,+8%,
46332,Enhanced Beam Amplifier,0.5,,+3%
46333,Retuned Cooling System,0.167,+7%,
46334,Boosted Output Coupler,1.0,,+5%
46335,Efficient Emission Chamber,0.25,,+2%
46336,Additional Reflector Glass,0.167,+7%,
46337,Retuned Cooling System,0.5,+9%,
46338,Retuned Output Coupler,0.0,+6%,
46339,Boosted Reflector Glass,0.25,,+2%
46340,Enhanced Reflector Glass,0.25,,+2%
46341,Additional Lens Optics,0.667,+10%,
46342,Additional Emission Chamber,1.0,,+5%
46343,Enhanced Output Coupler,0.25,,+2%
46344,Efficient Lens Optics,0.25,,+2%
46345,Enhanced Reflector Glass,0.25,,+2%
46346,Enhanced Reflector Glass,0.0,+6%,
46347,Boosted Beam Capacitor,0.25,,+2%
46348,Retuned Beam Amplifier,0.333,+8%,
46349,Retuned Photon Mirror,0.333,+8%,
46350,Additional Reflector Glass,0.333,+8%,
46351,Retuned Output Coupler,0.0,+6%,
46352,Additional Emission Chamber,0.5,+9%,
46353,Boosted Lens Optics,0.667,+10%,
46354,Retuned Cooling System,0.5,+9%,
46355,Boosted Light Filter,0.25,,+2%
46356,Enhanced Light Filter,0.0,+6%,
46357,Boosted Diode Battery,0.25,,+2%
46358,Enhanced Light Filter,0.0,+6%,
46359,Enhanced Beam Capacitor,0.75,,+4%
46360,Additional Emission Chamber,0.0,+6%,
46361,Efficient Photon Mirror,0.833,+11%,
46362,Enhanced Beam Capacitor,0.75,,+4%
46363,Boosted Light Filter,0.167,+7%,
46364,Retuned Emission Chamber,0.25,,+2%
46365,Boosted Beam Amplifier,0.0,+6%,
46366,Efficient Diode Battery,0.0,+6%,
46367,Retuned Reflector Glass,0.5,,+3%
46368,Boosted Beam Capacitor,0.333,+8%,
46369,Enhanced Output Coupler,1.0,+12%,
46370,Efficient Light Filter,0.0,+6%,
46371,Boosted Photon Mirror,0.25,,+2%
46372,Additional Photon Mirror,0.25,,+2%
46373,Boosted Emission Chamber,0.25,,+2%
46374,Enhanced Light Filter,0.5,+9%,
46375,Boosted Cooling System,0.167,+7%,
46376,Additional Lens Optics,0.5,,+3%
46377,Efficient Photon Mirror,0.25,,+2%
46378,Enhanced Beam Amplifier,0.5,,+3%
46379,Efficient Output Coupler,0.0,+6%,
46380,Enhanced Emission Chamber,0.0,+6%,
46381,Efficient Beam Capacitor,1.0,+12%,
46382,Enhanced Beam Capacitor,0.75,,+4%
46383,Retuned Output Coupler,0.167,+7%,
46384,Efficient Light Filter,0.5,,+3%
46385,Enhanced Beam Amplifier,1.0,,+5%
46386,Efficient Emission Chamber,0.25,,+2%
46387,Additional Diode Battery,0.25,,+2%
46388,Enhanced Lens Optics,0.5,+9%,
46389,Enhanced Diode Battery,0.167,+7%,
46390,Boosted Beam Capacitor,0.167,+7%,
46391,Efficient Reflector Glass,0.5,+9%,
46392,Boosted Photon Mirror,0.25,,+2%
46393,Enhanced Diode Battery,0.167,+7%,
46394,Efficient Beam Amplifier,0.0,+6%,
46395,Enhanced Cooling System,0.5,+9%,
46396,Enhanced Emission Chamber,0.167,+7%,
46397,Efficient Beam Capacitor,0.25,,+2%
46398,Enhanced Reflector Glass,0.75,,+4%
46399,Retuned Emission Chamber,0.5,,+3%
46400,Additional Lens Optics,0.75,,+4%
46401,Additional Cooling System,0.25,,+2%
46402,Efficient Light Filter,0.75,,+4%
46403,Additional Diode Battery,0.5,,+3%
46404,Additional Beam Amplifier,1.0,,+5%
46405,Retuned Lens Optics,0.5,,+3%
46406,Enhanced Output Coupler,0.833,+11%,
46407,Enhanced Diode Battery,0.75,,+4%
46408,Boosted Cooling System,0.75,,+4%
46409,Additional Output Coupler,0.25,,+2%
46410,Boosted Photon Mirror,0.5,,+3%
46411,Efficient Lens Optics,0.75,,+4%
46412,Additional Light Filter,0.167,+7%,
46413,Enhanced Output Coupler,0.167,+7%,
46414,Enhanced Light Filter,0.25,,+2%
46415,Efficient Light Filter,0.5,,+3%
46416,Boosted Output Coupler,0.25,,+2%
46417,Enhanced Diode Battery,0.25,,+2%
46418,Efficient Lens Optics,0.833,+11%,
46419,Boosted Diode Battery,0.667,+10%,
46420,Retuned Diode Battery,0.333,+8%,
46421,Additional Diode Battery,0.5,,+3%
46422,Additional Emission Chamber,0.75,,+4%
46423,Retuned Photon Mirror,0.25,,+2%
46424,Boosted Emission Chamber,0.25,,+2%
46425,Retuned Beam Capacitor,0.5,,+3%
46426,Retuned Photon Mirror,1.0,+12%,
46427,Efficient Photon Mirror,0.5,,+3%
46428,Additional Cooling System,0.5,,+3%
46429,Retuned Reflector Glass,0.25,,+2%
46430,Efficient Emission Chamber,0.167,+7%,
46431,Additional Emission Chamber,0.667,+10%,
46432,Additional Beam Capacitor,0.5,,+3%
46433,Boosted Reflector Glass,0.833,+11%,
46434,Efficient Emission Chamber,0.167,+7%,
46435,Retuned Reflector Glass,0.167,+7%,
46436,Efficient Beam Amplifier,0.25,,+2%
46437,Enhanced Photon Mirror,0.5,,+3%
46438,Boosted Diode Battery,0.75,,+4%
46439,Additional Beam Capacitor,0.25,,+2%
46440,Boosted Photon Mirror,0.25,,+2%
46441,Enhanced Beam Amplifier,0.5,,+3%
46442,Boosted Photon Mirror,0.5,,+3%
46443,Enhanced Cooling System,0.167,+7%,
46444,Retuned Beam Capacitor,0.25,,+2%
46445,Retuned Reflector Glass,0.167,+7%,
46446,Additional Light Filter,0.333,+8%,
46447,Additional Diode Battery,0.0,+6%,
46448,Boosted Photon Mirror,0.25,,+2%
46449,Efficient Lens Optics,0.0,+6%,
46450,Efficient Reflector Glass,0.25,,+2%
46451,Enhanced Output Coupler,0.5,+9%,
46452,Enhanced Beam Amplifier,0.167,+7%,
46453,Efficient Lens Optics,0.25,,+2%
46454,Boosted Lens Optics,1.0,+12%,
46455,Enhanced Emission Chamber,0.5,,+3%
46456,Enhanced Beam Amplifier,0.25,,+2%
46457,Enhanced Beam Capacitor,0.167,+7%,
46458,Retuned Photon Mirror,0.5,+9%,
46459,Efficient Photon Mirror,0.25,,+2%
46460,Enhanced Diode Battery,0.25,,+2%
46461,Retuned Reflector Glass,0.0,+6%,
46462,Enhanced Beam Capacitor,0.333,+8%,
46463,Efficient Reflector Glass,0.0,+6%,
46464,Enhanced Diode Battery,0.75,,+4%
46465,Efficient Output Coupler,0.25,,+2%
46466,Retuned Cooling System,0.25,,+2%
46467,Retuned Lens Optics,0.833,+11%,
46468,Enhanced Beam Capacitor,0.0,+6%,
46469,Retuned Beam Amplifier,0.25,,+2%
46470,Enhanced Photon Mirror,0.167,+7%,
46471,Efficient Photon Mirror,0.25,,+2%
46472,Enhanced Beam Capacitor,0.667,+10%,
46473,Boosted Diode Battery,1.0,,+5%
46474,Efficient Reflector Glass,0.25,,+2%
46475,Additional Output Coupler,0.167,+7%,
46476,Retuned Light Filter,0.0,+6%,
46477,Boosted Photon Mirror,0.667,+10%,
46478,Efficient Diode Battery,0.25,,+2%
46479,Efficient Output Coupler,0.0,+6%,
46480,Additional Emission Chamber,0.25,,+2%
46481,Enhanced Cooling System,0.25,,+2%
46482,Enhanced Lens Optics,0.167,+7%,
46483,Additional Diode Battery,0.25,,+2%
46484,Enhanced Diode Battery,0.5,+9%,
46485,Enhanced Light Filter,1.0,,+5%
46486,Efficient Photon Mirror,0.167,+7%,
46487,Enhanced Beam Amplifier,0.75,,+4%
46488,Retuned Diode Battery,0.5,,+3%
46489,Boosted Lens Optics,0.5,,+3%
46490,Retuned Lens Optics,0.167,+7%,
46491,Additional Cooling System,0.25,,+2%
46492,Enhanced Diode Battery,0.25,,+2%
46493,Retuned Beam Amplifier,0.25,,+2%
46494,Enhanced Emission Chamber,0.25,,+2%
46495,Boosted Beam Amplifier,0.5,,+3%
46496,Enhanced Beam Capacitor,0.5,,+3%
46497,Enhanced Light Filter,1.0,,+5%
46498,Additional Cooling System,1.0,+12%,
46499,Retuned Cooling System,0.25,,+2%
46500,Retuned Reflector Glass,0.0,+6%,
46501,Enhanced Reflector Glass,0.167,+7%,
46502,Additional Lens Optics,0.25,,+2%
46503,Retuned Beam Amplifier,0.25,,+2%
46504,Boosted Output Coupler,0.0,+6%,
46505,Additional Reflector Glass,0.5,,+3%
46506,Efficient Beam Amplifier,0.25,,+2%
46507,Enhanced Light Filter,0.0,+6%,
46508,Efficient Lens Optics,0.5,,+3%
46509,Additional Beam Amplifier,0.5,,+3%
46510,Efficient Photon Mirror,0.25,,+2%
46511,Efficient Cooling System,1.0,,+5%
46512,Retuned Beam Capacitor,0.0,+6%,
46513,Efficient Lens Optics,0.25,,+2%
46514,Enhanced Output Coupler,0.667,+10%,
46515,Efficient Light Filter,0.25,,+2%
46516,Efficient Reflector Glass,0.0,+6%,
46517,Efficient Beam Amplifier,0.0,+6%,
46518,Efficient Emission Chamber,0.5,,+3%
46519,Boosted Output Coupler,0.0,+6%,
46520,Enhanced Beam Capacitor,0.167,+7%,
46521,Additional Emission Chamber,0.0,+6%,
46522,Retuned Lens Optics,0.0,+6%,
46523,Retuned Cooling System,0.25,,+2%
46524,Retuned Lens Optics,0.0,+6%,
46525,Boosted Diode Battery,0.0,+6%,
46526,Enhanced Output Coupler,0.5,+9%,
46527,Efficient Lens Optics,0.667,+10%,
46528,Efficient Lens Optics,0.25,,+2%
46529,Boosted Beam Amplifier,0.75,,+4%
46530,Boosted Lens Optics,1.0,,+5%
46531,Efficient Lens Optics,0.167,+7%,
46532,Additional Diode Battery,0.25,,+2%
46533,Retuned Beam Amplifier,0.333,+8%,
46534,Additional Diode Battery,0.25,,+2%
46535,Boosted Photon Mirror,0.167,+7%,
46536,Retuned Lens Optics,1.0,,+5%
46537,Additional Emission Chamber,0.0,+6%,
46538,Additional Lens Optics,0.167,+7%,
46539,Efficient Beam Capacitor,0.5,,+3%
46540,Additional Beam Capacitor,0.0,+6%,
46541,Efficient Output Coupler,0.25,,+2%
46542,Boosted Photon Mirror,0.25,,+2%
46543,Efficient Lens Optics,1.0,+12%,
46544,Boosted Light Filter,0.25,,+2%
46545,Efficient Beam Amplifier,0.167,+7%,
46546,Additional Emission Chamber,0.833,+11%,
46547,Additional Photon Mirror,0.5,+9%,
46548,Retuned Cooling System,1.0,+12%,
46549,Enhanced Reflector Glass,0.0,+6%,
46550,Enhanced Reflector Glass,1.0,,+5%
46551,Efficient Light Filter,0.25,,+2%
46552,Retuned Reflector Glass,0.0,+6%,
46553,Retuned Beam Amplifier,1.0,,+5%
46554,Efficient Lens Optics,0.25,,+2%
46555,Enhanced Beam Capacitor,0.75,,+4%
46556,Efficient Output Coupler,0.167,+7%,
46557,Additional Beam Capacitor,0.75,,+4%
46558,Boosted Diode Battery,1.0,,+5%
46559,Boosted Output Coupler,0.25,,+2%
46560,Enhanced Photon Mirror,0.0,+6%,
46561,Efficient Diode Battery,0.25,,+2%
46562,Retuned Emission Chamber,0.25,,+2%
46563,Enhanced Reflector Glass,0.667,+10%,
46564,Efficient Reflector Glass,0.0,+6%,
46565,Retuned Beam Amplifier,0.25,,+2%
46566,Additional Beam Capacitor,0.167,+7%,
46567,Efficient Emission Chamber,0.25,,+2%
46568,Enhanced Reflector Glass,0.0,+6%,
46569,Enhanced Light Filter,0.167,+7%,
46570,Additional Photon Mirror,0.0,+6%,
46571,Efficient Light Filter,0.25,,+2%
46572,Additional Diode Battery,0.833,+11%,
46573,Efficient Photon Mirror,0.167,+7%,
46574,Boosted Light Filter,0.25,,+2%
46575,Additional Emission Chamber,0.333,+8%,
46576,Additional Cooling System,0.5,,+3%
46577,Boosted Output Coupler,0.0,+6%,
46578,Efficient Beam Amplifier,0.5,,+3%
46579,Additional Cooling System,0.167,+7%,
46580,Additional Reflector Glass,0.833,+11%,
46581,Retuned Output Coupler,0.333,+8%,
46582,Enhanced Beam Amplifier,1.0,,+5%
46583,Additional Reflector Glass,0.75,,+4%
46584,Retuned Light Filter,0.167,+7%,
46585,Efficient Light Filter,0.167,+7%,
46586,Additional Lens Optics,0.167,+7%,
46587,Retuned Output Coupler,0.25,,+2%
46588,Efficient Output Coupler,0.5,,+3%
46589,Enhanced Cooling System,0.5,,+3%
46590,Retuned Emission Chamber,0.25,,+2%
46591,Efficient Reflector Glass,0.167,+7%,
46592,Boosted Reflector Glass,0.5,,+3%
46593,Efficient Photon Mirror,0.5,,+3%
46594,Efficient Beam Capacitor,0.25,,+2%
46595,Efficient Cooling System,0.333,+8%,
46596,Retuned Photon Mirror,0.75,,+4%
46597,Retuned Reflector Glass,0.25,,+2%
46598,Additional Lens Optics,0.333,+8%,
46599,Efficient Beam Capacitor,1.0,,+5%
46600,Additional Beam Capacitor,1.0,+12%,
46601,Efficient Beam Amplifier,0.5,,+3%
46602,Boosted Reflector Glass,0.5,,+3%
46603,Enhanced Beam Amplifier,0.667,+10%,
46604,Efficient Diode Battery,0.5,,+3%
46605,Enhanced Reflector Glass,0.5,,+3%
46606,Efficient Emission Chamber,0.75,,+4%
46607,Additional Diode Battery,0.167,+7%,
46608,Additional Light Filter,0.25,,+2%
46609,Boosted Output Coupler,0.5,,+3%
46610,Additional Photon Mirror,0.5,,+3%
46611,Efficient Photon Mirror,1.0,,+5%
46612,Retuned Diode Battery,0.0,+6%,
46613,Retuned Lens Optics,0.25,,+2%
46614,Boosted Output Coupler,0.25,,+2%
46615,Boosted Cooling System,0.167,+7%,
46616,Enhanced Output Coupler,0.5,+9%,
46617,Additional Output Coupler,1.0,,+5%
46618,Additional Output Coupler,0.0,+6%,
46619,Retuned Beam Capacitor,0.167,+7%,
46620,Retuned Light Filter,0.25,,+2%
46621,Boosted Beam Capacitor,0.25,,+2%
46622,Boosted Reflector Glass,0.25,,+2%
46623,Retuned Beam Amplifier,0.25,,+2%
46624,Boosted Lens Optics,0.5,,+3%
46625,Enhanced Cooling System,0.333,+8%,
46626,Boosted Beam Capacitor,0.5,,+3%
46627,Enhanced Beam Amplifier,0.0,+6%,
46628,Enhanced Reflector Glass,0.0,+6%,
46629,Enhanced Beam Capacitor,0.5,,+3%
46630,Efficient Photon Mirror,0.0,+6%,
46631,Additional Beam Capacitor,0.0,+6%,
46632,Boosted Light Filter,0.0,+6%,
46633,Additional Beam Capacitor,0.333,+8%,
46634,Additional Light Filter,0.167,+7%,
46635,Boosted Cooling System,0.25,,+2%
46636,Boosted Emission Chamber,1.0,,+5%
46637,Retuned Photon Mirror,0.75,,+4%
46638,Retuned Reflector Glass,0.5,+9%,
46639,Retuned Beam Amplifier,0.25,,+2%
46640,Efficient Lens Optics,0.75,,+4%
46641,Boosted Photon Mirror,0.333,+8%,
46642,Additional Cooling System,0.0,+6%,
46643,Enhanced Emission Chamber,0.25,,+2%
46644,Boosted Cooling System,1.0,,+5%
46645,Additional Light Filter,0.0,+6%,
46646,Retuned Diode Battery,1.0,,+5%
46647,Additional Photon Mirror,0.0,+6%,
46648,Retuned Output Coupler,0.5,+9%,
46649,Efficient Light Filter,1.0,,+5%
46650,Enhanced Emission Chamber,0.167,+7%,
46651,Retuned Light Filter,0.5,,+3%
46652,Enhanced Emission Chamber,0.833,+11%,
46653,Retuned Beam Amplifier,0.0,+6%,
46654,Efficient Lens Optics,1.0,,+5%
46655,Efficient Reflector Glass,0.0,+6%,
46656,Enhanced Diode Battery,0.167,+7%,
46657,Retuned Diode Battery,0.25,,+2%
46658,Efficient Output Coupler,0.5,,+3%
46659,Additional Lens Optics,0.25,,+2%
46660,Efficient Reflector Glass,1.0,,+5%
46661,Boosted Light Filter,0.667,+10%,
46662,Additional Beam Amplifier,0.167,+7%,
46663,Retuned Lens Optics,0.25,,+2%
46664,Efficient Lens Optics,1.0,,+5%
