Seed,Name,Perfection,Vehicle_EngineFuelUse,Vehicle_EngineTopSpeed
49914,Alternate Plasma Exhaust,0.5,,+2%
49915,Efficient Plasma Exhaust,0.5,,+2%
49916,Efficient Electron Loom,0.25,-2%,
49917,Tuned Neutrino Injector,0.25,-2%,
49918,Tuned Electron Loom,0.5,,+2%
49919,Secondary Thrust Controller,1.0,-5%,
49920,Tuned Hydrogen Dynamo,1.0,,+3%
49921,Backup Impulse Nozzle,0.5,,+2%
49922,Efficient Shockwave Shield,0.25,-2%,
49923,Efficient Plasma Exhaust,0.5,-3%,
49924,Alternate Shockwave Shield,0.5,,+2%
49925,Tuned Thrust Controller,0.25,-2%,
49926,Secondary Magnetic Fan,0.25,-2%,
49927,Secondary Electron Loom,0.5,-3%,
49928,Tuned Thrust Controller,0.5,,+2%
49929,Backup Propulsion Unit,0.25,-2%,
49930,Alternate Neutrino Injector,0.5,,+2%
49931,Alternate Hydrogen Dynamo,0.25,-2%,
49932,Efficient Plasma Exhaust,0.5,-3%,
49933,Alternate Hydrogen Dynamo,0.25,-2%,
49934,Alternate Electron Loom,0.75,-4%,
49935,Secondary Neutrino Injector,0.25,-2%,
49936,Secondary Thrust Controller,0.5,,+2%
49937,Secondary Magnetic Fan,0.75,-4%,
49938,Efficient Plasma Exhaust,0.5,,+2%
49939,Secondary Plasma Exhaust,0.25,-2%,
49940,Backup Neutrino Injector,0.25,-2%,
49941,Secondary Impulse Nozzle,0.5,,+2%
49942,Tuned Neutrino Injector,0.25,-2%,
49943,Efficient Magnetic Fan,0.25,-2%,
49944,Efficient Electron Loom,0.25,-2%,
49945,Tuned Fuel Pipes,0.5,,+2%
49946,Efficient Shockwave Shield,0.75,-4%,
49947,Alternate Hydrogen Dynamo,0.25,-2%,
49948,Efficient Hydrogen Dynamo,0.5,-3%,
49949,Tuned Impulse Nozzle,0.5,,+2%
49950,Backup Shockwave Shield,0.25,-2%,
49951,Backup Fuel Pipes,0.25,-2%,
49952,Backup Plasma Exhaust,0.5,,+2%
49953,Backup Shockwave Shield,1.0,-5%,
49954,Secondary Magnetic Fan,0.5,-3%,
49955,Tuned Fuel Pipes,0.25,-2%,
49956,Backup Impulse Nozzle,0.25,-2%,
49957,Alternate Impulse Nozzle,0.5,,+2%
49958,Tuned Propulsion Unit,0.5,,+2%
49959,Alternate Neutrino Injector,1.0,,+3%
49960,Backup Shockwave Shield,1.0,,+3%
49961,Secondary Plasma Exhaust,0.5,,+2%
49962,Tuned Shockwave Shield,0.5,,+2%
49963,Alternate Propulsion Unit,0.5,,+2%
49964,Backup Hydrogen Dynamo,0.5,,+2%
49965,Backup Shockwave Shield,0.5,-3%,
49966,Efficient Impulse Nozzle,0.5,,+2%
49967,Efficient Propulsion Unit,0.5,,+2%
49968,Efficient Electron Loom,0.5,,+2%
49969,Alternate Thrust Controller,0.25,-2%,
49970,Secondary Neutrino Injector,0.5,-3%,
49971,Backup Electron Loom,0.25,-2%,
49972,Tuned Fuel Pipes,0.5,,+2%
49973,Secondary Hydrogen Dynamo,0.25,-2%,
49974,Efficient Shockwave Shield,0.5,,+2%
49975,Efficient Electron Loom,1.0,-5%,
49976,Secondary Fuel Pipes,0.25,-2%,
49977,Efficient Neutrino Injector,0.5,,+2%
49978,Alternate Shockwave Shield,0.75,-4%,
49979,Backup Thrust Controller,0.5,,+2%
49980,Backup Magnetic Fan,0.5,,+2%
49981,Tuned Electron Loom,1.0,,+3%
49982,Secondary Neutrino Injector,0.5,,+2%
49983,Secondary Neutrino Injector,0.75,-4%,
49984,Efficient Hydrogen Dynamo,0.25,-2%,
49985,Tuned Plasma Exhaust,0.5,-3%,
49986,Tuned Neutrino Injector,0.25,-2%,
49987,Secondary Magnetic Fan,0.75,-4%,
49988,Tuned Magnetic Fan,0.5,,+2%
49989,Secondary Shockwave Shield,0.25,-2%,
49990,Alternate Impulse Nozzle,0.5,,+2%
49991,Backup Magnetic Fan,0.5,,+2%
49992,Alternate Propulsion Unit,0.5,-3%,
49993,Tuned Shockwave Shield,1.0,,+3%
49994,Tuned Impulse Nozzle,0.5,,+2%
49995,Tuned Plasma Exhaust,0.5,,+2%
49996,Backup Hydrogen Dynamo,0.5,,+2%
49997,Backup Shockwave Shield,1.0,,+3%
49998,Efficient Fuel Pipes,0.25,-2%,
49999,Backup Fuel Pipes,0.25,-2%,
50000,Efficient Magnetic Fan,1.0,,+3%
50001,Secondary Hydrogen Dynamo,0.75,-4%,
50002,Alternate Propulsion Unit,0.5,,+2%
50003,Alternate Propulsion Unit,0.5,,+2%
50004,Backup Impulse Nozzle,1.0,-5%,
50005,Alternate Neutrino Injector,0.5,,+2%
50006,Alternate Propulsion Unit,0.5,,+2%
50007,Secondary Magnetic Fan,0.5,-3%,
50008,Backup Plasma Exhaust,1.0,,+3%
50009,Alternate Neutrino Injector,1.0,-5%,
50010,Alternate Propulsion Unit,0.25,-2%,
50011,Efficient Hydrogen Dynamo,0.5,,+2%
50012,Tuned Hydrogen Dynamo,0.25,-2%,
50013,Tuned Thrust Controller,0.25,-2%,
50014,Tuned Impulse Nozzle,0.25,-2%,
50015,Tuned Plasma Exhaust,0.25,-2%,
50016,Tuned Neutrino Injector,0.5,,+2%
50017,Alternate Hydrogen Dynamo,0.5,-3%,
50018,Efficient Hydrogen Dynamo,0.25,-2%,
50019,Backup Impulse Nozzle,0.25,-2%,
50020,Tuned Electron Loom,0.5,,+2%
50021,Efficient Shockwave Shield,0.25,-2%,
50022,Efficient Shockwave Shield,1.0,-5%,
50023,Tuned Propulsion Unit,0.75,-4%,
50024,Efficient Fuel Pipes,1.0,,+3%
50025,Efficient Propulsion Unit,0.5,-3%,
50026,Efficient Shockwave Shield,0.25,-2%,
50027,Alternate Plasma Exhaust,1.0,,+3%
50028,Tuned Impulse Nozzle,0.5,-3%,
50029,Efficient Impulse Nozzle,0.75,-4%,
50030,Secondary Impulse Nozzle,0.5,,+2%
50031,Backup Hydrogen Dynamo,0.5,,+2%
50032,Secondary Shockwave Shield,0.25,-2%,
50033,Efficient Magnetic Fan,1.0,,+3%
50034,Efficient Neutrino Injector,1.0,,+3%
50035,Tuned Plasma Exhaust,0.75,-4%,
50036,Efficient Shockwave Shield,1.0,-5%,
50037,Alternate Plasma Exhaust,1.0,,+3%
50038,Tuned Propulsion Unit,1.0,-5%,
50039,Tuned Hydrogen Dynamo,0.5,,+2%
50040,Efficient Plasma Exhaust,0.5,,+2%
50041,Backup Electron Loom,1.0,-5%,
50042,Alternate Electron Loom,0.5,,+2%
50043,Backup Impulse Nozzle,0.25,-2%,
50044,Secondary Neutrino Injector,0.25,-2%,
50045,Tuned Fuel Pipes,0.5,,+2%
50046,Efficient Thrust Controller,0.5,,+2%
50047,Secondary Thrust Controller,0.25,-2%,
50048,Efficient Shockwave Shield,0.5,,+2%
50049,Backup Hydrogen Dynamo,0.5,,+2%
50050,Secondary Neutrino Injector,0.25,-2%,
50051,Alternate Magnetic Fan,0.5,,+2%
50052,Efficient Shockwave Shield,0.25,-2%,
50053,Backup Hydrogen Dynamo,0.25,-2%,
50054,Tuned Thrust Controller,0.25,-2%,
50055,Backup Impulse Nozzle,1.0,,+3%
50056,Backup Shockwave Shield,0.5,,+2%
50057,Tuned Shockwave Shield,0.5,,+2%
50058,Tuned Thrust Controller,0.25,-2%,
50059,Alternate Magnetic Fan,0.25,-2%,
50060,Secondary Electron Loom,1.0,-5%,
50061,Alternate Thrust Controller,0.5,,+2%
50062,Secondary Magnetic Fan,0.25,-2%,
50063,Secondary Propulsion Unit,0.5,-3%,
50064,Tuned Impulse Nozzle,1.0,,+3%
50065,Alternate Electron Loom,0.25,-2%,
50066,Alternate Shockwave Shield,1.0,,+3%
50067,Alternate Electron Loom,0.25,-2%,
50068,Tuned Thrust Controller,0.5,,+2%
50069,Alternate Shockwave Shield,0.25,-2%,
50070,Tuned Shockwave Shield,1.0,-5%,
50071,Backup Electron Loom,0.5,,+2%
50072,Backup Electron Loom,0.5,,+2%
50073,Tuned Propulsion Unit,0.5,,+2%
50074,Alternate Fuel Pipes,0.25,-2%,
50075,Backup Hydrogen Dynamo,0.25,-2%,
50076,Backup Thrust Controller,0.5,,+2%
50077,Secondary Impulse Nozzle,0.5,,+2%
50078,Tuned Shockwave Shield,1.0,,+3%
50079,Efficient Impulse Nozzle,0.75,-4%,
50080,Efficient Neutrino Injector,1.0,,+3%
50081,Backup Impulse Nozzle,1.0,,+3%
50082,Efficient Shockwave Shield,1.0,,+3%
50083,Backup Thrust Controller,0.75,-4%,
50084,Secondary Shockwave Shield,0.5,-3%,
50085,Tuned Hydrogen Dynamo,0.25,-2%,
50086,Backup Neutrino Injector,0.5,,+2%
50087,Efficient Neutrino Injector,1.0,,+3%
50088,Backup Impulse Nozzle,0.25,-2%,
50089,Secondary Plasma Exhaust,0.25,-2%,
50090,Efficient Neutrino Injector,1.0,,+3%
50091,Secondary Propulsion Unit,0.5,,+2%
50092,Efficient Neutrino Injector,0.5,,+2%
50093,Efficient Plasma Exhaust,0.75,-4%,
50094,Alternate Magnetic Fan,0.5,,+2%
50095,Backup Plasma Exhaust,1.0,-5%,
50096,Secondary Shockwave Shield,0.25,-2%,
50097,Efficient Hydrogen Dynamo,0.5,,+2%
50098,Efficient Magnetic Fan,0.25,-2%,
50099,Efficient Electron Loom,0.25,-2%,
50100,Efficient Fuel Pipes,0.5,-3%,
50101,Efficient Neutrino Injector,0.5,-3%,
50102,Backup Propulsion Unit,0.5,,+2%
50103,Backup Electron Loom,0.5,,+2%
50104,Alternate Propulsion Unit,1.0,-5%,
50105,Secondary Fuel Pipes,0.5,-3%,
50106,Backup Magnetic Fan,0.5,,+2%
50107,Efficient Electron Loom,0.5,,+2%
50108,Backup Propulsion Unit,0.5,,+2%
50109,Alternate Neutrino Injector,1.0,,+3%
50110,Efficient Magnetic Fan,0.5,,+2%
50111,Backup Neutrino Injector,1.0,-5%,
50112,Alternate Hydrogen Dynamo,1.0,-5%,
50113,Efficient Fuel Pipes,1.0,,+3%
50114,Efficient Magnetic Fan,0.25,-2%,
50115,Alternate Plasma Exhaust,0.25,-2%,
50116,Alternate Thrust Controller,1.0,,+3%
50117,Alternate Hydrogen Dynamo,0.5,-3%,
50118,Efficient Impulse Nozzle,0.75,-4%,
50119,Secondary Neutrino Injector,1.0,,+3%
50120,Secondary Propulsion Unit,0.75,-4%,
50121,Efficient Hydrogen Dynamo,0.75,-4%,
50122,Backup Thrust Controller,0.25,-2%,
50123,Tuned Hydrogen Dynamo,0.5,,+2%
50124,Efficient Shockwave Shield,0.25,-2%,
50125,Backup Impulse Nozzle,0.5,,+2%
50126,Secondary Shockwave Shield,1.0,,+3%
50127,Alternate Neutrino Injector,1.0,-5%,
50128,Backup Fuel Pipes,1.0,,+3%
50129,Alternate Hydrogen Dynamo,0.25,-2%,
50130,Secondary Electron Loom,0.5,,+2%
50131,Secondary Propulsion Unit,0.5,,+2%
50132,Efficient Impulse Nozzle,0.5,,+2%
50133,Tuned Neutrino Injector,0.25,-2%,
50134,Tuned Electron Loom,0.5,,+2%
50135,Secondary Plasma Exhaust,0.5,,+2%
50136,Efficient Neutrino Injector,0.25,-2%,
50137,Tuned Propulsion Unit,0.25,-2%,
50138,Alternate Shockwave Shield,0.5,,+2%
50139,Alternate Fuel Pipes,1.0,,+3%
50140,Alternate Plasma Exhaust,0.25,-2%,
50141,Backup Propulsion Unit,0.25,-2%,
50142,Backup Thrust Controller,1.0,-5%,
50143,Backup Impulse Nozzle,0.5,,+2%
50144,Secondary Electron Loom,0.25,-2%,
50145,Backup Shockwave Shield,0.5,,+2%
50146,Efficient Neutrino Injector,0.5,,+2%
50147,Secondary Propulsion Unit,0.5,,+2%
50148,Backup Plasma Exhaust,0.5,-3%,
50149,Alternate Plasma Exhaust,0.25,-2%,
50150,Alternate Electron Loom,0.25,-2%,
50151,Secondary Magnetic Fan,1.0,,+3%
50152,Backup Propulsion Unit,0.25,-2%,
50153,Alternate Impulse Nozzle,1.0,,+3%
50154,Secondary Magnetic Fan,0.5,,+2%
50155,Secondary Plasma Exhaust,0.25,-2%,
50156,Secondary Plasma Exhaust,0.25,-2%,
50157,Alternate Electron Loom,0.5,-3%,
50158,Backup Fuel Pipes,0.25,-2%,
50159,Alternate Shockwave Shield,0.5,,+2%
50160,Tuned Plasma Exhaust,0.5,,+2%
50161,Alternate Thrust Controller,0.25,-2%,
50162,Efficient Fuel Pipes,0.25,-2%,
50163,Secondary Thrust Controller,1.0,,+3%
50164,Backup Shockwave Shield,0.5,-3%,
50165,Secondary Impulse Nozzle,1.0,,+3%
50166,Alternate Plasma Exhaust,0.5,,+2%
50167,Tuned Hydrogen Dynamo,1.0,,+3%
50168,Backup Hydrogen Dynamo,0.25,-2%,
50169,Backup Plasma Exhaust,0.5,-3%,
50170,Secondary Plasma Exhaust,0.25,-2%,
50171,Efficient Thrust Controller,0.5,,+2%
50172,Alternate Hydrogen Dynamo,1.0,,+3%
50173,Efficient Hydrogen Dynamo,0.5,,+2%
50174,Efficient Shockwave Shield,0.25,-2%,
50175,Alternate Magnetic Fan,0.5,,+2%
50176,Secondary Shockwave Shield,1.0,-5%,
50177,Efficient Thrust Controller,0.5,-3%,
50178,Secondary Neutrino Injector,0.25,-2%,
50179,Tuned Impulse Nozzle,0.75,-4%,
50180,Efficient Plasma Exhaust,0.5,-3%,
50181,Alternate Thrust Controller,0.75,-4%,
50182,Secondary Propulsion Unit,1.0,,+3%
50183,Tuned Electron Loom,0.5,,+2%
50184,Tuned Plasma Exhaust,1.0,,+3%
50185,Tuned Shockwave Shield,0.75,-4%,
50186,Secondary Propulsion Unit,0.75,-4%,
50187,Efficient Propulsion Unit,0.5,,+2%
50188,Secondary Electron Loom,0.5,-3%,
50189,Backup Electron Loom,0.5,,+2%
50190,Backup Plasma Exhaust,0.5,-3%,
50191,Alternate Hydrogen Dynamo,0.5,-3%,
50192,Efficient Propulsion Unit,0.5,,+2%
50193,Backup Shockwave Shield,0.5,,+2%
50194,Efficient Fuel Pipes,0.5,-3%,
50195,Secondary Hydrogen Dynamo,0.25,-2%,
50196,Secondary Magnetic Fan,0.5,,+2%
50197,Efficient Impulse Nozzle,0.25,-2%,
50198,Efficient Thrust Controller,1.0,,+3%
50199,Backup Thrust Controller,0.25,-2%,
50200,Tuned Plasma Exhaust,0.25,-2%,
50201,Alternate Fuel Pipes,1.0,-5%,
50202,Secondary Hydrogen Dynamo,0.75,-4%,
50203,Efficient Thrust Controller,1.0,,+3%
50204,Alternate Impulse Nozzle,0.5,,+2%
50205,Alternate Propulsion Unit,0.75,-4%,
50206,Backup Neutrino Injector,0.5,-3%,
50207,Tuned Propulsion Unit,0.5,,+2%
50208,Backup Magnetic Fan,0.75,-4%,
50209,Tuned Plasma Exhaust,0.5,,+2%
50210,Efficient Impulse Nozzle,0.5,,+2%
50211,Secondary Magnetic Fan,0.25,-2%,
50212,Alternate Impulse Nozzle,0.25,-2%,
50213,Efficient Plasma Exhaust,0.25,-2%,
50214,Backup Hydrogen Dynamo,0.5,,+2%
50215,Efficient Electron Loom,0.5,,+2%
50216,Alternate Plasma Exhaust,0.25,-2%,
50217,Tuned Propulsion Unit,1.0,,+3%
50218,Backup Electron Loom,0.25,-2%,
50219,Secondary Hydrogen Dynamo,0.5,,+2%
50220,Backup Thrust Controller,0.75,-4%,
50221,Tuned Shockwave Shield,0.25,-2%,
50222,Alternate Impulse Nozzle,0.5,,+2%
50223,Backup Impulse Nozzle,0.5,,+2%
50224,Backup Propulsion Unit,0.25,-2%,
50225,Alternate Thrust Controller,0.5,,+2%
50226,Efficient Thrust Controller,0.5,,+2%
50227,Secondary Propulsion Unit,0.5,-3%,
50228,Alternate Shockwave Shield,0.25,-2%,
50229,Secondary Plasma Exhaust,0.5,-3%,
50230,Secondary Plasma Exhaust,1.0,,+3%
50231,Alternate Impulse Nozzle,0.25,-2%,
50232,Backup Fuel Pipes,0.25,-2%,
50233,Alternate Plasma Exhaust,0.5,-3%,
50234,Efficient Fuel Pipes,0.5,,+2%
50235,Backup Propulsion Unit,0.5,,+2%
50236,Secondary Thrust Controller,0.25,-2%,
50237,Alternate Hydrogen Dynamo,0.5,,+2%
50238,Backup Magnetic Fan,0.25,-2%,
50239,Secondary Propulsion Unit,0.5,,+2%
50240,Backup Electron Loom,1.0,-5%,
50241,Alternate Impulse Nozzle,0.5,,+2%
50242,Efficient Plasma Exhaust,0.5,,+2%
50243,Alternate Magnetic Fan,0.5,-3%,
50244,Secondary Fuel Pipes,0.25,-2%,
50245,Secondary Shockwave Shield,0.25,-2%,
50246,Alternate Thrust Controller,0.5,,+2%
50247,Efficient Hydrogen Dynamo,0.5,,+2%
50248,Alternate Plasma Exhaust,0.5,,+2%
50249,Backup Magnetic Fan,1.0,,+3%
50250,Backup Propulsion Unit,0.25,-2%,
50251,Efficient Neutrino Injector,0.25,-2%,
50252,Efficient Electron Loom,0.5,,+2%
50253,Alternate Propulsion Unit,0.25,-2%,
50254,Alternate Impulse Nozzle,1.0,,+3%
50255,Efficient Impulse Nozzle,0.5,,+2%
50256,Tuned Magnetic Fan,0.25,-2%,
50257,Backup Fuel Pipes,0.5,,+2%
50258,Efficient Shockwave Shield,0.5,,+2%
50259,Efficient Impulse Nozzle,0.5,,+2%
50260,Alternate Magnetic Fan,0.75,-4%,
50261,Tuned Magnetic Fan,0.5,,+2%
50262,Alternate Shockwave Shield,1.0,,+3%
50263,Tuned Impulse Nozzle,0.5,,+2%
50264,Alternate Hydrogen Dynamo,0.5,,+2%
50265,Efficient Thrust Controller,1.0,-5%,
50266,Secondary Magnetic Fan,0.5,,+2%
50267,Tuned Hydrogen Dynamo,0.5,,+2%
50268,Tuned Magnetic Fan,0.25,-2%,
50269,Secondary Fuel Pipes,0.5,,+2%
50270,Tuned Plasma Exhaust,0.5,,+2%
50271,Tuned Impulse Nozzle,0.25,-2%,
50272,Backup Neutrino Injector,1.0,,+3%
50273,Secondary Impulse Nozzle,0.25,-2%,
50274,Secondary Thrust Controller,0.5,,+2%
50275,Secondary Electron Loom,0.5,-3%,
50276,Backup Magnetic Fan,0.5,,+2%
50277,Efficient Thrust Controller,0.25,-2%,
50278,Efficient Plasma Exhaust,0.25,-2%,
50279,Secondary Propulsion Unit,0.5,,+2%
50280,Secondary Shockwave Shield,0.5,-3%,
50281,Alternate Neutrino Injector,0.25,-2%,
50282,Tuned Shockwave Shield,0.5,,+2%
50283,Backup Fuel Pipes,0.25,-2%,
50284,Efficient Hydrogen Dynamo,0.5,,+2%
50285,Backup Electron Loom,0.25,-2%,
50286,Backup Electron Loom,0.25,-2%,
50287,Backup Plasma Exhaust,0.5,,+2%
50288,Backup Thrust Controller,0.5,-3%,
50289,Backup Thrust Controller,0.5,,+2%
50290,Alternate Fuel Pipes,0.5,,+2%
50291,Backup Shockwave Shield,0.5,,+2%
50292,Efficient Neutrino Injector,0.25,-2%,
50293,Alternate Shockwave Shield,0.75,-4%,
50294,Backup Hydrogen Dynamo,0.5,,+2%
50295,Tuned Impulse Nozzle,0.5,,+2%
50296,Efficient Impulse Nozzle,0.5,,+2%
50297,Alternate Plasma Exhaust,0.25,-2%,
50298,Tuned Magnetic Fan,0.25,-2%,
50299,Backup Shockwave Shield,0.25,-2%,
50300,Alternate Magnetic Fan,0.25,-2%,
50301,Alternate Thrust Controller,0.5,,+2%
50302,Efficient Propulsion Unit,0.5,,+2%
50303,Secondary Magnetic Fan,0.0,,+1%
50304,Efficient Magnetic Fan,0.5,,+2%
50305,Alternate Plasma Exhaust,0.5,,+2%
50306,Tuned Shockwave Shield,1.0,-5%,
50307,Efficient Propulsion Unit,1.0,-5%,
50308,Secondary Impulse Nozzle,0.5,,+2%
50309,Backup Fuel Pipes,0.5,,+2%
50310,Secondary Hydrogen Dynamo,0.25,-2%,
50311,Tuned Neutrino Injector,0.5,-3%,
50312,Efficient Plasma Exhaust,0.5,,+2%
50313,Efficient Thrust Controller,0.5,,+2%
50314,Alternate Propulsion Unit,0.5,,+2%
50315,Tuned Impulse Nozzle,0.25,-2%,
50316,Tuned Electron Loom,0.5,,+2%
50317,Alternate Propulsion Unit,0.25,-2%,
50318,Secondary Impulse Nozzle,0.5,,+2%
50319,Alternate Propulsion Unit,0.25,-2%,
50320,Efficient Thrust Controller,0.5,,+2%
50321,Alternate Fuel Pipes,0.5,,+2%
50322,Secondary Thrust Controller,0.25,-2%,
50323,Efficient Hydrogen Dynamo,0.5,-3%,
50324,Tuned Fuel Pipes,0.25,-2%,
50325,Secondary Propulsion Unit,0.5,,+2%
50326,Tuned Propulsion Unit,1.0,-5%,
50327,Tuned Fuel Pipes,0.5,,+2%
50328,Tuned Hydrogen Dynamo,0.5,,+2%
50329,Efficient Plasma Exhaust,0.5,,+2%
50330,Alternate Hydrogen Dynamo,0.25,-2%,
50331,Secondary Impulse Nozzle,0.25,-2%,
50332,Alternate Thrust Controller,0.25,-2%,
50333,Alternate Neutrino Injector,0.5,,+2%
50334,Alternate Plasma Exhaust,0.5,,+2%
50335,Tuned Plasma Exhaust,0.5,,+2%
50336,Efficient Hydrogen Dynamo,1.0,-5%,
50337,Alternate Electron Loom,1.0,-5%,
50338,Secondary Magnetic Fan,1.0,,+3%
50339,Secondary Thrust Controller,1.0,,+3%
50340,Secondary Magnetic Fan,0.5,-3%,
50341,Backup Hydrogen Dynamo,0.5,,+2%
50342,Tuned Hydrogen Dynamo,0.5,,+2%
50343,Secondary Fuel Pipes,1.0,,+3%
50344,Alternate Fuel Pipes,0.75,-4%,
50345,Backup Impulse Nozzle,0.5,,+2%
50346,Tuned Thrust Controller,0.25,-2%,
50347,Secondary Impulse Nozzle,0.5,,+2%
50348,Alternate Propulsion Unit,0.25,-2%,
50349,Tuned Hydrogen Dynamo,0.5,,+2%
50350,Secondary Neutrino Injector,0.5,,+2%
50351,Efficient Propulsion Unit,0.25,-2%,
50352,Secondary Electron Loom,1.0,,+3%
50353,Backup Neutrino Injector,0.5,,+2%
50354,Efficient Shockwave Shield,0.5,,+2%
50355,Efficient Thrust Controller,0.25,-2%,
50356,Efficient Impulse Nozzle,1.0,,+3%
50357,Backup Neutrino Injector,0.25,-2%,
50358,Backup Neutrino Injector,1.0,-5%,
50359,Alternate Electron Loom,1.0,,+3%
50360,Tuned Fuel Pipes,0.25,-2%,
50361,Efficient Thrust Controller,1.0,-5%,
50362,Tuned Hydrogen Dynamo,0.25,-2%,
50363,Tuned Fuel Pipes,0.5,,+2%
50364,Backup Shockwave Shield,0.25,-2%,
50365,Tuned Propulsion Unit,0.5,,+2%
50366,Tuned Neutrino Injector,0.5,,+2%
50367,Alternate Propulsion Unit,1.0,-5%,
50368,Alternate Fuel Pipes,0.75,-4%,
50369,Backup Propulsion Unit,0.5,,+2%
50370,Alternate Propulsion Unit,0.25,-2%,
50371,Secondary Shockwave Shield,0.25,-2%,
50372,Efficient Electron Loom,0.5,-3%,
50373,Tuned Magnetic Fan,1.0,-5%,
50374,Tuned Shockwave Shield,0.5,,+2%
50375,Alternate Electron Loom,1.0,,+3%
50376,Tuned Impulse Nozzle,1.0,-5%,
50377,Tuned Shockwave Shield,1.0,,+3%
50378,Secondary Electron Loom,0.5,,+2%
50379,Efficient Hydrogen Dynamo,0.5,-3%,
50380,Backup Impulse Nozzle,0.75,-4%,
50381,Alternate Shockwave Shield,0.25,-2%,
50382,Efficient Shockwave Shield,0.5,-3%,
50383,Secondary Hydrogen Dynamo,0.25,-2%,
50384,Secondary Thrust Controller,0.25,-2%,
50385,Backup Neutrino Injector,1.0,,+3%
50386,Efficient Shockwave Shield,0.5,,+2%
50387,Backup Hydrogen Dynamo,1.0,,+3%
50388,Efficient Fuel Pipes,0.5,,+2%
50389,Efficient Impulse Nozzle,1.0,,+3%
50390,Alternate Electron Loom,1.0,,+3%
50391,Tuned Fuel Pipes,0.5,-3%,
50392,Secondary Magnetic Fan,1.0,-5%,
50393,Alternate Thrust Controller,0.5,,+2%
50394,Efficient Electron Loom,0.5,,+2%
50395,Efficient Impulse Nozzle,0.75,-4%,
50396,Backup Impulse Nozzle,0.75,-4%,
50397,Tuned Hydrogen Dynamo,1.0,,+3%
50398,Secondary Impulse Nozzle,0.75,-4%,
50399,Efficient Magnetic Fan,0.25,-2%,
50400,Tuned Propulsion Unit,1.0,,+3%
50401,Backup Shockwave Shield,1.0,-5%,
50402,Efficient Propulsion Unit,0.5,-3%,
50403,Alternate Hydrogen Dynamo,0.75,-4%,
50404,Efficient Magnetic Fan,0.25,-2%,
50405,Tuned Propulsion Unit,0.5,,+2%
50406,Tuned Hydrogen Dynamo,1.0,,+3%
50407,Backup Neutrino Injector,0.5,-3%,
50408,Secondary Plasma Exhaust,0.5,,+2%
50409,Tuned Fuel Pipes,0.25,-2%,
50410,Tuned Thrust Controller,1.0,,+3%
50411,Tuned Electron Loom,0.25,-2%,
50412,Backup Fuel Pipes,0.75,-4%,
50413,Efficient Neutrino Injector,0.25,-2%,
50414,Secondary Electron Loom,0.5,,+2%
50415,Tuned Hydrogen Dynamo,0.5,,+2%
50416,Secondary Thrust Controller,0.75,-4%,
50417,Backup Shockwave Shield,0.25,-2%,
50418,Alternate Thrust Controller,0.25,-2%,
50419,Tuned Neutrino Injector,0.5,,+2%
50420,Tuned Magnetic Fan,1.0,,+3%
50421,Secondary Impulse Nozzle,0.75,-4%,
50422,Backup Plasma Exhaust,1.0,,+3%
50423,Tuned Fuel Pipes,0.5,,+2%
50424,Backup Shockwave Shield,1.0,,+3%
50425,Efficient Neutrino Injector,0.25,-2%,
50426,Efficient Fuel Pipes,0.5,,+2%
50427,Tuned Plasma Exhaust,0.25,-2%,
50428,Tuned Hydrogen Dynamo,0.5,,+2%
50429,Backup Hydrogen Dynamo,0.25,-2%,
50430,Backup Electron Loom,1.0,,+3%
50431,Alternate Shockwave Shield,0.25,-2%,
50432,Secondary Shockwave Shield,1.0,-5%,
50433,Secondary Neutrino Injector,0.5,,+2%
50434,Secondary Propulsion Unit,0.5,,+2%
50435,Secondary Neutrino Injector,0.5,,+2%
50436,Tuned Hydrogen Dynamo,0.5,,+2%
50437,Alternate Thrust Controller,1.0,,+3%
50438,Backup Electron Loom,1.0,,+3%
50439,Alternate Impulse Nozzle,1.0,,+3%
50440,Secondary Propulsion Unit,0.5,-3%,
50441,Backup Electron Loom,0.5,,+2%
50442,Tuned Impulse Nozzle,0.25,-2%,
50443,Secondary Thrust Controller,0.5,,+2%
50444,Backup Neutrino Injector,1.0,,+3%
50445,Alternate Propulsion Unit,0.5,,+2%
50446,Efficient Thrust Controller,0.5,-3%,
50447,Efficient Hydrogen Dynamo,0.5,,+2%
50448,Alternate Impulse Nozzle,1.0,,+3%
50449,Tuned Hydrogen Dynamo,1.0,,+3%
50450,Backup Neutrino Injector,0.75,-4%,
50451,Efficient Electron Loom,0.5,,+2%
50452,Secondary Hydrogen Dynamo,0.5,,+2%
50453,Secondary Fuel Pipes,0.5,,+2%
50454,Efficient Hydrogen Dynamo,0.5,,+2%
50455,Backup Propulsion Unit,0.5,-3%,
50456,Tuned Impulse Nozzle,0.25,-2%,
50457,Alternate Electron Loom,0.25,-2%,
50458,Tuned Plasma Exhaust,0.5,,+2%
50459,Efficient Impulse Nozzle,0.5,,+2%
50460,Backup Hydrogen Dynamo,0.25,-2%,
50461,Efficient Neutrino Injector,0.5,,+2%
50462,Efficient Plasma Exhaust,0.25,-2%,
50463,Backup Shockwave Shield,0.25,-2%,
50464,Efficient Magnetic Fan,1.0,-5%,
50465,Secondary Thrust Controller,0.5,,+2%
50466,Alternate Neutrino Injector,0.5,-3%,
50467,Efficient Magnetic Fan,0.25,-2%,
50468,Alternate Electron Loom,0.75,-4%,
50469,Tuned Impulse Nozzle,0.25,-2%,
