Seed	Name	Perfection	Vehicle_BoostSpeed	Vehicle_BoostTanks
60332	Upgraded Exhaust	0.0	+10%	
60333	Synchronised Nozzles	0.444	+14%	
60334	Synchronised Turbine	0.0	+10%	
60335	Upgraded Combustion Unit	0.0		+10%
60336	Unstable Igniter	0.222		+12%
60337	Upgraded Combustion Unit	1.0	+19%	
60338	Upgraded Jets	0.111		+11%
60339	Augmented Pump	0.0	+10%	
60340	Unstable Dynamo	0.222	+12%	
60341	Upgraded Combustion Unit	1.0	+19%	
60342	Unstable Nozzles	0.0		+10%
60343	Synchronised Dynamo	0.333	+13%	
60344	Augmented Diffuser	0.444		+14%
60345	Augmented Pump	0.222	+12%	
60346	Augmented Dynamo	0.889		+18%
60347	Unstable Diffuser	1.0		+19%
60348	Unstable Turbine	0.111	+11%	
60349	Unstable Exhaust	0.222	+12%	
60350	Specialist Turbine	0.0		+10%
60351	Unstable Pump	0.889		+18%
60352	Specialist Dynamo	0.111		+11%
60353	Upgraded Dynamo	0.111		+11%
60354	Synchronised Nozzles	0.556	+15%	
60355	Augmented Nozzles	0.0	+10%	
60356	Upgraded Turbine	0.444		+14%
60357	Augmented Pump	0.0		+10%
60358	Synchronised Tanks	0.889		+18%
60359	Unstable Exhaust	0.0		+10%
60360	Specialist Jets	0.111		+11%
60361	Augmented Pump	0.0		+10%
60362	Upgraded Combustion Unit	0.333		+13%
60363	Upgraded Exhaust	0.667	+16%	
60364	Synchronised Pump	0.444		+14%
60365	Synchronised Dynamo	0.778		+17%
60366	Upgraded Combustion Unit	0.0		+10%
60367	Specialist Jets	0.0	+10%	
60368	Unstable Jets	0.0		+10%
60369	Augmented Pump	0.0	+10%	
60370	Unstable Combustion Unit	0.444	+14%	
60371	Augmented Combustion Unit	0.0	+10%	
60372	Specialist Igniter	0.778	+17%	
60373	Specialist Exhaust	0.556	+15%	
60374	Specialist Dynamo	0.556		+15%
60375	Unstable Combustion Unit	1.0	+19%	
60376	Upgraded Igniter	0.0	+10%	
60377	Synchronised Diffuser	0.889		+18%
60378	Augmented Combustion Unit	0.0	+10%	
60379	Specialist Nozzles	0.889	+18%	
60380	Unstable Pump	0.444	+14%	
60381	Augmented Exhaust	0.333		+13%
60382	Specialist Igniter	0.111	+11%	
60383	Specialist Jets	0.111		+11%
60384	Upgraded Jets	0.0	+10%	
60385	Unstable Igniter	0.444	+14%	
60386	Synchronised Turbine	0.0	+10%	
60387	Augmented Igniter	0.0		+10%
60388	Unstable Dynamo	0.222		+12%
60389	Augmented Combustion Unit	0.667		+16%
60390	Augmented Tanks	0.444	+14%	
60391	Unstable Turbine	0.556	+15%	
60392	Unstable Nozzles	0.0		+10%
60393	Augmented Dynamo	0.333		+13%
60394	Unstable Tanks	0.889		+18%
60395	Upgraded Igniter	0.889		+18%
60396	Specialist Exhaust	0.0		+10%
60397	Specialist Diffuser	0.444	+14%	
60398	Augmented Dynamo	0.333		+13%
60399	Augmented Diffuser	0.0		+10%
60400	Upgraded Diffuser	0.556		+15%
60401	Unstable Tanks	0.0	+10%	
60402	Upgraded Nozzles	0.333		+13%
60403	Upgraded Diffuser	0.222		+12%
60404	Synchronised Diffuser	1.0		+19%
60405	Augmented Exhaust	0.0	+10%	
60406	Specialist Nozzles	0.222		+12%
60407	Unstable Jets	0.0		+10%
60408	Synchronised Diffuser	0.333	+13%	
60409	Augmented Jets	0.0		+10%
60410	Augmented Pump	0.333	+13%	
60411	Synchronised Combustion Unit	0.889	+18%	
60412	Unstable Turbine	0.889		+18%
60413	Specialist Igniter	0.444		+14%
60414	Synchronised Nozzles	0.0		+10%
60415	Augmented Nozzles	0.222		+12%
60416	Unstable Dynamo	0.0		+10%
60417	Specialist Dynamo	0.111	+11%	
60418	Unstable Igniter	0.111	+11%	
60419	Specialist Pump	0.0	+10%	
60420	Synchronised Jets	0.667	+16%	
60421	Augmented Pump	0.0		+10%
60422	Specialist Jets	0.111	+11%	
60423	Upgraded Jets	0.667		+16%
60424	Augmented Nozzles	0.556	+15%	
60425	Specialist Tanks	0.333		+13%
60426	Upgraded Combustion Unit	0.111		+11%
60427	Upgraded Igniter	1.0	+19%	
60428	Specialist Dynamo	0.111	+11%	
60429	Specialist Jets	0.889		+18%
60430	Upgraded Jets	0.889	+18%	
60431	Synchronised Nozzles	0.0		+10%
60432	Augmented Tanks	0.0	+10%	
60433	Specialist Exhaust	0.333		+13%
60434	Unstable Exhaust	0.0		+10%
60435	Synchronised Jets	0.0	+10%	
60436	Unstable Tanks	0.111	+11%	
60437	Augmented Turbine	0.222		+12%
60438	Augmented Dynamo	0.222		+12%
60439	Unstable Dynamo	1.0		+19%
60440	Synchronised Turbine	0.111	+11%	
60441	Augmented Dynamo	0.667	+16%	
60442	Synchronised Nozzles	0.333	+13%	
60443	Specialist Pump	0.222		+12%
60444	Synchronised Igniter	0.0		+10%
60445	Synchronised Igniter	1.0		+19%
60446	Unstable Diffuser	0.0		+10%
60447	Unstable Combustion Unit	0.222	+12%	
60448	Unstable Diffuser	0.333	+13%	
60449	Synchronised Igniter	0.0		+10%
60450	Upgraded Dynamo	0.444		+14%
60451	Unstable Tanks	0.556	+15%	
60452	Specialist Igniter	0.0		+10%
60453	Synchronised Combustion Unit	0.556		+15%
60454	Upgraded Turbine	0.889		+18%
60455	Upgraded Combustion Unit	0.667	+16%	
60456	Augmented Igniter	0.0		+10%
60457	Upgraded Igniter	0.111	+11%	
60458	Synchronised Turbine	0.778		+17%
60459	Augmented Turbine	0.778		+17%
60460	Synchronised Nozzles	0.0	+10%	
60461	Synchronised Combustion Unit	0.222	+12%	
60462	Upgraded Igniter	0.0	+10%	
60463	Specialist Turbine	0.556		+15%
60464	Upgraded Combustion Unit	0.0	+10%	
60465	Unstable Turbine	0.222		+12%
60466	Synchronised Tanks	0.444	+14%	
60467	Specialist Exhaust	0.222		+12%
60468	Upgraded Diffuser	0.0		+10%
60469	Specialist Jets	0.444		+14%
60470	Synchronised Pump	0.0	+10%	
60471	Unstable Exhaust	0.444	+14%	
60472	Upgraded Diffuser	0.111	+11%	
60473	Unstable Igniter	0.222	+12%	
60474	Unstable Turbine	1.0	+19%	
60475	Upgraded Combustion Unit	0.0	+10%	
60476	Upgraded Combustion Unit	0.111	+11%	
60477	Upgraded Exhaust	1.0	+19%	
60478	Unstable Igniter	0.778	+17%	
60479	Specialist Igniter	0.222	+12%	
60480	Synchronised Tanks	0.667		+16%
60481	Synchronised Pump	0.333		+13%
60482	Upgraded Igniter	0.0	+10%	
60483	Upgraded Nozzles	0.333		+13%
60484	Unstable Tanks	0.0	+10%	
60485	Synchronised Exhaust	0.333	+13%	
60486	Unstable Exhaust	0.667		+16%
60487	Unstable Jets	0.111		+11%
60488	Augmented Tanks	0.333	+13%	
60489	Augmented Dynamo	0.0	+10%	
60490	Augmented Igniter	0.667	+16%	
60491	Synchronised Diffuser	0.333	+13%	
60492	Specialist Igniter	0.0		+10%
60493	Synchronised Jets	0.0	+10%	
60494	Synchronised Exhaust	0.667		+16%
60495	Unstable Tanks	0.111		+11%
60496	Synchronised Combustion Unit	0.0		+10%
60497	Upgraded Tanks	0.556		+15%
60498	Specialist Jets	0.333		+13%
60499	Augmented Combustion Unit	0.556		+15%
60500	Unstable Igniter	0.0		+10%
60501	Augmented Turbine	0.0		+10%
60502	Specialist Pump	0.0	+10%	
60503	Synchronised Pump	0.778	+17%	
60504	Augmented Combustion Unit	0.333	+13%	
60505	Upgraded Tanks	0.0	+10%	
60506	Specialist Combustion Unit	0.444		+14%
60507	Specialist Jets	1.0	+19%	
60508	Specialist Diffuser	0.0	+10%	
60509	Augmented Igniter	0.222		+12%
60510	Specialist Diffuser	0.222		+12%
60511	Specialist Combustion Unit	0.0		+10%
60512	Specialist Tanks	0.0		+10%
60513	Upgraded Dynamo	0.0	+10%	
60514	Specialist Tanks	0.111	+11%	
60515	Specialist Tanks	0.222	+12%	
60516	Unstable Nozzles	0.333	+13%	
60517	Augmented Exhaust	0.333		+13%
60518	Augmented Dynamo	0.333	+13%	
60519	Augmented Exhaust	0.0	+10%	
60520	Augmented Combustion Unit	0.111		+11%
60521	Augmented Jets	0.0	+10%	
60522	Synchronised Exhaust	0.111		+11%
60523	Augmented Jets	0.222		+12%
60524	Upgraded Turbine	0.111		+11%
60525	Unstable Pump	0.0	+10%	
60526	Synchronised Combustion Unit	0.0	+10%	
60527	Specialist Turbine	0.889	+18%	
60528	Synchronised Combustion Unit	0.111		+11%
60529	Upgraded Pump	1.0	+19%	
60530	Upgraded Igniter	0.222	+12%	
60531	Unstable Combustion Unit	0.889	+18%	
60532	Upgraded Combustion Unit	0.444		+14%
60533	Unstable Dynamo	0.333	+13%	
60534	Augmented Combustion Unit	0.444		+14%
60535	Augmented Diffuser	0.556		+15%
60536	Upgraded Nozzles	0.0		+10%
60537	Augmented Pump	0.556		+15%
60538	Specialist Diffuser	0.556		+15%
60539	Augmented Nozzles	0.111	+11%	
60540	Upgraded Dynamo	0.222		+12%
60541	Specialist Pump	0.0		+10%
60542	Augmented Combustion Unit	0.889		+18%
60543	Synchronised Jets	0.111		+11%
60544	Synchronised Combustion Unit	0.444	+14%	
60545	Augmented Jets	1.0		+19%
60546	Augmented Turbine	0.333	+13%	
60547	Synchronised Exhaust	0.778		+17%
60548	Synchronised Combustion Unit	0.222		+12%
60549	Augmented Dynamo	0.222		+12%
60550	Unstable Exhaust	0.111	+11%	
60551	Unstable Tanks	0.333		+13%
60552	Upgraded Pump	0.111		+11%
60553	Specialist Combustion Unit	1.0		+19%
60554	Upgraded Turbine	0.444		+14%
60555	Specialist Turbine	0.0	+10%	
60556	Augmented Tanks	0.444	+14%	
60557	Unstable Dynamo	0.111	+11%	
60558	Specialist Nozzles	0.111		+11%
60559	Specialist Combustion Unit	0.0		+10%
60560	Specialist Combustion Unit	0.333	+13%	
60561	Augmented Igniter	0.556		+15%
60562	Augmented Igniter	0.111		+11%
60563	Synchronised Diffuser	0.0	+10%	
60564	Augmented Exhaust	0.667	+16%	
60565	Specialist Jets	0.444	+14%	
60566	Synchronised Pump	0.222		+12%
60567	Unstable Combustion Unit	0.444		+14%
60568	Augmented Pump	0.0	+10%	
60569	Unstable Dynamo	0.556	+15%	
60570	Upgraded Diffuser	0.556		+15%
60571	Synchronised Igniter	0.333	+13%	
60572	Augmented Combustion Unit	0.222	+12%	
60573	Augmented Nozzles	0.222	+12%	
60574	Specialist Turbine	0.0		+10%
60575	Synchronised Jets	0.556		+15%
60576	Upgraded Jets	0.889		+18%
60577	Synchronised Diffuser	0.444		+14%
60578	Upgraded Nozzles	0.0		+10%
60579	Upgraded Exhaust	0.333		+13%
60580	Augmented Exhaust	0.778		+17%
60581	Augmented Tanks	0.444		+14%
60582	Synchronised Pump	0.444	+14%	
60583	Specialist Pump	0.667	+16%	
60584	Specialist Igniter	0.0		+10%
60585	Upgraded Tanks	0.0	+10%	
60586	Synchronised Diffuser	0.778	+17%	
60587	Specialist Pump	0.111	+11%	
60588	Augmented Turbine	0.333	+13%	
60589	Specialist Dynamo	0.0	+10%	
60590	Upgraded Pump	0.667		+16%
60591	Upgraded Igniter	0.0		+10%
60592	Upgraded Pump	0.222	+12%	
60593	Upgraded Turbine	0.0	+10%	
60594	Unstable Exhaust	0.111	+11%	
60595	Specialist Combustion Unit	0.0	+10%	
60596	Synchronised Tanks	0.333	+13%	
60597	Synchronised Pump	0.0	+10%	
60598	Unstable Exhaust	0.0	+10%	
60599	Unstable Igniter	0.444	+14%	
60600	Upgraded Igniter	1.0	+19%	
60601	Unstable Tanks	1.0	+19%	
60602	Upgraded Nozzles	0.0	+10%	
60603	Augmented Diffuser	0.333		+13%
60604	Specialist Diffuser	0.556		+15%
60605	Upgraded Turbine	0.222		+12%
60606	Upgraded Diffuser	0.444		+14%
60607	Unstable Igniter	0.0	+10%	
60608	Augmented Igniter	0.111		+11%
60609	Synchronised Pump	0.889		+18%
60610	Upgraded Nozzles	0.556		+15%
60611	Upgraded Igniter	0.333		+13%
60612	Augmented Dynamo	0.111	+11%	
60613	Specialist Jets	0.889		+18%
60614	Specialist Diffuser	0.0		+10%
60615	Specialist Dynamo	0.111	+11%	
60616	Unstable Pump	0.222	+12%	
60617	Augmented Combustion Unit	0.0	+10%	
60618	Augmented Turbine	0.444	+14%	
60619	Specialist Tanks	0.0	+10%	
60620	Augmented Exhaust	0.222		+12%
60621	Augmented Diffuser	0.222		+12%
60622	Unstable Turbine	0.667	+16%	
60623	Augmented Diffuser	0.444	+14%	
60624	Upgraded Exhaust	0.333	+13%	
60625	Upgraded Nozzles	0.111		+11%
60626	Augmented Dynamo	0.0	+10%	
60627	Augmented Igniter	0.778		+17%
60628	Upgraded Igniter	0.0		+10%
60629	Specialist Nozzles	0.444		+14%
60630	Upgraded Tanks	0.0	+10%	
60631	Unstable Pump	0.444	+14%	
60632	Augmented Igniter	0.0	+10%	
60633	Unstable Igniter	0.778		+17%
60634	Specialist Dynamo	0.778		+17%
60635	Synchronised Jets	0.778	+17%	
60636	Augmented Exhaust	0.0		+10%
60637	Augmented Diffuser	0.0	+10%	
60638	Unstable Pump	0.667		+16%
60639	Synchronised Igniter	0.222		+12%
60640	Synchronised Diffuser	0.444	+14%	
60641	Specialist Igniter	0.0	+10%	
60642	Unstable Exhaust	0.222		+12%
60643	Synchronised Igniter	0.111	+11%	
60644	Upgraded Dynamo	0.556		+15%
60645	Unstable Dynamo	0.333	+13%	
60646	Specialist Diffuser	0.333	+13%	
60647	Specialist Combustion Unit	0.333	+13%	
60648	Synchronised Pump	0.0		+10%
60649	Specialist Combustion Unit	1.0	+19%	
60650	Synchronised Combustion Unit	0.0	+10%	
60651	Synchronised Jets	0.0		+10%
60652	Unstable Nozzles	0.667	+16%	
60653	Upgraded Exhaust	0.0	+10%	
60654	Upgraded Nozzles	0.222	+12%	
60655	Specialist Turbine	0.222	+12%	
60656	Specialist Nozzles	0.0		+10%
60657	Augmented Pump	0.333	+13%	
60658	Augmented Turbine	1.0		+19%
60659	Specialist Tanks	0.444	+14%	
60660	Augmented Combustion Unit	0.111		+11%
60661	Unstable Dynamo	1.0	+19%	
60662	Synchronised Nozzles	0.0	+10%	
60663	Synchronised Combustion Unit	0.0	+10%	
60664	Unstable Combustion Unit	0.667		+16%
60665	Specialist Igniter	1.0	+19%	
60666	Upgraded Jets	0.556	+15%	
60667	Augmented Diffuser	0.889		+18%
60668	Unstable Dynamo	0.556		+15%
60669	Augmented Nozzles	0.667		+16%
60670	Specialist Diffuser	0.778		+17%
60671	Augmented Turbine	0.111	+11%	
60672	Synchronised Turbine	0.0	+10%	
60673	Unstable Jets	0.556		+15%
60674	Specialist Dynamo	0.889		+18%
60675	Augmented Combustion Unit	0.0	+10%	
60676	Augmented Turbine	0.111		+11%
60677	Specialist Combustion Unit	0.111		+11%
60678	Synchronised Diffuser	0.667		+16%
60679	Synchronised Igniter	0.778	+17%	
60680	Augmented Pump	0.444		+14%
60681	Upgraded Dynamo	0.0		+10%
60682	Unstable Diffuser	0.778	+17%	
60683	Augmented Turbine	0.556	+15%	
60684	Synchronised Pump	1.0	+19%	
60685	Synchronised Jets	0.0	+10%	
60686	Augmented Exhaust	0.667	+16%	
60687	Augmented Diffuser	0.0	+10%	
60688	Specialist Exhaust	0.111		+11%
60689	Synchronised Diffuser	0.0		+10%
60690	Specialist Turbine	1.0		+19%
60691	Upgraded Nozzles	0.333		+13%
60692	Unstable Pump	0.0		+10%
60693	Unstable Pump	1.0	+19%	
60694	Synchronised Pump	0.444		+14%
60695	Augmented Nozzles	0.556	+15%	
60696	Synchronised Jets	0.889		+18%
60697	Upgraded Turbine	0.667		+16%
60698	Unstable Combustion Unit	0.111	+11%	
60699	Synchronised Jets	0.0	+10%	
60700	Synchronised Pump	0.222	+12%	
60701	Unstable Diffuser	0.0	+10%	
60702	Specialist Nozzles	0.111		+11%
60703	Unstable Turbine	0.111	+11%	
60704	Unstable Combustion Unit	0.556		+15%
60705	Augmented Turbine	0.222	+12%	
60706	Synchronised Igniter	0.889		+18%
60707	Specialist Dynamo	0.667	+16%	
60708	Unstable Diffuser	0.0	+10%	
60709	Augmented Jets	0.0		+10%
60710	Specialist Diffuser	0.333	+13%	
60711	Augmented Dynamo	0.333	+13%	
60712	Synchronised Combustion Unit	0.556	+15%	
60713	Synchronised Diffuser	0.0		+10%
60714	Upgraded Nozzles	0.667		+16%
60715	Synchronised Exhaust	0.222	+12%	
60716	Augmented Nozzles	0.222	+12%	
60717	Upgraded Tanks	0.0		+10%
60718	Upgraded Jets	0.111	+11%	
60719	Unstable Exhaust	0.556		+15%
60720	Upgraded Igniter	0.556		+15%
60721	Specialist Exhaust	0.778	+17%	
60722	Specialist Nozzles	0.333		+13%
60723	Augmented Diffuser	0.556		+15%
60724	Synchronised Turbine	0.0	+10%	
60725	Upgraded Combustion Unit	0.333	+13%	
60726	Synchronised Diffuser	1.0	+19%	
60727	Synchronised Igniter	0.778		+17%
60728	Unstable Igniter	0.556	+15%	
60729	Synchronised Turbine	0.667		+16%
60730	Upgraded Turbine	0.556		+15%
60731	Specialist Diffuser	0.0	+10%	
60732	Augmented Dynamo	0.111	+11%	
60733	Synchronised Combustion Unit	0.778	+17%	
60734	Augmented Exhaust	0.667	+16%	
60735	Augmented Igniter	0.0	+10%	
60736	Specialist Combustion Unit	0.0	+10%	
60737	Augmented Nozzles	0.222	+12%	
60738	Synchronised Nozzles	0.222		+12%
60739	Upgraded Pump	0.333		+13%
60740	Synchronised Nozzles	0.222	+12%	
60741	Unstable Nozzles	0.778	+17%	
60742	Unstable Jets	0.0		+10%
60743	Unstable Dynamo	0.556	+15%	
60744	Synchronised Nozzles	0.111		+11%
60745	Specialist Tanks	1.0		+19%
60746	Upgraded Pump	0.111		+11%
60747	Synchronised Exhaust	0.111		+11%
60748	Augmented Igniter	1.0		+19%
60749	Synchronised Jets	0.667		+16%
60750	Unstable Combustion Unit	0.333	+13%	
60751	Upgraded Nozzles	0.222		+12%
60752	Specialist Dynamo	0.778	+17%	
60753	Specialist Igniter	0.778		+17%
60754	Augmented Dynamo	0.0		+10%
60755	Augmented Diffuser	0.111		+11%
60756	Specialist Turbine	0.0		+10%
60757	Synchronised Jets	0.111	+11%	
60758	Specialist Turbine	0.444		+14%
60759	Upgraded Nozzles	0.0	+10%	
60760	Augmented Pump	0.333	+13%	
60761	Augmented Combustion Unit	0.0		+10%
60762	Unstable Exhaust	0.0	+10%	
60763	Unstable Jets	0.0		+10%
60764	Specialist Igniter	0.0	+10%	
60765	Synchronised Dynamo	0.111	+11%	
60766	Specialist Tanks	0.778		+17%
60767	Upgraded Igniter	1.0	+19%	
60768	Unstable Nozzles	0.222		+12%
60769	Augmented Turbine	0.0	+10%	
60770	Upgraded Pump	0.444		+14%
60771	Unstable Turbine	0.333		+13%
60772	Synchronised Dynamo	0.889		+18%
60773	Upgraded Igniter	0.111		+11%
60774	Synchronised Exhaust	0.0	+10%	
60775	Augmented Dynamo	0.667	+16%	
60776	Upgraded Exhaust	0.0	+10%	
60777	Unstable Diffuser	0.0	+10%	
60778	Augmented Combustion Unit	0.667	+16%	
60779	Specialist Jets	0.0	+10%	
60780	Augmented Diffuser	0.0		+10%
60781	Upgraded Igniter	0.0		+10%
60782	Unstable Turbine	0.0		+10%
60783	Augmented Diffuser	0.111		+11%
60784	Unstable Turbine	1.0	+19%	
60785	Augmented Exhaust	0.556	+15%	
60786	Augmented Combustion Unit	0.333	+13%	
60787	Unstable Exhaust	0.0	+10%	
60788	Unstable Turbine	0.0		+10%
60789	Specialist Nozzles	0.0		+10%
60790	Unstable Combustion Unit	0.0		+10%
60791	Unstable Igniter	0.556		+15%
60792	Upgraded Diffuser	0.0		+10%
60793	Synchronised Igniter	0.0	+10%	
60794	Augmented Tanks	0.111	+11%	
60795	Unstable Igniter	0.333	+13%	
60796	Synchronised Diffuser	0.889		+18%
60797	Synchronised Exhaust	0.556		+15%
60798	Synchronised Dynamo	0.889		+18%
60799	Specialist Combustion Unit	0.889	+18%	
60800	Unstable Tanks	0.0	+10%	
60801	Specialist Igniter	1.0		+19%
60802	Unstable Exhaust	0.333		+13%
60803	Augmented Combustion Unit	0.778	+17%	
60804	Synchronised Jets	0.0		+10%
60805	Unstable Combustion Unit	0.0	+10%	
60806	Augmented Turbine	0.0		+10%
60807	Specialist Dynamo	0.0		+10%
60808	Unstable Dynamo	0.0		+10%
60809	Unstable Diffuser	0.444	+14%	
60810	Synchronised Igniter	0.333	+13%	
60811	Specialist Dynamo	0.333		+13%
60812	Specialist Jets	0.0	+10%	
60813	Synchronised Pump	0.111		+11%
60814	Specialist Exhaust	0.0	+10%	
60815	Upgraded Igniter	0.333		+13%
60816	Unstable Pump	1.0	+19%	
60817	Unstable Jets	1.0	+19%	
60818	Specialist Combustion Unit	0.111	+11%	
60819	Upgraded Pump	0.111	+11%	
60820	Unstable Nozzles	0.0		+10%
60821	Specialist Nozzles	0.444	+14%	
60822	Synchronised Dynamo	0.111	+11%	
60823	Unstable Combustion Unit	0.111	+11%	
60824	Unstable Tanks	0.111	+11%	
60825	Specialist Combustion Unit	0.222		+12%
60826	Augmented Diffuser	0.444		+14%
60827	Unstable Combustion Unit	0.778		+17%
60828	Unstable Pump	0.111	+11%	
60829	Augmented Tanks	0.0	+10%	
60830	Augmented Pump	0.444		+14%
60831	Augmented Jets	0.0		+10%
60832	Specialist Pump	0.444	+14%	
60833	Unstable Exhaust	0.222	+12%	
60834	Synchronised Dynamo	0.444		+14%
60835	Synchronised Pump	0.222		+12%
60836	Augmented Igniter	0.0	+10%	
60837	Specialist Tanks	0.0		+10%
60838	Synchronised Nozzles	0.0	+10%	
60839	Synchronised Diffuser	0.889	+18%	
60840	Specialist Pump	0.222		+12%
60841	Unstable Diffuser	0.778	+17%	
60842	Specialist Pump	0.0		+10%
60843	Augmented Dynamo	0.111	+11%	
60844	Synchronised Igniter	0.556		+15%
60845	Augmented Combustion Unit	0.0	+10%	
60846	Augmented Exhaust	1.0		+19%
60847	Upgraded Dynamo	0.222	+12%	
60848	Unstable Nozzles	0.778		+17%
60849	Augmented Igniter	0.222		+12%
60850	Upgraded Nozzles	0.778		+17%
60851	Specialist Jets	0.111	+11%	
60852	Specialist Turbine	0.0		+10%
60853	Specialist Combustion Unit	0.889	+18%	
60854	Upgraded Exhaust	1.0		+19%
60855	Augmented Jets	0.889		+18%
60856	Specialist Jets	0.0	+10%	
60857	Synchronised Tanks	0.778		+17%
60858	Augmented Dynamo	0.444	+14%	
60859	Specialist Combustion Unit	0.889		+18%
60860	Synchronised Turbine	0.556	+15%	
60861	Specialist Tanks	0.889		+18%
60862	Augmented Turbine	0.222	+12%	
60863	Specialist Pump	0.111	+11%	
60864	Specialist Turbine	0.444	+14%	
60865	Synchronised Jets	0.778		+17%
60866	Augmented Exhaust	0.111		+11%
60867	Unstable Turbine	0.0		+10%
60868	Augmented Combustion Unit	0.222	+12%	
60869	Synchronised Turbine	0.778		+17%
60870	Synchronised Turbine	0.111		+11%
60871	Upgraded Diffuser	0.222	+12%	
60872	Augmented Dynamo	0.0	+10%	
60873	Augmented Diffuser	0.556		+15%
60874	Synchronised Tanks	0.556	+15%	
60875	Augmented Combustion Unit	0.333		+13%
60876	Unstable Igniter	0.111	+11%	
60877	Unstable Combustion Unit	0.0	+10%	
60878	Unstable Dynamo	0.778	+17%	
60879	Augmented Exhaust	0.222	+12%	
60880	Upgraded Jets	0.222	+12%	
60881	Synchronised Pump	0.889		+18%
60882	Specialist Tanks	0.0		+10%
60883	Synchronised Jets	0.0		+10%
60884	Unstable Jets	0.111	+11%	
60885	Augmented Dynamo	0.111	+11%	
60886	Unstable Combustion Unit	0.556		+15%
60887	Unstable Pump	0.444	+14%	
60888	Synchronised Jets	0.0		+10%
60889	Specialist Turbine	0.333	+13%	
60890	Unstable Pump	0.667	+16%	
60891	Upgraded Pump	0.222	+12%	
60892	Upgraded Igniter	0.667	+16%	
60893	Augmented Exhaust	0.0	+10%	
60894	Unstable Turbine	0.111	+11%	
60895	Synchronised Pump	0.0	+10%	
60896	Upgraded Nozzles	0.222		+12%
60897	Synchronised Igniter	0.0		+10%
60898	Specialist Turbine	1.0		+19%
60899	Augmented Combustion Unit	0.556	+15%	
60900	Specialist Igniter	0.0	+10%	
60901	Upgraded Jets	0.0		+10%
60902	Unstable Igniter	0.0		+10%
60903	Specialist Pump	0.333		+13%
60904	Specialist Exhaust	0.222	+12%	
60905	Augmented Turbine	0.222		+12%
60906	Unstable Diffuser	0.0	+10%	
60907	Specialist Jets	0.444		+14%
60908	Unstable Tanks	0.0		+10%
60909	Synchronised Diffuser	0.889	+18%	
60910	Augmented Dynamo	0.111		+11%
60911	Specialist Exhaust	0.222	+12%	
60912	Upgraded Tanks	0.333	+13%	
60913	Synchronised Pump	0.444		+14%
60914	Upgraded Tanks	1.0	+19%	
60915	Specialist Turbine	0.0		+10%
60916	Unstable Diffuser	0.222		+12%
60917	Synchronised Exhaust	0.778	+17%	
60918	Unstable Igniter	0.0	+10%	
60919	Augmented Jets	0.667		+16%
60920	Unstable Diffuser	0.0	+10%	
60921	Specialist Nozzles	0.0		+10%
60922	Unstable Tanks	0.333		+13%
60923	Specialist Tanks	0.111	+11%	
60924	Synchronised Tanks	0.889		+18%
60925	Specialist Turbine	0.0		+10%
60926	Augmented Nozzles	0.0		+10%
60927	Augmented Jets	0.333	+13%	
60928	Synchronised Tanks	1.0	+19%	
60929	Synchronised Nozzles	0.333		+13%
60930	Specialist Jets	0.222		+12%
60931	Upgraded Igniter	0.222	+12%	
60932	Specialist Diffuser	0.222	+12%	
60933	Upgraded Nozzles	0.333		+13%
60934	Synchronised Turbine	0.0		+10%
60935	Synchronised Exhaust	0.222		+12%
60936	Augmented Nozzles	0.444	+14%	
60937	Upgraded Tanks	0.0	+10%	
60938	Specialist Jets	0.0		+10%
60939	Upgraded Exhaust	0.0		+10%
60940	Synchronised Turbine	0.111		+11%
60941	Synchronised Combustion Unit	0.444	+14%	
60942	Unstable Diffuser	0.111		+11%
60943	Synchronised Pump	0.333		+13%
60944	Unstable Combustion Unit	1.0		+19%
60945	Augmented Jets	0.111	+11%	
60946	Unstable Exhaust	0.0	+10%	
60947	Augmented Nozzles	0.0		+10%
60948	Upgraded Pump	0.667	+16%	
60949	Augmented Jets	0.0		+10%
60950	Augmented Exhaust	0.111		+11%
60951	Specialist Nozzles	0.222		+12%
60952	Unstable Pump	0.0		+10%
60953	Augmented Exhaust	1.0		+19%
60954	Upgraded Dynamo	0.889		+18%
60955	Unstable Dynamo	0.222		+12%
60956	Augmented Pump	1.0		+19%
60957	Upgraded Igniter	0.111		+11%
60958	Specialist Diffuser	0.333	+13%	
60959	Specialist Igniter	1.0		+19%
60960	Augmented Tanks	0.0	+10%	
60961	Specialist Igniter	0.444	+14%	
60962	Augmented Turbine	0.0	+10%	
60963	Specialist Jets	0.556	+15%	
60964	Upgraded Dynamo	0.222	+12%	
60965	Unstable Tanks	0.111	+11%	
60966	Augmented Combustion Unit	0.444		+14%
60967	Upgraded Tanks	0.0		+10%
60968	Augmented Turbine	0.333	+13%	
60969	Unstable Turbine	0.0		+10%
60970	Synchronised Nozzles	0.556	+15%	
60971	Specialist Dynamo	0.222	+12%	
60972	Unstable Exhaust	0.111	+11%	
60973	Unstable Tanks	0.0		+10%
60974	Synchronised Exhaust	0.556		+15%
60975	Unstable Nozzles	0.0	+10%	
60976	Upgraded Jets	0.667	+16%	
60977	Specialist Dynamo	0.0	+10%	
60978	Synchronised Combustion Unit	0.0		+10%
60979	Unstable Jets	0.222		+12%
60980	Synchronised Combustion Unit	0.0		+10%
60981	Augmented Pump	0.333	+13%	
60982	Synchronised Combustion Unit	0.0	+10%	
