sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage
60068,Leaking Projector,0.417,+15%,+14%
60069,Fissured Iris,0.167,+19%,+12%
60070,Leaking Mirror,0.333,,+14%
60071,Leaking Iris,0.0,,+12%
60072,Fidgety Retina,0.292,+25%,
60073,Fissured Mirror,0.5,,+15%
60074,Stretched Projector,0.0,,+12%
60075,Fidgety Aperture,0.021,+12%,
60076,Nervous Mirror,0.333,,+14%
60077,Nervous Pupil,0.396,+30%,
60078,Leaking Aperture,0.0,,+12%
60079,Fidgety Aperture,0.5,+35%,
60080,Fidgety Projector,0.542,+21%,+14%
60081,Fissured Aperture,0.5,+11%,+15%
60082,Nervous Iris,0.542,+13%,+15%
60083,Nervous Reflector,0.333,+27%,
60084,Stretched Lens,0.083,+15%,
60085,Nervous Aperture,0.0,,+12%
60086,Fissured Aperture,0.083,+15%,
60087,Nervous Iris,0.0,+11%,+12%
60088,Nervous Lens,0.417,+31%,
60089,Leaking Cornea,0.0,,+12%
60090,Fidgety Projector,0.021,+12%,+12%
60091,Fissured Fluids,0.167,+19%,
60092,Stretched Pupil,0.438,+16%,+14%
60093,Nervous Mirror,0.333,,+14%
60094,Nervous Iris,0.0,,+12%
60095,Nervous Mirror,0.146,+18%,+12%
60096,Stretched Retina,0.0,,+12%
60097,Nervous Lens,0.271,+24%,
60098,Fidgety Aperture,0.062,+14%,+12%
60099,Leaking Cornea,0.104,+16%,
60100,Fidgety Cornea,0.0,,+12%
60101,Stretched Retina,0.021,+12%,+12%
60102,Stretched Reflector,0.479,+34%,
60103,Fissured Iris,0.0,,+12%
60104,Fissured Retina,0.5,,+15%
60105,Fissured Mirror,0.083,+15%,
60106,Nervous Fluids,0.333,,+14%
60107,Nervous Fluids,0.0,+11%,+12%
60108,Leaking Projector,0.0,+11%,
60109,Fidgety Mirror,0.5,,+15%
60110,Stretched Aperture,0.0,+11%,
60111,Fissured Lens,0.375,+29%,
60112,Fissured Aperture,0.396,+30%,
60113,Nervous Lens,0.167,+19%,
60114,Leaking Projector,0.5,+35%,
60115,Stretched Retina,0.0,+11%,
60116,Fissured Iris,0.042,+13%,
60117,Nervous Retina,0.021,+12%,
60118,Nervous Mirror,0.167,+19%,
60119,Nervous Aperture,0.292,+25%,
60120,Nervous Pupil,0.438,+32%,
60121,Nervous Mirror,0.188,+20%,
60122,Fissured Projector,0.312,+26%,
60123,Fissured Retina,0.312,+18%,+13%
60124,Fidgety Cornea,0.333,,+14%
60125,Fidgety Lens,0.333,,+14%
60126,Stretched Mirror,0.5,,+15%
60127,Fissured Cornea,0.208,+21%,+12%
60128,Fissured Aperture,0.333,,+14%
60129,Fissured Projector,0.0,,+12%
60130,Fidgety Projector,0.062,+14%,
60131,Leaking Pupil,0.062,+14%,+12%
60132,Fidgety Pupil,0.333,,+14%
60133,Fissured Fluids,0.0,+11%,
60134,Nervous Pupil,0.0,,+12%
60135,Fidgety Pupil,0.125,+17%,
60136,Fissured Pupil,0.5,,+15%
60137,Fidgety Fluids,0.167,,+13%
60138,Fissured Pupil,0.396,+30%,+12%
60139,Nervous Cornea,0.021,+12%,
60140,Fidgety Aperture,0.0,,+12%
60141,Nervous Retina,0.0,,+12%
60142,Stretched Aperture,0.271,+16%,+13%
60143,Nervous Cornea,0.0,,+12%
60144,Nervous Reflector,0.0,+11%,+12%
60145,Leaking Fluids,0.0,+11%,
60146,Leaking Retina,0.0,,+12%
60147,Stretched Iris,0.25,+15%,+13%
60148,Nervous Iris,0.312,+26%,
60149,Stretched Retina,0.167,+19%,
60150,Stretched Projector,0.333,,+14%
60151,Stretched Pupil,0.333,+27%,
60152,Fidgety Retina,0.417,+31%,
60153,Fissured Retina,0.167,,+13%
60154,Leaking Projector,0.542,+21%,+14%
60155,Nervous Lens,0.0,+11%,
60156,Nervous Mirror,0.0,+11%,
60157,Leaking Projector,0.167,,+13%
60158,Nervous Retina,0.375,+29%,
60159,Stretched Iris,0.0,,+12%
60160,Stretched Cornea,0.312,+26%,
60161,Leaking Projector,0.0,,+12%
60162,Stretched Aperture,0.354,+28%,
60163,Stretched Iris,0.167,,+13%
60164,Fissured Fluids,0.0,+11%,
60165,Leaking Cornea,0.333,,+14%
60166,Stretched Aperture,0.583,+23%,+14%
60167,Fissured Iris,0.021,+12%,
60168,Fissured Pupil,0.479,+18%,+14%
60169,Stretched Retina,0.0,,+12%
60170,Nervous Cornea,0.0,+11%,
60171,Leaking Lens,0.021,+12%,+12%
60172,Nervous Pupil,0.0,,+12%
60173,Stretched Pupil,0.312,+26%,
60174,Leaking Pupil,0.0,,+12%
60175,Stretched Aperture,0.0,+11%,
60176,Stretched Mirror,0.5,,+15%
60177,Nervous Reflector,0.0,,+12%
60178,Stretched Pupil,0.5,,+15%
60179,Fissured Pupil,0.167,,+13%
60180,Stretched Pupil,0.0,,+12%
60181,Stretched Aperture,0.833,+27%,+15%
60182,Fissured Iris,0.062,+14%,
60183,Fissured Pupil,0.208,+13%,+13%
60184,Leaking Retina,0.333,+27%,
60185,Fidgety Cornea,0.0,,+12%
60186,Fissured Projector,0.292,+25%,
60187,Fidgety Iris,0.146,+18%,
60188,Fissured Mirror,0.0,,+12%
60189,Leaking Fluids,0.0,+11%,+12%
60190,Leaking Mirror,0.479,+34%,
60191,Stretched Projector,0.062,+14%,
60192,Nervous Projector,0.021,+12%,
60193,Nervous Fluids,0.188,+20%,
60194,Fidgety Reflector,0.0,,+12%
60195,Nervous Retina,0.333,,+14%
60196,Stretched Lens,0.125,+17%,+12%
60197,Fissured Lens,0.208,+21%,
60198,Leaking Pupil,0.062,+14%,
60199,Nervous Cornea,0.5,,+15%
60200,Fissured Mirror,0.0,+11%,+12%
60201,Stretched Reflector,0.0,+11%,
60202,Nervous Pupil,0.208,+21%,
60203,Leaking Projector,0.021,+12%,
60204,Nervous Lens,0.0,,+12%
60205,Leaking Aperture,0.0,,+12%
60206,Stretched Reflector,0.333,,+14%
60207,Nervous Cornea,0.312,+26%,
60208,Fissured Reflector,0.125,+17%,+12%
60209,Fidgety Aperture,0.0,,+12%
60210,Fissured Retina,0.083,+15%,
60211,Stretched Projector,0.0,,+12%
60212,Fissured Aperture,0.146,+18%,
60213,Nervous Iris,0.0,,+12%
60214,Nervous Iris,0.875,+29%,+15%
60215,Stretched Fluids,0.0,,+12%
60216,Leaking Iris,0.167,+11%,+13%
60217,Stretched Aperture,0.167,+19%,
60218,Stretched Iris,0.104,+16%,
60219,Fissured Pupil,0.333,,+14%
60220,Nervous Mirror,0.0,,+12%
60221,Stretched Aperture,0.562,+14%,+15%
60222,Nervous Lens,0.396,+30%,+12%
60223,Fissured Projector,0.604,+16%,+15%
60224,Nervous Aperture,0.083,+15%,
60225,Fissured Lens,0.0,+11%,
60226,Stretched Pupil,0.021,+12%,
60227,Nervous Pupil,0.042,+13%,
60228,Nervous Projector,0.188,+20%,
60229,Leaking Pupil,0.375,+29%,
60230,Nervous Projector,0.167,,+13%
60231,Stretched Cornea,0.333,,+14%
60232,Stretched Reflector,0.333,,+14%
60233,Stretched Iris,0.333,,+14%
60234,Stretched Aperture,0.229,+22%,
60235,Leaking Lens,0.271,+24%,
60236,Leaking Fluids,0.167,+11%,+13%
60237,Leaking Fluids,0.0,,+12%
60238,Stretched Aperture,0.375,+29%,+12%
60239,Nervous Mirror,0.062,+14%,
60240,Fidgety Iris,0.271,+24%,+12%
60241,Nervous Retina,0.458,+33%,+12%
60242,Fissured Cornea,0.167,,+13%
60243,Fissured Iris,0.167,,+13%
60244,Stretched Mirror,0.167,,+13%
60245,Nervous Cornea,0.042,+13%,
60246,Fissured Projector,0.042,+13%,
60247,Fissured Pupil,0.0,+11%,
60248,Fissured Iris,0.167,+19%,
60249,Fidgety Iris,0.0,+11%,
60250,Fissured Aperture,0.104,+16%,
60251,Stretched Reflector,0.167,,+13%
60252,Fidgety Cornea,0.0,,+12%
60253,Fidgety Cornea,0.208,+21%,
60254,Leaking Pupil,0.5,,+15%
60255,Nervous Reflector,0.0,,+12%
60256,Stretched Lens,0.104,+16%,
60257,Nervous Cornea,0.083,+15%,
60258,Stretched Retina,0.167,,+13%
60259,Leaking Mirror,0.5,,+15%
60260,Fidgety Iris,0.333,,+14%
60261,Fidgety Projector,0.0,+11%,
60262,Leaking Fluids,0.312,+26%,
60263,Fissured Reflector,0.167,,+13%
60264,Leaking Retina,0.458,+33%,
60265,Stretched Projector,0.0,,+12%
60266,Fidgety Aperture,0.0,,+12%
60267,Stretched Fluids,0.0,,+12%
60268,Nervous Projector,0.021,+12%,
60269,Nervous Reflector,0.5,,+15%
60270,Fissured Aperture,0.062,+14%,
60271,Fidgety Cornea,0.333,+27%,
60272,Leaking Projector,0.062,+14%,
60273,Stretched Lens,0.167,,+13%
60274,Stretched Projector,0.0,,+12%
60275,Nervous Lens,0.0,,+12%
60276,Fidgety Cornea,0.167,+19%,
60277,Fissured Retina,0.417,+31%,
60278,Fidgety Reflector,0.208,+21%,
60279,Fissured Iris,0.0,+11%,
60280,Stretched Reflector,0.0,+11%,
60281,Fissured Mirror,0.021,+12%,
60282,Leaking Reflector,0.0,,+12%
60283,Fissured Reflector,0.417,+31%,+12%
60284,Stretched Cornea,0.333,,+14%
60285,Fissured Aperture,0.0,,+12%
60286,Stretched Lens,0.333,,+14%
60287,Fidgety Fluids,0.333,,+14%
60288,Fissured Fluids,0.333,,+14%
60289,Leaking Cornea,0.0,,+12%
60290,Fissured Pupil,0.0,,+12%
60291,Stretched Reflector,0.021,+12%,
60292,Fissured Fluids,0.0,+11%,
60293,Fidgety Iris,0.479,+34%,
60294,Fidgety Lens,0.0,,+12%
60295,Leaking Reflector,0.0,,+12%
60296,Fissured Projector,0.167,,+13%
60297,Fissured Mirror,0.083,+15%,+12%
60298,Fissured Iris,0.0,,+12%
60299,Leaking Reflector,0.0,,+12%
60300,Stretched Aperture,0.5,,+15%
60301,Stretched Pupil,0.0,,+12%
60302,Leaking Retina,0.0,,+12%
60303,Stretched Aperture,0.104,+16%,
60304,Fissured Iris,0.167,+19%,
60305,Fidgety Reflector,0.167,+19%,
60306,Fidgety Mirror,0.0,+11%,
60307,Stretched Aperture,0.396,+30%,
60308,Fidgety Lens,0.396,+30%,+12%
60309,Stretched Cornea,0.125,+17%,
60310,Fissured Fluids,0.271,+24%,
60311,Leaking Iris,0.0,,+12%
60312,Leaking Fluids,0.042,+13%,
60313,Fissured Aperture,0.271,+24%,
60314,Fissured Reflector,0.0,,+12%
60315,Fissured Reflector,0.0,,+12%
60316,Stretched Aperture,0.0,,+12%
60317,Leaking Reflector,0.208,+21%,
60318,Stretched Pupil,0.208,+21%,
60319,Leaking Aperture,0.812,+26%,+15%
60320,Fissured Reflector,0.333,,+14%
60321,Stretched Projector,0.0,+11%,
60322,Fissured Aperture,0.0,+11%,+12%
60323,Leaking Cornea,0.333,,+14%
60324,Nervous Mirror,0.0,+11%,
60325,Leaking Reflector,0.479,+34%,
60326,Leaking Retina,0.0,,+12%
60327,Stretched Lens,0.0,+11%,
60328,Fissured Retina,0.021,+12%,
60329,Nervous Cornea,0.0,,+12%
60330,Fissured Fluids,0.0,,+12%
60331,Nervous Reflector,0.333,,+14%
60332,Leaking Aperture,0.0,+11%,
60333,Stretched Projector,0.229,+22%,
60334,Stretched Pupil,0.0,+11%,
60335,Leaking Mirror,0.0,,+12%
60336,Nervous Retina,0.167,,+13%
60337,Leaking Mirror,0.5,+35%,
60338,Leaking Cornea,0.0,,+12%
60339,Fidgety Iris,0.021,+12%,
60340,Nervous Fluids,0.125,+17%,+12%
60341,Leaking Mirror,0.458,+33%,+12%
60342,Nervous Projector,0.0,,+12%
60343,Stretched Fluids,0.146,+18%,
60344,Fidgety Reflector,0.417,+23%,+13%
60345,Fidgety Iris,0.125,+17%,
60346,Fidgety Fluids,0.5,,+15%
60347,Nervous Reflector,0.5,,+15%
60348,Nervous Pupil,0.062,+14%,
60349,Nervous Aperture,0.146,+18%,
60350,Fissured Pupil,0.0,,+12%
60351,Nervous Iris,0.5,,+15%
60352,Fissured Fluids,0.0,,+12%
60353,Leaking Fluids,0.0,,+12%
60354,Stretched Projector,0.271,+24%,
60355,Fidgety Projector,0.021,+12%,
60356,Leaking Pupil,0.167,,+13%
60357,Fidgety Iris,0.042,+13%,+12%
60358,Stretched Lens,0.5,,+15%
60359,Nervous Aperture,0.0,,+12%
60360,Fissured Cornea,0.354,+28%,+12%
60361,Fidgety Iris,0.458,+33%,+12%
60362,Leaking Mirror,0.167,,+13%
60363,Leaking Aperture,0.312,+26%,
60364,Stretched Iris,0.25,+15%,+13%
60365,Stretched Fluids,0.5,,+15%
60366,Leaking Mirror,0.0,,+12%
60367,Fissured Cornea,0.0,+11%,
60368,Nervous Cornea,0.0,,+12%
60369,Fidgety Iris,0.0,+11%,+12%
60370,Nervous Mirror,0.208,+21%,
60371,Fidgety Mirror,0.0,+11%,+12%
60372,Fissured Retina,0.396,+30%,
60373,Fissured Aperture,0.292,+25%,
60374,Fissured Fluids,0.333,,+14%
60375,Nervous Mirror,0.458,+33%,
60376,Leaking Retina,0.042,+13%,
60377,Stretched Reflector,0.5,,+15%
60378,Fidgety Mirror,0.0,+11%,
60379,Fissured Projector,0.438,+32%,
60380,Nervous Iris,0.208,+21%,
60381,Fidgety Aperture,0.167,,+13%
60382,Fissured Retina,0.062,+14%,
60383,Fissured Cornea,0.0,,+12%
60384,Leaking Cornea,0.0,+11%,
60385,Nervous Retina,0.25,+23%,
60386,Stretched Pupil,0.0,+11%,
60387,Fidgety Retina,0.0,,+12%
60388,Nervous Fluids,0.167,,+13%
60389,Fidgety Mirror,0.438,+16%,+14%
60390,Fidgety Lens,0.708,+21%,+15%
60391,Nervous Pupil,0.271,+24%,
60392,Nervous Projector,0.0,,+12%
60393,Fidgety Fluids,0.167,,+13%
60394,Nervous Lens,0.5,,+15%
60395,Leaking Retina,0.5,,+15%
60396,Fissured Aperture,0.104,+16%,+12%
60397,Fissured Reflector,0.208,+21%,
60398,Fidgety Fluids,0.167,,+13%
60399,Fidgety Reflector,0.0,,+12%
60400,Leaking Reflector,0.333,,+14%
60401,Nervous Lens,0.0,+11%,
60402,Leaking Projector,0.167,,+13%
60403,Leaking Reflector,0.0,,+12%
60404,Stretched Reflector,0.5,,+15%
60405,Fidgety Aperture,0.0,+11%,
60406,Fissured Projector,0.167,,+13%
60407,Nervous Cornea,0.0,,+12%
60408,Stretched Reflector,0.146,+18%,+12%
60409,Fidgety Cornea,0.0,,+12%
60410,Fidgety Iris,0.146,+18%,
60411,Stretched Mirror,0.438,+32%,
60412,Nervous Pupil,0.5,,+15%
60413,Fissured Retina,0.167,,+13%
60414,Stretched Projector,0.0,,+12%
60415,Fidgety Projector,0.167,+11%,+13%
60416,Nervous Fluids,0.0,,+12%
60417,Fissured Fluids,0.083,+15%,
60418,Nervous Retina,0.042,+13%,
60419,Fissured Iris,0.0,+11%,
60420,Stretched Cornea,0.333,+27%,+12%
60421,Fidgety Iris,0.0,,+12%
60422,Fissured Cornea,0.083,+15%,
60423,Leaking Cornea,0.333,,+14%
60424,Fidgety Projector,0.292,+25%,
60425,Fissured Lens,0.167,,+13%
60426,Leaking Mirror,0.0,+11%,+12%
60427,Leaking Retina,0.479,+34%,
60428,Fissured Fluids,0.083,+15%,
60429,Fissured Cornea,0.5,,+15%
60430,Leaking Cornea,0.458,+33%,
60431,Stretched Projector,0.0,,+12%
60432,Fidgety Lens,0.333,+11%,+14%
60433,Fissured Aperture,0.167,,+13%
60434,Nervous Aperture,0.0,,+12%
60435,Stretched Cornea,0.021,+12%,
60436,Nervous Lens,0.042,+13%,
60437,Fidgety Pupil,0.208,+13%,+13%
60438,Fidgety Fluids,0.0,,+12%
60439,Nervous Fluids,0.5,,+15%
60440,Stretched Pupil,0.083,+15%,
60441,Fidgety Fluids,0.333,+27%,
60442,Stretched Projector,0.167,+19%,+12%
60443,Fissured Iris,0.0,,+12%
60444,Stretched Retina,0.0,,+12%
60445,Stretched Retina,0.5,,+15%
60446,Nervous Reflector,0.0,,+12%
60447,Nervous Mirror,0.146,+18%,+12%
60448,Nervous Reflector,0.188,+20%,
60449,Stretched Retina,0.375,+29%,+12%
60450,Leaking Fluids,0.167,,+13%
60451,Nervous Lens,0.458,+25%,+13%
60452,Fissured Retina,0.0,,+12%
60453,Stretched Mirror,0.333,,+14%
60454,Leaking Pupil,0.5,,+15%
60455,Leaking Mirror,0.312,+26%,
60456,Fidgety Retina,0.0,,+12%
60457,Leaking Retina,0.062,+14%,+12%
60458,Stretched Pupil,0.5,,+15%
60459,Fidgety Pupil,0.5,,+15%
60460,Stretched Projector,0.0,+11%,
60461,Stretched Mirror,0.104,+16%,
60462,Leaking Retina,0.042,+13%,
60463,Fissured Pupil,0.333,,+14%
60464,Leaking Mirror,0.0,+11%,+12%
60465,Nervous Pupil,0.0,,+12%
60466,Stretched Lens,0.229,+22%,
60467,Fissured Aperture,0.0,,+12%
60468,Leaking Reflector,0.0,+11%,+12%
60469,Fissured Cornea,0.167,,+13%
60470,Stretched Iris,0.0,+11%,
60471,Nervous Aperture,0.229,+22%,
60472,Leaking Reflector,0.042,+13%,
60473,Nervous Retina,0.125,+17%,+12%
60474,Nervous Pupil,0.458,+33%,+12%
60475,Leaking Mirror,0.042,+13%,
60476,Leaking Mirror,0.042,+13%,
60477,Leaking Aperture,0.458,+33%,
60478,Nervous Retina,0.396,+30%,
60479,Fissured Retina,0.104,+16%,
60480,Stretched Lens,0.375,+13%,+14%
60481,Stretched Iris,0.208,+13%,+13%
60482,Leaking Retina,0.0,+11%,
60483,Leaking Projector,0.167,,+13%
60484,Nervous Lens,0.0,+11%,
60485,Stretched Aperture,0.188,+20%,
60486,Nervous Aperture,0.333,,+14%
60487,Nervous Cornea,0.0,,+12%
60488,Fidgety Lens,0.167,+19%,
60489,Fidgety Fluids,0.0,+11%,
60490,Fidgety Retina,0.354,+28%,+12%
60491,Stretched Reflector,0.167,+19%,
60492,Fissured Retina,0.0,,+12%
60493,Stretched Cornea,0.0,+11%,
60494,Stretched Aperture,0.479,+18%,+14%
60495,Nervous Lens,0.062,+14%,+12%
60496,Stretched Mirror,0.0,,+12%
60497,Leaking Lens,0.333,,+14%
60498,Fissured Cornea,0.167,,+13%
60499,Fidgety Mirror,0.333,+11%,+14%
60500,Nervous Retina,0.0,,+12%
60501,Fidgety Pupil,0.0,,+12%
60502,Fissured Iris,0.021,+12%,
60503,Stretched Iris,0.375,+29%,
60504,Fidgety Mirror,0.188,+20%,
60505,Leaking Lens,0.0,+11%,
60506,Fissured Mirror,0.188,+12%,+13%
60507,Fissured Cornea,0.479,+34%,
60508,Fissured Reflector,0.0,+11%,
60509,Fidgety Retina,0.0,,+12%
60510,Fissured Reflector,0.0,,+12%
60511,Fissured Mirror,0.0,,+12%
60512,Fissured Lens,0.0,,+12%
60513,Leaking Fluids,0.042,+13%,+12%
60514,Fissured Lens,0.083,+15%,+12%
60515,Fissured Lens,0.146,+18%,
60516,Nervous Projector,0.188,+20%,
60517,Fidgety Aperture,0.167,,+13%
60518,Fidgety Fluids,0.188,+20%,
60519,Fidgety Aperture,0.0,+11%,
60520,Fidgety Mirror,0.0,,+12%
60521,Fidgety Cornea,0.021,+12%,
60522,Stretched Aperture,0.0,+11%,+12%
60523,Fidgety Cornea,0.0,,+12%
60524,Leaking Pupil,0.0,,+12%
60525,Nervous Iris,0.0,+11%,
60526,Stretched Mirror,0.021,+12%,
60527,Fissured Pupil,0.438,+32%,
60528,Stretched Mirror,0.0,,+12%
60529,Leaking Iris,0.5,+35%,
60530,Leaking Retina,0.146,+18%,
60531,Nervous Mirror,0.438,+32%,
60532,Leaking Mirror,0.167,,+13%
60533,Nervous Fluids,0.188,+20%,
60534,Fidgety Mirror,0.167,,+13%
60535,Fidgety Reflector,0.333,,+14%
60536,Leaking Projector,0.0,,+12%
60537,Fidgety Iris,0.333,,+14%
60538,Fissured Reflector,0.333,,+14%
60539,Fidgety Projector,0.417,+15%,+14%
60540,Leaking Fluids,0.167,,+13%
60541,Fissured Iris,0.0,,+12%
60542,Fidgety Mirror,0.5,,+15%
60543,Stretched Cornea,0.021,+12%,+12%
60544,Stretched Mirror,0.208,+21%,
60545,Fidgety Cornea,0.562,+14%,+15%
60546,Fidgety Pupil,0.188,+20%,
60547,Stretched Aperture,0.333,,+14%
60548,Stretched Mirror,0.0,,+12%
60549,Fidgety Fluids,0.25,+15%,+13%
60550,Nervous Aperture,0.083,+15%,
60551,Nervous Lens,0.167,,+13%
60552,Leaking Iris,0.021,+12%,+12%
60553,Fissured Mirror,0.5,,+15%
60554,Leaking Pupil,0.167,,+13%
60555,Fissured Pupil,0.021,+12%,
60556,Fidgety Lens,0.229,+22%,
60557,Nervous Fluids,0.417,+15%,+14%
60558,Fissured Projector,0.0,,+12%
60559,Fissured Mirror,0.021,+12%,+12%
60560,Fissured Mirror,0.146,+18%,
60561,Fidgety Retina,0.333,,+14%
60562,Fidgety Retina,0.0,,+12%
60563,Stretched Reflector,0.0,+11%,
60564,Fidgety Aperture,0.312,+26%,
60565,Fissured Cornea,0.208,+21%,
60566,Stretched Iris,0.167,,+13%
60567,Nervous Mirror,0.375,+21%,+13%
60568,Fidgety Iris,0.042,+13%,
60569,Nervous Fluids,0.271,+24%,
60570,Leaking Reflector,0.333,,+14%
60571,Stretched Retina,0.188,+20%,
60572,Fidgety Mirror,0.146,+18%,
60573,Fidgety Projector,0.125,+17%,
60574,Fissured Pupil,0.0,,+12%
60575,Stretched Cornea,0.333,,+14%
60576,Leaking Cornea,0.5,,+15%
60577,Stretched Reflector,0.167,,+13%
60578,Leaking Projector,0.0,,+12%
60579,Leaking Aperture,0.167,,+13%
60580,Fidgety Aperture,0.333,,+14%
60581,Fidgety Lens,0.167,,+13%
60582,Stretched Iris,0.208,+21%,
60583,Fissured Iris,0.312,+26%,
60584,Fissured Retina,0.0,,+12%
60585,Leaking Lens,0.0,+11%,
60586,Stretched Reflector,0.375,+29%,
60587,Fissured Iris,0.062,+14%,
60588,Fidgety Pupil,0.167,+19%,+12%
60589,Fissured Fluids,0.0,+11%,
60590,Leaking Iris,0.333,,+14%
60591,Leaking Retina,0.0,,+12%
60592,Leaking Iris,0.104,+16%,
60593,Leaking Pupil,0.0,+11%,
60594,Nervous Aperture,0.083,+15%,
60595,Fissured Mirror,0.0,+11%,
60596,Stretched Lens,0.188,+20%,
60597,Stretched Iris,0.042,+13%,+12%
60598,Nervous Aperture,0.0,+11%,
60599,Nervous Retina,0.229,+22%,
60600,Leaking Retina,0.479,+34%,
60601,Nervous Lens,0.458,+33%,+12%
60602,Leaking Projector,0.0,+11%,
60603,Fidgety Reflector,0.167,,+13%
60604,Fissured Reflector,0.333,,+14%
60605,Leaking Pupil,0.021,+12%,+12%
60606,Leaking Reflector,0.167,,+13%
60607,Nervous Retina,0.0,+11%,
60608,Fidgety Retina,0.0,,+12%
60609,Stretched Iris,0.5,,+15%
60610,Leaking Projector,0.333,,+14%
60611,Leaking Retina,0.542,+29%,+13%
60612,Fidgety Fluids,0.083,+15%,
60613,Fissured Cornea,0.5,,+15%
60614,Fissured Reflector,0.0,,+12%
60615,Fissured Fluids,0.083,+15%,
60616,Nervous Iris,0.146,+18%,
60617,Fidgety Mirror,0.0,+11%,
60618,Fidgety Pupil,0.208,+21%,
60619,Fissured Lens,0.0,+11%,+12%
60620,Fidgety Aperture,0.0,,+12%
60621,Fidgety Reflector,0.167,+11%,+13%
60622,Nervous Pupil,0.333,+27%,
60623,Fidgety Reflector,0.25,+23%,
60624,Leaking Aperture,0.146,+18%,
60625,Leaking Projector,0.0,,+12%
60626,Fidgety Fluids,0.0,+11%,
60627,Fidgety Retina,0.333,,+14%
60628,Leaking Retina,0.0,,+12%
60629,Fissured Projector,0.167,,+13%
60630,Leaking Lens,0.021,+12%,
60631,Nervous Iris,0.208,+21%,
60632,Fidgety Retina,0.0,+11%,
60633,Nervous Retina,0.333,,+14%
60634,Fissured Fluids,0.333,,+14%
60635,Stretched Cornea,0.375,+29%,
60636,Fidgety Aperture,0.0,,+12%
60637,Fidgety Reflector,0.0,+11%,
60638,Nervous Iris,0.333,,+14%
60639,Stretched Retina,0.0,,+12%
60640,Stretched Reflector,0.208,+21%,
60641,Fissured Retina,0.354,+12%,+14%
60642,Nervous Aperture,0.146,+18%,+12%
60643,Stretched Retina,0.083,+15%,
60644,Leaking Fluids,0.458,+17%,+14%
60645,Nervous Fluids,0.167,+19%,+12%
60646,Fissured Reflector,0.167,+19%,
60647,Fissured Mirror,0.167,+19%,+12%
60648,Stretched Iris,0.0,,+12%
60649,Fissured Mirror,0.479,+34%,+12%
60650,Stretched Mirror,0.0,+11%,+12%
60651,Stretched Cornea,0.0,,+12%
60652,Nervous Projector,0.354,+28%,
60653,Leaking Aperture,0.021,+12%,
60654,Leaking Projector,0.125,+17%,
60655,Fissured Pupil,0.146,+18%,
60656,Fissured Projector,0.0,,+12%
60657,Fidgety Iris,0.167,+19%,
60658,Fidgety Pupil,0.5,,+15%
60659,Fissured Lens,0.396,+22%,+13%
60660,Fidgety Mirror,0.0,,+12%
60661,Nervous Fluids,0.5,+35%,
60662,Stretched Projector,0.0,+11%,
60663,Stretched Mirror,0.0,+11%,
60664,Nervous Mirror,0.333,,+14%
60665,Fissured Retina,0.479,+34%,
60666,Leaking Cornea,0.25,+23%,
60667,Fidgety Reflector,0.5,,+15%
60668,Nervous Fluids,0.375,+13%,+14%
60669,Fidgety Projector,0.333,,+14%
60670,Fissured Reflector,0.5,,+15%
60671,Fidgety Pupil,0.25,+15%,+13%
60672,Stretched Pupil,0.0,+11%,
60673,Nervous Cornea,0.333,,+14%
60674,Fissured Fluids,0.729,+22%,+15%
60675,Fidgety Mirror,0.0,+11%,
60676,Fidgety Pupil,0.0,,+12%
60677,Fissured Mirror,0.0,,+12%
60678,Stretched Reflector,0.333,,+14%
60679,Stretched Retina,0.375,+29%,
60680,Fidgety Iris,0.167,,+13%
60681,Leaking Fluids,0.0,,+12%
60682,Nervous Reflector,0.354,+28%,
60683,Fidgety Pupil,0.292,+25%,+12%
60684,Stretched Iris,0.5,+35%,
60685,Stretched Cornea,0.021,+12%,+12%
60686,Fidgety Aperture,0.312,+26%,
60687,Fidgety Reflector,0.5,+11%,+15%
60688,Fissured Aperture,0.0,,+12%
60689,Stretched Reflector,0.0,,+12%
60690,Fissured Pupil,0.5,,+15%
60691,Leaking Projector,0.167,,+13%
60692,Nervous Iris,0.0,,+12%
60693,Nervous Iris,0.479,+34%,
60694,Stretched Iris,0.167,,+13%
60695,Fidgety Projector,0.271,+24%,
60696,Stretched Cornea,0.5,,+15%
60697,Leaking Pupil,0.333,,+14%
60698,Nervous Mirror,0.062,+14%,
60699,Stretched Cornea,0.0,+11%,
60700,Stretched Iris,0.104,+16%,
60701,Nervous Reflector,0.021,+12%,
60702,Fissured Projector,0.0,,+12%
60703,Nervous Pupil,0.062,+14%,
60704,Nervous Mirror,0.333,,+14%
60705,Fidgety Pupil,0.104,+16%,
60706,Stretched Retina,0.5,,+15%
60707,Fissured Fluids,0.312,+26%,
60708,Nervous Reflector,0.0,+11%,+12%
60709,Fidgety Cornea,0.375,+29%,+12%
60710,Fissured Reflector,0.146,+18%,
60711,Fidgety Fluids,0.188,+20%,
60712,Stretched Mirror,0.292,+25%,
60713,Stretched Reflector,0.125,+17%,+12%
60714,Leaking Projector,0.333,,+14%
60715,Stretched Aperture,0.146,+18%,
60716,Fidgety Projector,0.104,+16%,
60717,Leaking Lens,0.0,,+12%
60718,Leaking Cornea,0.062,+14%,+12%
60719,Nervous Aperture,0.333,,+14%
60720,Leaking Retina,0.333,,+14%
60721,Fissured Aperture,0.396,+30%,
