sep=,
Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
54585,Sticky Trunk Tissue,0.0,+6%,,
54586,Pungent Thorax,0.0,+6%,,
54587,Sticky Blood Sac,0.5,,+5%,
54588,Gooey Muscle,0.25,,+3%,
54589,Congealed Thorax,0.0,+6%,,
54590,Slimy Muscle,0.0,+6%,,
54591,Gooey Aorta,0.125,,,+2%
54592,Congealed Trunk Tissue,0.125,,+2%,
54593,Gooey Thorax,0.25,,+3%,
54594,Slimy Vessel,0.5,+10%,,
54595,Congealed Trunk Tissue,0.375,,,+4%
54596,Pungent Muscle,0.375,,,+4%
54597,Slimy Vessel,0.5,+10%,,
54598,Sticky Blood Pump,0.125,,,+2%
54599,Sticky Trunk Tissue,0.125,,,+2%
54600,Pungent Ventricle,0.25,+8%,,
54601,Pungent Trunk Tissue,0.0,,,+1%
54602,Sticky Muscle,0.125,,,+2%
54603,Gooey Ventricle,0.0,+6%,,
54604,Slimy Muscle,0.375,+9%,,
54605,Congealed Aorta,0.125,,,+2%
54606,Pungent Chamber,0.25,,,+3%
54607,Gooey Heart Lump,0.625,+10%,+2%,
54608,Congealed Thorax,0.5,+10%,,
54609,Sticky Blood Pump,0.125,,,+2%
54610,Gooey Thorax,0.25,,+3%,
54611,Sticky Blood Sac,0.375,+6%,+4%,
54612,Pungent Vessel,0.0,+6%,,
54613,Sticky Ventricle,0.125,,+2%,
54614,Congealed Aorta,0.125,,+2%,
54615,Sticky Ventricle,0.25,+8%,,
54616,Sticky Aorta,0.125,,+2%,
54617,Congealed Thorax,0.5,,+5%,
54618,Gooey Chamber,0.0,+6%,,
54619,Gooey Heart Lump,0.125,,+2%,
54620,Slimy Aorta,0.375,+9%,,
54621,Gooey Blood Pump,0.25,,,+3%
54622,Gooey Ventricle,0.25,,+3%,
54623,Sticky Chamber,0.125,+6%,+2%,
54624,Congealed Heart Lump,0.5,,,+5%
54625,Congealed Aorta,0.125,+7%,,
54626,Slimy Blood Sac,0.125,,,+2%
54627,Congealed Ventricle,0.125,,,+2%
54628,Gooey Thorax,0.25,+8%,,
54629,Congealed Vessel,0.5,+6%,+5%,
54630,Congealed Chamber,0.25,+8%,,
54631,Pungent Muscle,0.625,,+3%,+4%
54632,Congealed Aorta,0.375,,+4%,
54633,Sticky Chamber,0.125,,+2%,
54634,Congealed Vessel,0.0,+6%,,
54635,Congealed Chamber,0.125,+7%,,
54636,Slimy Thorax,0.25,,+2%,+2%
54637,Slimy Aorta,0.125,,+2%,
54638,Pungent Muscle,0.25,+8%,,
54639,Pungent Heart Lump,0.375,,+4%,
54640,Pungent Ventricle,0.125,,+2%,
54641,Slimy Thorax,0.0,+6%,,
54642,Congealed Ventricle,0.25,,+3%,
54643,Slimy Trunk Tissue,0.25,+8%,,
54644,Pungent Ventricle,0.5,,,+5%
54645,Gooey Vessel,0.125,+6%,,+2%
54646,Slimy Vessel,0.25,,+2%,+2%
54647,Congealed Chamber,0.0,+6%,,
54648,Sticky Trunk Tissue,0.125,+7%,,
54649,Slimy Vessel,0.25,+6%,,+3%
54650,Congealed Ventricle,0.0,+6%,,
54651,Sticky Chamber,0.0,+6%,,
54652,Congealed Aorta,0.0,+6%,,
54653,Gooey Aorta,0.125,,,+2%
54654,Slimy Blood Pump,0.25,,,+3%
54655,Sticky Muscle,0.125,,+2%,
54656,Pungent Blood Pump,0.5,,+5%,
54657,Sticky Blood Pump,0.25,+8%,,
54658,Congealed Blood Sac,0.125,,,+2%
54659,Gooey Thorax,0.125,,+2%,
54660,Gooey Trunk Tissue,0.5,,+5%,
54661,Congealed Blood Sac,0.375,,,+4%
54662,Gooey Thorax,0.375,+6%,+4%,
54663,Congealed Blood Pump,0.25,,+3%,
54664,Sticky Ventricle,0.125,,+2%,
54665,Congealed Vessel,0.25,+8%,,
54666,Congealed Chamber,0.125,,,+2%
54667,Pungent Trunk Tissue,0.375,,+4%,
54668,Sticky Chamber,0.375,,+4%,
54669,Sticky Aorta,0.5,,+5%,
54670,Gooey Heart Lump,0.125,,,+2%
54671,Pungent Vessel,0.125,,,+2%
54672,Pungent Thorax,0.125,,+2%,
54673,Sticky Aorta,0.125,,+2%,
54674,Slimy Muscle,0.125,+7%,,
54675,Slimy Muscle,0.125,,,+2%
54676,Gooey Trunk Tissue,0.625,,+3%,+4%
54677,Sticky Ventricle,0.125,,+2%,
54678,Gooey Heart Lump,0.125,,+2%,
54679,Pungent Chamber,0.25,,+3%,
54680,Congealed Ventricle,0.0,,,+1%
54681,Congealed Thorax,0.375,,+3%,+2%
54682,Gooey Ventricle,0.5,,,+5%
54683,Slimy Thorax,0.25,,+3%,
54684,Gooey Blood Pump,0.125,,+2%,
54685,Pungent Blood Sac,0.375,+9%,,
54686,Gooey Blood Sac,0.125,,,+2%
54687,Slimy Muscle,0.125,,,+2%
54688,Sticky Blood Sac,0.5,,,+5%
54689,Gooey Ventricle,0.25,+7%,,+2%
54690,Sticky Blood Pump,0.0,,,+1%
54691,Sticky Heart Lump,0.125,,+2%,
54692,Pungent Ventricle,0.125,,,+2%
54693,Sticky Heart Lump,0.375,,,+4%
54694,Sticky Blood Sac,0.0,+6%,,
54695,Sticky Muscle,0.25,+8%,,
54696,Pungent Heart Lump,0.25,+8%,,
54697,Pungent Blood Sac,0.125,,,+2%
54698,Congealed Vessel,0.25,,+3%,
54699,Pungent Ventricle,0.125,,+2%,
54700,Congealed Aorta,0.125,,+2%,
54701,Slimy Trunk Tissue,0.25,+8%,,
54702,Gooey Blood Pump,0.125,+7%,,
54703,Sticky Muscle,0.125,,,+2%
54704,Congealed Muscle,0.125,,,+2%
54705,Congealed Blood Pump,0.0,+6%,,
54706,Slimy Blood Pump,0.125,,,+2%
54707,Sticky Heart Lump,0.125,+7%,,
54708,Congealed Muscle,0.625,,+2%,+5%
54709,Congealed Chamber,0.25,,,+3%
54710,Sticky Vessel,0.625,+10%,,+2%
54711,Slimy Thorax,0.25,,,+3%
54712,Pungent Trunk Tissue,0.125,,+2%,
54713,Congealed Aorta,0.125,,,+2%
54714,Congealed Aorta,0.0,+6%,,
54715,Gooey Blood Pump,0.25,+8%,,
54716,Slimy Vessel,0.375,,+4%,
54717,Sticky Chamber,0.5,,,+5%
54718,Gooey Heart Lump,0.25,,+2%,+2%
54719,Congealed Blood Pump,0.5,,+4%,+2%
54720,Sticky Chamber,0.125,,,+2%
54721,Pungent Heart Lump,0.125,,,+2%
54722,Sticky Muscle,0.375,,+4%,
54723,Slimy Ventricle,0.125,+7%,,
54724,Sticky Heart Lump,0.25,,,+3%
54725,Congealed Blood Pump,0.5,+9%,,+2%
54726,Sticky Thorax,0.5,+10%,,
54727,Congealed Aorta,0.125,,+2%,
54728,Pungent Vessel,0.125,,+2%,
54729,Slimy Blood Sac,0.625,,+3%,+4%
54730,Gooey Vessel,0.5,,+5%,
54731,Sticky Ventricle,0.0,+6%,,
54732,Slimy Thorax,0.25,,,+3%
54733,Pungent Chamber,0.0,+6%,,
54734,Sticky Blood Pump,0.0,+6%,,
54735,Pungent Aorta,0.125,,,+2%
54736,Gooey Muscle,0.0,,,+1%
54737,Congealed Muscle,0.25,,,+3%
54738,Congealed Vessel,0.125,+7%,,
54739,Slimy Trunk Tissue,0.25,,,+3%
54740,Slimy Ventricle,0.375,,,+4%
54741,Slimy Thorax,0.5,,+5%,
54742,Slimy Trunk Tissue,0.125,,+2%,
54743,Sticky Heart Lump,0.0,+6%,,
54744,Slimy Muscle,0.375,,+4%,
54745,Gooey Heart Lump,0.25,+8%,,
54746,Gooey Trunk Tissue,0.375,,+4%,
54747,Sticky Trunk Tissue,0.125,,,+2%
54748,Pungent Blood Sac,0.125,,,+2%
54749,Sticky Aorta,0.25,,+2%,+2%
54750,Gooey Heart Lump,0.125,,+2%,
54751,Slimy Vessel,0.125,,+2%,
54752,Congealed Blood Pump,0.25,+6%,,+3%
54753,Sticky Aorta,0.5,+9%,,+2%
54754,Gooey Aorta,0.125,,+2%,
54755,Sticky Chamber,0.25,+8%,,
54756,Gooey Aorta,0.0,+6%,,
54757,Pungent Vessel,0.125,,,+2%
54758,Slimy Muscle,0.125,,+2%,
54759,Gooey Heart Lump,0.75,,+3%,+5%
54760,Gooey Trunk Tissue,0.125,,+2%,
54761,Congealed Heart Lump,0.25,,+2%,+2%
54762,Pungent Chamber,0.125,+6%,,+2%
54763,Pungent Chamber,0.125,+7%,,
54764,Sticky Thorax,0.125,,+2%,
54765,Slimy Thorax,0.0,+6%,,
54766,Congealed Blood Sac,0.125,,,+2%
54767,Congealed Ventricle,0.125,,,+2%
54768,Congealed Chamber,0.375,,,+4%
54769,Gooey Heart Lump,0.375,+9%,,
54770,Sticky Muscle,0.125,,,+2%
54771,Pungent Heart Lump,0.375,,,+4%
54772,Slimy Heart Lump,0.375,+9%,,
54773,Slimy Blood Pump,0.5,+10%,,
54774,Sticky Aorta,0.0,,,+1%
54775,Sticky Ventricle,0.25,,+3%,
54776,Congealed Blood Sac,0.25,+8%,,
54777,Sticky Ventricle,0.25,,,+3%
54778,Pungent Ventricle,0.5,,+5%,
54779,Gooey Muscle,0.125,,,+2%
54780,Gooey Aorta,0.125,+7%,,
54781,Sticky Blood Pump,0.5,+9%,+2%,
54782,Congealed Blood Sac,0.0,+6%,,
54783,Pungent Blood Pump,0.25,,,+3%
54784,Congealed Ventricle,0.125,+6%,+2%,
54785,Congealed Muscle,0.125,+7%,,
54786,Congealed Heart Lump,0.25,,+2%,+2%
54787,Congealed Thorax,0.375,,+4%,
54788,Pungent Trunk Tissue,0.125,,,+2%
54789,Sticky Blood Sac,0.25,,,+3%
54790,Pungent Blood Pump,0.125,,,+2%
54791,Sticky Heart Lump,0.375,+9%,,
54792,Sticky Muscle,0.125,,+2%,
54793,Congealed Blood Pump,0.0,+6%,,
54794,Slimy Heart Lump,0.125,,,+2%
54795,Sticky Chamber,0.0,+6%,,
54796,Congealed Aorta,0.125,,+2%,
54797,Slimy Heart Lump,0.875,+10%,,+4%
54798,Gooey Blood Sac,0.125,,+2%,
54799,Slimy Ventricle,0.0,+6%,,
54800,Slimy Blood Pump,0.125,,+2%,
54801,Sticky Thorax,0.0,+6%,,
54802,Gooey Blood Sac,0.25,+8%,,
54803,Congealed Blood Pump,0.25,,,+3%
54804,Congealed Ventricle,0.125,,+2%,
54805,Sticky Chamber,0.125,,+2%,
54806,Gooey Vessel,0.375,,,+4%
54807,Gooey Heart Lump,0.375,,,+4%
54808,Slimy Heart Lump,0.125,+6%,,+2%
54809,Slimy Aorta,0.125,+7%,,
54810,Sticky Blood Sac,0.125,,,+2%
54811,Gooey Thorax,0.125,,+2%,
54812,Sticky Chamber,0.125,,,+2%
54813,Congealed Muscle,0.5,,+5%,
54814,Gooey Heart Lump,0.25,+8%,,
54815,Gooey Ventricle,0.125,,,+2%
54816,Gooey Thorax,0.25,+8%,,
54817,Congealed Blood Pump,0.125,,,+2%
54818,Pungent Vessel,0.25,+8%,,
54819,Sticky Chamber,0.25,+8%,,
54820,Slimy Blood Pump,0.5,,+5%,
54821,Slimy Aorta,0.5,+9%,,+2%
54822,Slimy Trunk Tissue,0.5,+10%,,
54823,Pungent Blood Pump,0.125,,,+2%
54824,Slimy Chamber,0.625,,+5%,+2%
54825,Gooey Trunk Tissue,0.0,+6%,,
54826,Sticky Thorax,0.125,+6%,,+2%
54827,Pungent Blood Pump,0.375,,+4%,
54828,Sticky Heart Lump,0.0,+6%,,
54829,Gooey Trunk Tissue,0.125,,,+2%
54830,Gooey Muscle,0.125,,,+2%
54831,Congealed Ventricle,0.375,,,+4%
54832,Gooey Ventricle,0.625,,+4%,+3%
54833,Gooey Heart Lump,0.25,+8%,,
54834,Gooey Chamber,0.125,,+2%,
54835,Congealed Thorax,0.375,+6%,,+4%
54836,Slimy Trunk Tissue,0.0,+6%,,
54837,Congealed Heart Lump,0.125,+7%,,
54838,Gooey Trunk Tissue,0.125,,,+2%
54839,Slimy Aorta,0.125,,,+2%
54840,Sticky Thorax,0.25,+8%,,
54841,Pungent Heart Lump,0.5,+7%,+4%,
54842,Gooey Trunk Tissue,0.125,,,+2%
54843,Gooey Chamber,0.5,,+4%,+2%
54844,Congealed Chamber,0.25,,+2%,+2%
54845,Gooey Blood Pump,0.625,+10%,,+2%
54846,Slimy Trunk Tissue,0.0,,+1%,
54847,Congealed Thorax,0.25,,,+3%
54848,Gooey Chamber,0.625,+7%,+5%,
54849,Sticky Ventricle,0.5,,+5%,
54850,Congealed Blood Sac,0.0,+6%,,
54851,Congealed Thorax,0.125,,+2%,
54852,Slimy Aorta,0.0,+6%,,
54853,Sticky Ventricle,0.375,,+4%,
54854,Slimy Chamber,0.125,+7%,,
54855,Congealed Thorax,0.25,+8%,,
54856,Gooey Vessel,0.125,,,+2%
54857,Slimy Aorta,0.625,,+3%,+4%
54858,Slimy Chamber,0.125,,+2%,
54859,Congealed Vessel,0.125,+7%,,
54860,Sticky Blood Pump,0.375,,+4%,
54861,Slimy Heart Lump,0.5,,+5%,
54862,Congealed Heart Lump,0.125,,,+2%
54863,Sticky Vessel,0.125,,+2%,
54864,Pungent Blood Pump,0.375,+9%,,
54865,Pungent Vessel,0.125,,,+2%
54866,Pungent Heart Lump,0.125,+7%,,
54867,Sticky Ventricle,0.0,,,+1%
54868,Pungent Ventricle,0.5,,,+5%
54869,Pungent Blood Sac,0.375,,+4%,
54870,Gooey Muscle,0.125,,+2%,
54871,Slimy Muscle,0.375,,+4%,
54872,Slimy Trunk Tissue,0.125,,,+2%
54873,Gooey Thorax,0.125,+6%,+2%,
54874,Pungent Heart Lump,0.125,,,+2%
54875,Congealed Ventricle,0.375,,,+4%
54876,Sticky Trunk Tissue,0.25,,,+3%
54877,Congealed Ventricle,0.25,,+3%,
54878,Pungent Thorax,0.375,,,+4%
54879,Congealed Muscle,0.0,+6%,,
54880,Gooey Blood Pump,0.125,,+2%,
54881,Sticky Blood Sac,0.375,+8%,,+2%
54882,Pungent Ventricle,0.125,,,+2%
54883,Congealed Aorta,0.375,+9%,,
54884,Slimy Aorta,0.125,,+2%,
54885,Sticky Ventricle,0.125,+7%,,
54886,Sticky Chamber,0.625,,+5%,+2%
54887,Slimy Thorax,0.125,,,+2%
54888,Congealed Ventricle,0.125,,,+2%
54889,Sticky Muscle,0.375,+8%,+2%,
54890,Slimy Thorax,0.0,+6%,,
54891,Slimy Heart Lump,0.25,+8%,,
54892,Sticky Muscle,0.0,+6%,,
54893,Sticky Ventricle,0.5,+9%,,+2%
54894,Sticky Vessel,0.25,,+3%,
54895,Slimy Chamber,0.625,+8%,,+4%
54896,Pungent Blood Sac,0.125,,+2%,
54897,Slimy Ventricle,0.125,,,+2%
54898,Congealed Ventricle,0.75,+8%,+5%,
54899,Sticky Ventricle,0.25,,,+3%
54900,Pungent Chamber,0.0,+6%,,
54901,Slimy Blood Pump,0.0,+6%,,
54902,Congealed Ventricle,0.125,,+2%,
54903,Sticky Vessel,0.0,+6%,,
54904,Gooey Aorta,0.5,+10%,,
54905,Pungent Heart Lump,0.125,+7%,,
54906,Slimy Vessel,0.125,,+2%,+1%
54907,Congealed Blood Pump,0.125,+7%,,
54908,Congealed Blood Sac,0.375,,+4%,
54909,Slimy Vessel,0.25,,,+3%
54910,Slimy Aorta,0.375,,+3%,+2%
54911,Pungent Heart Lump,0.25,,+3%,
54912,Pungent Trunk Tissue,0.25,,+3%,
54913,Slimy Thorax,0.125,,,+2%
54914,Sticky Blood Sac,0.125,,,+2%
54915,Gooey Ventricle,0.25,,+3%,
54916,Slimy Chamber,0.25,,+2%,+2%
54917,Congealed Chamber,0.25,+7%,,+2%
54918,Pungent Muscle,0.0,+6%,,
54919,Pungent Thorax,0.125,,,+2%
54920,Slimy Aorta,0.125,,+2%,
54921,Congealed Blood Sac,0.5,+10%,,
54922,Sticky Heart Lump,0.25,+7%,+2%,
54923,Gooey Aorta,0.125,,+2%,
54924,Slimy Ventricle,0.75,+9%,,+4%
54925,Slimy Thorax,0.125,+7%,,
54926,Pungent Blood Pump,0.125,+7%,,
54927,Slimy Muscle,0.25,,+3%,
54928,Congealed Blood Pump,0.25,,+3%,
54929,Congealed Chamber,0.125,,+2%,
54930,Pungent Thorax,0.5,+9%,,+2%
54931,Slimy Aorta,0.125,,,+2%
54932,Pungent Muscle,0.0,+6%,,
54933,Sticky Trunk Tissue,0.375,+9%,,
54934,Congealed Blood Sac,0.125,,+2%,
54935,Sticky Aorta,0.125,,+2%,
54936,Gooey Ventricle,0.125,,,+2%
54937,Sticky Blood Sac,0.125,,+2%,
54938,Gooey Thorax,0.0,+6%,,
54939,Sticky Trunk Tissue,0.125,,,+2%
54940,Gooey Chamber,0.25,,,+3%
54941,Slimy Blood Sac,0.25,,,+3%
54942,Slimy Aorta,0.125,,,+2%
54943,Pungent Thorax,0.125,,,+2%
54944,Congealed Aorta,0.125,+7%,,
54945,Gooey Muscle,0.125,,+2%,
54946,Gooey Chamber,0.375,,+4%,
54947,Slimy Heart Lump,0.125,,,+2%
54948,Slimy Blood Pump,0.125,+6%,,+2%
54949,Pungent Vessel,0.25,,+3%,
54950,Slimy Blood Sac,0.125,+6%,,+2%
54951,Pungent Blood Sac,0.25,+6%,,+3%
54952,Pungent Aorta,0.375,,+4%,
54953,Slimy Thorax,0.125,,+2%,
54954,Pungent Thorax,0.25,+8%,,
54955,Congealed Thorax,0.125,,+2%,
54956,Congealed Chamber,0.125,,,+2%
54957,Pungent Vessel,0.375,+9%,,
54958,Sticky Vessel,0.25,,+3%,
54959,Slimy Trunk Tissue,0.375,+9%,,
54960,Sticky Blood Pump,0.0,+6%,,
54961,Slimy Chamber,0.5,,,+5%
54962,Gooey Ventricle,0.625,,+5%,+2%
54963,Slimy Thorax,0.5,,+2%,+4%
54964,Slimy Muscle,0.125,,+2%,
54965,Pungent Trunk Tissue,0.125,,,+2%
54966,Gooey Ventricle,0.375,+9%,,
54967,Slimy Blood Pump,0.125,,,+2%
54968,Gooey Trunk Tissue,0.875,,+4%,+5%
54969,Gooey Thorax,0.125,,+2%,
54970,Congealed Trunk Tissue,0.25,+7%,,+2%
54971,Congealed Blood Sac,0.375,,,+4%
54972,Congealed Chamber,0.125,,+2%,
54973,Pungent Vessel,0.375,,+4%,
54974,Pungent Blood Pump,0.125,,,+2%
54975,Pungent Muscle,0.25,+8%,,
54976,Slimy Ventricle,0.125,+7%,,
54977,Sticky Vessel,0.5,,+5%,
54978,Pungent Vessel,0.375,,,+4%
54979,Pungent Ventricle,0.5,,+4%,+2%
54980,Pungent Vessel,0.125,,,+2%
54981,Congealed Aorta,0.125,,,+2%
54982,Sticky Vessel,0.5,+10%,,
54983,Pungent Trunk Tissue,0.375,+9%,,
54984,Pungent Vessel,0.125,,+2%,
54985,Sticky Muscle,0.25,,,+3%
54986,Sticky Thorax,0.25,,,+3%
54987,Gooey Trunk Tissue,0.25,,,+3%
54988,Sticky Muscle,0.125,,,+2%
54989,Congealed Muscle,0.5,,+2%,+4%
54990,Gooey Aorta,0.125,,+2%,
54991,Sticky Ventricle,0.5,,+5%,
54992,Slimy Aorta,0.0,+6%,,
54993,Slimy Thorax,0.125,,+2%,
54994,Congealed Trunk Tissue,0.0,+6%,,
54995,Gooey Aorta,0.375,+8%,,+2%
54996,Congealed Vessel,0.125,,,+2%
54997,Congealed Heart Lump,0.0,+6%,,
54998,Slimy Vessel,0.125,,+2%,
54999,Gooey Heart Lump,0.0,+6%,,
55000,Slimy Blood Sac,0.375,,+4%,
55001,Pungent Chamber,0.125,,,+2%
55002,Pungent Trunk Tissue,0.0,+6%,,
55003,Sticky Muscle,0.5,,,+5%
55004,Congealed Aorta,0.125,,+2%,
55005,Congealed Heart Lump,0.375,,,+4%
55006,Congealed Trunk Tissue,0.5,+10%,,
55007,Sticky Heart Lump,0.125,,,+2%
55008,Slimy Ventricle,0.375,,,+4%
55009,Slimy Chamber,0.25,,,+3%
55010,Pungent Heart Lump,0.125,,,+2%
55011,Slimy Muscle,0.0,+6%,,
55012,Gooey Blood Sac,0.5,,+4%,+2%
55013,Slimy Heart Lump,0.125,,,+2%
55014,Congealed Ventricle,0.375,,,+4%
55015,Sticky Aorta,0.25,,+3%,
55016,Gooey Muscle,0.25,+8%,,
55017,Congealed Chamber,0.5,,+5%,
55018,Sticky Chamber,0.125,,+2%,
55019,Gooey Aorta,0.125,,,+2%
55020,Congealed Muscle,0.5,,+4%,+2%
55021,Slimy Blood Pump,0.375,,,+4%
55022,Slimy Blood Pump,0.375,,,+4%
55023,Slimy Muscle,0.375,+6%,+4%,
55024,Slimy Blood Pump,0.125,,,+2%
55025,Gooey Blood Pump,0.375,,+4%,
55026,Slimy Blood Pump,0.5,,,+5%
55027,Sticky Aorta,0.5,,+5%,
55028,Congealed Muscle,0.125,,,+2%
55029,Congealed Ventricle,0.625,,+5%,+2%
55030,Congealed Muscle,0.375,,+2%,+3%
55031,Congealed Muscle,0.125,,,+2%
55032,Sticky Vessel,0.5,+6%,+5%,
55033,Gooey Aorta,0.0,+6%,,
55034,Sticky Aorta,0.5,,,+5%
55035,Congealed Blood Pump,0.375,,,+4%
55036,Sticky Ventricle,0.25,+8%,,
55037,Pungent Aorta,0.375,,+4%,
55038,Sticky Ventricle,0.25,,+3%,
55039,Congealed Aorta,0.25,,+2%,+2%
55040,Gooey Muscle,0.25,+8%,,
55041,Gooey Ventricle,0.0,+6%,,
55042,Congealed Trunk Tissue,0.125,,+2%,
55043,Pungent Aorta,0.375,+9%,,
55044,Gooey Muscle,0.75,+10%,+3%,
55045,Slimy Muscle,0.125,,,+2%
55046,Slimy Heart Lump,0.5,+9%,+2%,
55047,Pungent Heart Lump,0.125,,,+2%
55048,Gooey Blood Pump,0.125,+6%,,+2%
55049,Gooey Blood Sac,0.25,+8%,,
55050,Pungent Thorax,0.875,,+4%,+5%
55051,Sticky Chamber,0.125,,,+2%
55052,Sticky Heart Lump,0.375,+9%,,
55053,Pungent Trunk Tissue,0.125,,+2%,
55054,Pungent Blood Pump,0.125,,,+2%
55055,Slimy Vessel,0.5,,+5%,
55056,Congealed Ventricle,0.25,+8%,,
55057,Slimy Trunk Tissue,0.0,+6%,,
55058,Gooey Ventricle,0.125,,,+2%
55059,Slimy Ventricle,0.0,+6%,,
55060,Congealed Vessel,0.0,+6%,,
55061,Slimy Thorax,0.125,+6%,,+2%
55062,Slimy Aorta,0.125,,,+2%
55063,Gooey Vessel,0.25,+8%,,
55064,Congealed Muscle,0.125,,,+2%
55065,Sticky Blood Sac,0.25,,,+3%
55066,Gooey Trunk Tissue,0.0,+6%,,
55067,Gooey Trunk Tissue,0.5,+6%,+5%,
55068,Gooey Thorax,0.375,,+4%,
55069,Pungent Chamber,0.0,,,+1%
55070,Slimy Thorax,0.125,,+2%,
55071,Congealed Heart Lump,0.5,,,+5%
55072,Pungent Aorta,0.125,,+2%,
55073,Gooey Blood Sac,0.5,+6%,,+5%
55074,Pungent Blood Pump,0.375,,+4%,
55075,Gooey Trunk Tissue,0.125,,+2%,
55076,Gooey Blood Sac,0.75,+9%,+4%,
55077,Congealed Chamber,0.25,,+3%,
55078,Pungent Trunk Tissue,0.25,,+3%,
55079,Gooey Muscle,0.125,,+2%,
55080,Congealed Thorax,0.25,,+3%,
55081,Pungent Muscle,0.375,,+4%,
55082,Congealed Trunk Tissue,0.0,+6%,,
55083,Congealed Blood Sac,0.375,,+4%,
55084,Pungent Blood Pump,0.375,,,+4%
55085,Pungent Chamber,0.125,,+2%,
55086,Pungent Trunk Tissue,0.25,+7%,,+2%
55087,Sticky Blood Pump,0.125,+7%,,
55088,Pungent Vessel,0.25,+7%,+2%,
55089,Sticky Trunk Tissue,0.25,,,+3%
55090,Gooey Trunk Tissue,0.125,+7%,,
55091,Gooey Ventricle,0.25,+8%,,
55092,Gooey Vessel,0.125,,+2%,
55093,Sticky Aorta,0.25,,+3%,
55094,Slimy Ventricle,0.125,+7%,,
55095,Slimy Blood Sac,0.5,+10%,,
55096,Sticky Trunk Tissue,0.375,+9%,,
55097,Pungent Muscle,0.125,,,+2%
55098,Slimy Chamber,0.375,,,+4%
55099,Gooey Ventricle,0.125,,,+2%
55100,Congealed Chamber,0.125,,,+2%
55101,Slimy Chamber,0.25,+6%,+3%,
55102,Gooey Blood Pump,0.125,,,+2%
55103,Congealed Vessel,0.25,,+2%,+2%
55104,Congealed Aorta,0.25,,+3%,+1%
55105,Sticky Chamber,0.25,,+3%,
55106,Gooey Chamber,0.25,,+3%,
55107,Pungent Aorta,0.875,,+5%,+4%
55108,Congealed Trunk Tissue,0.25,,+3%,
55109,Gooey Aorta,0.125,,+2%,
55110,Sticky Ventricle,0.125,,,+2%
55111,Gooey Thorax,0.125,,+2%,
55112,Congealed Muscle,0.0,+6%,,
55113,Gooey Vessel,0.125,,,+2%
55114,Pungent Muscle,0.25,,+3%,
55115,Congealed Blood Pump,0.125,,,+2%
55116,Pungent Ventricle,0.375,,+4%,
55117,Pungent Blood Sac,0.375,,+4%,
55118,Sticky Vessel,0.0,+6%,,
55119,Slimy Blood Sac,0.25,,+3%,
55120,Slimy Heart Lump,0.25,,+3%,
55121,Congealed Ventricle,0.125,+7%,,
55122,Congealed Muscle,0.125,,+2%,
55123,Pungent Trunk Tissue,0.375,,+4%,
55124,Congealed Muscle,0.125,,,+2%
55125,Gooey Ventricle,0.25,,+2%,+2%
55126,Pungent Ventricle,0.125,,,+2%
55127,Congealed Muscle,0.125,,+2%,
55128,Sticky Chamber,0.125,,,+2%
55129,Slimy Chamber,0.125,,+2%,
55130,Sticky Blood Sac,0.125,,,+2%
55131,Congealed Blood Pump,0.375,+8%,+2%,
55132,Pungent Trunk Tissue,0.25,,+3%,
55133,Congealed Thorax,0.125,,,+2%
55134,Gooey Aorta,0.375,,+4%,
55135,Gooey Aorta,0.375,,,+4%
55136,Congealed Vessel,0.125,,,+2%
55137,Pungent Blood Pump,0.125,+6%,,+2%
55138,Gooey Muscle,0.125,,,+2%
55139,Congealed Chamber,0.125,,,+2%
55140,Slimy Thorax,0.125,,,+2%
55141,Pungent Muscle,0.25,,+2%,+2%
55142,Congealed Muscle,0.125,,,+2%
55143,Slimy Blood Pump,0.25,+8%,,
55144,Congealed Chamber,0.125,,,+2%
55145,Slimy Blood Sac,0.25,+7%,+2%,
55146,Pungent Chamber,0.0,+6%,,
55147,Sticky Ventricle,0.125,,+2%,
55148,Pungent Vessel,0.375,,,+4%
55149,Pungent Chamber,0.125,,+2%,
55150,Gooey Blood Pump,0.125,+6%,+2%,
55151,Congealed Ventricle,0.0,+6%,,
55152,Slimy Trunk Tissue,0.375,,+4%,
55153,Congealed Trunk Tissue,0.25,,+3%,
55154,Sticky Aorta,0.125,,+2%,
55155,Pungent Chamber,0.125,,,+2%
55156,Gooey Chamber,0.375,,+3%,+2%
55157,Sticky Blood Sac,0.125,,,+2%
55158,Slimy Ventricle,0.25,,+3%,
55159,Sticky Ventricle,0.125,+7%,,
55160,Gooey Vessel,0.125,,+2%,
55161,Slimy Ventricle,0.375,,+4%,
55162,Congealed Trunk Tissue,0.125,+6%,,+2%
55163,Pungent Aorta,0.375,,,+4%
55164,Slimy Thorax,0.5,,+4%,+2%
55165,Slimy Thorax,0.25,+8%,,
55166,Gooey Blood Sac,0.125,,+2%,
55167,Pungent Vessel,0.125,+6%,,+2%
55168,Gooey Ventricle,0.5,,+5%,
55169,Gooey Thorax,0.125,+6%,+2%,
55170,Gooey Aorta,0.125,,,+2%
55171,Gooey Blood Pump,0.125,+7%,,
55172,Gooey Heart Lump,0.5,+10%,,
55173,Congealed Aorta,0.125,,+2%,
55174,Sticky Trunk Tissue,0.125,,+2%,
55175,Pungent Muscle,0.375,,+4%,
55176,Congealed Blood Pump,0.5,,,+5%
