Seed	Name	Perfection	Ship_Weapons_Lasers_HeatTime	Ship_Weapons_Lasers_Damage
48702	Sleepless Iris	0.4	+91%	+24%
48703	Chromatic Retina	0.075	+78%	+24%
48704	Heavenly Cornea	0.35	+89%	+24%
48705	Translucent Pupil	0.642	+94%	+25%
48706	Sleepless Reflector	0.192	+76%	+25%
48707	Chromatic Pupil	0.05	+77%	+24%
48708	Heavenly Retina	0.25	+85%	+24%
48709	Sleepless Reflector	0.217	+77%	+25%
48710	Sleepless Iris	0.417	+85%	+25%
48711	Vibrant Iris	0.658	+88%	+26%
48712	Sleepless Retina	0.358	+76%	+26%
48713	Sleepless Reflector	0.508	+82%	+26%
48714	Chromatic Cornea	0.25	+85%	+24%
48715	Heavenly Reflector	0.65	+81%	+27%
48716	Vibrant Pupil	0.05	+77%	+24%
48717	Vibrant Cornea	0.833	+95%	+26%
48718	Sleepless Fluids	0.667	+95%	+25%
48719	Vibrant Fluids	0.708	+90%	+26%
48720	Translucent Pupil	0.15	+81%	+24%
48721	Translucent Lens	0.825	+88%	+27%
48722	Heavenly Mirror	0.375	+90%	+24%
48723	Vibrant Mirror	0.342	+82%	+25%
48724	Heavenly Lens	0.658	+88%	+26%
48725	Chromatic Reflector	0.35	+89%	+24%
48726	Heavenly Projector	0.975	+94%	+27%
48727	Vibrant Mirror	0.583	+85%	+26%
48728	Translucent Cornea	0.7	+83%	+27%
48729	Heavenly Projector	0.05	+77%	+24%
48730	Sleepless Mirror	0.2	+83%	+24%
48731	Vibrant Mirror	0.417	+85%	+25%
48732	Heavenly Reflector	0.425	+92%	+24%
48733	Translucent Aperture	0.15	+81%	+24%
48734	Sleepless Aperture	0.25	+85%	+24%
48735	Translucent Projector	0.525	+76%	+27%
48736	Sleepless Projector	0.425	+92%	+24%
48737	Chromatic Lens	0.025	+76%	+24%
48738	Sleepless Cornea	0.517	+89%	+25%
48739	Sleepless Fluids	0.733	+91%	+26%
48740	Translucent Lens	0.95	+93%	+27%
48741	Translucent Iris	0.192	+76%	+25%
48742	Heavenly Pupil	0.242	+78%	+25%
48743	Translucent Retina	0.583	+85%	+26%
48744	Vibrant Pupil	0.375	+90%	+24%
48745	Chromatic Projector	0.192	+76%	+25%
48746	Translucent Projector	0.408	+78%	+26%
48747	Heavenly Aperture	0.267	+79%	+25%
48748	Translucent Reflector	0.317	+81%	+25%
48749	Chromatic Pupil	0.025	+76%	+24%
48750	Translucent Cornea	0.733	+91%	+26%
48751	Heavenly Retina	0.417	+85%	+25%
48752	Heavenly Mirror	0.45	+93%	+24%
48753	Heavenly Mirror	0.592	+92%	+25%
48754	Vibrant Reflector	0.05	+77%	+24%
48755	Vibrant Aperture	0.408	+78%	+26%
48756	Vibrant Reflector	0.267	+79%	+25%
48757	Sleepless Lens	0.608	+86%	+26%
48758	Heavenly Projector	0.05	+77%	+24%
48759	Heavenly Pupil	0.358	+76%	+26%
48760	Chromatic Reflector	0.1	+79%	+24%
48761	Sleepless Aperture	0.3	+87%	+24%
48762	Sleepless Cornea	0.192	+76%	+25%
48763	Translucent Fluids	0.1	+79%	+24%
48764	Vibrant Projector	0.25	+85%	+24%
48765	Translucent Iris	0.525	+76%	+27%
48766	Chromatic Reflector	0.925	+92%	+27%
48767	Heavenly Cornea	0.325	+88%	+24%
48768	Sleepless Aperture	0.525	+76%	+27%
48769	Chromatic Fluids	0.533	+83%	+26%
48770	Heavenly Fluids	0.458	+80%	+26%
48771	Heavenly Lens	0.125	+80%	+24%
48772	Sleepless Aperture	0.15	+81%	+24%
48773	Chromatic Aperture	0.467	+87%	+25%
48774	Chromatic Reflector	0.65	+81%	+27%
48775	Heavenly Mirror	0.708	+90%	+26%
48776	Vibrant Mirror	0.358	+76%	+26%
48777	Heavenly Mirror	0.725	+84%	+27%
48778	Sleepless Lens	0.592	+92%	+25%
48779	Heavenly Projector	0.4	+91%	+24%
48780	Chromatic Fluids	0.025	+76%	+24%
48781	Heavenly Aperture	0.492	+88%	+25%
48782	Chromatic Lens	0.458	+80%	+26%
48783	Sleepless Retina	0.075	+78%	+24%
48784	Sleepless Fluids	0.508	+82%	+26%
48785	Heavenly Cornea	0.5	+95%	+24%
48786	Vibrant Mirror	0.392	+84%	+25%
48787	Translucent Mirror	0.55	+77%	+27%
48788	Sleepless Reflector	0.658	+88%	+26%
48789	Chromatic Fluids	0.525	+76%	+27%
48790	Vibrant Lens	0.192	+76%	+25%
48791	Translucent Cornea	0.675	+82%	+27%
48792	Translucent Cornea	0.542	+90%	+25%
48793	Translucent Cornea	0.625	+80%	+27%
48794	Vibrant Iris	0.875	+90%	+27%
48795	Translucent Mirror	0.267	+79%	+25%
48796	Translucent Pupil	0.433	+79%	+26%
48797	Chromatic Mirror	0.25	+85%	+24%
48798	Heavenly Iris	0.025	+76%	+24%
48799	Vibrant Projector	0.225	+84%	+24%
48800	Chromatic Cornea	0.317	+81%	+25%
48801	Chromatic Reflector	0.2	+83%	+24%
48802	Vibrant Lens	0.292	+80%	+25%
48803	Vibrant Aperture	0.408	+78%	+26%
48804	Translucent Cornea	0.725	+84%	+27%
48805	Chromatic Fluids	0.425	+92%	+24%
48806	Vibrant Aperture	0.125	+80%	+24%
48807	Translucent Projector	0.192	+76%	+25%
48808	Heavenly Iris	0.325	+88%	+24%
48809	Vibrant Retina	0.85	+89%	+27%
48810	Heavenly Projector	0.05	+77%	+24%
48811	Heavenly Reflector	0.267	+79%	+25%
48812	Translucent Cornea	0.408	+78%	+26%
48813	Sleepless Retina	0.125	+80%	+24%
48814	Vibrant Cornea	0.025	+76%	+24%
48815	Vibrant Lens	0.025	+76%	+24%
48816	Vibrant Reflector	0.2	+83%	+24%
48817	Translucent Cornea	1.0	+95%	+27%
48818	Chromatic Iris	0.025	+76%	+24%
48819	Heavenly Reflector	0.658	+88%	+26%
48820	Sleepless Projector	0.783	+93%	+26%
48821	Chromatic Mirror	0.45	+93%	+24%
48822	Heavenly Aperture	0.783	+93%	+26%
48823	Vibrant Iris	0.15	+81%	+24%
48824	Sleepless Projector	0.192	+76%	+25%
48825	Translucent Mirror	0.55	+77%	+27%
48826	Chromatic Iris	0.558	+84%	+26%
48827	Heavenly Pupil	0.375	+90%	+24%
48828	Translucent Fluids	0.075	+78%	+24%
48829	Heavenly Lens	0.533	+83%	+26%
48830	Sleepless Pupil	0.525	+76%	+27%
48831	Translucent Reflector	0.708	+90%	+26%
48832	Vibrant Retina	0.5	+95%	+24%
48833	Heavenly Retina	0.4	+91%	+24%
48834	Sleepless Retina	0.025	+76%	+24%
48835	Vibrant Iris	0.192	+76%	+25%
48836	Chromatic Lens	0.567	+91%	+25%
48837	Chromatic Aperture	0.4	+91%	+24%
48838	Sleepless Aperture	0.075	+78%	+24%
48839	Vibrant Projector	0.025	+76%	+24%
48840	Vibrant Mirror	0.592	+92%	+25%
48841	Vibrant Lens	0.325	+88%	+24%
48842	Vibrant Pupil	0.15	+81%	+24%
48843	Translucent Projector	0.475	+94%	+24%
48844	Translucent Iris	0.217	+77%	+25%
48845	Chromatic Iris	0.35	+89%	+24%
48846	Heavenly Projector	0.05	+77%	+24%
48847	Chromatic Reflector	0.192	+76%	+25%
48848	Translucent Iris	0.358	+76%	+26%
48849	Translucent Retina	0.242	+78%	+25%
48850	Vibrant Aperture	0.492	+88%	+25%
48851	Heavenly Iris	0.025	+76%	+24%
48852	Chromatic Lens	0.8	+87%	+27%
48853	Sleepless Mirror	0.533	+83%	+26%
48854	Heavenly Retina	0.025	+76%	+24%
48855	Chromatic Lens	0.025	+76%	+24%
48856	Sleepless Lens	0.05	+77%	+24%
48857	Heavenly Mirror	0.15	+81%	+24%
48858	Translucent Lens	0.525	+76%	+27%
48859	Heavenly Cornea	0.675	+82%	+27%
48860	Vibrant Reflector	0.55	+77%	+27%
48861	Heavenly Lens	0.517	+89%	+25%
48862	Heavenly Iris	0.442	+86%	+25%
48863	Translucent Cornea	0.525	+76%	+27%
48864	Translucent Pupil	0.192	+76%	+25%
48865	Chromatic Retina	0.358	+76%	+26%
48866	Vibrant Pupil	0.125	+80%	+24%
48867	Sleepless Fluids	0.542	+90%	+25%
48868	Chromatic Aperture	0.633	+87%	+26%
48869	Vibrant Lens	0.267	+79%	+25%
48870	Chromatic Pupil	0.758	+92%	+26%
48871	Translucent Iris	0.342	+82%	+25%
48872	Heavenly Reflector	0.192	+76%	+25%
48873	Chromatic Lens	0.525	+76%	+27%
48874	Translucent Pupil	0.217	+77%	+25%
48875	Sleepless Cornea	0.95	+93%	+27%
48876	Chromatic Cornea	0.325	+88%	+24%
48877	Chromatic Projector	0.267	+79%	+25%
48878	Vibrant Cornea	0.317	+81%	+25%
48879	Sleepless Mirror	0.9	+91%	+27%
48880	Chromatic Mirror	0.025	+76%	+24%
48881	Chromatic Pupil	0.2	+83%	+24%
48882	Heavenly Reflector	0.9	+91%	+27%
48883	Vibrant Pupil	0.025	+76%	+24%
48884	Translucent Cornea	0.383	+77%	+26%
48885	Heavenly Retina	0.45	+93%	+24%
48886	Chromatic Pupil	0.025	+76%	+24%
48887	Heavenly Iris	0.225	+84%	+24%
48888	Sleepless Lens	0.542	+90%	+25%
48889	Chromatic Fluids	0.292	+80%	+25%
48890	Sleepless Mirror	0.242	+78%	+25%
48891	Translucent Aperture	0.275	+86%	+24%
48892	Heavenly Projector	0.3	+87%	+24%
48893	Vibrant Iris	0.808	+94%	+26%
48894	Heavenly Cornea	0.025	+76%	+24%
48895	Heavenly Iris	0.475	+94%	+24%
48896	Vibrant Mirror	0.625	+80%	+27%
48897	Heavenly Projector	0.125	+80%	+24%
48898	Chromatic Pupil	0.4	+91%	+24%
48899	Chromatic Cornea	0.458	+80%	+26%
48900	Sleepless Aperture	0.45	+93%	+24%
48901	Heavenly Iris	0.3	+87%	+24%
48902	Sleepless Pupil	0.1	+79%	+24%
48903	Translucent Fluids	0.192	+76%	+25%
48904	Sleepless Mirror	0.55	+77%	+27%
48905	Heavenly Retina	0.475	+94%	+24%
48906	Sleepless Projector	0.025	+76%	+24%
48907	Chromatic Retina	0.525	+76%	+27%
48908	Chromatic Aperture	0.475	+94%	+24%
48909	Sleepless Iris	0.242	+78%	+25%
48910	Chromatic Projector	0.05	+77%	+24%
48911	Translucent Mirror	0.192	+76%	+25%
48912	Sleepless Aperture	0.242	+78%	+25%
48913	Sleepless Mirror	0.533	+83%	+26%
48914	Translucent Mirror	0.025	+76%	+24%
48915	Heavenly Lens	0.192	+76%	+25%
48916	Chromatic Projector	0.517	+89%	+25%
48917	Chromatic Iris	0.667	+95%	+25%
48918	Heavenly Lens	0.2	+83%	+24%
48919	Heavenly Reflector	0.275	+86%	+24%
48920	Chromatic Reflector	0.358	+76%	+26%
48921	Vibrant Cornea	0.025	+76%	+24%
48922	Sleepless Mirror	0.192	+76%	+25%
48923	Heavenly Cornea	0.358	+76%	+26%
48924	Vibrant Fluids	0.458	+80%	+26%
48925	Vibrant Lens	0.3	+87%	+24%
48926	Sleepless Lens	0.383	+77%	+26%
48927	Sleepless Projector	0.175	+82%	+24%
48928	Translucent Iris	0.242	+78%	+25%
48929	Translucent Iris	0.025	+76%	+24%
48930	Heavenly Reflector	0.383	+77%	+26%
48931	Heavenly Projector	0.542	+90%	+25%
48932	Chromatic Iris	0.358	+76%	+26%
48933	Heavenly Iris	0.025	+76%	+24%
48934	Heavenly Iris	0.025	+76%	+24%
48935	Translucent Cornea	0.442	+86%	+25%
48936	Heavenly Iris	0.533	+83%	+26%
48937	Translucent Fluids	0.05	+77%	+24%
48938	Heavenly Cornea	0.2	+83%	+24%
48939	Sleepless Retina	0.225	+84%	+24%
48940	Heavenly Cornea	0.125	+80%	+24%
48941	Heavenly Pupil	0.425	+92%	+24%
48942	Heavenly Aperture	0.575	+78%	+27%
48943	Heavenly Pupil	0.517	+89%	+25%
48944	Vibrant Reflector	0.125	+80%	+24%
48945	Vibrant Retina	0.633	+87%	+26%
48946	Heavenly Reflector	0.292	+80%	+25%
48947	Sleepless Mirror	0.192	+76%	+25%
48948	Chromatic Fluids	0.2	+83%	+24%
48949	Translucent Projector	0.2	+83%	+24%
48950	Translucent Fluids	0.9	+91%	+27%
48951	Sleepless Fluids	0.192	+76%	+25%
48952	Chromatic Projector	0.025	+76%	+24%
48953	Vibrant Iris	0.192	+76%	+25%
48954	Vibrant Retina	0.225	+84%	+24%
48955	Vibrant Mirror	0.075	+78%	+24%
48956	Heavenly Retina	0.2	+83%	+24%
48957	Translucent Fluids	0.15	+81%	+24%
48958	Heavenly Projector	0.875	+90%	+27%
48959	Translucent Cornea	0.358	+76%	+26%
48960	Vibrant Retina	0.383	+77%	+26%
48961	Heavenly Iris	0.05	+77%	+24%
48962	Sleepless Pupil	0.025	+76%	+24%
48963	Translucent Iris	0.25	+85%	+24%
48964	Vibrant Mirror	0.25	+85%	+24%
48965	Heavenly Iris	0.267	+79%	+25%
48966	Heavenly Projector	0.492	+88%	+25%
48967	Sleepless Lens	0.617	+93%	+25%
48968	Chromatic Lens	0.35	+89%	+24%
48969	Vibrant Lens	0.675	+82%	+27%
48970	Heavenly Aperture	0.025	+76%	+24%
48971	Vibrant Aperture	0.1	+79%	+24%
48972	Translucent Mirror	0.217	+77%	+25%
48973	Heavenly Aperture	0.075	+78%	+24%
48974	Translucent Cornea	0.1	+79%	+24%
48975	Heavenly Pupil	0.175	+82%	+24%
48976	Sleepless Aperture	0.025	+76%	+24%
48977	Translucent Lens	0.275	+86%	+24%
48978	Sleepless Lens	0.708	+90%	+26%
48979	Sleepless Projector	0.425	+92%	+24%
48980	Translucent Projector	0.075	+78%	+24%
48981	Sleepless Lens	0.15	+81%	+24%
48982	Heavenly Projector	0.442	+86%	+25%
48983	Vibrant Iris	0.225	+84%	+24%
48984	Vibrant Aperture	0.55	+77%	+27%
48985	Chromatic Cornea	0.4	+91%	+24%
48986	Sleepless Lens	0.508	+82%	+26%
48987	Chromatic Lens	0.3	+87%	+24%
48988	Chromatic Cornea	0.725	+84%	+27%
48989	Sleepless Cornea	0.192	+76%	+25%
48990	Chromatic Projector	0.075	+78%	+24%
48991	Vibrant Projector	0.708	+90%	+26%
48992	Vibrant Fluids	0.192	+76%	+25%
48993	Chromatic Retina	0.225	+84%	+24%
48994	Translucent Fluids	0.417	+85%	+25%
48995	Heavenly Mirror	0.025	+76%	+24%
48996	Chromatic Reflector	0.3	+87%	+24%
48997	Sleepless Pupil	0.175	+82%	+24%
48998	Translucent Cornea	0.125	+80%	+24%
48999	Heavenly Retina	0.05	+77%	+24%
49000	Sleepless Mirror	0.808	+94%	+26%
49001	Translucent Lens	0.242	+78%	+25%
49002	Translucent Lens	0.15	+81%	+24%
49003	Chromatic Cornea	0.075	+78%	+24%
49004	Chromatic Retina	0.483	+81%	+26%
49005	Translucent Reflector	0.367	+83%	+25%
49006	Chromatic Fluids	0.475	+94%	+24%
49007	Chromatic Projector	0.1	+79%	+24%
49008	Sleepless Retina	0.025	+76%	+24%
49009	Vibrant Projector	0.15	+81%	+24%
49010	Sleepless Retina	0.383	+77%	+26%
49011	Sleepless Fluids	0.492	+88%	+25%
49012	Vibrant Lens	0.025	+76%	+24%
49013	Heavenly Retina	0.05	+77%	+24%
49014	Vibrant Iris	0.267	+79%	+25%
49015	Translucent Cornea	0.483	+81%	+26%
49016	Vibrant Cornea	0.667	+95%	+25%
49017	Vibrant Lens	0.5	+95%	+24%
49018	Sleepless Retina	0.467	+87%	+25%
49019	Sleepless Cornea	0.358	+76%	+26%
49020	Chromatic Projector	0.192	+76%	+25%
49021	Chromatic Iris	0.35	+89%	+24%
49022	Sleepless Reflector	0.75	+85%	+27%
49023	Heavenly Reflector	0.5	+95%	+24%
49024	Heavenly Projector	0.708	+90%	+26%
49025	Translucent Cornea	0.4	+91%	+24%
49026	Vibrant Aperture	0.55	+77%	+27%
49027	Chromatic Pupil	0.225	+84%	+24%
49028	Sleepless Fluids	0.267	+79%	+25%
49029	Chromatic Reflector	0.95	+93%	+27%
49030	Chromatic Reflector	0.025	+76%	+24%
49031	Chromatic Lens	0.483	+81%	+26%
49032	Translucent Reflector	0.35	+89%	+24%
49033	Translucent Mirror	0.075	+78%	+24%
49034	Heavenly Reflector	0.175	+82%	+24%
49035	Vibrant Aperture	0.783	+93%	+26%
49036	Vibrant Projector	0.65	+81%	+27%
49037	Vibrant Retina	0.125	+80%	+24%
49038	Translucent Projector	0.292	+80%	+25%
49039	Chromatic Mirror	0.15	+81%	+24%
49040	Heavenly Mirror	0.125	+80%	+24%
49041	Sleepless Mirror	0.25	+85%	+24%
49042	Chromatic Pupil	0.275	+86%	+24%
49043	Translucent Fluids	0.35	+89%	+24%
49044	Chromatic Fluids	1.0	+95%	+27%
49045	Heavenly Aperture	0.592	+92%	+25%
49046	Chromatic Projector	0.1	+79%	+24%
49047	Translucent Fluids	0.467	+87%	+25%
49048	Vibrant Reflector	0.325	+88%	+24%
49049	Chromatic Pupil	0.6	+79%	+27%
49050	Vibrant Aperture	0.1	+79%	+24%
49051	Sleepless Projector	0.267	+79%	+25%
49052	Vibrant Fluids	0.358	+76%	+26%
49053	Sleepless Cornea	0.175	+82%	+24%
49054	Vibrant Pupil	0.5	+95%	+24%
49055	Chromatic Reflector	0.592	+92%	+25%
49056	Translucent Lens	0.3	+87%	+24%
49057	Translucent Retina	0.225	+84%	+24%
49058	Sleepless Iris	0.25	+85%	+24%
49059	Sleepless Retina	0.358	+76%	+26%
49060	Translucent Mirror	0.617	+93%	+25%
49061	Translucent Aperture	0.317	+81%	+25%
49062	Sleepless Reflector	0.425	+92%	+24%
49063	Heavenly Cornea	0.25	+85%	+24%
49064	Heavenly Reflector	0.483	+81%	+26%
49065	Vibrant Pupil	0.358	+76%	+26%
49066	Translucent Cornea	0.383	+77%	+26%
49067	Vibrant Retina	0.775	+86%	+27%
49068	Chromatic Cornea	0.75	+85%	+27%
49069	Heavenly Cornea	0.075	+78%	+24%
49070	Heavenly Fluids	0.125	+80%	+24%
49071	Chromatic Lens	0.85	+89%	+27%
49072	Chromatic Lens	0.325	+88%	+24%
49073	Chromatic Mirror	0.025	+76%	+24%
49074	Sleepless Retina	0.317	+81%	+25%
49075	Sleepless Lens	0.425	+92%	+24%
49076	Chromatic Cornea	0.075	+78%	+24%
49077	Sleepless Cornea	0.358	+76%	+26%
49078	Translucent Fluids	0.05	+77%	+24%
49079	Chromatic Pupil	0.05	+77%	+24%
49080	Vibrant Pupil	0.125	+80%	+24%
49081	Heavenly Reflector	0.358	+76%	+26%
49082	Chromatic Aperture	0.317	+81%	+25%
49083	Vibrant Projector	0.192	+76%	+25%
49084	Vibrant Cornea	0.125	+80%	+24%
49085	Sleepless Lens	0.417	+85%	+25%
49086	Sleepless Aperture	0.45	+93%	+24%
49087	Vibrant Projector	0.683	+89%	+26%
49088	Sleepless Aperture	0.075	+78%	+24%
49089	Sleepless Retina	0.408	+78%	+26%
49090	Heavenly Cornea	0.433	+79%	+26%
49091	Heavenly Pupil	0.1	+79%	+24%
49092	Heavenly Reflector	0.358	+76%	+26%
49093	Vibrant Iris	0.5	+95%	+24%
49094	Translucent Fluids	0.758	+92%	+26%
49095	Heavenly Iris	0.367	+83%	+25%
49096	Vibrant Reflector	0.95	+93%	+27%
49097	Vibrant Reflector	0.45	+93%	+24%
49098	Sleepless Pupil	0.4	+91%	+24%
49099	Vibrant Iris	0.4	+91%	+24%
49100	Translucent Cornea	0.3	+87%	+24%
49101	Vibrant Retina	0.458	+80%	+26%
49102	Chromatic Iris	0.025	+76%	+24%
49103	Chromatic Projector	0.45	+93%	+24%
49104	Chromatic Fluids	0.05	+77%	+24%
49105	Vibrant Pupil	0.225	+84%	+24%
49106	Heavenly Retina	0.475	+94%	+24%
49107	Sleepless Cornea	0.025	+76%	+24%
49108	Translucent Iris	0.2	+83%	+24%
49109	Translucent Iris	0.433	+79%	+26%
49110	Translucent Fluids	0.075	+78%	+24%
49111	Sleepless Iris	0.458	+80%	+26%
49112	Chromatic Fluids	0.192	+76%	+25%
49113	Chromatic Projector	0.025	+76%	+24%
49114	Vibrant Aperture	0.175	+82%	+24%
49115	Heavenly Lens	0.325	+88%	+24%
49116	Chromatic Pupil	0.358	+76%	+26%
49117	Translucent Fluids	0.025	+76%	+24%
49118	Chromatic Reflector	0.6	+79%	+27%
49119	Translucent Projector	0.342	+82%	+25%
49120	Heavenly Retina	0.192	+76%	+25%
49121	Vibrant Projector	0.317	+81%	+25%
49122	Chromatic Pupil	0.05	+77%	+24%
49123	Chromatic Iris	0.342	+82%	+25%
49124	Vibrant Iris	0.175	+82%	+24%
49125	Translucent Aperture	0.025	+76%	+24%
49126	Vibrant Iris	0.15	+81%	+24%
49127	Translucent Retina	0.9	+91%	+27%
49128	Chromatic Lens	0.825	+88%	+27%
49129	Translucent Retina	0.442	+86%	+25%
49130	Translucent Pupil	0.125	+80%	+24%
49131	Heavenly Reflector	0.4	+91%	+24%
49132	Chromatic Projector	0.192	+76%	+25%
49133	Vibrant Mirror	0.275	+86%	+24%
49134	Translucent Aperture	0.05	+77%	+24%
49135	Translucent Projector	0.267	+79%	+25%
49136	Vibrant Retina	0.05	+77%	+24%
49137	Sleepless Retina	0.617	+93%	+25%
49138	Sleepless Iris	0.15	+81%	+24%
49139	Vibrant Mirror	0.758	+92%	+26%
49140	Chromatic Mirror	0.542	+90%	+25%
49141	Vibrant Lens	0.2	+83%	+24%
49142	Translucent Fluids	0.425	+92%	+24%
49143	Translucent Fluids	0.733	+91%	+26%
49144	Translucent Iris	0.025	+76%	+24%
49145	Sleepless Iris	0.6	+79%	+27%
49146	Vibrant Projector	0.075	+78%	+24%
49147	Chromatic Projector	0.367	+83%	+25%
49148	Chromatic Fluids	0.05	+77%	+24%
49149	Heavenly Reflector	0.075	+78%	+24%
49150	Heavenly Aperture	0.425	+92%	+24%
49151	Chromatic Reflector	0.05	+77%	+24%
49152	Heavenly Projector	0.825	+88%	+27%
49153	Vibrant Aperture	0.192	+76%	+25%
49154	Chromatic Mirror	0.525	+76%	+27%
49155	Chromatic Fluids	0.05	+77%	+24%
49156	Sleepless Mirror	0.458	+80%	+26%
49157	Sleepless Reflector	0.275	+86%	+24%
49158	Vibrant Cornea	0.3	+87%	+24%
49159	Vibrant Fluids	0.025	+76%	+24%
49160	Heavenly Reflector	0.475	+94%	+24%
49161	Vibrant Lens	0.1	+79%	+24%
49162	Chromatic Pupil	0.525	+76%	+27%
49163	Heavenly Aperture	0.808	+94%	+26%
49164	Heavenly Projector	0.05	+77%	+24%
49165	Translucent Iris	0.4	+91%	+24%
49166	Sleepless Fluids	0.75	+85%	+27%
49167	Sleepless Aperture	0.15	+81%	+24%
49168	Translucent Reflector	0.275	+86%	+24%
49169	Chromatic Lens	0.35	+89%	+24%
49170	Translucent Projector	0.175	+82%	+24%
49171	Chromatic Projector	0.025	+76%	+24%
49172	Heavenly Pupil	0.075	+78%	+24%
49173	Sleepless Retina	0.025	+76%	+24%
49174	Vibrant Aperture	0.3	+87%	+24%
49175	Sleepless Retina	0.1	+79%	+24%
49176	Sleepless Fluids	0.025	+76%	+24%
49177	Heavenly Retina	0.475	+94%	+24%
49178	Sleepless Reflector	0.708	+90%	+26%
49179	Translucent Mirror	0.025	+76%	+24%
49180	Chromatic Retina	0.492	+88%	+25%
49181	Translucent Fluids	0.508	+82%	+26%
49182	Vibrant Reflector	0.025	+76%	+24%
49183	Chromatic Mirror	0.025	+76%	+24%
49184	Heavenly Cornea	0.508	+82%	+26%
49185	Heavenly Reflector	0.05	+77%	+24%
49186	Heavenly Retina	0.025	+76%	+24%
49187	Chromatic Lens	0.642	+94%	+25%
49188	Vibrant Mirror	0.708	+90%	+26%
49189	Heavenly Retina	0.025	+76%	+24%
49190	Sleepless Pupil	0.458	+80%	+26%
49191	Sleepless Projector	0.667	+95%	+25%
49192	Translucent Mirror	0.25	+85%	+24%
49193	Sleepless Mirror	0.65	+81%	+27%
49194	Chromatic Projector	0.025	+76%	+24%
49195	Vibrant Aperture	0.633	+87%	+26%
49196	Vibrant Lens	0.8	+87%	+27%
49197	Heavenly Lens	0.025	+76%	+24%
49198	Sleepless Mirror	0.325	+88%	+24%
49199	Heavenly Fluids	0.075	+78%	+24%
49200	Chromatic Fluids	0.125	+80%	+24%
49201	Translucent Mirror	0.592	+92%	+25%
49202	Sleepless Iris	0.367	+83%	+25%
49203	Sleepless Cornea	0.125	+80%	+24%
49204	Chromatic Mirror	0.275	+86%	+24%
49205	Heavenly Fluids	0.55	+77%	+27%
49206	Heavenly Lens	0.075	+78%	+24%
49207	Heavenly Iris	0.15	+81%	+24%
49208	Translucent Aperture	0.55	+77%	+27%
49209	Heavenly Pupil	0.558	+84%	+26%
49210	Translucent Cornea	0.733	+91%	+26%
49211	Chromatic Reflector	0.325	+88%	+24%
49212	Translucent Pupil	0.442	+86%	+25%
49213	Sleepless Cornea	0.025	+76%	+24%
49214	Heavenly Projector	0.525	+76%	+27%
49215	Sleepless Projector	0.342	+82%	+25%
49216	Sleepless Iris	0.225	+84%	+24%
49217	Chromatic Retina	0.192	+76%	+25%
49218	Sleepless Fluids	0.05	+77%	+24%
49219	Chromatic Pupil	0.075	+78%	+24%
49220	Heavenly Lens	0.05	+77%	+24%
49221	Chromatic Retina	0.175	+82%	+24%
49222	Translucent Reflector	0.267	+79%	+25%
49223	Vibrant Aperture	0.1	+79%	+24%
49224	Chromatic Aperture	0.1	+79%	+24%
49225	Chromatic Cornea	0.175	+82%	+24%
49226	Heavenly Pupil	0.417	+85%	+25%
49227	Chromatic Cornea	0.825	+88%	+27%
49228	Heavenly Projector	0.475	+94%	+24%
49229	Heavenly Lens	0.025	+76%	+24%
49230	Chromatic Projector	0.025	+76%	+24%
49231	Heavenly Aperture	0.317	+81%	+25%
49232	Chromatic Cornea	0.358	+76%	+26%
49233	Translucent Fluids	0.542	+90%	+25%
49234	Chromatic Pupil	0.392	+84%	+25%
49235	Sleepless Projector	0.8	+87%	+27%
49236	Heavenly Iris	0.075	+78%	+24%
49237	Chromatic Aperture	0.642	+94%	+25%
49238	Chromatic Mirror	0.358	+76%	+26%
49239	Heavenly Lens	0.458	+80%	+26%
49240	Translucent Lens	0.317	+81%	+25%
49241	Translucent Pupil	0.2	+83%	+24%
49242	Sleepless Aperture	0.433	+79%	+26%
49243	Translucent Cornea	0.025	+76%	+24%
49244	Chromatic Cornea	0.875	+90%	+27%
49245	Sleepless Lens	0.517	+89%	+25%
49246	Translucent Fluids	0.192	+76%	+25%
49247	Chromatic Iris	0.075	+78%	+24%
49248	Heavenly Mirror	0.4	+91%	+24%
49249	Heavenly Pupil	0.35	+89%	+24%
49250	Chromatic Aperture	0.025	+76%	+24%
49251	Vibrant Projector	0.325	+88%	+24%
49252	Vibrant Mirror	0.617	+93%	+25%
49253	Vibrant Pupil	0.633	+87%	+26%
49254	Chromatic Cornea	0.75	+85%	+27%
49255	Translucent Iris	0.625	+80%	+27%
49256	Translucent Aperture	0.425	+92%	+24%
49257	Heavenly Mirror	0.408	+78%	+26%
49258	Translucent Reflector	0.025	+76%	+24%
49259	Chromatic Fluids	0.267	+79%	+25%
49260	Chromatic Pupil	0.1	+79%	+24%
49261	Translucent Reflector	0.15	+81%	+24%
49262	Heavenly Iris	0.508	+82%	+26%
49263	Chromatic Aperture	0.025	+76%	+24%
49264	Vibrant Mirror	0.192	+76%	+25%
49265	Chromatic Retina	0.025	+76%	+24%
49266	Chromatic Projector	0.475	+94%	+24%
49267	Heavenly Pupil	0.025	+76%	+24%
49268	Sleepless Pupil	0.617	+93%	+25%
49269	Heavenly Aperture	0.025	+76%	+24%
49270	Vibrant Retina	0.4	+91%	+24%
49271	Sleepless Reflector	0.392	+84%	+25%
49272	Chromatic Fluids	0.675	+82%	+27%
