sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage,Ship_Weapons_ShieldLeech
52929,Searching Mirror,0.164,,+22%,+77%
52930,Uniform Mirror,0.317,+56%,,+88%
52931,Searching Retina,0.588,+69%,+20%,
52932,Delicate Retina,0.454,+61%,,+89%
52933,Variegated Iris,0.359,,+20%,+85%
52934,Variegated Reflector,0.21,,+23%,+77%
52935,Uniform Cornea,0.431,+64%,+21%,
52936,Variegated Retina,0.114,+57%,,+78%
52937,Shining Fluids,0.412,+61%,+23%,
52938,Delicate Iris,0.228,+65%,,+75%
52939,Shining Retina,1.0,+75%,+23%,
52940,Searching Iris,0.485,+64%,+22%,
52941,Delicate Aperture,0.159,+56%,,+81%
52942,Shining Aperture,0.273,+63%,,+79%
52943,Delicate Projector,0.672,+71%,+20%,
52944,Searching Cornea,0.328,+59%,+23%,
52945,Searching Pupil,0.389,+63%,+21%,
52946,Searching Pupil,0.323,,+20%,+84%
52947,Uniform Mirror,0.872,,+21%,+98%
52948,Uniform Mirror,0.0,,+20%,+75%
52949,Variegated Aperture,0.072,,+20%,+77%
52950,Variegated Fluids,0.042,+56%,+20%,
52951,Shining Retina,0.513,,+21%,+88%
52952,Variegated Fluids,0.174,,+23%,+76%
52953,Searching Pupil,0.068,+58%,,+75%
52954,Delicate Reflector,0.515,+66%,+21%,
52955,Searching Fluids,0.851,+74%,+21%,
52956,Shining Retina,0.205,+59%,,+80%
52957,Searching Mirror,0.072,,+20%,+77%
52958,Searching Fluids,0.862,,+20%,+99%
52959,Uniform Projector,0.433,+71%,,+78%
52960,Delicate Iris,0.909,+71%,,+99%
52961,Delicate Mirror,0.042,+56%,+20%,
52962,Delicate Lens,0.21,+60%,+20%,
52963,Delicate Iris,0.202,+56%,+23%,
52964,Uniform Iris,0.168,+59%,+20%,
52965,Variegated Lens,0.379,,+22%,+83%
52966,Uniform Projector,0.092,,+22%,+75%
52967,Delicate Mirror,0.521,+56%,,+97%
52968,Uniform Aperture,0.504,+67%,+20%,
52969,Shining Projector,0.046,+57%,,+75%
52970,Delicate Fluids,0.297,,+21%,+82%
52971,Shining Fluids,0.042,+56%,+20%,
52972,Searching Iris,0.496,+63%,+23%,
52973,Searching Mirror,0.364,+64%,,+82%
52974,Shining Pupil,0.0,,+20%,+75%
52975,Variegated Pupil,0.892,,+23%,+96%
52976,Uniform Reflector,0.63,+70%,+20%,
52977,Searching Cornea,0.779,+71%,+22%,
52978,Delicate Mirror,0.168,+59%,+20%,
52979,Searching Lens,0.154,,+21%,+78%
52980,Searching Lens,0.154,,+21%,+78%
52981,Uniform Iris,0.21,+60%,+20%,
52982,Delicate Fluids,0.647,,+20%,+93%
52983,Searching Projector,0.476,+58%,,+93%
52984,Variegated Aperture,0.137,+57%,+21%,
52985,Delicate Lens,0.042,+56%,+20%,
52986,Delicate Pupil,0.046,,+21%,+75%
52987,Uniform Projector,0.521,+58%,,+95%
52988,Searching Pupil,0.252,+61%,+20%,
52989,Delicate Lens,0.18,,+20%,+80%
52990,Searching Reflector,0.144,,+20%,+79%
52991,Delicate Cornea,0.575,,+20%,+91%
52992,Shining Reflector,0.677,,+23%,+90%
52993,Delicate Cornea,0.174,,+23%,+76%
52994,Searching Lens,0.613,+61%,,+96%
52995,Delicate Retina,0.126,+58%,+20%,
52996,Shining Reflector,0.244,+57%,+23%,
52997,Searching Fluids,0.297,,+21%,+82%
52998,Uniform Projector,0.647,,+20%,+93%
52999,Delicate Lens,0.136,+56%,,+80%
53000,Uniform Fluids,0.128,,+22%,+76%
53001,Variegated Reflector,0.928,,+23%,+97%
53002,Searching Lens,0.21,+60%,+20%,
53003,Delicate Aperture,0.137,+57%,+21%,
53004,Uniform Retina,0.8,,+21%,+96%
53005,Shining Retina,0.705,+73%,,+88%
53006,Shining Retina,0.251,+66%,,+75%
53007,Variegated Iris,0.072,,+20%,+77%
53008,Searching Cornea,0.82,,+23%,+94%
53009,Shining Retina,0.072,,+20%,+77%
53010,Delicate Aperture,0.362,+56%,,+90%
53011,Variegated Lens,0.091,+56%,,+78%
53012,Variegated Projector,0.0,,+20%,+75%
53013,Shining Mirror,0.647,,+20%,+93%
53014,Searching Aperture,0.042,+56%,+20%,
53015,Delicate Aperture,0.046,,+21%,+75%
53016,Searching Cornea,0.695,+69%,+22%,
53017,Delicate Mirror,0.501,+71%,,+81%
53018,Uniform Projector,0.036,,+20%,+76%
53019,Delicate Retina,0.59,+63%,,+93%
53020,Variegated Aperture,0.774,,+22%,+94%
53021,Searching Aperture,0.091,+56%,,+78%
53022,Uniform Projector,0.21,+60%,+20%,
53023,Uniform Projector,0.82,,+23%,+94%
53024,Uniform Projector,0.0,,+20%,+75%
53025,Shining Cornea,0.272,,+22%,+80%
53026,Variegated Pupil,0.611,,+20%,+92%
53027,Shining Fluids,0.221,+59%,+21%,
53028,Shining Iris,0.168,+59%,+20%,
53029,Uniform Iris,0.693,,+21%,+93%
53030,Delicate Cornea,0.251,+66%,,+75%
53031,Uniform Mirror,0.046,+57%,,+75%
53032,Searching Fluids,0.501,+69%,,+83%
53033,Uniform Projector,0.455,+66%,,+84%
53034,Variegated Fluids,0.095,+56%,+21%,
53035,Searching Iris,0.0,,+20%,+75%
53036,Uniform Cornea,0.261,,+21%,+81%
53037,Searching Lens,0.43,+56%,,+93%
53038,Searching Aperture,0.137,+57%,+21%,
53039,Uniform Projector,0.84,+75%,+20%,
53040,Shining Mirror,0.046,,+21%,+75%
53041,Delicate Aperture,0.036,,+20%,+76%
53042,Shining Lens,0.138,,+23%,+75%
53043,Variegated Fluids,0.408,+57%,,+91%
53044,Shining Lens,0.202,+56%,+23%,
53045,Searching Projector,0.411,+73%,,+75%
53046,Variegated Lens,0.431,,+20%,+87%
53047,Shining Projector,0.504,+67%,+20%,
53048,Shining Projector,0.236,,+22%,+79%
53049,Uniform Fluids,0.318,,+23%,+80%
53050,Searching Pupil,0.714,+72%,+20%,
53051,Uniform Aperture,0.317,+56%,,+88%
53052,Searching Retina,0.726,+63%,,+99%
53053,Searching Cornea,0.588,+69%,+20%,
53054,Variegated Aperture,0.323,,+20%,+84%
53055,Delicate Iris,0.21,+60%,+20%,
53056,Shining Fluids,0.251,+65%,,+76%
53057,Searching Lens,0.728,,+21%,+94%
53058,Searching Retina,0.287,,+20%,+83%
53059,Uniform Pupil,0.108,,+20%,+78%
53060,Delicate Cornea,0.431,,+20%,+87%
53061,Variegated Reflector,0.611,,+20%,+92%
53062,Uniform Lens,0.275,+59%,+22%,
53063,Searching Cornea,0.216,,+20%,+81%
53064,Variegated Cornea,0.836,,+21%,+97%
53065,Uniform Fluids,0.379,,+22%,+83%
53066,Delicate Iris,0.964,,+23%,+98%
53067,Uniform Pupil,0.473,+65%,+21%,
53068,Variegated Pupil,0.0,,+20%,+75%
53069,Variegated Fluids,0.0,,+20%,+75%
53070,Shining Mirror,0.068,+56%,,+77%
53071,Variegated Fluids,0.347,+62%,+21%,
53072,Delicate Aperture,0.046,+57%,,+75%
53073,Variegated Aperture,0.575,,+20%,+91%
53074,Searching Aperture,0.114,+58%,,+77%
53075,Uniform Lens,0.749,+64%,,+99%
53076,Searching Projector,0.21,+60%,+20%,
53077,Variegated Aperture,0.415,,+22%,+84%
53078,Shining Mirror,0.202,+56%,+23%,
53079,Shining Projector,0.569,+72%,,+83%
53080,Delicate Pupil,0.433,+70%,,+79%
53081,Uniform Projector,0.704,+65%,,+96%
53082,Variegated Pupil,0.431,+64%,+21%,
53083,Delicate Fluids,0.0,,+20%,+75%
53084,Searching Retina,0.296,+66%,,+77%
53085,Searching Fluids,0.588,+69%,+20%,
53086,Shining Mirror,0.863,+73%,+22%,
53087,Variegated Iris,0.168,+59%,+20%,
53088,Shining Reflector,0.599,+68%,+21%,
53089,Uniform Fluids,0.113,+56%,,+79%
53090,Shining Reflector,0.909,+73%,,+97%
53091,Delicate Projector,0.275,+59%,+22%,
53092,Shining Retina,0.092,,+22%,+75%
53093,Shining Retina,0.295,+56%,,+87%
53094,Searching Iris,0.179,+58%,+21%,
53095,Searching Projector,0.631,,+22%,+90%
53096,Delicate Reflector,0.524,+70%,,+83%
53097,Variegated Fluids,0.547,+75%,,+79%
53098,Uniform Retina,0.137,+60%,,+76%
53099,Variegated Reflector,0.092,,+22%,+75%
53100,Shining Aperture,0.042,+56%,+20%,
53101,Variegated Fluids,0.191,+57%,+22%,
53102,Delicate Retina,0.282,,+23%,+79%
53103,Searching Reflector,0.359,+61%,+22%,
53104,Searching Cornea,0.378,+64%,+20%,
53105,Shining Mirror,0.202,+56%,+23%,
53106,Delicate Iris,0.287,,+20%,+83%
53107,Uniform Fluids,0.246,,+23%,+78%
53108,Shining Aperture,0.108,,+20%,+78%
53109,Variegated Fluids,0.25,+59%,,+82%
53110,Delicate Retina,0.614,+71%,,+86%
53111,Shining Retina,0.227,+56%,,+84%
53112,Uniform Pupil,0.144,,+20%,+79%
53113,Delicate Mirror,0.434,+73%,,+76%
53114,Variegated Reflector,0.114,+57%,,+78%
53115,Uniform Reflector,0.216,,+20%,+81%
53116,Variegated Mirror,0.297,+68%,,+75%
53117,Shining Iris,0.261,,+21%,+81%
53118,Variegated Mirror,0.706,+68%,+23%,
53119,Searching Cornea,0.136,+56%,,+80%
53120,Variegated Retina,0.363,+59%,,+87%
53121,Shining Fluids,0.091,+59%,,+75%
53122,Shining Pupil,0.0,,+20%,+75%
53123,Variegated Cornea,0.748,+69%,+23%,
53124,Uniform Projector,0.068,+58%,,+75%
53125,Shining Lens,0.149,+56%,+22%,
53126,Searching Fluids,0.174,,+23%,+76%
53127,Delicate Iris,0.477,+61%,,+90%
53128,Uniform Fluids,0.359,,+20%,+85%
53129,Delicate Fluids,0.092,,+22%,+75%
53130,Shining Projector,0.228,+62%,,+78%
53131,Shining Pupil,0.453,+56%,,+94%
53132,Searching Reflector,0.205,+63%,,+76%
53133,Delicate Cornea,0.294,+62%,+20%,
53134,Uniform Iris,0.714,+72%,+20%,
53135,Delicate Lens,0.37,+60%,+23%,
53136,Searching Cornea,0.539,,+20%,+90%
53137,Uniform Aperture,0.023,+56%,,+75%
53138,Searching Pupil,0.476,+56%,,+95%
53139,Searching Mirror,0.236,,+22%,+79%
53140,Variegated Retina,0.272,,+22%,+80%
53141,Uniform Aperture,0.221,+59%,+21%,
53142,Shining Iris,0.137,+61%,,+75%
53143,Variegated Iris,0.068,+58%,,+75%
53144,Delicate Cornea,0.369,,+21%,+84%
53145,Shining Cornea,0.714,+72%,+20%,
53146,Searching Lens,0.136,+56%,,+80%
53147,Shining Retina,0.252,+61%,+20%,
53148,Variegated Aperture,0.667,,+22%,+91%
53149,Delicate Projector,0.773,+73%,,+91%
53150,Uniform Aperture,0.136,+56%,,+80%
53151,Shining Fluids,0.772,+66%,,+98%
53152,Variegated Retina,0.42,+65%,+20%,
53153,Variegated Iris,0.365,+69%,,+77%
53154,Variegated Aperture,0.046,,+21%,+75%
53155,Searching Lens,0.362,+56%,,+90%
53156,Shining Iris,0.092,,+22%,+75%
53157,Delicate Lens,0.863,+73%,+22%,
53158,Uniform Cornea,0.042,+56%,+20%,
53159,Uniform Aperture,0.342,+69%,,+76%
53160,Variegated Projector,0.023,+56%,,+75%
53161,Shining Retina,0.826,,+20%,+98%
53162,Searching Iris,0.588,+69%,+20%,
53163,Variegated Projector,0.462,+66%,+20%,
53164,Uniform Pupil,0.0,,+20%,+75%
53165,Variegated Reflector,0.272,+57%,,+85%
53166,Variegated Fluids,0.501,+71%,,+81%
53167,Variegated Pupil,0.0,,+20%,+75%
53168,Delicate Aperture,0.611,,+20%,+92%
53169,Searching Reflector,0.182,+61%,,+77%
53170,Uniform Reflector,0.305,+61%,+21%,
53171,Uniform Fluids,0.128,,+22%,+76%
53172,Delicate Lens,0.386,+58%,,+89%
53173,Shining Reflector,0.798,+74%,+20%,
53174,Uniform Iris,0.756,+73%,+20%,
53175,Variegated Projector,0.441,,+21%,+86%
53176,Shining Lens,0.21,,+23%,+77%
53177,Variegated Projector,0.21,+60%,+20%,
53178,Variegated Iris,0.286,+58%,+23%,
53179,Variegated Cornea,0.682,,+20%,+94%
53180,Delicate Lens,0.522,+62%,,+91%
53181,Delicate Lens,0.41,+69%,,+79%
53182,Shining Iris,0.092,,+22%,+75%
53183,Delicate Mirror,0.333,,+21%,+83%
53184,Searching Fluids,0.126,+58%,+20%,
53185,Delicate Cornea,0.046,,+21%,+75%
53186,Variegated Lens,0.549,,+21%,+89%
53187,Uniform Reflector,0.411,+73%,,+75%
53188,Shining Pupil,0.113,+56%,,+79%
53189,Shining Retina,0.036,,+20%,+76%
53190,Uniform Mirror,0.137,+60%,,+76%
53191,Uniform Aperture,0.084,+57%,+20%,
53192,Shining Iris,0.294,+62%,+20%,
53193,Delicate Reflector,1.0,,+23%,+99%
53194,Delicate Mirror,0.137,+57%,+21%,
53195,Shining Fluids,0.389,,+23%,+82%
53196,Shining Aperture,0.851,+74%,+21%,
53197,Variegated Aperture,0.072,,+20%,+77%
53198,Shining Pupil,0.434,+74%,,+75%
53199,Variegated Fluids,0.478,+69%,,+82%
53200,Searching Cornea,0.5,+64%,,+88%
53201,Shining Aperture,0.502,+75%,,+77%
53202,Variegated Projector,0.095,+56%,+21%,
53203,Variegated Mirror,0.0,,+20%,+75%
53204,Uniform Projector,0.036,,+20%,+76%
53205,Uniform Retina,0.149,+56%,+22%,
53206,Variegated Cornea,0.365,+70%,,+76%
53207,Searching Cornea,0.042,+56%,+20%,
53208,Uniform Mirror,0.63,+70%,+20%,
53209,Searching Lens,0.244,+57%,+23%,
53210,Delicate Lens,0.318,+60%,,+84%
53211,Uniform Projector,0.714,+72%,+20%,
53212,Delicate Mirror,0.114,+58%,,+77%
53213,Uniform Fluids,0.378,+64%,+20%,
53214,Shining Lens,0.81,,+22%,+95%
53215,Delicate Mirror,0.409,+60%,,+88%
53216,Shining Reflector,0.851,+74%,+21%,
53217,Shining Projector,0.305,+61%,+21%,
53218,Shining Retina,0.846,,+22%,+96%
53219,Shining Aperture,0.036,,+20%,+76%
53220,Searching Mirror,0.042,+56%,+20%,
53221,Delicate Aperture,0.462,+66%,+20%,
53222,Searching Aperture,0.042,+56%,+20%,
53223,Searching Cornea,0.295,+59%,,+84%
53224,Uniform Reflector,0.072,,+20%,+77%
53225,Shining Pupil,0.137,+57%,+21%,
53226,Uniform Iris,0.408,+56%,,+92%
53227,Shining Aperture,0.501,+69%,,+83%
53228,Searching Lens,0.286,+58%,+23%,
53229,Searching Lens,0.568,+65%,,+90%
53230,Variegated Pupil,0.216,,+20%,+81%
53231,Searching Fluids,0.118,,+21%,+77%
53232,Variegated Retina,0.297,,+21%,+82%
53233,Searching Lens,0.21,+60%,+20%,
53234,Uniform Mirror,0.501,+71%,,+81%
53235,Shining Iris,0.204,+55%,,+84%
53236,Delicate Iris,0.0,,+20%,+75%
53237,Uniform Mirror,0.042,+56%,+20%,
53238,Uniform Projector,0.042,+56%,+20%,
53239,Searching Projector,0.068,+57%,,+76%
53240,Delicate Reflector,0.764,,+21%,+95%
53241,Uniform Mirror,0.412,+61%,+23%,
53242,Variegated Retina,0.764,,+21%,+95%
53243,Uniform Fluids,0.544,+56%,,+98%
53244,Searching Fluids,0.503,,+20%,+89%
53245,Delicate Pupil,0.501,+71%,,+81%
53246,Variegated Lens,0.389,+63%,+21%,
53247,Variegated Fluids,0.202,+56%,+23%,
53248,Delicate Aperture,0.318,,+23%,+80%
53249,Shining Cornea,0.893,+75%,+21%,
53250,Uniform Aperture,0.113,+56%,,+79%
53251,Variegated Reflector,0.042,+56%,+20%,
53252,Shining Retina,0.964,,+23%,+98%
53253,Variegated Mirror,0.545,+62%,,+92%
53254,Uniform Pupil,0.947,+75%,+22%,
53255,Uniform Pupil,0.363,+61%,,+85%
53256,Uniform Lens,0.204,+56%,,+83%
53257,Searching Reflector,0.226,,+21%,+80%
53258,Uniform Retina,0.205,+61%,,+78%
53259,Variegated Retina,0.611,,+20%,+92%
53260,Uniform Reflector,0.095,+56%,+21%,
53261,Delicate Fluids,0.958,+74%,+23%,
53262,Variegated Lens,0.036,,+20%,+76%
53263,Searching Mirror,0.181,+56%,,+82%
53264,Shining Pupil,0.433,+69%,,+80%
53265,Delicate Projector,0.909,+71%,,+99%
53266,Searching Retina,0.515,+66%,+21%,
53267,Uniform Lens,0.476,+58%,,+93%
53268,Variegated Reflector,0.072,,+20%,+77%
53269,Delicate Iris,0.499,+62%,,+90%
53270,Uniform Cornea,0.0,,+20%,+75%
53271,Shining Projector,0.149,+56%,+22%,
53272,Searching Aperture,0.182,+61%,,+77%
53273,Shining Fluids,0.126,+58%,+20%,
53274,Searching Projector,0.412,+61%,+23%,
53275,Searching Aperture,0.504,+67%,+20%,
53276,Shining Iris,0.21,+60%,+20%,
53277,Shining Lens,0.79,,+20%,+97%
53278,Delicate Retina,0.042,+56%,+20%,
53279,Shining Mirror,0.181,+56%,,+82%
53280,Uniform Cornea,0.473,+65%,+21%,
53281,Delicate Reflector,0.202,+56%,+23%,
53282,Searching Pupil,0.431,+64%,+21%,
53283,Uniform Pupil,0.589,+59%,,+97%
53284,Delicate Iris,0.521,+57%,,+96%
53285,Delicate Iris,0.405,,+21%,+85%
53286,Uniform Aperture,0.363,+57%,,+89%
53287,Uniform Pupil,0.108,,+20%,+78%
53288,Variegated Aperture,0.19,,+21%,+79%
53289,Delicate Projector,0.434,+73%,,+76%
53290,Uniform Reflector,0.0,,+20%,+75%
53291,Uniform Cornea,0.433,+68%,,+81%
53292,Searching Reflector,0.5,+66%,,+86%
53293,Variegated Reflector,0.954,,+22%,+99%
53294,Delicate Fluids,0.244,+57%,+23%,
53295,Variegated Iris,0.809,+73%,+21%,
53296,Variegated Retina,0.095,+56%,+21%,
53297,Delicate Mirror,0.118,,+21%,+77%
53298,Shining Cornea,0.204,+58%,,+81%
53299,Delicate Retina,0.401,+62%,+22%,
53300,Uniform Retina,0.683,+73%,,+87%
53301,Shining Mirror,0.084,+57%,+20%,
53302,Shining Lens,0.092,,+22%,+75%
53303,Uniform Retina,0.287,,+20%,+83%
53304,Delicate Projector,0.566,+56%,,+99%
53305,Searching Aperture,0.205,+64%,,+75%
53306,Variegated Reflector,0.108,,+20%,+78%
53307,Searching Iris,0.0,,+20%,+75%
53308,Searching Lens,0.023,+56%,,+75%
53309,Shining Iris,0.297,+68%,,+75%
53310,Delicate Mirror,0.43,+56%,,+93%
53311,Variegated Mirror,0.297,+67%,,+76%
53312,Shining Retina,0.779,+71%,+22%,
53313,Shining Cornea,0.682,+69%,,+91%
53314,Delicate Mirror,0.159,+57%,,+80%
53315,Shining Lens,0.183,+63%,,+75%
53316,Uniform Iris,0.546,+68%,+20%,
53317,Uniform Projector,0.841,+71%,,+96%
53318,Uniform Projector,0.036,,+20%,+76%
53319,Delicate Iris,0.63,+70%,+20%,
53320,Delicate Pupil,0.154,,+21%,+78%
53321,Uniform Iris,0.501,+70%,,+82%
53322,Delicate Retina,0.317,+56%,,+88%
53323,Shining Lens,0.023,+56%,,+75%
53324,Variegated Fluids,0.205,+63%,,+76%
53325,Delicate Retina,0.144,,+20%,+79%
53326,Uniform Iris,0.095,+56%,+21%,
53327,Shining Projector,0.378,+64%,+20%,
53328,Uniform Iris,0.704,+66%,,+95%
53329,Variegated Reflector,0.819,+75%,,+91%
53330,Variegated Fluids,0.0,,+20%,+75%
53331,Shining Retina,0.181,+56%,,+82%
53332,Delicate Cornea,0.84,+75%,+20%,
53333,Uniform Reflector,0.0,,+20%,+75%
53334,Searching Mirror,0.042,+56%,+20%,
53335,Searching Cornea,0.179,+58%,+21%,
53336,Searching Fluids,0.544,+60%,,+94%
53337,Uniform Reflector,0.138,,+23%,+75%
53338,Shining Reflector,0.954,,+22%,+99%
53339,Shining Mirror,0.42,+65%,+20%,
53340,Searching Iris,0.191,+57%,+22%,
53341,Variegated Projector,0.091,+57%,,+77%
53342,Shining Fluids,0.294,+62%,+20%,
53343,Delicate Pupil,0.546,+68%,+20%,
53344,Searching Iris,0.893,+75%,+21%,
53345,Searching Lens,0.728,+75%,,+87%
53346,Shining Pupil,0.503,,+20%,+89%
53347,Uniform Projector,0.168,+59%,+20%,
53348,Delicate Retina,0.295,+58%,,+85%
53349,Searching Aperture,0.108,,+20%,+78%
53350,Searching Retina,0.042,+56%,+20%,
53351,Uniform Projector,0.246,,+23%,+78%
53352,Delicate Iris,0.144,,+20%,+79%
53353,Delicate Lens,0.362,+56%,,+90%
53354,Variegated Fluids,0.704,+68%,,+93%
53355,Searching Fluids,0.544,+57%,,+97%
53356,Searching Retina,0.739,,+22%,+93%
53357,Variegated Aperture,0.228,+61%,,+79%
53358,Shining Cornea,0.128,,+22%,+76%
53359,Uniform Mirror,0.251,,+20%,+82%
53360,Shining Projector,0.205,+64%,,+75%
53361,Shining Lens,0.296,+65%,,+78%
53362,Uniform Cornea,0.227,+60%,,+80%
53363,Shining Cornea,0.0,,+20%,+75%
53364,Uniform Pupil,0.756,+73%,+20%,
53365,Uniform Mirror,0.159,+56%,,+81%
53366,Shining Fluids,0.336,+63%,+20%,
53367,Uniform Aperture,0.046,,+21%,+75%
53368,Uniform Aperture,0.341,+65%,,+80%
53369,Searching Iris,0.168,+59%,+20%,
53370,Variegated Mirror,0.023,+56%,,+75%
53371,Searching Retina,0.549,,+21%,+89%
53372,Searching Retina,0.454,+59%,,+91%
53373,Variegated Reflector,0.272,,+22%,+80%
53374,Shining Cornea,0.204,+56%,,+83%
53375,Variegated Cornea,0.728,,+21%,+94%
53376,Delicate Mirror,0.58,+65%,+23%,
53377,Uniform Fluids,0.347,+62%,+21%,
53378,Shining Mirror,0.154,,+21%,+78%
53379,Uniform Aperture,0.084,+57%,+20%,
53380,Variegated Iris,0.296,+64%,,+79%
53381,Searching Iris,0.378,+64%,+20%,
53382,Variegated Mirror,0.023,+56%,,+75%
53383,Delicate Lens,0.091,+57%,,+77%
53384,Delicate Aperture,0.154,,+21%,+78%
53385,Uniform Aperture,0.809,+73%,+21%,
53386,Uniform Reflector,0.515,+66%,+21%,
53387,Variegated Mirror,0.164,,+22%,+77%
53388,Uniform Cornea,0.068,+57%,,+76%
53389,Uniform Iris,0.0,,+20%,+75%
53390,Variegated Pupil,0.042,+56%,+20%,
53391,Delicate Reflector,0.347,+62%,+21%,
53392,Uniform Aperture,0.595,,+22%,+89%
53393,Delicate Retina,0.455,+67%,,+83%
53394,Searching Iris,0.0,,+20%,+75%
53395,Searching Fluids,0.737,+70%,+22%,
53396,Shining Aperture,0.21,+60%,+20%,
53397,Uniform Mirror,0.566,+56%,,+99%
53398,Shining Fluids,0.149,+56%,+22%,
53399,Variegated Aperture,0.18,,+20%,+80%
53400,Searching Iris,0.682,,+20%,+94%
53401,Uniform Fluids,0.683,+70%,+21%,
53402,Searching Reflector,0.221,+59%,+21%,
53403,Searching Cornea,0.363,+59%,,+87%
53404,Shining Aperture,0.462,+66%,+20%,
53405,Delicate Lens,0.862,,+20%,+99%
53406,Searching Reflector,0.114,+60%,,+75%
53407,Searching Lens,0.273,+62%,,+80%
53408,Shining Mirror,0.317,+56%,,+88%
53409,Searching Reflector,0.282,,+23%,+79%
53410,Searching Projector,0.168,+59%,+20%,
53411,Searching Fluids,0.886,+72%,,+97%
53412,Uniform Mirror,0.599,+68%,+21%,
53413,Shining Aperture,0.749,+65%,,+98%
53414,Shining Mirror,0.137,+61%,,+75%
53415,Delicate Mirror,0.036,,+20%,+76%
53416,Uniform Retina,0.068,+56%,,+77%
53417,Searching Pupil,0.228,+65%,,+75%
53418,Uniform Reflector,0.8,,+21%,+96%
53419,Searching Mirror,0.114,+58%,,+77%
53420,Searching Aperture,0.318,+62%,,+82%
53421,Delicate Fluids,0.042,+56%,+20%,
53422,Variegated Fluids,0.441,,+21%,+86%
53423,Searching Aperture,0.168,+59%,+20%,
53424,Variegated Mirror,0.164,,+22%,+77%
53425,Searching Iris,0.046,,+21%,+75%
53426,Uniform Mirror,0.862,,+20%,+99%
53427,Searching Cornea,0.042,+56%,+20%,
53428,Delicate Cornea,0.046,,+21%,+75%
53429,Variegated Retina,0.916,+73%,+23%,
53430,Shining Cornea,0.369,,+21%,+84%
53431,Shining Reflector,0.068,+57%,,+76%
53432,Delicate Lens,0.863,+69%,,+99%
53433,Searching Cornea,0.557,+67%,+21%,
53434,Delicate Iris,0.228,+65%,,+75%
53435,Uniform Iris,0.138,,+23%,+75%
53436,Shining Aperture,0.092,,+22%,+75%
53437,Searching Reflector,0.168,+59%,+20%,
53438,Uniform Aperture,0.461,,+23%,+84%
53439,Shining Mirror,0.21,,+23%,+77%
53440,Uniform Mirror,0.706,+68%,+23%,
53441,Delicate Iris,0.328,+59%,+23%,
53442,Variegated Reflector,0.431,,+20%,+87%
53443,Searching Retina,0.092,,+22%,+75%
53444,Uniform Lens,0.227,+56%,,+84%
53445,Uniform Iris,0.333,,+21%,+83%
53446,Searching Retina,0.5,+67%,,+85%
53447,Delicate Iris,0.387,+65%,,+82%
53448,Delicate Aperture,0.159,+56%,,+81%
53449,Shining Iris,0.467,,+20%,+88%
53450,Delicate Retina,0.359,,+20%,+85%
53451,Searching Iris,0.226,,+21%,+80%
53452,Searching Iris,0.137,+61%,,+75%
53453,Delicate Aperture,0.589,+57%,,+99%
53454,Variegated Fluids,0.499,+60%,,+92%
53455,Uniform Pupil,0.095,+56%,+21%,
53456,Uniform Reflector,0.359,,+20%,+85%
53457,Uniform Lens,0.415,,+22%,+84%
53458,Delicate Retina,0.59,+62%,,+94%
53459,Delicate Reflector,0.272,,+22%,+80%
53460,Variegated Lens,0.457,+75%,,+75%
53461,Variegated Reflector,0.84,+75%,+20%,
53462,Searching Fluids,0.774,,+22%,+94%
53463,Delicate Cornea,0.274,+65%,,+77%
53464,Variegated Reflector,0.282,,+23%,+79%
53465,Uniform Fluids,0.408,+58%,,+90%
53466,Variegated Retina,0.958,+74%,+23%,
53467,Uniform Fluids,0.42,+65%,+20%,
53468,Uniform Cornea,0.614,+71%,,+86%
53469,Uniform Cornea,0.108,,+20%,+78%
53470,Uniform Lens,0.126,+58%,+20%,
53471,Shining Iris,0.496,+63%,+23%,
53472,Uniform Retina,0.882,,+22%,+97%
53473,Delicate Fluids,0.137,+57%,+21%,
53474,Shining Lens,0.182,+62%,,+76%
53475,Variegated Iris,0.434,+73%,,+76%
53476,Uniform Iris,0.409,+63%,,+85%
53477,Shining Aperture,0.168,+59%,+20%,
53478,Uniform Pupil,0.149,+56%,+22%,
53479,Delicate Pupil,0.202,+56%,+23%,
53480,Variegated Fluids,0.599,+68%,+21%,
53481,Shining Aperture,0.228,+65%,,+75%
53482,Searching Projector,0.714,+72%,+20%,
53483,Delicate Mirror,0.272,+56%,,+86%
53484,Delicate Reflector,0.0,,+20%,+75%
53485,Shining Cornea,0.323,,+20%,+84%
53486,Variegated Aperture,0.084,+57%,+20%,
53487,Uniform Fluids,0.386,+61%,,+86%
53488,Variegated Pupil,0.023,+56%,,+75%
53489,Searching Projector,0.497,,+23%,+85%
53490,Delicate Projector,0.236,,+22%,+79%
53491,Delicate Pupil,0.136,+58%,,+78%
53492,Uniform Retina,0.092,,+22%,+75%
53493,Variegated Pupil,0.114,+60%,,+75%
53494,Shining Projector,0.364,+65%,,+81%
53495,Delicate Cornea,0.928,,+23%,+97%
53496,Shining Reflector,0.451,,+22%,+85%
53497,Shining Cornea,0.068,+57%,,+76%
53498,Searching Iris,0.893,+75%,+21%,
53499,Uniform Reflector,0.415,,+22%,+84%
53500,Shining Fluids,0.682,+69%,,+91%
53501,Variegated Aperture,0.164,,+22%,+77%
53502,Searching Retina,0.046,,+21%,+75%
53503,Delicate Projector,0.43,+56%,,+93%
