Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
52299,Writhing Muscle,0.056,+11%,,+2%
52300,Germinated Vessel,0.211,,+6%,+3%
52301,Growing Blood Pump,0.156,,+6%,+2%
52302,Twitching Blood Pump,0.403,+12%,,+6%
52303,Germinated Heart Lump,0.361,+13%,,+3%
52304,Writhing Ventricle,0.167,+11%,,+4%
52305,Twitching Ventricle,0.444,+11%,,+9%
52306,Germinated Trunk Tissue,0.528,+13%,,+6%
52307,Writhing Chamber,0.625,+12%,+10%,
52308,Writhing Ventricle,0.425,+12%,+8%,
52309,Growing Trunk Tissue,0.2,+11%,+7%,
52310,Twitching Blood Pump,0.7,+15%,+7%,
52311,Twitching Thorax,0.533,,+7%,+7%
52312,Germinated Blood Pump,0.256,,+7%,+2%
52313,Writhing Aorta,0.256,,+7%,+2%
52314,Wriggling Ventricle,0.65,+13%,+9%,
52315,Twitching Ventricle,0.431,+14%,,+2%
52316,Growing Thorax,0.056,+11%,,+2%
52317,Writhing Muscle,0.156,,+6%,+2%
52318,Writhing Blood Sac,0.456,,+9%,+2%
52319,Growing Blood Sac,0.156,,+6%,+2%
52320,Twitching Blood Pump,0.156,,+6%,+2%
52321,Growing Muscle,0.181,+12%,,+2%
52322,Germinated Vessel,0.389,+11%,,+8%
52323,Germinated Vessel,0.325,+12%,+7%,
52324,Writhing Ventricle,0.167,+11%,,+4%
52325,Germinated Blood Sac,0.356,,+8%,+2%
52326,Germinated Chamber,0.1,+11%,+6%,
52327,Wriggling Blood Pump,0.431,+14%,,+2%
52328,Growing Thorax,0.431,+14%,,+2%
52329,Growing Heart Lump,1.0,+15%,,+10%
52330,Germinated Blood Sac,0.511,,+9%,+3%
52331,Twitching Ventricle,0.1,+11%,+6%,
52332,Writhing Blood Pump,0.3,+11%,+8%,
52333,Germinated Ventricle,0.156,,+6%,+2%
52334,Germinated Blood Pump,0.689,,+8%,+8%
52335,Germinated Vessel,0.306,+13%,,+2%
52336,Germinated Chamber,0.056,+11%,,+2%
52337,Germinated Heart Lump,0.5,+11%,+10%,
52338,Wriggling Blood Sac,0.225,+12%,+6%,
52339,Twitching Ventricle,0.256,,+7%,+2%
52340,Germinated Heart Lump,0.75,+13%,,+10%
52341,Germinated Trunk Tissue,0.567,,+9%,+4%
52342,Germinated Aorta,0.267,,+6%,+4%
52343,Writhing Vessel,0.625,+12%,+10%,
52344,Growing Chamber,0.456,,+9%,+2%
52345,Twitching Trunk Tissue,0.356,,+8%,+2%
52346,Germinated Blood Pump,0.575,+14%,+7%,
52347,Twitching Heart Lump,0.2,+11%,+7%,
52348,Twitching Blood Pump,0.456,,+9%,+2%
52349,Twitching Thorax,0.256,,+7%,+2%
52350,Growing Trunk Tissue,0.056,+11%,,+2%
52351,Wriggling Blood Sac,0.156,,+6%,+2%
52352,Writhing Blood Sac,0.181,+12%,,+2%
52353,Writhing Blood Sac,0.056,+11%,,+2%
52354,Growing Trunk Tissue,0.775,+14%,+9%,
52355,Writhing Ventricle,0.475,+14%,+6%,
52356,Germinated Heart Lump,0.1,+11%,+6%,
52357,Twitching Blood Pump,0.35,+13%,+6%,
52358,Germinated Blood Sac,0.678,,+9%,+6%
52359,Twitching Muscle,0.35,+13%,+6%,
52360,Twitching Blood Sac,0.181,+12%,,+2%
52361,Twitching Ventricle,0.306,+13%,,+2%
52362,Wriggling Thorax,0.511,,+9%,+3%
52363,Germinated Chamber,0.456,,+9%,+2%
52364,Twitching Aorta,0.1,+11%,+6%,
52365,Wriggling Blood Pump,0.55,+13%,+8%,
52366,Twitching Trunk Tissue,0.556,+15%,,+2%
52367,Growing Thorax,0.431,+14%,,+2%
52368,Writhing Thorax,0.35,+13%,+6%,
52369,Wriggling Thorax,0.528,+13%,,+6%
52370,Germinated Blood Sac,0.325,+12%,+7%,
52371,Twitching Chamber,0.225,+12%,+6%,
52372,Writhing Heart Lump,0.675,+14%,+8%,
52373,Twitching Ventricle,0.167,+11%,,+4%
52374,Growing Thorax,0.156,,+6%,+2%
52375,Wriggling Ventricle,0.356,,+8%,+2%
52376,Twitching Chamber,0.433,,+6%,+7%
52377,Growing Blood Sac,0.611,+15%,,+3%
52378,Twitching Thorax,0.181,+12%,,+2%
52379,Growing Heart Lump,0.056,+11%,,+2%
52380,Twitching Thorax,0.181,+12%,,+2%
52381,Twitching Trunk Tissue,0.456,,+9%,+2%
52382,Wriggling Chamber,0.256,,+7%,+2%
52383,Wriggling Vessel,0.356,,+8%,+2%
52384,Wriggling Vessel,0.556,,+10%,+2%
52385,Germinated Blood Sac,0.35,+13%,+6%,
52386,Growing Muscle,0.667,+15%,,+4%
52387,Writhing Blood Pump,0.056,+11%,,+2%
52388,Growing Blood Sac,0.267,,+6%,+4%
52389,Growing Blood Sac,0.431,+14%,,+2%
52390,Twitching Ventricle,0.522,,+8%,+5%
52391,Writhing Aorta,0.056,+11%,,+2%
52392,Wriggling Heart Lump,0.056,+11%,,+2%
52393,Growing Ventricle,0.8,+15%,+8%,
52394,Wriggling Blood Pump,0.2,+11%,+7%,
52395,Twitching Thorax,0.3,+11%,+8%,
52396,Twitching Chamber,0.467,,+8%,+4%
52397,Germinated Blood Sac,0.181,+12%,,+2%
52398,Wriggling Trunk Tissue,0.2,+11%,+7%,
52399,Twitching Chamber,0.1,+11%,+6%,
52400,Germinated Blood Sac,0.4,+11%,+9%,
52401,Wriggling Vessel,0.156,,+6%,+2%
52402,Writhing Vessel,0.35,+13%,+6%,
52403,Germinated Muscle,0.7,+15%,+7%,
52404,Wriggling Heart Lump,0.056,+11%,,+2%
52405,Growing Vessel,0.156,,+6%,+2%
52406,Wriggling Heart Lump,0.378,,+6%,+6%
52407,Germinated Vessel,0.55,+13%,+8%,
52408,Wriggling Trunk Tissue,0.2,+11%,+7%,
52409,Germinated Muscle,0.306,+13%,,+2%
52410,Growing Aorta,0.156,,+6%,+2%
52411,Germinated Blood Pump,0.556,,+10%,+2%
52412,Germinated Muscle,0.156,,+6%,+2%
52413,Twitching Muscle,0.35,+13%,+6%,
52414,Growing Aorta,0.325,+12%,+7%,
52415,Wriggling Chamber,0.356,,+8%,+2%
52416,Writhing Thorax,0.378,,+6%,+6%
52417,Growing Chamber,0.675,+14%,+8%,
52418,Growing Trunk Tissue,0.556,,+10%,+2%
52419,Wriggling Blood Pump,0.544,,+6%,+9%
52420,Writhing Aorta,0.514,+12%,,+8%
52421,Wriggling Blood Pump,0.222,+11%,,+5%
52422,Writhing Vessel,0.056,+11%,,+2%
52423,Germinated Heart Lump,0.111,+11%,,+3%
52424,Wriggling Chamber,0.1,,+6%,+1%
52425,Wriggling Chamber,0.056,+11%,,+2%
52426,Germinated Blood Sac,0.425,+12%,+8%,
52427,Twitching Thorax,0.35,+13%,+6%,
52428,Writhing Vessel,0.181,+12%,,+2%
52429,Writhing Ventricle,0.267,,+6%,+4%
52430,Growing Vessel,0.156,,+6%,+2%
52431,Writhing Thorax,0.056,+11%,,+2%
52432,Writhing Blood Pump,0.431,+14%,,+2%
52433,Twitching Blood Pump,0.597,+14%,,+5%
52434,Twitching Muscle,0.278,+11%,,+6%
52435,Germinated Aorta,0.556,+15%,,+2%
52436,Twitching Trunk Tissue,0.4,+11%,+9%,
52437,Germinated Trunk Tissue,0.306,+13%,,+2%
52438,Wriggling Trunk Tissue,0.389,+11%,,+8%
52439,Germinated Vessel,0.056,+11%,,+2%
52440,Wriggling Chamber,0.467,,+8%,+4%
52441,Writhing Thorax,0.5,+11%,+10%,
52442,Wriggling Muscle,0.456,,+9%,+2%
52443,Twitching Blood Sac,0.311,,+7%,+3%
52444,Twitching Thorax,0.9,+15%,+9%,
52445,Germinated Chamber,0.222,+11%,,+5%
52446,Growing Heart Lump,0.875,+14%,+10%,
52447,Writhing Heart Lump,0.2,+11%,+7%,
52448,Germinated Chamber,0.156,,+6%,+2%
52449,Germinated Chamber,0.1,+11%,+6%,
52450,Growing Blood Sac,0.225,+12%,+6%,
52451,Growing Blood Sac,0.278,+11%,,+6%
52452,Wriggling Thorax,0.181,+12%,,+2%
52453,Wriggling Chamber,0.2,+11%,+7%,
52454,Growing Vessel,0.2,+11%,+7%,
52455,Writhing Vessel,0.75,+13%,+10%,
52456,Growing Ventricle,0.111,+11%,,+3%
52457,Twitching Vessel,0.431,+14%,,+2%
52458,Growing Trunk Tissue,0.356,,+8%,+2%
52459,Wriggling Heart Lump,0.875,+14%,+10%,
52460,Writhing Vessel,0.156,,+6%,+2%
52461,Growing Chamber,0.056,+11%,,+2%
52462,Germinated Chamber,0.256,,+7%,+2%
52463,Growing Heart Lump,0.1,+11%,+6%,
52464,Germinated Trunk Tissue,0.2,+11%,+7%,
52465,Germinated Thorax,0.5,+15%,,+1%
52466,Wriggling Chamber,0.236,+12%,,+3%
52467,Growing Ventricle,0.306,+13%,,+2%
52468,Growing Aorta,0.431,+14%,,+2%
52469,Growing Ventricle,0.65,+13%,+9%,
52470,Wriggling Chamber,0.278,+11%,,+6%
52471,Wriggling Thorax,0.678,,+9%,+6%
52472,Wriggling Heart Lump,0.556,,+10%,+2%
52473,Growing Blood Pump,1.0,+15%,+10%,
52474,Wriggling Chamber,0.156,,+6%,+2%
52475,Wriggling Blood Sac,0.256,,+7%,+2%
52476,Twitching Trunk Tissue,0.3,+11%,+8%,
52477,Twitching Aorta,0.556,+15%,,+2%
52478,Writhing Blood Pump,0.1,+11%,+6%,
52479,Wriggling Trunk Tissue,0.236,+12%,,+3%
52480,Germinated Chamber,0.667,,+10%,+4%
52481,Wriggling Blood Pump,0.156,,+6%,+2%
52482,Writhing Ventricle,0.556,,+10%,+2%
52483,Germinated Chamber,1.0,+15%,+10%,
52484,Growing Chamber,0.306,+13%,,+2%
52485,Wriggling Chamber,0.1,+11%,+6%,
52486,Twitching Heart Lump,0.417,+13%,,+4%
52487,Writhing Aorta,0.267,,+6%,+4%
52488,Twitching Muscle,0.611,,+10%,+3%
52489,Wriggling Blood Pump,0.356,,+8%,+2%
52490,Writhing Chamber,0.0,+11%,+5%,
52491,Twitching Thorax,0.156,,+6%,+2%
52492,Germinated Chamber,0.6,+15%,+6%,
52493,Germinated Ventricle,0.111,+11%,,+3%
52494,Germinated Thorax,0.333,+11%,,+7%
52495,Writhing Heart Lump,0.544,,+6%,+9%
52496,Growing Blood Pump,0.4,+11%,+9%,
52497,Twitching Aorta,0.4,+11%,+9%,
52498,Growing Chamber,0.156,,+6%,+2%
52499,Wriggling Heart Lump,0.306,+13%,,+2%
52500,Wriggling Vessel,0.35,+13%,+6%,
52501,Twitching Ventricle,0.9,,+9%,+10%
52502,Wriggling Aorta,0.156,,+6%,+2%
52503,Growing Thorax,0.556,+15%,,+2%
52504,Writhing Chamber,0.9,+15%,+9%,
52505,Wriggling Thorax,0.944,+15%,,+9%
52506,Germinated Blood Pump,0.111,+11%,,+3%
52507,Writhing Vessel,0.056,+11%,,+2%
52508,Growing Blood Sac,0.6,+15%,+6%,
52509,Germinated Muscle,0.3,+11%,+8%,
52510,Growing Aorta,0.156,,+6%,+2%
52511,Growing Muscle,0.356,,+8%,+2%
52512,Twitching Thorax,0.267,,+6%,+4%
52513,Twitching Trunk Tissue,0.472,+13%,,+5%
52514,Germinated Trunk Tissue,0.5,+15%,,+1%
52515,Wriggling Muscle,0.556,,+10%,+2%
52516,Growing Chamber,0.111,+11%,,+3%
52517,Wriggling Vessel,0.1,+11%,+6%,
52518,Twitching Aorta,0.056,+11%,,+2%
52519,Germinated Blood Pump,0.156,,+6%,+2%
52520,Germinated Ventricle,0.556,,+10%,+2%
52521,Writhing Heart Lump,0.333,+11%,,+7%
52522,Wriggling Heart Lump,0.35,+13%,+6%,
52523,Growing Thorax,0.111,+11%,,+3%
52524,Writhing Chamber,0.1,+11%,+6%,
52525,Wriggling Blood Sac,0.694,+13%,,+9%
52526,Germinated Blood Pump,0.211,,+6%,+3%
52527,Twitching Muscle,0.403,+12%,,+6%
52528,Wriggling Chamber,0.325,+12%,+7%,
52529,Writhing Aorta,0.533,,+7%,+7%
52530,Wriggling Aorta,0.056,+11%,,+2%
52531,Twitching Ventricle,0.306,+13%,,+2%
52532,Writhing Vessel,0.156,,+6%,+2%
52533,Wriggling Heart Lump,0.431,+14%,,+2%
52534,Wriggling Trunk Tissue,0.1,+11%,+6%,
52535,Germinated Blood Sac,0.3,+11%,+8%,
52536,Germinated Blood Sac,0.361,+13%,,+3%
52537,Wriggling Muscle,0.1,+11%,+6%,
52538,Writhing Thorax,0.356,,+8%,+2%
52539,Writhing Blood Sac,0.1,+11%,+6%,
52540,Wriggling Aorta,0.6,,+6%,+10%
52541,Writhing Thorax,0.1,+11%,+6%,
52542,Growing Blood Sac,0.611,,+10%,+3%
52543,Twitching Thorax,0.292,+12%,,+4%
52544,Twitching Ventricle,0.653,+14%,,+6%
52545,Twitching Trunk Tissue,0.2,+11%,+7%,
52546,Writhing Muscle,0.556,,+10%,+2%
52547,Growing Muscle,0.35,+13%,+6%,
52548,Writhing Chamber,0.694,+13%,,+9%
52549,Wriggling Ventricle,0.1,+11%,+6%,
52550,Twitching Ventricle,0.2,+11%,+7%,
52551,Germinated Muscle,0.056,+11%,,+2%
52552,Writhing Chamber,0.789,,+9%,+8%
52553,Wriggling Muscle,0.156,,+6%,+2%
52554,Wriggling Muscle,0.6,+15%,+6%,
52555,Twitching Chamber,0.256,,+7%,+2%
52556,Writhing Heart Lump,0.222,+11%,,+5%
52557,Growing Blood Pump,0.156,,+6%,+2%
52558,Twitching Aorta,0.181,+12%,,+2%
52559,Germinated Ventricle,0.325,+12%,+7%,
52560,Writhing Muscle,0.431,+14%,,+2%
52561,Germinated Aorta,0.056,+11%,,+2%
52562,Writhing Chamber,0.222,+11%,,+5%
52563,Wriggling Ventricle,0.778,+15%,,+6%
52564,Writhing Thorax,0.333,+11%,,+7%
52565,Twitching Heart Lump,0.306,+13%,,+2%
52566,Twitching Vessel,0.65,+13%,+9%,
52567,Twitching Aorta,0.256,,+7%,+2%
52568,Writhing Aorta,0.431,+14%,,+2%
52569,Growing Trunk Tissue,0.2,+11%,+7%,
52570,Growing Muscle,0.6,,+6%,+10%
52571,Writhing Thorax,0.225,+12%,+6%,
52572,Twitching Blood Pump,0.625,+12%,,+10%
52573,Writhing Blood Sac,0.211,,+6%,+3%
52574,Germinated Blood Sac,0.056,+11%,,+2%
52575,Germinated Aorta,0.5,+11%,+10%,
52576,Germinated Thorax,0.311,,+7%,+3%
52577,Twitching Aorta,0.306,+13%,,+2%
52578,Wriggling Blood Sac,0.411,,+8%,+3%
52579,Writhing Heart Lump,0.722,,+10%,+5%
52580,Growing Chamber,0.2,+11%,+7%,
52581,Twitching Blood Sac,0.256,,+7%,+2%
52582,Germinated Blood Sac,0.2,+11%,+7%,
52583,Germinated Thorax,0.256,,+7%,+2%
52584,Growing Chamber,0.5,+11%,+10%,
52585,Growing Muscle,0.2,+11%,+7%,
52586,Writhing Muscle,0.4,+11%,+9%,
52587,Writhing Ventricle,0.156,,+6%,+2%
52588,Wriggling Muscle,0.431,+14%,,+2%
52589,Twitching Chamber,0.65,+13%,+9%,
52590,Twitching Chamber,0.2,,+7%,+1%
52591,Twitching Aorta,0.222,+11%,,+5%
52592,Growing Muscle,0.475,+14%,+6%,
52593,Growing Chamber,0.389,+11%,,+8%
52594,Wriggling Aorta,0.306,+13%,,+2%
52595,Growing Aorta,0.5,+11%,+10%,
52596,Wriggling Muscle,0.111,+11%,,+3%
52597,Growing Vessel,0.611,+15%,,+3%
52598,Germinated Blood Sac,0.278,+11%,,+6%
52599,Growing Aorta,0.5,+11%,+10%,
52600,Germinated Heart Lump,0.256,,+7%,+2%
52601,Growing Thorax,0.306,+13%,,+2%
52602,Writhing Vessel,0.1,+11%,+6%,
52603,Germinated Trunk Tissue,0.156,,+6%,+2%
52604,Twitching Ventricle,0.378,,+6%,+6%
52605,Germinated Chamber,0.306,+13%,,+2%
52606,Germinated Thorax,0.325,+12%,+7%,
52607,Twitching Vessel,0.056,+11%,,+2%
52608,Wriggling Muscle,0.367,,+7%,+4%
52609,Wriggling Blood Sac,0.1,+11%,+6%,
52610,Germinated Ventricle,0.311,,+7%,+3%
52611,Growing Ventricle,0.2,+11%,+7%,
52612,Writhing Trunk Tissue,0.256,,+7%,+2%
52613,Wriggling Blood Sac,0.611,,+10%,+3%
52614,Germinated Chamber,0.5,+11%,+10%,
52615,Twitching Blood Pump,0.306,+13%,,+2%
52616,Writhing Trunk Tissue,0.5,+11%,,+10%
52617,Writhing Trunk Tissue,0.267,,+6%,+4%
52618,Twitching Blood Pump,0.5,+11%,+10%,
52619,Growing Blood Pump,0.556,,+10%,+2%
52620,Growing Blood Sac,0.306,+13%,,+2%
52621,Writhing Trunk Tissue,0.156,,+6%,+2%
52622,Wriggling Blood Pump,0.575,+14%,+7%,
52623,Wriggling Trunk Tissue,0.181,+12%,,+2%
52624,Wriggling Vessel,0.181,+12%,,+2%
52625,Growing Blood Sac,0.1,,+6%,+1%
52626,Wriggling Muscle,0.361,+13%,,+3%
52627,Growing Aorta,0.7,+15%,+7%,
52628,Germinated Vessel,0.35,+13%,+6%,
52629,Wriggling Aorta,0.256,,+7%,+2%
52630,Growing Ventricle,0.1,+11%,+6%,
52631,Writhing Aorta,0.431,+14%,,+2%
52632,Germinated Blood Pump,0.056,+11%,,+2%
52633,Writhing Vessel,0.311,,+7%,+3%
52634,Writhing Muscle,0.156,,+6%,+2%
52635,Writhing Aorta,0.211,,+6%,+3%
52636,Twitching Thorax,0.306,+13%,,+2%
52637,Writhing Blood Pump,0.056,+11%,,+2%
52638,Germinated Blood Pump,0.306,+13%,,+2%
52639,Writhing Muscle,0.111,+11%,,+3%
52640,Growing Trunk Tissue,0.575,+14%,+7%,
52641,Twitching Muscle,0.433,,+6%,+7%
52642,Wriggling Thorax,0.1,+11%,+6%,
52643,Wriggling Aorta,0.2,+11%,+7%,
52644,Wriggling Ventricle,0.306,+13%,,+2%
52645,Writhing Chamber,0.322,,+6%,+5%
52646,Germinated Blood Sac,0.675,+14%,+8%,
52647,Twitching Trunk Tissue,0.306,+13%,,+2%
52648,Twitching Blood Sac,0.056,+11%,,+2%
52649,Germinated Muscle,0.1,+11%,+6%,
52650,Writhing Thorax,0.1,+11%,+6%,
52651,Growing Aorta,0.306,+13%,,+2%
52652,Wriggling Heart Lump,0.156,,+6%,+2%
52653,Growing Aorta,0.181,+12%,,+2%
52654,Growing Muscle,0.5,+11%,,+10%
52655,Wriggling Thorax,0.256,,+7%,+2%
52656,Writhing Muscle,0.567,,+9%,+4%
52657,Germinated Trunk Tissue,0.35,+13%,+6%,
52658,Growing Aorta,0.5,+11%,,+10%
52659,Writhing Aorta,0.181,+12%,,+2%
52660,Writhing Vessel,0.225,+12%,+6%,
52661,Germinated Blood Sac,0.556,,+10%,+2%
52662,Wriggling Muscle,0.35,+13%,+6%,
52663,Writhing Vessel,0.156,,+6%,+2%
52664,Germinated Ventricle,0.1,+11%,+6%,
52665,Wriggling Blood Sac,0.456,,+9%,+2%
52666,Twitching Vessel,0.417,+13%,,+4%
52667,Germinated Vessel,0.156,,+6%,+2%
52668,Writhing Blood Pump,0.597,+14%,,+5%
52669,Germinated Trunk Tissue,0.1,+11%,+6%,
52670,Wriggling Muscle,0.75,+13%,+10%,
52671,Twitching Trunk Tissue,0.292,+12%,,+4%
52672,Writhing Blood Sac,0.156,,+6%,+2%
52673,Twitching Muscle,0.225,+12%,+6%,
52674,Germinated Blood Pump,0.431,+14%,,+2%
52675,Growing Trunk Tissue,0.256,,+7%,+2%
52676,Writhing Muscle,0.181,+12%,,+2%
52677,Writhing Blood Sac,0.556,,+10%,+2%
52678,Germinated Chamber,0.775,+14%,+9%,
52679,Wriggling Chamber,0.6,+15%,+6%,
52680,Wriggling Trunk Tissue,0.403,+12%,,+6%
52681,Germinated Trunk Tissue,0.722,,+10%,+5%
52682,Germinated Muscle,0.456,,+9%,+2%
52683,Growing Vessel,0.1,+11%,+6%,
52684,Twitching Chamber,0.675,+14%,+8%,
52685,Writhing Trunk Tissue,0.156,,+6%,+2%
52686,Twitching Heart Lump,0.306,+13%,,+2%
52687,Wriggling Thorax,0.475,+14%,+6%,
52688,Wriggling Aorta,0.422,,+7%,+5%
52689,Writhing Ventricle,0.056,+11%,,+2%
52690,Writhing Blood Sac,0.4,+11%,+9%,
52691,Germinated Ventricle,0.056,+11%,,+2%
52692,Twitching Trunk Tissue,0.256,,+7%,+2%
52693,Germinated Muscle,0.156,,+6%,+2%
52694,Writhing Muscle,0.211,,+6%,+3%
52695,Growing Muscle,0.056,+11%,,+2%
52696,Writhing Chamber,0.056,+11%,,+2%
52697,Germinated Blood Pump,0.7,+15%,+7%,
52698,Twitching Vessel,0.3,+11%,+8%,
52699,Twitching Vessel,0.1,+11%,+6%,
52700,Germinated Thorax,0.306,+13%,,+2%
52701,Wriggling Vessel,0.456,,+9%,+2%
52702,Germinated Aorta,0.181,+12%,,+2%
52703,Writhing Blood Sac,0.278,+11%,,+6%
52704,Twitching Blood Pump,0.533,,+7%,+7%
52705,Wriggling Ventricle,0.056,+11%,,+2%
52706,Writhing Chamber,0.75,+13%,+10%,
52707,Twitching Blood Sac,0.35,+13%,+6%,
52708,Wriggling Thorax,0.65,+13%,+9%,
52709,Wriggling Blood Sac,0.156,,+6%,+2%
52710,Germinated Thorax,0.256,,+7%,+2%
52711,Writhing Blood Pump,0.778,,+10%,+6%
52712,Wriggling Muscle,0.789,,+9%,+8%
52713,Growing Chamber,0.056,+11%,,+2%
52714,Wriggling Thorax,0.4,+11%,+9%,
52715,Twitching Muscle,0.689,,+8%,+8%
52716,Germinated Muscle,0.1,+11%,+6%,
52717,Germinated Muscle,0.256,,+7%,+2%
52718,Growing Heart Lump,0.356,,+8%,+2%
52719,Germinated Trunk Tissue,0.475,+14%,+6%,
52720,Wriggling Chamber,0.5,+11%,+10%,
52721,Growing Muscle,0.5,+11%,+10%,
52722,Wriggling Blood Pump,0.575,+14%,+7%,
52723,Wriggling Aorta,0.181,+12%,,+2%
52724,Germinated Ventricle,0.225,+12%,+6%,
52725,Growing Trunk Tissue,0.675,+14%,+8%,
52726,Germinated Heart Lump,0.267,,+6%,+4%
52727,Growing Heart Lump,0.167,+11%,,+4%
52728,Growing Chamber,0.733,,+9%,+7%
52729,Wriggling Aorta,0.111,+11%,,+3%
52730,Wriggling Ventricle,0.181,+12%,,+2%
52731,Growing Trunk Tissue,0.356,,+8%,+2%
52732,Writhing Heart Lump,0.889,+15%,,+8%
52733,Germinated Aorta,0.45,+13%,+7%,
52734,Twitching Muscle,0.2,+11%,+7%,
52735,Growing Chamber,0.267,,+6%,+4%
52736,Twitching Trunk Tissue,0.4,+11%,+9%,
52737,Growing Chamber,0.1,+11%,+6%,
52738,Wriggling Blood Pump,0.4,+11%,+9%,
52739,Wriggling Muscle,0.306,+13%,,+2%
52740,Wriggling Heart Lump,0.2,+11%,+7%,
52741,Germinated Thorax,0.556,,+10%,+2%
52742,Writhing Heart Lump,0.475,+14%,+6%,
52743,Growing Aorta,0.1,+11%,+6%,
52744,Writhing Thorax,0.544,,+6%,+9%
52745,Writhing Muscle,0.425,+12%,+8%,
52746,Germinated Thorax,0.256,,+7%,+2%
52747,Wriggling Ventricle,0.633,,+8%,+7%
52748,Germinated Blood Sac,0.556,+15%,,+2%
52749,Wriggling Aorta,0.475,+14%,+6%,
52750,Wriggling Heart Lump,0.356,,+8%,+2%
52751,Germinated Heart Lump,0.9,+15%,+9%,
52752,Growing Blood Sac,0.156,,+6%,+2%
52753,Wriggling Muscle,0.256,,+7%,+2%
52754,Germinated Blood Sac,0.156,,+6%,+2%
52755,Germinated Blood Sac,0.256,,+7%,+2%
52756,Writhing Aorta,0.1,,+6%,+1%
52757,Growing Vessel,0.311,,+7%,+3%
52758,Writhing Vessel,0.267,,+6%,+4%
52759,Writhing Aorta,0.75,+13%,+10%,
52760,Growing Heart Lump,0.583,+13%,,+7%
52761,Growing Muscle,0.111,+11%,,+3%
52762,Germinated Blood Pump,0.181,+12%,,+2%
52763,Writhing Chamber,0.056,+11%,,+2%
52764,Writhing Ventricle,0.556,,+10%,+2%
52765,Growing Thorax,0.486,+14%,,+3%
52766,Wriggling Aorta,0.2,,+7%,+1%
52767,Writhing Trunk Tissue,0.236,+12%,,+3%
52768,Germinated Blood Sac,0.356,,+8%,+2%
52769,Writhing Chamber,0.356,,+8%,+2%
52770,Twitching Heart Lump,0.4,+11%,+9%,
52771,Germinated Blood Sac,0.225,+12%,+6%,
52772,Twitching Blood Sac,0.181,+12%,,+2%
52773,Twitching Thorax,0.5,+11%,,+10%
52774,Growing Trunk Tissue,0.156,,+6%,+2%
52775,Twitching Heart Lump,0.236,+12%,,+3%
52776,Growing Chamber,0.056,+11%,,+2%
52777,Twitching Vessel,0.4,+11%,+9%,
52778,Germinated Blood Pump,0.486,+14%,,+3%
52779,Growing Blood Sac,0.444,+11%,,+9%
52780,Wriggling Aorta,0.056,+11%,,+2%
52781,Germinated Blood Pump,0.156,,+6%,+2%
52782,Twitching Blood Pump,0.1,+11%,+6%,
52783,Writhing Blood Sac,0.556,+15%,,+2%
52784,Twitching Heart Lump,0.325,+12%,+7%,
52785,Growing Ventricle,0.356,,+8%,+2%
52786,Writhing Aorta,0.1,+11%,+6%,
52787,Germinated Aorta,0.156,,+6%,+2%
52788,Growing Muscle,0.425,+12%,+8%,
52789,Germinated Trunk Tissue,0.056,+11%,,+2%
52790,Wriggling Ventricle,0.378,,+6%,+6%
52791,Growing Aorta,0.35,+13%,+6%,
52792,Wriggling Blood Sac,0.2,+11%,+7%,
52793,Growing Ventricle,0.267,,+6%,+4%
52794,Growing Thorax,0.356,,+8%,+2%
52795,Writhing Ventricle,0.2,+11%,+7%,
52796,Twitching Muscle,0.056,+11%,,+2%
52797,Wriggling Thorax,0.525,+12%,+9%,
52798,Growing Muscle,0.181,+12%,,+2%
52799,Wriggling Ventricle,0.1,+11%,+6%,
52800,Wriggling Heart Lump,0.056,+11%,,+2%
52801,Germinated Thorax,0.156,,+6%,+2%
52802,Writhing Muscle,0.306,+13%,,+2%
52803,Wriggling Thorax,0.156,,+6%,+2%
52804,Germinated Thorax,0.55,+13%,+8%,
52805,Germinated Blood Sac,0.4,+11%,+9%,
52806,Twitching Blood Sac,0.056,+11%,,+2%
52807,Wriggling Vessel,0.3,+11%,+8%,
52808,Twitching Chamber,0.156,,+6%,+2%
52809,Twitching Thorax,0.511,,+9%,+3%
52810,Twitching Ventricle,0.211,,+6%,+3%
52811,Writhing Blood Pump,0.156,,+6%,+2%
52812,Wriggling Heart Lump,0.056,+11%,,+2%
52813,Wriggling Trunk Tissue,0.211,,+6%,+3%
52814,Wriggling Blood Pump,0.256,,+7%,+2%
52815,Twitching Ventricle,0.181,+12%,,+2%
52816,Growing Chamber,0.35,+13%,+6%,
52817,Writhing Vessel,0.486,+14%,,+3%
52818,Growing Vessel,0.056,+11%,,+2%
52819,Wriggling Blood Sac,0.431,+14%,,+2%
52820,Growing Heart Lump,0.361,+13%,,+3%
52821,Writhing Trunk Tissue,0.4,+11%,+9%,
52822,Germinated Heart Lump,0.156,,+6%,+2%
52823,Wriggling Heart Lump,0.356,,+8%,+2%
52824,Wriggling Trunk Tissue,0.156,,+6%,+2%
52825,Wriggling Chamber,0.356,,+8%,+2%
52826,Writhing Blood Pump,0.236,+12%,,+3%
52827,Germinated Blood Pump,0.356,,+8%,+2%
52828,Writhing Ventricle,0.156,,+6%,+2%
52829,Writhing Vessel,0.378,,+6%,+6%
52830,Writhing Ventricle,0.1,+11%,+6%,
52831,Germinated Thorax,0.156,,+6%,+2%
52832,Wriggling Aorta,0.6,+15%,+6%,
