Seed	Name	Perfection	Ship_Launcher_TakeOffCost
57183	Fibrous Clusters	0.5	-8%
57184	Fibrous Clusters	0.0	-6%
57185	Fibrous Bio-Anomaly	0.0	-6%
57186	Mucilaginous Tendril	0.0	-6%
57187	Fibrous Membrane	0.5	-8%
57188	Fibrous Brain Node	0.0	-6%
57189	Viscous Nodules	0.5	-8%
57190	Mucilaginous Clusters	0.25	-7%
57191	Glutinous Brain Node	0.0	-6%
57192	Soft Coils	0.0	-6%
57193	Soft Membrane	0.75	-9%
57194	Viscous Tendril	1.0	-10%
57195	Soft Tendril	0.0	-6%
57196	Viscous Bio-Anomaly	0.0	-6%
57197	Glutinous Lobes	0.0	-6%
57198	Fibrous Lobes	0.0	-6%
57199	Mucilaginous Brain Node	1.0	-10%
57200	Glutinous Bio-Anomaly	0.0	-6%
57201	Mucilaginous Coils	0.0	-6%
57202	Soft Clusters	0.0	-6%
57203	Mucilaginous Brain Node	0.0	-6%
57204	Fibrous Lobes	0.0	-6%
57205	Soft Tendril	0.0	-6%
57206	Mucilaginous Bio-Anomaly	0.0	-6%
57207	Fibrous Brain Node	0.0	-6%
57208	Viscous Bio-Anomaly	0.0	-6%
57209	Viscous Jelly	1.0	-10%
57210	Glutinous Tendril	0.0	-6%
57211	Soft Jelly	0.0	-6%
57212	Fibrous Lobes	0.5	-8%
57213	Viscous Nodules	0.0	-6%
57214	Fibrous Brain Node	0.0	-6%
57215	Mucilaginous Brain Node	1.0	-10%
57216	Mucilaginous Membrane	0.0	-6%
57217	Soft Jelly	0.5	-8%
57218	Mucilaginous Bio-Anomaly	0.25	-7%
57219	Viscous Clusters	0.25	-7%
57220	Viscous Bio-Anomaly	0.0	-6%
57221	Fibrous Jelly	0.5	-8%
57222	Glutinous Membrane	0.0	-6%
57223	Glutinous Coils	0.0	-6%
57224	Soft Jelly	0.0	-6%
57225	Mucilaginous Clusters	0.0	-6%
57226	Glutinous Lobes	0.0	-6%
57227	Fibrous Nodules	0.5	-8%
57228	Mucilaginous Membrane	0.0	-6%
57229	Viscous Brain Node	0.0	-6%
57230	Soft Brain Node	1.0	-10%
57231	Viscous Brain Node	0.75	-9%
57232	Viscous Membrane	0.0	-6%
57233	Viscous Clusters	0.0	-6%
57234	Mucilaginous Brain Node	0.0	-6%
57235	Viscous Brain Node	0.0	-6%
57236	Fibrous Nodules	0.0	-6%
57237	Glutinous Coils	0.0	-6%
57238	Mucilaginous Membrane	0.0	-6%
57239	Viscous Jelly	0.0	-6%
57240	Fibrous Membrane	0.0	-6%
57241	Glutinous Nodules	0.0	-6%
57242	Fibrous Bio-Anomaly	0.0	-6%
57243	Viscous Bio-Anomaly	0.0	-6%
57244	Viscous Lobes	0.0	-6%
57245	Viscous Bio-Anomaly	0.25	-7%
57246	Glutinous Lobes	0.0	-6%
57247	Mucilaginous Tendril	0.0	-6%
57248	Soft Bio-Anomaly	0.0	-6%
57249	Soft Brain Node	0.25	-7%
57250	Viscous Clusters	0.0	-6%
57251	Soft Brain Node	0.75	-9%
57252	Soft Bio-Anomaly	0.0	-6%
57253	Soft Jelly	0.0	-6%
57254	Viscous Nodules	0.0	-6%
57255	Fibrous Brain Node	0.0	-6%
57256	Viscous Lobes	0.0	-6%
57257	Glutinous Clusters	0.0	-6%
57258	Glutinous Tendril	0.0	-6%
57259	Soft Coils	0.0	-6%
57260	Viscous Nodules	0.0	-6%
57261	Viscous Tendril	0.0	-6%
57262	Fibrous Coils	0.0	-6%
57263	Fibrous Membrane	1.0	-10%
57264	Viscous Bio-Anomaly	0.25	-7%
57265	Fibrous Brain Node	0.0	-6%
57266	Glutinous Lobes	0.5	-8%
57267	Viscous Bio-Anomaly	0.0	-6%
57268	Soft Brain Node	0.0	-6%
57269	Soft Bio-Anomaly	0.0	-6%
57270	Fibrous Bio-Anomaly	0.0	-6%
57271	Glutinous Lobes	0.0	-6%
57272	Fibrous Membrane	0.0	-6%
57273	Soft Membrane	1.0	-10%
57274	Viscous Clusters	0.0	-6%
57275	Viscous Jelly	0.0	-6%
57276	Glutinous Lobes	0.0	-6%
57277	Mucilaginous Clusters	0.0	-6%
57278	Fibrous Membrane	0.0	-6%
57279	Fibrous Jelly	0.0	-6%
57280	Glutinous Lobes	0.0	-6%
57281	Soft Lobes	0.75	-9%
57282	Glutinous Lobes	0.5	-8%
57283	Fibrous Lobes	0.5	-8%
57284	Glutinous Brain Node	0.25	-7%
57285	Fibrous Membrane	0.0	-6%
57286	Soft Jelly	0.25	-7%
57287	Glutinous Tendril	0.0	-6%
57288	Mucilaginous Bio-Anomaly	0.0	-6%
57289	Mucilaginous Brain Node	0.0	-6%
57290	Glutinous Brain Node	0.0	-6%
57291	Viscous Membrane	0.75	-9%
57292	Mucilaginous Brain Node	0.0	-6%
57293	Mucilaginous Bio-Anomaly	0.0	-6%
57294	Fibrous Lobes	0.0	-6%
57295	Viscous Coils	1.0	-10%
57296	Mucilaginous Brain Node	0.0	-6%
57297	Mucilaginous Tendril	0.0	-6%
57298	Viscous Lobes	0.0	-6%
57299	Soft Lobes	0.0	-6%
57300	Viscous Bio-Anomaly	0.25	-7%
57301	Viscous Jelly	0.0	-6%
57302	Viscous Lobes	0.0	-6%
57303	Viscous Clusters	0.0	-6%
57304	Glutinous Jelly	0.0	-6%
57305	Viscous Clusters	0.0	-6%
57306	Soft Coils	0.25	-7%
57307	Fibrous Lobes	0.0	-6%
57308	Mucilaginous Membrane	0.0	-6%
57309	Viscous Brain Node	0.0	-6%
57310	Fibrous Jelly	0.0	-6%
57311	Viscous Brain Node	0.0	-6%
57312	Glutinous Lobes	0.0	-6%
57313	Glutinous Bio-Anomaly	1.0	-10%
57314	Mucilaginous Brain Node	0.0	-6%
57315	Soft Clusters	0.0	-6%
57316	Glutinous Clusters	0.0	-6%
57317	Viscous Lobes	0.0	-6%
57318	Soft Jelly	0.0	-6%
57319	Soft Clusters	0.0	-6%
57320	Glutinous Nodules	0.0	-6%
57321	Fibrous Jelly	0.0	-6%
57322	Fibrous Tendril	0.0	-6%
57323	Viscous Brain Node	0.0	-6%
57324	Glutinous Clusters	0.0	-6%
57325	Soft Membrane	0.5	-8%
57326	Soft Coils	0.0	-6%
57327	Soft Jelly	0.0	-6%
57328	Fibrous Brain Node	0.0	-6%
57329	Fibrous Tendril	0.0	-6%
57330	Viscous Coils	0.0	-6%
57331	Glutinous Nodules	0.0	-6%
57332	Viscous Nodules	0.0	-6%
57333	Soft Tendril	0.0	-6%
57334	Glutinous Lobes	0.0	-6%
57335	Mucilaginous Clusters	0.0	-6%
57336	Soft Brain Node	0.0	-6%
57337	Soft Tendril	0.0	-6%
57338	Glutinous Jelly	0.0	-6%
57339	Soft Tendril	0.0	-6%
57340	Glutinous Brain Node	0.0	-6%
57341	Viscous Brain Node	0.0	-6%
57342	Glutinous Tendril	0.5	-8%
57343	Soft Coils	0.0	-6%
57344	Mucilaginous Brain Node	0.5	-8%
57345	Glutinous Clusters	0.0	-6%
57346	Soft Nodules	0.25	-7%
57347	Glutinous Lobes	1.0	-10%
57348	Soft Brain Node	0.0	-6%
57349	Glutinous Lobes	0.5	-8%
57350	Mucilaginous Bio-Anomaly	0.0	-6%
57351	Soft Nodules	0.75	-9%
57352	Glutinous Membrane	0.0	-6%
57353	Glutinous Coils	0.0	-6%
57354	Viscous Nodules	0.0	-6%
57355	Glutinous Brain Node	0.75	-9%
57356	Viscous Nodules	0.0	-6%
57357	Viscous Brain Node	0.25	-7%
57358	Soft Clusters	0.5	-8%
57359	Soft Membrane	0.0	-6%
57360	Mucilaginous Nodules	0.0	-6%
57361	Mucilaginous Tendril	0.0	-6%
57362	Mucilaginous Bio-Anomaly	0.0	-6%
57363	Mucilaginous Brain Node	0.0	-6%
57364	Viscous Brain Node	0.0	-6%
57365	Soft Clusters	0.0	-6%
57366	Soft Lobes	0.75	-9%
57367	Soft Nodules	0.0	-6%
57368	Glutinous Brain Node	0.0	-6%
57369	Fibrous Clusters	0.25	-7%
57370	Fibrous Jelly	0.0	-6%
57371	Mucilaginous Coils	0.0	-6%
57372	Viscous Lobes	1.0	-10%
57373	Soft Nodules	0.0	-6%
57374	Viscous Lobes	0.0	-6%
57375	Glutinous Membrane	0.0	-6%
57376	Viscous Brain Node	0.0	-6%
57377	Mucilaginous Brain Node	0.0	-6%
57378	Viscous Lobes	0.0	-6%
57379	Fibrous Brain Node	0.0	-6%
57380	Soft Clusters	0.0	-6%
57381	Glutinous Lobes	0.0	-6%
57382	Mucilaginous Lobes	0.0	-6%
57383	Glutinous Jelly	0.5	-8%
57384	Mucilaginous Jelly	0.0	-6%
57385	Fibrous Nodules	0.0	-6%
57386	Glutinous Membrane	0.0	-6%
57387	Viscous Membrane	0.0	-6%
57388	Viscous Membrane	0.75	-9%
57389	Glutinous Membrane	0.0	-6%
57390	Glutinous Membrane	0.0	-6%
57391	Glutinous Lobes	0.25	-7%
57392	Glutinous Bio-Anomaly	0.5	-8%
57393	Fibrous Coils	0.0	-6%
57394	Glutinous Nodules	0.75	-9%
57395	Viscous Lobes	0.0	-6%
57396	Soft Lobes	0.0	-6%
57397	Soft Tendril	0.25	-7%
57398	Soft Nodules	0.0	-6%
57399	Fibrous Membrane	0.0	-6%
57400	Fibrous Coils	0.0	-6%
57401	Fibrous Coils	0.0	-6%
57402	Fibrous Lobes	0.0	-6%
57403	Fibrous Brain Node	0.25	-7%
57404	Fibrous Jelly	0.0	-6%
57405	Fibrous Lobes	0.0	-6%
57406	Mucilaginous Brain Node	0.0	-6%
57407	Mucilaginous Clusters	1.0	-10%
57408	Viscous Lobes	0.0	-6%
57409	Glutinous Brain Node	0.0	-6%
57410	Mucilaginous Nodules	1.0	-10%
57411	Viscous Nodules	0.0	-6%
57412	Mucilaginous Brain Node	1.0	-10%
57413	Viscous Bio-Anomaly	0.0	-6%
57414	Glutinous Tendril	1.0	-10%
57415	Soft Clusters	0.0	-6%
57416	Glutinous Coils	0.0	-6%
57417	Glutinous Coils	0.0	-6%
57418	Fibrous Jelly	0.5	-8%
57419	Fibrous Bio-Anomaly	0.0	-6%
57420	Mucilaginous Tendril	0.0	-6%
57421	Soft Nodules	0.0	-6%
57422	Mucilaginous Brain Node	0.0	-6%
57423	Soft Tendril	0.0	-6%
57424	Mucilaginous Bio-Anomaly	0.0	-6%
57425	Fibrous Tendril	0.25	-7%
57426	Soft Lobes	0.0	-6%
57427	Glutinous Jelly	0.0	-6%
57428	Viscous Brain Node	0.0	-6%
57429	Fibrous Membrane	0.0	-6%
57430	Soft Brain Node	0.0	-6%
57431	Mucilaginous Brain Node	0.0	-6%
57432	Fibrous Tendril	0.0	-6%
57433	Viscous Clusters	0.0	-6%
57434	Fibrous Jelly	0.0	-6%
57435	Viscous Jelly	0.0	-6%
57436	Fibrous Lobes	0.0	-6%
57437	Fibrous Brain Node	0.25	-7%
57438	Viscous Coils	0.5	-8%
57439	Glutinous Membrane	0.0	-6%
57440	Soft Bio-Anomaly	0.0	-6%
57441	Fibrous Tendril	0.0	-6%
57442	Glutinous Jelly	0.0	-6%
57443	Viscous Membrane	0.0	-6%
57444	Viscous Tendril	0.0	-6%
57445	Glutinous Brain Node	0.0	-6%
57446	Viscous Coils	0.0	-6%
57447	Viscous Jelly	0.0	-6%
57448	Glutinous Bio-Anomaly	0.0	-6%
57449	Glutinous Lobes	0.0	-6%
57450	Viscous Brain Node	0.0	-6%
57451	Soft Lobes	0.0	-6%
57452	Glutinous Brain Node	0.0	-6%
57453	Viscous Bio-Anomaly	0.0	-6%
57454	Viscous Brain Node	0.25	-7%
57455	Soft Bio-Anomaly	0.0	-6%
57456	Mucilaginous Bio-Anomaly	0.0	-6%
57457	Viscous Bio-Anomaly	0.0	-6%
57458	Viscous Tendril	0.75	-9%
57459	Soft Nodules	0.0	-6%
57460	Soft Nodules	0.25	-7%
57461	Soft Lobes	0.0	-6%
57462	Viscous Lobes	0.0	-6%
57463	Viscous Lobes	0.25	-7%
57464	Soft Coils	0.5	-8%
57465	Fibrous Clusters	0.0	-6%
57466	Soft Coils	1.0	-10%
57467	Glutinous Clusters	0.0	-6%
57468	Fibrous Brain Node	0.0	-6%
57469	Mucilaginous Coils	0.0	-6%
57470	Soft Lobes	0.0	-6%
57471	Glutinous Bio-Anomaly	0.0	-6%
57472	Glutinous Brain Node	0.0	-6%
57473	Fibrous Coils	0.25	-7%
57474	Mucilaginous Membrane	0.0	-6%
57475	Glutinous Jelly	0.75	-9%
57476	Soft Bio-Anomaly	0.0	-6%
57477	Fibrous Bio-Anomaly	0.0	-6%
57478	Mucilaginous Coils	0.0	-6%
57479	Soft Lobes	0.0	-6%
57480	Soft Brain Node	0.0	-6%
57481	Viscous Lobes	0.0	-6%
57482	Fibrous Membrane	0.0	-6%
57483	Viscous Nodules	0.75	-9%
57484	Glutinous Brain Node	0.0	-6%
57485	Soft Tendril	0.0	-6%
57486	Fibrous Membrane	0.0	-6%
57487	Mucilaginous Bio-Anomaly	0.0	-6%
57488	Soft Tendril	0.0	-6%
57489	Glutinous Nodules	0.0	-6%
57490	Fibrous Brain Node	0.0	-6%
57491	Mucilaginous Tendril	0.0	-6%
57492	Mucilaginous Jelly	0.5	-8%
57493	Fibrous Clusters	0.0	-6%
57494	Mucilaginous Clusters	0.0	-6%
57495	Mucilaginous Brain Node	0.0	-6%
57496	Mucilaginous Membrane	0.0	-6%
57497	Mucilaginous Lobes	0.0	-6%
57498	Mucilaginous Clusters	0.0	-6%
57499	Mucilaginous Tendril	0.0	-6%
57500	Fibrous Nodules	0.0	-6%
57501	Glutinous Coils	0.0	-6%
57502	Glutinous Tendril	0.0	-6%
57503	Viscous Nodules	0.0	-6%
57504	Glutinous Coils	0.25	-7%
57505	Glutinous Coils	0.0	-6%
57506	Viscous Jelly	0.0	-6%
57507	Fibrous Nodules	0.0	-6%
57508	Glutinous Lobes	0.25	-7%
57509	Glutinous Brain Node	0.0	-6%
57510	Viscous Jelly	0.75	-9%
57511	Soft Brain Node	0.75	-9%
57512	Fibrous Bio-Anomaly	0.25	-7%
57513	Viscous Coils	0.0	-6%
57514	Mucilaginous Bio-Anomaly	0.0	-6%
57515	Mucilaginous Coils	0.0	-6%
57516	Viscous Coils	0.0	-6%
57517	Viscous Bio-Anomaly	0.0	-6%
57518	Glutinous Brain Node	0.0	-6%
57519	Viscous Nodules	0.0	-6%
57520	Mucilaginous Coils	0.0	-6%
57521	Mucilaginous Clusters	0.0	-6%
57522	Soft Tendril	0.0	-6%
57523	Mucilaginous Lobes	0.0	-6%
57524	Viscous Brain Node	0.0	-6%
57525	Fibrous Membrane	0.25	-7%
57526	Viscous Tendril	0.0	-6%
57527	Fibrous Coils	1.0	-10%
57528	Fibrous Jelly	0.0	-6%
57529	Soft Lobes	0.0	-6%
57530	Soft Lobes	0.0	-6%
57531	Mucilaginous Clusters	0.0	-6%
57532	Soft Bio-Anomaly	0.5	-8%
57533	Viscous Jelly	0.0	-6%
57534	Mucilaginous Brain Node	0.25	-7%
57535	Mucilaginous Clusters	0.0	-6%
57536	Mucilaginous Nodules	0.0	-6%
57537	Soft Nodules	0.5	-8%
57538	Soft Bio-Anomaly	0.0	-6%
57539	Fibrous Nodules	0.0	-6%
57540	Viscous Coils	0.0	-6%
57541	Glutinous Brain Node	0.0	-6%
57542	Glutinous Membrane	1.0	-10%
57543	Viscous Membrane	0.0	-6%
57544	Mucilaginous Membrane	0.0	-6%
57545	Mucilaginous Lobes	0.0	-6%
57546	Viscous Nodules	0.0	-6%
57547	Glutinous Tendril	0.0	-6%
57548	Soft Membrane	0.75	-9%
57549	Mucilaginous Nodules	0.0	-6%
57550	Mucilaginous Clusters	0.0	-6%
57551	Soft Lobes	0.0	-6%
57552	Glutinous Lobes	0.0	-6%
57553	Soft Brain Node	0.0	-6%
57554	Viscous Brain Node	0.0	-6%
57555	Mucilaginous Lobes	0.0	-6%
57556	Fibrous Lobes	0.0	-6%
57557	Soft Tendril	0.0	-6%
57558	Glutinous Brain Node	0.5	-8%
57559	Glutinous Jelly	0.0	-6%
57560	Viscous Coils	0.0	-6%
57561	Fibrous Bio-Anomaly	0.0	-6%
57562	Mucilaginous Tendril	0.0	-6%
57563	Mucilaginous Lobes	0.0	-6%
57564	Glutinous Lobes	0.25	-7%
57565	Viscous Brain Node	0.0	-6%
57566	Soft Bio-Anomaly	0.25	-7%
57567	Mucilaginous Tendril	0.0	-6%
57568	Soft Clusters	0.75	-9%
57569	Viscous Coils	0.0	-6%
57570	Soft Membrane	0.0	-6%
57571	Mucilaginous Clusters	0.0	-6%
57572	Mucilaginous Brain Node	0.0	-6%
57573	Mucilaginous Membrane	0.0	-6%
57574	Fibrous Membrane	0.75	-9%
57575	Fibrous Lobes	0.0	-6%
57576	Glutinous Clusters	0.0	-6%
57577	Glutinous Tendril	0.0	-6%
57578	Soft Lobes	0.0	-6%
57579	Fibrous Membrane	0.0	-6%
57580	Fibrous Bio-Anomaly	1.0	-10%
57581	Soft Nodules	0.0	-6%
57582	Fibrous Brain Node	0.0	-6%
57583	Viscous Lobes	0.0	-6%
57584	Fibrous Tendril	0.0	-6%
57585	Glutinous Brain Node	0.0	-6%
57586	Glutinous Coils	0.0	-6%
57587	Viscous Lobes	1.0	-10%
57588	Glutinous Tendril	0.25	-7%
57589	Soft Nodules	0.0	-6%
57590	Glutinous Lobes	0.0	-6%
57591	Soft Membrane	0.0	-6%
57592	Viscous Nodules	0.0	-6%
57593	Fibrous Lobes	0.0	-6%
57594	Mucilaginous Coils	0.0	-6%
57595	Mucilaginous Coils	0.0	-6%
57596	Mucilaginous Nodules	0.0	-6%
57597	Fibrous Jelly	0.0	-6%
57598	Mucilaginous Membrane	0.0	-6%
57599	Fibrous Jelly	0.0	-6%
57600	Glutinous Membrane	0.0	-6%
57601	Soft Clusters	0.25	-7%
57602	Fibrous Membrane	0.0	-6%
57603	Soft Tendril	0.5	-8%
57604	Mucilaginous Tendril	0.0	-6%
57605	Fibrous Lobes	0.0	-6%
57606	Mucilaginous Lobes	0.0	-6%
57607	Viscous Nodules	0.0	-6%
57608	Viscous Brain Node	0.0	-6%
57609	Glutinous Jelly	0.0	-6%
57610	Viscous Lobes	1.0	-10%
57611	Mucilaginous Brain Node	0.5	-8%
57612	Glutinous Tendril	0.0	-6%
57613	Glutinous Membrane	0.0	-6%
57614	Fibrous Clusters	0.0	-6%
57615	Viscous Brain Node	0.0	-6%
57616	Soft Lobes	0.25	-7%
57617	Viscous Brain Node	0.0	-6%
57618	Fibrous Coils	0.0	-6%
57619	Mucilaginous Clusters	0.75	-9%
57620	Soft Jelly	0.0	-6%
57621	Mucilaginous Brain Node	0.0	-6%
57622	Fibrous Brain Node	0.0	-6%
57623	Fibrous Membrane	0.75	-9%
57624	Fibrous Clusters	0.0	-6%
57625	Fibrous Brain Node	0.0	-6%
57626	Fibrous Clusters	0.0	-6%
57627	Fibrous Nodules	0.0	-6%
57628	Soft Brain Node	0.0	-6%
57629	Mucilaginous Clusters	0.0	-6%
57630	Soft Clusters	0.0	-6%
57631	Viscous Clusters	0.75	-9%
57632	Viscous Lobes	0.75	-9%
57633	Viscous Coils	0.0	-6%
57634	Mucilaginous Bio-Anomaly	1.0	-10%
57635	Mucilaginous Coils	0.0	-6%
57636	Soft Brain Node	0.0	-6%
57637	Viscous Brain Node	1.0	-10%
57638	Glutinous Tendril	0.0	-6%
57639	Viscous Coils	0.0	-6%
57640	Soft Lobes	0.25	-7%
57641	Mucilaginous Clusters	0.0	-6%
57642	Soft Clusters	0.0	-6%
57643	Mucilaginous Nodules	0.25	-7%
57644	Soft Nodules	0.0	-6%
57645	Glutinous Nodules	0.0	-6%
57646	Fibrous Tendril	0.5	-8%
57647	Mucilaginous Jelly	0.0	-6%
57648	Mucilaginous Lobes	0.0	-6%
57649	Glutinous Membrane	0.0	-6%
57650	Viscous Tendril	0.0	-6%
57651	Soft Nodules	0.25	-7%
57652	Fibrous Jelly	0.25	-7%
57653	Fibrous Tendril	0.0	-6%
57654	Soft Membrane	0.5	-8%
57655	Mucilaginous Tendril	0.0	-6%
57656	Glutinous Jelly	0.0	-6%
57657	Soft Brain Node	0.0	-6%
57658	Fibrous Clusters	0.0	-6%
57659	Viscous Nodules	0.0	-6%
57660	Soft Lobes	0.0	-6%
57661	Mucilaginous Brain Node	0.0	-6%
57662	Soft Bio-Anomaly	0.0	-6%
57663	Mucilaginous Lobes	0.5	-8%
57664	Viscous Brain Node	0.0	-6%
57665	Mucilaginous Tendril	1.0	-10%
57666	Mucilaginous Jelly	0.0	-6%
57667	Glutinous Nodules	0.0	-6%
57668	Viscous Membrane	0.0	-6%
57669	Viscous Nodules	0.0	-6%
57670	Glutinous Nodules	0.0	-6%
57671	Viscous Bio-Anomaly	0.0	-6%
57672	Viscous Bio-Anomaly	0.25	-7%
57673	Mucilaginous Bio-Anomaly	0.0	-6%
57674	Glutinous Brain Node	0.0	-6%
57675	Mucilaginous Jelly	0.0	-6%
57676	Mucilaginous Membrane	0.75	-9%
57677	Glutinous Tendril	0.0	-6%
57678	Viscous Brain Node	0.0	-6%
57679	Fibrous Brain Node	0.0	-6%
57680	Glutinous Lobes	0.0	-6%
57681	Mucilaginous Clusters	0.25	-7%
57682	Glutinous Coils	0.0	-6%
57683	Glutinous Bio-Anomaly	0.0	-6%
57684	Glutinous Clusters	0.0	-6%
57685	Fibrous Membrane	0.0	-6%
57686	Glutinous Brain Node	0.0	-6%
57687	Viscous Membrane	0.0	-6%
57688	Viscous Brain Node	0.0	-6%
57689	Fibrous Bio-Anomaly	0.5	-8%
57690	Mucilaginous Clusters	0.0	-6%
57691	Fibrous Nodules	0.0	-6%
57692	Glutinous Brain Node	0.0	-6%
57693	Mucilaginous Coils	0.0	-6%
57694	Mucilaginous Brain Node	0.0	-6%
57695	Soft Bio-Anomaly	0.0	-6%
57696	Mucilaginous Bio-Anomaly	0.0	-6%
57697	Viscous Jelly	0.0	-6%
57698	Glutinous Bio-Anomaly	0.0	-6%
57699	Viscous Brain Node	0.75	-9%
57700	Viscous Brain Node	0.0	-6%
57701	Glutinous Bio-Anomaly	0.5	-8%
57702	Glutinous Lobes	0.0	-6%
57703	Mucilaginous Nodules	0.25	-7%
57704	Glutinous Brain Node	0.0	-6%
57705	Mucilaginous Membrane	0.25	-7%
57706	Mucilaginous Bio-Anomaly	0.0	-6%
57707	Fibrous Lobes	0.75	-9%
57708	Mucilaginous Coils	0.0	-6%
57709	Glutinous Coils	0.25	-7%
57710	Glutinous Membrane	0.0	-6%
57711	Viscous Tendril	0.0	-6%
57712	Mucilaginous Coils	0.25	-7%
57713	Glutinous Membrane	0.0	-6%
57714	Fibrous Membrane	0.0	-6%
57715	Fibrous Bio-Anomaly	0.0	-6%
57716	Glutinous Bio-Anomaly	0.0	-6%
57717	Soft Brain Node	0.5	-8%
57718	Soft Nodules	0.0	-6%
57719	Glutinous Nodules	0.0	-6%
57720	Fibrous Tendril	0.0	-6%
57721	Viscous Lobes	0.0	-6%
57722	Viscous Jelly	0.0	-6%
57723	Soft Jelly	0.0	-6%
57724	Fibrous Bio-Anomaly	0.0	-6%
57725	Soft Bio-Anomaly	0.0	-6%
57726	Fibrous Membrane	0.0	-6%
57727	Soft Membrane	0.0	-6%
57728	Viscous Brain Node	0.0	-6%
57729	Mucilaginous Clusters	0.0	-6%
57730	Soft Bio-Anomaly	0.0	-6%
57731	Soft Coils	0.0	-6%
57732	Fibrous Nodules	0.75	-9%
57733	Viscous Membrane	0.0	-6%
57734	Soft Clusters	0.0	-6%
57735	Soft Clusters	0.75	-9%
57736	Glutinous Nodules	0.75	-9%
57737	Viscous Nodules	0.0	-6%
57738	Glutinous Jelly	0.0	-6%
57739	Fibrous Jelly	0.25	-7%
57740	Glutinous Lobes	0.25	-7%
57741	Fibrous Nodules	0.75	-9%
57742	Glutinous Clusters	0.0	-6%
57743	Glutinous Tendril	0.0	-6%
57744	Viscous Nodules	0.0	-6%
57745	Glutinous Clusters	0.0	-6%
57746	Glutinous Bio-Anomaly	0.0	-6%
57747	Viscous Brain Node	0.0	-6%
57748	Viscous Brain Node	0.25	-7%
57749	Glutinous Brain Node	0.0	-6%
57750	Fibrous Coils	0.0	-6%
57751	Viscous Clusters	0.0	-6%
57752	Mucilaginous Nodules	0.0	-6%
57753	Mucilaginous Jelly	0.0	-6%
57754	Mucilaginous Brain Node	0.0	-6%
57755	Fibrous Nodules	0.0	-6%
57756	Viscous Clusters	0.0	-6%
57757	Glutinous Bio-Anomaly	0.0	-6%
57758	Fibrous Jelly	0.25	-7%
57759	Viscous Lobes	0.0	-6%
57760	Glutinous Lobes	0.0	-6%
57761	Glutinous Clusters	0.0	-6%
57762	Soft Brain Node	0.75	-9%
57763	Mucilaginous Lobes	1.0	-10%
57764	Mucilaginous Nodules	0.0	-6%
57765	Soft Brain Node	0.5	-8%
57766	Glutinous Brain Node	0.0	-6%
57767	Mucilaginous Clusters	0.0	-6%
57768	Viscous Coils	0.0	-6%
57769	Soft Lobes	0.25	-7%
57770	Soft Membrane	0.0	-6%
57771	Soft Jelly	0.0	-6%
57772	Fibrous Clusters	0.0	-6%
57773	Viscous Jelly	0.0	-6%
57774	Fibrous Lobes	0.25	-7%
57775	Viscous Brain Node	0.0	-6%
57776	Glutinous Lobes	0.0	-6%
57777	Soft Brain Node	0.0	-6%
57778	Viscous Brain Node	0.0	-6%
57779	Glutinous Nodules	0.0	-6%
57780	Fibrous Nodules	0.0	-6%
57781	Fibrous Jelly	0.0	-6%
57782	Fibrous Jelly	0.0	-6%
57783	Glutinous Coils	0.0	-6%
57784	Glutinous Coils	0.0	-6%
57785	Viscous Tendril	0.0	-6%
57786	Mucilaginous Clusters	0.0	-6%
57787	Glutinous Nodules	0.75	-9%
57788	Glutinous Brain Node	0.0	-6%
57789	Mucilaginous Jelly	0.0	-6%
57790	Glutinous Lobes	0.0	-6%
57791	Glutinous Brain Node	0.0	-6%
57792	Soft Brain Node	0.0	-6%
57793	Soft Clusters	0.5	-8%
57794	Fibrous Brain Node	0.0	-6%
57795	Glutinous Lobes	0.0	-6%
57796	Soft Coils	0.0	-6%
57797	Mucilaginous Nodules	1.0	-10%
57798	Mucilaginous Nodules	0.0	-6%
57799	Glutinous Bio-Anomaly	1.0	-10%
57800	Mucilaginous Brain Node	0.0	-6%
57801	Viscous Brain Node	0.25	-7%
57802	Viscous Brain Node	1.0	-10%
57803	Glutinous Nodules	0.0	-6%
57804	Fibrous Clusters	0.25	-7%
57805	Fibrous Coils	0.25	-7%
57806	Viscous Lobes	0.0	-6%
57807	Viscous Clusters	0.0	-6%
57808	Fibrous Nodules	0.0	-6%
57809	Glutinous Lobes	0.0	-6%
57810	Mucilaginous Membrane	0.0	-6%
57811	Viscous Coils	0.0	-6%
57812	Viscous Tendril	0.5	-8%
57813	Soft Bio-Anomaly	0.25	-7%
57814	Soft Clusters	0.0	-6%
57815	Glutinous Lobes	0.5	-8%
57816	Fibrous Nodules	0.0	-6%
57817	Fibrous Brain Node	1.0	-10%
57818	Fibrous Clusters	0.0	-6%
57819	Fibrous Brain Node	0.0	-6%
57820	Fibrous Nodules	0.0	-6%
57821	Soft Clusters	0.0	-6%
57822	Viscous Membrane	0.0	-6%
57823	Glutinous Tendril	0.5	-8%
57824	Glutinous Bio-Anomaly	0.0	-6%
57825	Glutinous Tendril	0.0	-6%
57826	Mucilaginous Jelly	0.0	-6%
57827	Fibrous Coils	0.0	-6%
57828	Soft Clusters	0.0	-6%
57829	Mucilaginous Clusters	0.0	-6%
57830	Viscous Membrane	0.0	-6%
57831	Glutinous Brain Node	0.0	-6%
57832	Glutinous Brain Node	0.0	-6%
57833	Glutinous Coils	0.0	-6%
57834	Mucilaginous Clusters	0.0	-6%
57835	Viscous Jelly	0.5	-8%
