sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage,Ship_Weapons_ShieldLeech
40968,Glassy Lens,0.289,+47%,,
40969,Wandering Retina,0.0,,+16%,
40970,Glassy Fluids,0.0,+36%,,
40971,Wandering Cornea,0.0,,+16%,
40972,Focused Pupil,0.0,,+16%,
40973,Fixated Iris,0.602,+38%,,+74%
40974,Focused Projector,0.503,,+16%,+64%
40975,Fixated Aperture,0.0,+36%,,
40976,Wandering Aperture,0.167,,+17%,
40977,Restless Reflector,0.333,,+18%,
40978,Focused Reflector,0.208,,,+60%
40979,Fixated Lens,0.333,,+18%,
40980,Fixated Retina,0.246,,+19%,+53%
40981,Focused Retina,0.0,+36%,,
40982,Fixated Lens,0.053,+38%,,
40983,Glassy Reflector,0.158,+42%,,
40984,Fixated Cornea,0.042,,,+52%
40985,Fixated Fluids,0.333,,+18%,
40986,Wandering Projector,0.128,,+18%,+51%
40987,Fixated Cornea,0.333,,+18%,
40988,Fixated Mirror,0.0,,+16%,
40989,Restless Cornea,0.146,,,+57%
40990,Fixated Pupil,0.0,+36%,+16%,
40991,Restless Fluids,0.5,,+19%,
40992,Fixated Fluids,0.216,,+16%,+56%
40993,Focused Pupil,0.333,,+18%,
40994,Restless Reflector,0.0,,+16%,
40995,Wandering Cornea,0.053,+38%,,
40996,Focused Projector,0.0,+36%,,+50%
40997,Fixated Pupil,0.0,,+16%,
40998,Fixated Pupil,0.0,,,+50%
40999,Restless Projector,0.0,,+16%,
41000,Focused Projector,0.026,+37%,,
41001,Fixated Fluids,0.438,,,+71%
41002,Focused Mirror,0.0,,+16%,
41003,Restless Fluids,0.042,,,+52%
41004,Focused Iris,0.167,,+17%,
41005,Restless Retina,0.526,+48%,+16%,
41006,Wandering Cornea,0.083,,,+54%
41007,Glassy Fluids,0.053,+38%,,
41008,Focused Retina,0.333,,+18%,
41009,Glassy Iris,0.0,+36%,,
41010,Wandering Reflector,0.167,,,+58%
41011,Fixated Cornea,0.021,,,+51%
41012,Restless Mirror,0.0,+36%,,
41013,Restless Projector,0.079,+39%,,
41014,Wandering Iris,0.718,,+16%,+70%
41015,Restless Reflector,0.062,,,+53%
41016,Restless Retina,0.139,+37%,,+55%
41017,Fixated Mirror,0.105,+40%,,
41018,Restless Projector,0.105,+40%,,
41019,Wandering Mirror,0.146,,,+57%
41020,Glassy Mirror,0.438,,,+71%
41021,Focused Iris,0.211,+44%,,
41022,Wandering Iris,0.211,+37%,+19%,
41023,Fixated Fluids,0.167,,+17%,
41024,Fixated Fluids,0.237,+45%,,
41025,Restless Retina,0.0,,,+50%
41026,Wandering Pupil,0.263,+42%,+16%,
41027,Wandering Fluids,0.359,,+16%,+60%
41028,Focused Retina,0.211,+44%,,
41029,Restless Pupil,0.5,,+19%,
41030,Glassy Cornea,0.167,,+17%,
41031,Glassy Cornea,0.237,+45%,,
41032,Wandering Mirror,0.0,,+16%,
41033,Focused Retina,0.316,+48%,,
41034,Wandering Aperture,0.0,,+16%,
41035,Focused Projector,0.042,,,+52%
41036,Glassy Lens,0.5,,+19%,
41037,Fixated Projector,0.125,,,+56%
41038,Fixated Retina,0.0,,+16%,
41039,Restless Lens,0.465,+43%,,+63%
41040,Focused Fluids,0.0,,,+50%
41041,Fixated Retina,0.026,+37%,,
41042,Focused Iris,0.132,+41%,,
41043,Wandering Mirror,0.187,+39%,+17%,
41044,Focused Aperture,0.234,+45%,,+51%
41045,Fixated Aperture,0.5,,+19%,
41046,Fixated Fluids,0.0,,+16%,
41047,Glassy Iris,0.342,+40%,+19%,
41048,Fixated Retina,0.0,+36%,,
41049,Glassy Reflector,0.0,,+16%,+50%
41050,Wandering Cornea,0.237,+45%,,
41051,Fixated Cornea,0.167,,+17%,
41052,Fixated Mirror,0.271,,,+63%
41053,Glassy Mirror,0.675,+53%,,+62%
41054,Restless Aperture,0.042,,,+52%
41055,Wandering Aperture,0.167,,+17%,
41056,Focused Pupil,0.0,+36%,,
41057,Glassy Fluids,0.489,+47%,,+60%
41058,Fixated Fluids,0.5,,,+74%
41059,Focused Iris,0.421,+52%,,
41060,Glassy Iris,0.417,,,+70%
41061,Fixated Retina,0.079,+39%,,
41062,Fixated Fluids,0.0,,+16%,
41063,Fixated Reflector,0.594,+47%,+18%,
41064,Glassy Lens,0.167,,+17%,
41065,Focused Pupil,0.237,+45%,,
41066,Wandering Lens,0.0,+36%,,
41067,Fixated Projector,0.647,,+16%,+68%
41068,Wandering Reflector,0.0,,+16%,
41069,Restless Aperture,0.395,+51%,,
41070,Fixated Reflector,0.0,+36%,+16%,
41071,Fixated Pupil,0.105,+40%,,
41072,Wandering Fluids,0.5,+55%,,
41073,Wandering Mirror,0.117,+41%,,+50%
41074,Restless Projector,0.021,,,+51%
41075,Fixated Reflector,0.144,,+16%,+54%
41076,Focused Aperture,0.158,+42%,,
41077,Focused Reflector,0.211,+44%,,
41078,Glassy Retina,0.333,,+18%,
41079,Focused Retina,0.271,,,+63%
41080,Glassy Lens,0.021,,,+51%
41081,Restless Retina,0.079,+39%,,
41082,Wandering Aperture,0.079,+39%,,
41083,Restless Fluids,0.438,,,+71%
41084,Wandering Retina,0.0,,+16%,
41085,Wandering Cornea,0.394,+36%,,+67%
41086,Fixated Retina,0.0,+36%,,
41087,Fixated Retina,0.021,,,+51%
41088,Wandering Mirror,0.167,,+17%,
41089,Fixated Pupil,0.19,,+17%,+54%
41090,Glassy Iris,0.0,,+16%,
41091,Wandering Aperture,0.0,,,+50%
41092,Glassy Fluids,0.56,+54%,,+56%
41093,Focused Mirror,0.0,,+16%,
41094,Focused Reflector,0.0,,+16%,
41095,Restless Aperture,0.862,,+16%,+74%
41096,Fixated Lens,0.167,,+17%,
41097,Focused Mirror,0.977,+54%,,+74%
41098,Wandering Fluids,0.395,+51%,,
41099,Fixated Pupil,0.047,+38%,,+50%
41100,Restless Fluids,0.0,+36%,,
41101,Wandering Reflector,0.0,,+16%,
41102,Restless Iris,0.447,+53%,,
41103,Glassy Reflector,0.5,+55%,,
41104,Restless Projector,0.263,+46%,,
41105,Glassy Cornea,0.482,+47%,+16%,
41106,Wandering Pupil,0.289,+47%,,
41107,Wandering Lens,0.056,+36%,+17%,
41108,Focused Fluids,0.167,,+17%,
41109,Wandering Aperture,0.0,,+16%,
41110,Restless Iris,0.188,,,+59%
41111,Restless Mirror,0.0,,+16%,
41112,Fixated Lens,0.333,,,+66%
41113,Focused Iris,0.25,,,+62%
41114,Wandering Mirror,0.374,+42%,+18%,
41115,Glassy Reflector,0.0,,,+50%
41116,Focused Iris,0.0,,,+50%
41117,Restless Projector,0.0,+36%,,
41118,Restless Aperture,0.105,+40%,,
41119,Focused Mirror,0.257,+47%,,+50%
41120,Wandering Pupil,0.271,,,+63%
41121,Focused Cornea,0.0,+36%,,
41122,Restless Mirror,0.257,+46%,,+51%
41123,Fixated Cornea,0.0,+36%,,
41124,Wandering Mirror,0.053,+38%,,
41125,Glassy Lens,0.375,,,+68%
41126,Wandering Pupil,0.125,,,+56%
41127,Wandering Retina,0.0,+36%,+16%,
41128,Glassy Reflector,0.0,+36%,,
41129,Focused Lens,0.0,+36%,,
41130,Wandering Cornea,0.023,+36%,,+51%
41131,Wandering Pupil,0.167,,+17%,
41132,Focused Lens,0.641,,+19%,+64%
41133,Fixated Reflector,0.438,,,+71%
41134,Fixated Reflector,0.042,,,+52%
41135,Fixated Lens,0.026,+37%,,
41136,Focused Projector,0.0,,,+50%
41137,Glassy Aperture,0.229,,,+61%
41138,Fixated Iris,0.237,+45%,,
41139,Focused Fluids,0.026,+37%,,
41140,Fixated Aperture,0.083,,,+54%
41141,Glassy Iris,0.0,,+16%,
41142,Restless Mirror,0.333,,,+66%
41143,Glassy Fluids,0.251,,+16%,+57%
41144,Focused Iris,0.053,+38%,,
41145,Focused Mirror,0.167,,+17%,
41146,Fixated Mirror,0.042,,,+52%
41147,Wandering Lens,0.047,+38%,,+50%
41148,Restless Retina,0.132,+41%,,
41149,Fixated Iris,0.0,+36%,,
41150,Fixated Mirror,0.395,+51%,,
41151,Restless Pupil,0.105,+40%,,
41152,Glassy Cornea,0.292,,,+64%
41153,Restless Aperture,0.132,+39%,+16%,
41154,Wandering Mirror,0.083,,,+54%
41155,Fixated Iris,0.292,,,+64%
41156,Fixated Retina,0.0,+36%,,
41157,Glassy Reflector,0.132,+41%,,
41158,Glassy Pupil,0.0,+36%,,
41159,Wandering Iris,0.167,,+17%,
41160,Restless Lens,0.146,,,+57%
41161,Wandering Iris,0.079,+39%,,
41162,Wandering Aperture,0.0,,+16%,
41163,Fixated Mirror,0.447,+53%,,
41164,Glassy Pupil,0.184,+43%,,
41165,Glassy Mirror,0.07,+38%,,+51%
41166,Wandering Retina,0.208,,,+60%
41167,Focused Aperture,0.056,+36%,+17%,
41168,Focused Mirror,0.167,,+17%,
41169,Restless Cornea,0.0,+36%,,
41170,Focused Retina,0.042,,,+52%
41171,Restless Fluids,0.467,+54%,,+52%
41172,Fixated Cornea,0.374,+52%,,+50%
41173,Wandering Fluids,0.167,,+17%,
41174,Glassy Pupil,0.375,,,+68%
41175,Glassy Lens,0.184,+43%,,
41176,Wandering Pupil,0.026,+37%,,
41177,Fixated Projector,0.0,+36%,,
41178,Restless Pupil,0.072,,+16%,+52%
41179,Focused Lens,0.042,,,+52%
41180,Glassy Reflector,0.044,+37%,+16%,
41181,Glassy Iris,0.104,,,+55%
41182,Focused Fluids,0.062,,,+53%
41183,Wandering Iris,0.289,+47%,,
41184,Focused Retina,0.0,+36%,+16%,
41185,Focused Retina,0.231,+40%,+17%,
41186,Wandering Projector,0.324,+36%,,+64%
41187,Focused Mirror,0.167,,+17%,
41188,Wandering Pupil,0.418,+43%,+18%,
41189,Glassy Iris,0.57,+49%,+16%,
41190,Restless Lens,0.053,+38%,,
41191,Focused Lens,0.629,+54%,,+59%
41192,Focused Cornea,0.458,,,+72%
41193,Focused Cornea,0.0,,+16%,
41194,Glassy Cornea,0.333,,+18%,
41195,Restless Aperture,0.211,+44%,,
41196,Restless Retina,0.375,,,+68%
41197,Glassy Lens,0.0,,+16%,
41198,Focused Lens,0.116,+36%,,+55%
41199,Focused Reflector,0.132,+41%,,
41200,Wandering Retina,0.079,+39%,,
41201,Wandering Iris,0.395,+51%,,
41202,Restless Iris,0.046,,+17%,+50%
41203,Focused Cornea,0.307,+43%,+16%,
41204,Restless Aperture,0.462,+44%,+18%,
41205,Wandering Lens,0.104,,,+55%
41206,Restless Iris,0.0,,+16%,
41207,Fixated Lens,0.419,+45%,,+59%
41208,Restless Cornea,0.062,,,+53%
41209,Wandering Fluids,0.146,,,+57%
41210,Glassy Projector,0.312,,,+65%
41211,Wandering Mirror,0.079,+39%,,
41212,Restless Reflector,0.25,,,+62%
41213,Restless Reflector,0.813,+52%,+18%,
41214,Fixated Cornea,0.474,+54%,,
41215,Wandering Iris,0.167,,,+58%
41216,Restless Retina,0.0,+36%,+16%,
41217,Wandering Mirror,0.044,+37%,+16%,
41218,Restless Iris,0.713,,+19%,+66%
41219,Glassy Fluids,0.211,+45%,,+50%
41220,Wandering Aperture,0.0,+36%,,
41221,Glassy Iris,0.0,,+16%,
41222,Wandering Aperture,0.482,+47%,+16%,
41223,Glassy Fluids,0.0,,,+50%
41224,Restless Pupil,0.257,+46%,,+51%
41225,Glassy Projector,0.047,+38%,,+50%
41226,Fixated Reflector,0.0,,+16%,
41227,Fixated Cornea,0.333,,,+66%
41228,Wandering Pupil,0.105,+40%,,
41229,Glassy Projector,0.083,,,+54%
41230,Wandering Fluids,0.396,,,+69%
41231,Wandering Lens,0.105,+40%,,
41232,Fixated Cornea,0.0,,+16%,
41233,Wandering Cornea,0.0,,,+50%
41234,Restless Pupil,0.5,+55%,,
41235,Wandering Iris,0.0,,+16%,
41236,Glassy Reflector,0.083,,,+54%
41237,Glassy Retina,0.0,,+16%,+50%
41238,Fixated Cornea,0.0,,,+50%
41239,Glassy Projector,0.0,,+16%,
41240,Restless Mirror,0.184,+43%,,
41241,Glassy Lens,0.105,+40%,,
41242,Fixated Iris,0.188,,,+59%
41243,Restless Fluids,0.333,,+18%,
41244,Focused Iris,0.0,,+16%,
41245,Restless Mirror,0.184,+43%,,
41246,Fixated Aperture,0.375,,,+68%
41247,Wandering Cornea,0.046,+36%,,+52%
41248,Focused Iris,0.229,,,+61%
41249,Fixated Reflector,0.0,,+16%,
41250,Fixated Retina,0.0,,+16%,
41251,Glassy Lens,0.0,+36%,+16%,
41252,Restless Mirror,0.14,+42%,,+50%
41253,Wandering Aperture,0.342,+49%,,
41254,Wandering Lens,0.558,+45%,,+65%
41255,Fixated Projector,0.026,+37%,,
41256,Fixated Projector,0.316,+48%,,
41257,Restless Cornea,0.789,+54%,+16%,
41258,Focused Fluids,0.072,,+16%,+52%
41259,Glassy Projector,0.5,,+19%,
41260,Glassy Aperture,0.026,+37%,,
41261,Restless Projector,0.167,,+17%,
41262,Focused Iris,0.07,+38%,,+51%
41263,Glassy Iris,0.083,,,+54%
41264,Fixated Reflector,0.146,,,+57%
41265,Focused Pupil,0.342,+49%,,
41266,Wandering Cornea,0.021,,,+51%
41267,Glassy Iris,0.349,+43%,,+58%
41268,Restless Cornea,0.167,,+17%,
41269,Restless Pupil,0.132,+39%,+16%,
41270,Wandering Lens,0.292,,,+64%
41271,Restless Projector,0.702,+52%,+16%,
41272,Wandering Reflector,0.395,+51%,,
41273,Fixated Retina,0.0,+36%,,
41274,Glassy Mirror,0.236,,+18%,+54%
41275,Glassy Retina,0.231,+40%,+17%,
41276,Wandering Pupil,0.158,+42%,,
41277,Glassy Retina,0.682,,+16%,+69%
41278,Glassy Projector,0.467,+53%,,+53%
41279,Restless Fluids,0.292,,,+64%
41280,Wandering Projector,0.45,+45%,+17%,
41281,Fixated Lens,0.0,,+16%,
41282,Fixated Cornea,0.0,+36%,+16%,
41283,Restless Retina,0.5,,+19%,
41284,Wandering Cornea,0.458,,,+72%
41285,Glassy Projector,0.944,+55%,+18%,
41286,Fixated Cornea,0.0,+36%,,
41287,Wandering Projector,0.042,,,+52%
41288,Wandering Reflector,0.0,,+16%,
41289,Glassy Mirror,0.479,,,+73%
41290,Glassy Retina,0.462,+44%,+18%,
41291,Glassy Aperture,0.167,,+17%,
41292,Restless Pupil,0.0,+36%,,
41293,Glassy Cornea,0.026,+37%,,
41294,Wandering Projector,0.0,,+16%,
41295,Fixated Iris,0.083,,,+54%
41296,Glassy Mirror,0.342,+49%,,
41297,Wandering Cornea,0.108,,+16%,+53%
41298,Wandering Projector,0.0,+36%,,
41299,Fixated Cornea,0.231,+40%,+17%,
41300,Focused Pupil,0.026,+37%,,
41301,Focused Cornea,0.167,,+17%,
41302,Wandering Reflector,0.375,,,+68%
41303,Glassy Fluids,0.0,,+16%,
41304,Focused Pupil,0.0,,,+50%
41305,Fixated Mirror,0.042,,,+52%
41306,Restless Iris,0.0,+36%,,
41307,Glassy Projector,0.088,+38%,+16%,
41308,Focused Aperture,0.395,+44%,,+59%
41309,Wandering Retina,0.0,+36%,+16%,
41310,Fixated Lens,0.0,+36%,,
41311,Wandering Cornea,0.104,,,+55%
41312,Wandering Mirror,0.046,,+17%,+50%
41313,Glassy Reflector,0.394,+36%,,+67%
41314,Glassy Fluids,0.021,,,+51%
41315,Wandering Lens,0.0,+36%,,
41316,Fixated Retina,0.062,,,+53%
41317,Glassy Retina,0.211,+44%,,
41318,Glassy Retina,0.5,,,+74%
41319,Wandering Projector,0.582,+51%,,+60%
41320,Focused Cornea,0.158,+42%,,
41321,Focused Aperture,0.167,,+17%,
41322,Focused Aperture,0.0,+36%,,
41323,Glassy Iris,0.188,,,+59%
41324,Glassy Mirror,0.0,+36%,,
41325,Glassy Aperture,0.167,,+17%,
41326,Restless Pupil,0.764,,+17%,+70%
41327,Fixated Aperture,0.021,,,+51%
41328,Glassy Reflector,0.079,+39%,,
41329,Focused Iris,0.026,+37%,,
41330,Glassy Cornea,0.082,,+17%,+51%
41331,Wandering Mirror,0.0,,+16%,+50%
41332,Glassy Fluids,0.0,,+16%,
41333,Wandering Cornea,0.208,,,+60%
41334,Fixated Cornea,0.021,,,+51%
41335,Restless Pupil,0.042,,,+52%
41336,Focused Cornea,0.219,+41%,+16%,
41337,Fixated Lens,0.421,+54%,,+50%
41338,Restless Aperture,0.0,+36%,,
41339,Restless Projector,0.105,+40%,,
41340,Focused Reflector,0.506,+45%,+18%,
41341,Fixated Projector,0.5,,+19%,
41342,Focused Iris,0.167,,+17%,
41343,Focused Iris,0.042,,,+52%
41344,Fixated Lens,0.5,,+19%,
41345,Focused Lens,0.5,,+19%,
41346,Fixated Reflector,0.0,,,+50%
41347,Restless Fluids,0.116,+37%,,+54%
41348,Fixated Fluids,0.289,+47%,,
41349,Glassy Mirror,0.243,+39%,+18%,
41350,Focused Pupil,0.363,+43%,+17%,
41351,Fixated Mirror,0.0,+36%,,
41352,Restless Fluids,0.208,,,+60%
41353,Focused Lens,0.021,,,+51%
41354,Focused Pupil,0.333,,+18%,
41355,Restless Iris,0.439,+46%,+16%,
41356,Glassy Reflector,0.243,+39%,+18%,
41357,Fixated Projector,0.167,,+17%,
41358,Focused Reflector,0.021,,,+51%
41359,Focused Cornea,0.5,,+19%,
41360,Fixated Iris,0.021,,,+51%
41361,Fixated Mirror,0.042,,,+52%
41362,Restless Retina,0.219,+41%,+16%,
41363,Focused Aperture,0.167,+36%,+19%,
41364,Wandering Aperture,0.0,,,+50%
41365,Glassy Iris,0.167,,+17%,
41366,Fixated Retina,0.184,+43%,,
41367,Focused Projector,0.447,+53%,,
41368,Focused Aperture,0.105,+40%,,
41369,Glassy Retina,0.0,,+16%,
41370,Glassy Mirror,0.0,+36%,,
41371,Wandering Cornea,0.167,,,+58%
41372,Fixated Projector,0.316,+48%,,
41373,Glassy Pupil,0.104,,,+55%
41374,Focused Fluids,0.0,+36%,+16%,
41375,Restless Retina,0.395,+51%,,
41376,Glassy Retina,0.556,+36%,,+74%
41377,Restless Iris,0.0,,+16%,
41378,Wandering Projector,0.257,+47%,,+50%
41379,Restless Iris,0.5,,+19%,
41380,Wandering Mirror,0.479,,,+73%
41381,Glassy Pupil,0.125,,,+56%
41382,Focused Fluids,0.506,+45%,+18%,
41383,Glassy Projector,0.5,,+19%,
41384,Wandering Iris,0.0,+36%,,
41385,Focused Retina,0.132,+41%,,
41386,Focused Aperture,0.026,+37%,,
41387,Glassy Iris,0.167,,,+58%
41388,Restless Projector,0.188,,,+59%
41389,Fixated Projector,0.231,+40%,+17%,
41390,Restless Projector,0.164,+43%,,+50%
41391,Fixated Fluids,0.0,+36%,,
41392,Glassy Reflector,0.132,+41%,,
41393,Fixated Mirror,0.556,+36%,,+74%
41394,Restless Fluids,0.026,+37%,,
41395,Glassy Aperture,0.333,,+18%,
41396,Glassy Cornea,0.5,,+19%,
41397,Fixated Reflector,0.438,,,+71%
41398,Fixated Fluids,0.146,,,+57%
41399,Glassy Projector,0.333,,+18%,
41400,Fixated Mirror,0.062,,,+53%
41401,Restless Reflector,0.271,,,+63%
41402,Wandering Pupil,0.421,+52%,,
41403,Wandering Cornea,0.07,+37%,,+52%
41404,Focused Projector,0.5,,,+74%
41405,Focused Reflector,0.464,+42%,,+64%
41406,Fixated Iris,0.292,,,+64%
41407,Restless Fluids,0.477,,+17%,+62%
41408,Glassy Pupil,0.211,+44%,,
41409,Glassy Projector,0.0,,,+50%
41410,Fixated Aperture,0.167,,+17%,
41411,Wandering Reflector,0.0,+36%,+16%,
41412,Wandering Projector,0.395,,+16%,+61%
41413,Glassy Mirror,0.0,,,+50%
41414,Fixated Fluids,0.417,,,+70%
41415,Glassy Iris,0.5,,+19%,
41416,Fixated Aperture,0.482,+47%,+16%,
41417,Wandering Fluids,0.237,+45%,,
41418,Focused Aperture,0.237,+45%,,
41419,Glassy Fluids,0.0,,+16%,
41420,Glassy Reflector,0.5,+55%,,
41421,Fixated Reflector,0.0,,,+50%
41422,Fixated Reflector,0.042,,,+52%
41423,Restless Cornea,0.105,+40%,,
41424,Focused Mirror,0.479,,,+73%
41425,Restless Cornea,0.0,+36%,,
41426,Restless Mirror,0.944,+55%,+18%,
41427,Fixated Cornea,0.417,,,+70%
41428,Restless Projector,0.781,+50%,+19%,
41429,Fixated Iris,0.104,,,+55%
41430,Focused Mirror,0.0,,+16%,
41431,Fixated Retina,0.132,+39%,+16%,
41432,Fixated Lens,0.0,,+16%,
41433,Focused Projector,0.0,,+16%,
41434,Glassy Lens,0.289,+47%,,
41435,Wandering Fluids,0.079,+39%,,
41436,Glassy Mirror,0.026,+37%,,
41437,Focused Cornea,0.0,,+16%,
41438,Wandering Aperture,0.167,,+17%,
41439,Fixated Reflector,0.083,,,+54%
41440,Focused Projector,0.479,,,+73%
41441,Glassy Aperture,0.167,,+17%,
41442,Fixated Cornea,0.421,+52%,,
41443,Focused Reflector,0.0,,+16%,
41444,Wandering Retina,0.312,,,+65%
41445,Glassy Cornea,0.138,,+19%,+50%
41446,Restless Lens,0.51,+39%,,+69%
41447,Focused Mirror,0.053,+38%,,
41448,Restless Retina,0.254,+38%,+19%,
41449,Wandering Projector,0.611,,+16%,+67%
41450,Wandering Lens,0.164,,+18%,+52%
41451,Glassy Reflector,0.0,,,+50%
41452,Restless Lens,0.0,,+16%,
41453,Focused Retina,0.167,,+17%,
41454,Wandering Retina,0.466,+49%,,+57%
41455,Glassy Iris,0.138,,+19%,+50%
41456,Wandering Retina,0.237,+45%,,
41457,Focused Pupil,0.042,,,+52%
41458,Glassy Reflector,0.056,+36%,+17%,
41459,Fixated Reflector,0.167,,+17%,
41460,Fixated Mirror,0.167,,+17%,
41461,Fixated Reflector,0.0,,+16%,
41462,Wandering Cornea,0.036,,+16%,+51%
41463,Restless Cornea,0.111,+36%,+18%,
41464,Glassy Fluids,0.0,,+16%,
41465,Wandering Mirror,0.138,,+19%,+50%
41466,Glassy Pupil,0.0,+36%,,
41467,Restless Mirror,0.0,,+16%,
41468,Fixated Aperture,0.512,+46%,,+62%
41469,Wandering Mirror,0.211,+37%,+19%,
41470,Wandering Reflector,0.444,+54%,,+51%
41471,Fixated Mirror,0.0,,+16%,
41472,Restless Fluids,0.536,+51%,,+58%
41473,Fixated Iris,0.0,,+16%,
41474,Restless Lens,0.396,,,+69%
41475,Restless Lens,0.0,+36%,,
41476,Glassy Iris,0.079,+39%,,
41477,Restless Lens,0.104,,,+55%
41478,Restless Fluids,0.083,,,+54%
41479,Fixated Aperture,0.053,+38%,,
41480,Wandering Retina,0.053,+38%,,
41481,Wandering Pupil,0.342,+49%,,
41482,Wandering Iris,0.026,+37%,,
41483,Glassy Fluids,0.0,,+16%,
41484,Focused Iris,0.438,,,+71%
41485,Fixated Cornea,0.323,,+16%,+59%
41486,Glassy Reflector,0.79,,+16%,+72%
41487,Glassy Fluids,0.0,,+16%,
41488,Fixated Cornea,0.0,+36%,,
41489,Fixated Reflector,0.862,,+16%,+74%
41490,Glassy Pupil,0.125,,,+56%
41491,Glassy Mirror,0.164,+43%,,+50%
41492,Focused Pupil,0.175,+40%,+16%,
41493,Fixated Iris,0.053,+38%,,
41494,Fixated Mirror,0.0,+36%,,
41495,Restless Projector,0.108,,+16%,+53%
41496,Wandering Fluids,0.333,,+18%,
41497,Restless Cornea,0.026,+37%,,
41498,Glassy Retina,0.021,,,+51%
41499,Restless Pupil,0.359,,+16%,+60%
41500,Restless Retina,0.333,,+18%,
41501,Focused Pupil,0.0,,+16%,
41502,Focused Lens,0.263,+46%,,
41503,Restless Iris,0.0,,,+50%
41504,Fixated Aperture,0.237,+45%,,
41505,Wandering Lens,0.146,,,+57%
41506,Fixated Cornea,0.105,+40%,,
41507,Wandering Pupil,0.146,,,+57%
41508,Restless Iris,0.5,,+19%,
41509,Focused Mirror,0.082,,+17%,+51%
41510,Fixated Projector,0.208,,,+60%
41511,Restless Pupil,0.079,+39%,,
41512,Fixated Mirror,0.333,,,+66%
41513,Focused Pupil,0.271,,,+63%
41514,Fixated Fluids,0.0,+36%,,
41515,Focused Lens,0.0,,+16%,
41516,Fixated Mirror,0.167,,+17%,
41517,Focused Fluids,0.208,,,+60%
41518,Fixated Aperture,0.324,+37%,,+63%
41519,Fixated Pupil,0.056,+36%,+17%,
41520,Focused Pupil,0.047,+37%,,+51%
41521,Focused Aperture,0.333,,+18%,
41522,Focused Pupil,0.0,+36%,+16%,
41523,Glassy Projector,0.0,,+16%,
41524,Fixated Cornea,0.0,,+16%,
41525,Fixated Pupil,0.104,,,+55%
41526,Fixated Cornea,0.167,,+17%,
41527,Restless Pupil,0.229,,,+61%
41528,Focused Cornea,0.104,,,+55%
41529,Glassy Cornea,0.647,,+16%,+68%
41530,Glassy Lens,0.292,,,+64%
41531,Wandering Fluids,0.0,,+16%,
41532,Fixated Mirror,0.5,,+19%,
41533,Focused Reflector,0.026,+37%,,
41534,Wandering Reflector,0.257,+47%,,+50%
41535,Focused Lens,0.0,+36%,,
41536,Focused Iris,0.146,,,+57%
41537,Restless Iris,0.559,+52%,,+58%
41538,Glassy Lens,0.021,,,+51%
41539,Focused Pupil,0.287,,+16%,+58%
41540,Focused Fluids,0.5,,+19%,
41541,Fixated Reflector,0.333,,+18%,
41542,Restless Aperture,0.167,,+17%,
41543,Wandering Reflector,0.0,+36%,,
41544,Focused Cornea,0.0,+36%,+16%,
41545,Wandering Reflector,0.125,,,+56%
41546,Focused Pupil,0.479,,,+73%
41547,Wandering Aperture,0.132,+39%,+16%,
41548,Wandering Retina,0.167,,+17%,
41549,Fixated Lens,0.368,+50%,,
41550,Focused Lens,0.0,,+16%,
41551,Fixated Reflector,0.021,,,+51%
41552,Restless Fluids,0.174,,+19%,+51%
41553,Wandering Lens,0.0,,,+50%
41554,Glassy Lens,0.042,,,+52%
41555,Restless Aperture,0.0,+36%,,
41556,Fixated Lens,0.026,+37%,,
41557,Wandering Fluids,0.237,+45%,,
41558,Fixated Projector,0.188,,,+59%
41559,Wandering Pupil,0.056,+36%,+17%,
41560,Glassy Projector,0.082,,+17%,+51%
41561,Restless Iris,0.333,,+18%,
41562,Fixated Projector,0.219,+41%,+16%,
41563,Glassy Aperture,0.0,+36%,+16%,
41564,Focused Aperture,0.229,,,+61%
41565,Glassy Pupil,0.167,,+17%,
41566,Restless Lens,0.026,+37%,,
41567,Wandering Mirror,0.062,,,+53%
41568,Restless Pupil,0.105,+40%,,
41569,Wandering Pupil,0.583,+53%,,+58%
41570,Fixated Lens,0.467,,+16%,+63%
41571,Glassy Aperture,0.118,,+17%,+52%
41572,Glassy Fluids,0.318,,+19%,+55%
41573,Fixated Reflector,0.718,,+16%,+70%
41574,Glassy Pupil,0.307,+43%,+16%,
41575,Restless Pupil,0.0,,+16%,+50%
41576,Restless Fluids,0.187,+43%,,+51%
41577,Focused Reflector,0.044,+37%,+16%,
41578,Glassy Pupil,0.118,,+17%,+52%
41579,Glassy Cornea,0.167,,+17%,
41580,Restless Aperture,0.079,+39%,,
41581,Focused Projector,0.111,+36%,+18%,
41582,Focused Cornea,0.0,+36%,,
41583,Glassy Fluids,0.079,+39%,,
41584,Focused Projector,0.354,,,+67%
41585,Fixated Cornea,0.282,,+19%,+54%
41586,Restless Lens,0.132,+41%,,
41587,Focused Mirror,0.167,,+17%,
41588,Focused Cornea,0.188,,,+59%
41589,Restless Retina,0.211,+44%,,
41590,Focused Reflector,0.021,,,+51%
41591,Restless Lens,0.132,+41%,,
41592,Fixated Projector,0.167,,,+58%
41593,Wandering Iris,0.079,+39%,,
41594,Restless Fluids,0.354,,,+67%
41595,Focused Projector,0.146,,,+57%
41596,Glassy Mirror,0.292,,,+64%
41597,Glassy Projector,0.396,,,+69%
41598,Focused Lens,0.0,,,+50%
