Seed,Name,Perfection,Ship_Launcher_TakeOffCost
55914,Dripping Clusters,1.0,-20%
55915,Inverted Bio-Anomaly,1.0,-20%
55916,Thinking Coils,0.75,-19%
55917,Prismatic Bio-Anomaly,0.25,-17%
55918,Prismatic Clusters,1.0,-20%
55919,Thinking Brain Node,1.0,-20%
55920,Dripping Tendril,1.0,-20%
55921,Invisible Brain Node,0.75,-19%
55922,Inverted Clusters,0.0,-16%
55923,Invisible Tendril,0.75,-19%
55924,Invisible Bio-Anomaly,1.0,-20%
55925,Dripping Clusters,1.0,-20%
55926,Inverted Bio-Anomaly,1.0,-20%
55927,Inverted Brain Node,1.0,-20%
55928,Invisible Brain Node,1.0,-20%
55929,Prismatic Lobes,0.0,-16%
55930,Prismatic Clusters,0.5,-18%
55931,Dripping Brain Node,0.25,-17%
55932,Dripping Lobes,1.0,-20%
55933,Dripping Bio-Anomaly,0.75,-19%
55934,Invisible Nodules,1.0,-20%
55935,Thinking Brain Node,1.0,-20%
55936,Invisible Lobes,1.0,-20%
55937,Inverted Membrane,1.0,-20%
55938,Inverted Bio-Anomaly,1.0,-20%
55939,Invisible Bio-Anomaly,0.25,-17%
55940,Dripping Brain Node,0.25,-17%
55941,Invisible Clusters,1.0,-20%
55942,Inverted Coils,1.0,-20%
55943,Invisible Brain Node,1.0,-20%
55944,Thinking Clusters,1.0,-20%
55945,Inverted Brain Node,1.0,-20%
55946,Inverted Tendril,1.0,-20%
55947,Dripping Bio-Anomaly,1.0,-20%
55948,Dripping Lobes,0.75,-19%
55949,Invisible Clusters,0.75,-19%
55950,Inverted Clusters,1.0,-20%
55951,Thinking Lobes,0.5,-18%
55952,Dripping Brain Node,1.0,-20%
55953,Inverted Brain Node,1.0,-20%
55954,Prismatic Membrane,0.0,-16%
55955,Thinking Jelly,1.0,-20%
55956,Thinking Tendril,1.0,-20%
55957,Prismatic Clusters,1.0,-20%
55958,Invisible Clusters,1.0,-20%
55959,Thinking Lobes,1.0,-20%
55960,Dripping Jelly,1.0,-20%
55961,Dripping Nodules,1.0,-20%
55962,Inverted Nodules,0.75,-19%
55963,Invisible Brain Node,1.0,-20%
55964,Inverted Jelly,1.0,-20%
55965,Inverted Jelly,1.0,-20%
55966,Inverted Clusters,1.0,-20%
55967,Inverted Jelly,0.75,-19%
55968,Thinking Tendril,1.0,-20%
55969,Invisible Clusters,1.0,-20%
55970,Inverted Lobes,0.75,-19%
55971,Dripping Brain Node,1.0,-20%
55972,Dripping Membrane,0.75,-19%
55973,Prismatic Bio-Anomaly,1.0,-20%
55974,Inverted Coils,1.0,-20%
55975,Dripping Jelly,1.0,-20%
55976,Inverted Brain Node,1.0,-20%
55977,Prismatic Lobes,0.25,-17%
55978,Thinking Clusters,0.25,-17%
55979,Inverted Coils,1.0,-20%
55980,Prismatic Bio-Anomaly,1.0,-20%
55981,Thinking Clusters,0.5,-18%
55982,Invisible Membrane,0.5,-18%
55983,Dripping Nodules,1.0,-20%
55984,Thinking Membrane,1.0,-20%
55985,Invisible Tendril,0.5,-18%
55986,Dripping Lobes,1.0,-20%
55987,Prismatic Brain Node,1.0,-20%
55988,Prismatic Membrane,1.0,-20%
55989,Thinking Clusters,0.75,-19%
55990,Thinking Clusters,0.5,-18%
55991,Thinking Tendril,1.0,-20%
55992,Inverted Lobes,1.0,-20%
55993,Inverted Brain Node,0.5,-18%
55994,Inverted Tendril,1.0,-20%
55995,Invisible Jelly,0.75,-19%
55996,Dripping Membrane,1.0,-20%
55997,Dripping Nodules,1.0,-20%
55998,Invisible Clusters,1.0,-20%
55999,Prismatic Tendril,0.75,-19%
56000,Inverted Brain Node,0.75,-19%
56001,Prismatic Clusters,1.0,-20%
56002,Inverted Membrane,1.0,-20%
56003,Dripping Tendril,1.0,-20%
56004,Inverted Jelly,0.75,-19%
56005,Invisible Lobes,1.0,-20%
56006,Invisible Jelly,0.75,-19%
56007,Dripping Tendril,1.0,-20%
56008,Inverted Clusters,0.0,-16%
56009,Invisible Coils,0.5,-18%
56010,Thinking Clusters,0.75,-19%
56011,Prismatic Bio-Anomaly,1.0,-20%
56012,Inverted Nodules,1.0,-20%
56013,Thinking Tendril,1.0,-20%
56014,Inverted Clusters,1.0,-20%
56015,Thinking Jelly,1.0,-20%
56016,Thinking Brain Node,1.0,-20%
56017,Dripping Coils,1.0,-20%
56018,Thinking Clusters,1.0,-20%
56019,Dripping Membrane,0.0,-16%
56020,Thinking Jelly,1.0,-20%
56021,Prismatic Nodules,1.0,-20%
56022,Prismatic Brain Node,1.0,-20%
56023,Inverted Tendril,1.0,-20%
56024,Dripping Brain Node,1.0,-20%
56025,Prismatic Lobes,1.0,-20%
56026,Thinking Brain Node,1.0,-20%
56027,Invisible Nodules,1.0,-20%
56028,Inverted Coils,1.0,-20%
56029,Thinking Jelly,1.0,-20%
56030,Inverted Membrane,1.0,-20%
56031,Inverted Clusters,1.0,-20%
56032,Inverted Clusters,1.0,-20%
56033,Invisible Bio-Anomaly,1.0,-20%
56034,Inverted Coils,0.5,-18%
56035,Invisible Brain Node,1.0,-20%
56036,Invisible Brain Node,1.0,-20%
56037,Invisible Brain Node,1.0,-20%
56038,Inverted Nodules,0.5,-18%
56039,Inverted Lobes,1.0,-20%
56040,Prismatic Bio-Anomaly,0.5,-18%
56041,Dripping Bio-Anomaly,1.0,-20%
56042,Dripping Bio-Anomaly,1.0,-20%
56043,Inverted Clusters,1.0,-20%
56044,Thinking Coils,1.0,-20%
56045,Thinking Jelly,1.0,-20%
56046,Thinking Tendril,0.75,-19%
56047,Thinking Brain Node,0.25,-17%
56048,Invisible Tendril,0.75,-19%
56049,Invisible Lobes,0.75,-19%
56050,Thinking Brain Node,0.75,-19%
56051,Invisible Brain Node,1.0,-20%
56052,Inverted Bio-Anomaly,1.0,-20%
56053,Invisible Bio-Anomaly,1.0,-20%
56054,Prismatic Coils,1.0,-20%
56055,Thinking Coils,1.0,-20%
56056,Thinking Coils,1.0,-20%
56057,Prismatic Coils,1.0,-20%
56058,Inverted Jelly,1.0,-20%
56059,Dripping Nodules,1.0,-20%
56060,Dripping Brain Node,1.0,-20%
56061,Thinking Clusters,1.0,-20%
56062,Inverted Tendril,0.25,-17%
56063,Prismatic Tendril,1.0,-20%
56064,Inverted Clusters,0.75,-19%
56065,Invisible Clusters,1.0,-20%
56066,Dripping Jelly,1.0,-20%
56067,Dripping Brain Node,0.25,-17%
56068,Thinking Nodules,1.0,-20%
56069,Dripping Lobes,0.25,-17%
56070,Dripping Nodules,0.5,-18%
56071,Prismatic Brain Node,1.0,-20%
56072,Invisible Coils,1.0,-20%
56073,Prismatic Clusters,1.0,-20%
56074,Inverted Brain Node,0.75,-19%
56075,Dripping Nodules,1.0,-20%
56076,Thinking Coils,1.0,-20%
56077,Prismatic Nodules,1.0,-20%
56078,Thinking Brain Node,1.0,-20%
56079,Inverted Bio-Anomaly,1.0,-20%
56080,Invisible Membrane,0.75,-19%
56081,Dripping Brain Node,0.75,-19%
56082,Thinking Clusters,1.0,-20%
56083,Dripping Coils,1.0,-20%
56084,Thinking Jelly,1.0,-20%
56085,Inverted Lobes,1.0,-20%
56086,Dripping Membrane,1.0,-20%
56087,Dripping Jelly,1.0,-20%
56088,Dripping Brain Node,1.0,-20%
56089,Invisible Bio-Anomaly,0.25,-17%
56090,Prismatic Coils,0.5,-18%
56091,Thinking Brain Node,1.0,-20%
56092,Dripping Brain Node,0.75,-19%
56093,Prismatic Jelly,1.0,-20%
56094,Prismatic Lobes,0.5,-18%
56095,Dripping Brain Node,1.0,-20%
56096,Thinking Nodules,1.0,-20%
56097,Dripping Membrane,0.5,-18%
56098,Prismatic Lobes,1.0,-20%
56099,Invisible Brain Node,1.0,-20%
56100,Prismatic Lobes,0.75,-19%
56101,Dripping Tendril,1.0,-20%
56102,Invisible Jelly,0.75,-19%
56103,Thinking Brain Node,0.5,-18%
56104,Inverted Brain Node,1.0,-20%
56105,Dripping Tendril,0.5,-18%
56106,Thinking Nodules,1.0,-20%
56107,Invisible Brain Node,1.0,-20%
56108,Thinking Clusters,1.0,-20%
56109,Invisible Jelly,1.0,-20%
56110,Prismatic Bio-Anomaly,0.75,-19%
56111,Dripping Bio-Anomaly,1.0,-20%
56112,Inverted Nodules,1.0,-20%
56113,Prismatic Tendril,0.5,-18%
56114,Thinking Coils,0.0,-16%
56115,Dripping Clusters,1.0,-20%
56116,Thinking Bio-Anomaly,1.0,-20%
56117,Inverted Lobes,1.0,-20%
56118,Invisible Membrane,1.0,-20%
56119,Dripping Brain Node,1.0,-20%
56120,Thinking Brain Node,0.5,-18%
56121,Thinking Clusters,1.0,-20%
56122,Invisible Clusters,1.0,-20%
56123,Invisible Jelly,1.0,-20%
56124,Dripping Brain Node,1.0,-20%
56125,Prismatic Bio-Anomaly,1.0,-20%
56126,Invisible Clusters,0.0,-16%
56127,Invisible Bio-Anomaly,1.0,-20%
56128,Thinking Brain Node,0.5,-18%
56129,Dripping Brain Node,0.75,-19%
56130,Dripping Nodules,1.0,-20%
56131,Thinking Bio-Anomaly,1.0,-20%
56132,Thinking Jelly,0.5,-18%
56133,Invisible Membrane,1.0,-20%
56134,Prismatic Bio-Anomaly,0.75,-19%
56135,Inverted Bio-Anomaly,1.0,-20%
56136,Prismatic Clusters,1.0,-20%
56137,Invisible Lobes,1.0,-20%
56138,Invisible Lobes,1.0,-20%
56139,Thinking Coils,0.75,-19%
56140,Prismatic Membrane,0.5,-18%
56141,Inverted Jelly,0.25,-17%
56142,Invisible Membrane,0.25,-17%
56143,Thinking Brain Node,1.0,-20%
56144,Inverted Lobes,0.5,-18%
56145,Dripping Nodules,1.0,-20%
56146,Prismatic Clusters,1.0,-20%
56147,Invisible Lobes,1.0,-20%
56148,Thinking Brain Node,1.0,-20%
56149,Inverted Lobes,0.0,-16%
56150,Invisible Tendril,0.75,-19%
56151,Prismatic Membrane,1.0,-20%
56152,Dripping Bio-Anomaly,0.0,-16%
56153,Thinking Bio-Anomaly,1.0,-20%
56154,Inverted Bio-Anomaly,1.0,-20%
56155,Dripping Coils,0.25,-17%
56156,Prismatic Bio-Anomaly,0.75,-19%
56157,Invisible Jelly,1.0,-20%
56158,Inverted Bio-Anomaly,0.75,-19%
56159,Thinking Brain Node,0.0,-16%
56160,Dripping Tendril,0.5,-18%
56161,Inverted Jelly,1.0,-20%
56162,Invisible Lobes,1.0,-20%
56163,Prismatic Jelly,1.0,-20%
56164,Inverted Clusters,0.5,-18%
56165,Invisible Tendril,1.0,-20%
56166,Invisible Brain Node,0.0,-16%
56167,Inverted Membrane,0.5,-18%
56168,Inverted Bio-Anomaly,0.25,-17%
56169,Invisible Brain Node,1.0,-20%
56170,Invisible Brain Node,0.75,-19%
56171,Invisible Clusters,1.0,-20%
56172,Prismatic Nodules,0.25,-17%
56173,Dripping Tendril,0.25,-17%
56174,Thinking Clusters,1.0,-20%
56175,Prismatic Lobes,0.5,-18%
56176,Invisible Jelly,1.0,-20%
56177,Thinking Nodules,0.0,-16%
56178,Prismatic Nodules,1.0,-20%
56179,Dripping Jelly,1.0,-20%
56180,Invisible Brain Node,1.0,-20%
56181,Dripping Membrane,0.75,-19%
56182,Dripping Lobes,1.0,-20%
56183,Thinking Lobes,0.5,-18%
56184,Dripping Coils,0.0,-16%
56185,Dripping Lobes,0.75,-19%
56186,Thinking Bio-Anomaly,0.5,-18%
56187,Inverted Tendril,0.5,-18%
56188,Thinking Brain Node,0.0,-16%
56189,Dripping Jelly,1.0,-20%
56190,Thinking Lobes,1.0,-20%
56191,Inverted Coils,1.0,-20%
56192,Inverted Membrane,0.25,-17%
56193,Invisible Lobes,1.0,-20%
56194,Prismatic Jelly,1.0,-20%
56195,Inverted Clusters,0.75,-19%
56196,Thinking Bio-Anomaly,1.0,-20%
56197,Inverted Clusters,1.0,-20%
56198,Dripping Clusters,1.0,-20%
56199,Dripping Tendril,1.0,-20%
56200,Inverted Coils,1.0,-20%
56201,Inverted Brain Node,0.5,-18%
56202,Prismatic Coils,1.0,-20%
56203,Dripping Nodules,1.0,-20%
56204,Invisible Nodules,1.0,-20%
56205,Invisible Nodules,1.0,-20%
56206,Thinking Nodules,1.0,-20%
56207,Inverted Nodules,1.0,-20%
56208,Dripping Tendril,1.0,-20%
56209,Invisible Membrane,1.0,-20%
56210,Invisible Clusters,1.0,-20%
56211,Invisible Bio-Anomaly,0.75,-19%
56212,Invisible Brain Node,1.0,-20%
56213,Prismatic Lobes,0.75,-19%
56214,Invisible Jelly,1.0,-20%
56215,Dripping Brain Node,1.0,-20%
56216,Prismatic Clusters,1.0,-20%
56217,Invisible Tendril,1.0,-20%
56218,Thinking Clusters,1.0,-20%
56219,Prismatic Membrane,0.25,-17%
56220,Dripping Bio-Anomaly,1.0,-20%
56221,Dripping Jelly,1.0,-20%
56222,Prismatic Tendril,1.0,-20%
56223,Thinking Bio-Anomaly,0.25,-17%
56224,Thinking Jelly,0.25,-17%
56225,Dripping Coils,0.5,-18%
56226,Dripping Bio-Anomaly,1.0,-20%
56227,Prismatic Jelly,1.0,-20%
56228,Inverted Tendril,1.0,-20%
56229,Dripping Bio-Anomaly,1.0,-20%
56230,Prismatic Lobes,0.5,-18%
56231,Prismatic Tendril,1.0,-20%
56232,Dripping Jelly,0.0,-16%
56233,Inverted Tendril,1.0,-20%
56234,Prismatic Clusters,1.0,-20%
56235,Prismatic Nodules,0.75,-19%
56236,Dripping Clusters,1.0,-20%
56237,Invisible Brain Node,1.0,-20%
56238,Invisible Brain Node,1.0,-20%
56239,Prismatic Coils,1.0,-20%
56240,Dripping Coils,1.0,-20%
56241,Thinking Nodules,0.75,-19%
56242,Prismatic Brain Node,0.75,-19%
56243,Dripping Tendril,0.0,-16%
56244,Inverted Lobes,1.0,-20%
56245,Dripping Bio-Anomaly,0.25,-17%
56246,Inverted Coils,1.0,-20%
56247,Invisible Brain Node,1.0,-20%
56248,Prismatic Clusters,1.0,-20%
56249,Dripping Coils,0.25,-17%
56250,Inverted Brain Node,0.0,-16%
56251,Thinking Coils,0.5,-18%
56252,Invisible Tendril,1.0,-20%
56253,Invisible Bio-Anomaly,1.0,-20%
56254,Prismatic Jelly,1.0,-20%
56255,Dripping Nodules,1.0,-20%
56256,Dripping Tendril,1.0,-20%
56257,Thinking Clusters,1.0,-20%
56258,Inverted Clusters,0.5,-18%
56259,Dripping Lobes,1.0,-20%
56260,Inverted Clusters,1.0,-20%
56261,Prismatic Tendril,0.0,-16%
56262,Prismatic Clusters,1.0,-20%
56263,Invisible Bio-Anomaly,1.0,-20%
56264,Inverted Tendril,1.0,-20%
56265,Prismatic Tendril,1.0,-20%
56266,Dripping Coils,1.0,-20%
56267,Thinking Coils,1.0,-20%
56268,Thinking Bio-Anomaly,1.0,-20%
56269,Thinking Bio-Anomaly,1.0,-20%
56270,Invisible Brain Node,0.0,-16%
56271,Prismatic Bio-Anomaly,0.25,-17%
56272,Inverted Bio-Anomaly,1.0,-20%
56273,Thinking Clusters,1.0,-20%
56274,Prismatic Lobes,1.0,-20%
56275,Invisible Tendril,1.0,-20%
56276,Thinking Nodules,0.75,-19%
56277,Thinking Bio-Anomaly,1.0,-20%
56278,Invisible Brain Node,1.0,-20%
56279,Thinking Lobes,1.0,-20%
56280,Thinking Coils,1.0,-20%
56281,Prismatic Tendril,0.75,-19%
56282,Inverted Jelly,0.5,-18%
56283,Invisible Lobes,0.75,-19%
56284,Prismatic Brain Node,0.75,-19%
56285,Invisible Lobes,0.25,-17%
56286,Inverted Membrane,0.75,-19%
56287,Thinking Nodules,0.75,-19%
56288,Thinking Brain Node,1.0,-20%
56289,Prismatic Lobes,1.0,-20%
56290,Thinking Tendril,1.0,-20%
56291,Dripping Brain Node,1.0,-20%
56292,Invisible Membrane,0.25,-17%
56293,Thinking Bio-Anomaly,0.0,-16%
56294,Prismatic Jelly,1.0,-20%
56295,Dripping Membrane,1.0,-20%
56296,Prismatic Coils,0.75,-19%
56297,Thinking Tendril,1.0,-20%
56298,Inverted Jelly,1.0,-20%
56299,Prismatic Brain Node,1.0,-20%
56300,Invisible Lobes,0.25,-17%
56301,Invisible Lobes,1.0,-20%
56302,Prismatic Membrane,0.25,-17%
56303,Thinking Lobes,1.0,-20%
56304,Inverted Brain Node,1.0,-20%
56305,Dripping Coils,0.25,-17%
56306,Prismatic Brain Node,1.0,-20%
56307,Dripping Nodules,0.75,-19%
56308,Thinking Brain Node,1.0,-20%
56309,Invisible Lobes,1.0,-20%
56310,Thinking Clusters,0.25,-17%
56311,Thinking Lobes,0.75,-19%
56312,Thinking Clusters,0.5,-18%
56313,Inverted Brain Node,1.0,-20%
56314,Prismatic Brain Node,0.75,-19%
56315,Prismatic Clusters,0.5,-18%
56316,Dripping Tendril,1.0,-20%
56317,Thinking Membrane,0.5,-18%
56318,Inverted Lobes,1.0,-20%
56319,Prismatic Bio-Anomaly,0.0,-16%
56320,Prismatic Clusters,1.0,-20%
56321,Invisible Bio-Anomaly,0.75,-19%
56322,Invisible Brain Node,1.0,-20%
56323,Dripping Coils,1.0,-20%
56324,Thinking Brain Node,1.0,-20%
56325,Inverted Brain Node,0.75,-19%
56326,Invisible Brain Node,1.0,-20%
56327,Dripping Bio-Anomaly,1.0,-20%
56328,Dripping Membrane,0.0,-16%
56329,Thinking Jelly,0.75,-19%
56330,Dripping Membrane,1.0,-20%
56331,Invisible Nodules,1.0,-20%
56332,Prismatic Bio-Anomaly,0.5,-18%
56333,Prismatic Coils,1.0,-20%
56334,Invisible Nodules,1.0,-20%
56335,Invisible Jelly,1.0,-20%
56336,Dripping Membrane,0.75,-19%
56337,Invisible Bio-Anomaly,1.0,-20%
56338,Inverted Brain Node,1.0,-20%
56339,Dripping Tendril,1.0,-20%
56340,Dripping Brain Node,1.0,-20%
56341,Inverted Lobes,1.0,-20%
56342,Inverted Nodules,1.0,-20%
56343,Inverted Coils,1.0,-20%
56344,Inverted Coils,1.0,-20%
56345,Thinking Brain Node,1.0,-20%
56346,Inverted Bio-Anomaly,1.0,-20%
56347,Prismatic Bio-Anomaly,0.5,-18%
56348,Invisible Brain Node,1.0,-20%
56349,Thinking Tendril,1.0,-20%
56350,Invisible Coils,1.0,-20%
56351,Inverted Brain Node,1.0,-20%
56352,Prismatic Lobes,1.0,-20%
56353,Dripping Nodules,0.0,-16%
56354,Invisible Coils,0.75,-19%
56355,Dripping Coils,1.0,-20%
56356,Prismatic Brain Node,0.5,-18%
56357,Dripping Coils,1.0,-20%
56358,Invisible Jelly,0.75,-19%
56359,Prismatic Membrane,1.0,-20%
56360,Inverted Bio-Anomaly,1.0,-20%
56361,Thinking Bio-Anomaly,1.0,-20%
56362,Inverted Jelly,1.0,-20%
56363,Prismatic Brain Node,1.0,-20%
56364,Dripping Jelly,1.0,-20%
56365,Prismatic Nodules,1.0,-20%
56366,Invisible Nodules,0.5,-18%
56367,Invisible Brain Node,1.0,-20%
56368,Invisible Membrane,0.75,-19%
56369,Invisible Nodules,0.75,-19%
56370,Inverted Brain Node,1.0,-20%
56371,Inverted Nodules,0.75,-19%
56372,Dripping Brain Node,1.0,-20%
56373,Dripping Brain Node,0.5,-18%
56374,Inverted Coils,0.25,-17%
56375,Inverted Tendril,0.25,-17%
56376,Prismatic Brain Node,0.0,-16%
56377,Prismatic Nodules,0.5,-18%
56378,Inverted Membrane,0.75,-19%
56379,Prismatic Nodules,1.0,-20%
56380,Invisible Brain Node,1.0,-20%
56381,Dripping Jelly,0.75,-19%
56382,Invisible Tendril,1.0,-20%
56383,Thinking Nodules,1.0,-20%
56384,Invisible Brain Node,1.0,-20%
56385,Dripping Brain Node,0.5,-18%
56386,Prismatic Membrane,1.0,-20%
56387,Thinking Bio-Anomaly,1.0,-20%
56388,Invisible Bio-Anomaly,1.0,-20%
56389,Inverted Bio-Anomaly,0.75,-19%
56390,Inverted Clusters,1.0,-20%
56391,Dripping Brain Node,1.0,-20%
56392,Inverted Nodules,1.0,-20%
56393,Dripping Lobes,1.0,-20%
56394,Thinking Coils,0.25,-17%
56395,Dripping Nodules,1.0,-20%
56396,Prismatic Clusters,0.0,-16%
56397,Invisible Nodules,0.75,-19%
56398,Prismatic Tendril,0.5,-18%
56399,Inverted Coils,0.5,-18%
56400,Dripping Coils,0.25,-17%
56401,Prismatic Bio-Anomaly,1.0,-20%
56402,Inverted Membrane,0.75,-19%
56403,Dripping Coils,1.0,-20%
56404,Invisible Membrane,1.0,-20%
56405,Dripping Tendril,1.0,-20%
56406,Dripping Coils,1.0,-20%
56407,Inverted Bio-Anomaly,1.0,-20%
56408,Invisible Tendril,0.25,-17%
56409,Thinking Bio-Anomaly,1.0,-20%
56410,Invisible Tendril,1.0,-20%
56411,Prismatic Brain Node,0.5,-18%
56412,Invisible Clusters,0.75,-19%
56413,Thinking Coils,0.0,-16%
56414,Prismatic Coils,1.0,-20%
56415,Dripping Bio-Anomaly,0.5,-18%
56416,Invisible Membrane,1.0,-20%
56417,Invisible Clusters,1.0,-20%
56418,Thinking Brain Node,1.0,-20%
56419,Invisible Tendril,0.75,-19%
56420,Thinking Nodules,0.75,-19%
56421,Inverted Coils,1.0,-20%
56422,Prismatic Bio-Anomaly,0.5,-18%
56423,Invisible Clusters,0.75,-19%
56424,Prismatic Tendril,0.75,-19%
56425,Prismatic Jelly,0.75,-19%
56426,Inverted Membrane,1.0,-20%
56427,Thinking Tendril,1.0,-20%
56428,Thinking Bio-Anomaly,0.75,-19%
56429,Dripping Brain Node,0.25,-17%
56430,Thinking Tendril,1.0,-20%
56431,Invisible Coils,1.0,-20%
56432,Invisible Bio-Anomaly,1.0,-20%
56433,Dripping Bio-Anomaly,0.75,-19%
56434,Prismatic Jelly,1.0,-20%
56435,Dripping Jelly,1.0,-20%
56436,Dripping Clusters,0.25,-17%
56437,Inverted Lobes,0.25,-17%
56438,Inverted Coils,0.25,-17%
56439,Inverted Brain Node,1.0,-20%
56440,Dripping Brain Node,1.0,-20%
56441,Invisible Membrane,0.75,-19%
56442,Thinking Coils,0.75,-19%
56443,Prismatic Clusters,0.5,-18%
56444,Thinking Coils,0.5,-18%
56445,Thinking Brain Node,1.0,-20%
56446,Prismatic Tendril,0.5,-18%
56447,Thinking Tendril,1.0,-20%
56448,Prismatic Brain Node,0.0,-16%
56449,Dripping Nodules,1.0,-20%
56450,Prismatic Membrane,0.5,-18%
56451,Invisible Jelly,0.25,-17%
56452,Dripping Bio-Anomaly,1.0,-20%
56453,Prismatic Nodules,0.75,-19%
56454,Dripping Brain Node,1.0,-20%
56455,Thinking Clusters,0.75,-19%
56456,Dripping Nodules,1.0,-20%
56457,Thinking Bio-Anomaly,1.0,-20%
56458,Inverted Brain Node,1.0,-20%
56459,Invisible Coils,1.0,-20%
56460,Inverted Clusters,1.0,-20%
56461,Inverted Nodules,1.0,-20%
56462,Prismatic Brain Node,1.0,-20%
56463,Thinking Brain Node,1.0,-20%
56464,Prismatic Brain Node,0.75,-19%
56465,Inverted Brain Node,1.0,-20%
56466,Dripping Tendril,1.0,-20%
56467,Thinking Coils,1.0,-20%
56468,Dripping Membrane,1.0,-20%
56469,Prismatic Tendril,1.0,-20%
56470,Prismatic Nodules,0.75,-19%
56471,Dripping Tendril,0.75,-19%
56472,Prismatic Jelly,0.5,-18%
56473,Prismatic Brain Node,1.0,-20%
56474,Thinking Tendril,0.0,-16%
56475,Inverted Jelly,0.75,-19%
56476,Invisible Jelly,1.0,-20%
56477,Thinking Membrane,1.0,-20%
56478,Inverted Clusters,1.0,-20%
56479,Dripping Brain Node,1.0,-20%
56480,Thinking Nodules,1.0,-20%
56481,Dripping Membrane,1.0,-20%
56482,Invisible Membrane,1.0,-20%
56483,Invisible Tendril,1.0,-20%
56484,Invisible Lobes,0.75,-19%
56485,Inverted Membrane,0.25,-17%
56486,Dripping Bio-Anomaly,0.5,-18%
56487,Inverted Tendril,0.75,-19%
56488,Inverted Brain Node,1.0,-20%
56489,Invisible Coils,0.0,-16%
56490,Invisible Brain Node,0.5,-18%
56491,Inverted Brain Node,0.75,-19%
56492,Thinking Bio-Anomaly,1.0,-20%
56493,Prismatic Tendril,0.0,-16%
56494,Thinking Clusters,1.0,-20%
56495,Thinking Bio-Anomaly,1.0,-20%
56496,Prismatic Lobes,1.0,-20%
56497,Prismatic Clusters,1.0,-20%
56498,Prismatic Nodules,1.0,-20%
56499,Dripping Lobes,0.75,-19%
56500,Inverted Brain Node,0.25,-17%
56501,Thinking Membrane,1.0,-20%
56502,Prismatic Bio-Anomaly,0.5,-18%
56503,Dripping Jelly,1.0,-20%
56504,Invisible Coils,1.0,-20%
56505,Dripping Coils,1.0,-20%
56506,Thinking Brain Node,0.75,-19%
56507,Thinking Lobes,0.75,-19%
56508,Dripping Jelly,0.25,-17%
56509,Dripping Coils,1.0,-20%
56510,Inverted Coils,1.0,-20%
56511,Inverted Bio-Anomaly,1.0,-20%
56512,Inverted Nodules,1.0,-20%
56513,Thinking Clusters,1.0,-20%
56514,Prismatic Membrane,1.0,-20%
56515,Invisible Bio-Anomaly,1.0,-20%
56516,Invisible Lobes,0.5,-18%
56517,Thinking Brain Node,1.0,-20%
56518,Invisible Jelly,1.0,-20%
56519,Thinking Brain Node,1.0,-20%
56520,Prismatic Jelly,1.0,-20%
56521,Prismatic Brain Node,1.0,-20%
56522,Inverted Tendril,1.0,-20%
56523,Dripping Jelly,1.0,-20%
56524,Invisible Jelly,1.0,-20%
56525,Dripping Bio-Anomaly,1.0,-20%
56526,Dripping Lobes,1.0,-20%
56527,Prismatic Tendril,1.0,-20%
56528,Inverted Brain Node,1.0,-20%
56529,Prismatic Nodules,1.0,-20%
56530,Invisible Brain Node,1.0,-20%
56531,Invisible Clusters,1.0,-20%
56532,Prismatic Lobes,0.75,-19%
56533,Prismatic Brain Node,1.0,-20%
56534,Inverted Bio-Anomaly,1.0,-20%
56535,Inverted Coils,1.0,-20%
56536,Prismatic Coils,0.0,-16%
56537,Thinking Clusters,0.0,-16%
56538,Prismatic Nodules,1.0,-20%
56539,Inverted Coils,0.0,-16%
56540,Dripping Tendril,1.0,-20%
56541,Dripping Nodules,1.0,-20%
56542,Dripping Tendril,1.0,-20%
56543,Inverted Coils,1.0,-20%
56544,Thinking Brain Node,1.0,-20%
56545,Thinking Jelly,0.5,-18%
56546,Inverted Bio-Anomaly,1.0,-20%
56547,Prismatic Lobes,0.0,-16%
56548,Inverted Coils,0.5,-18%
56549,Invisible Brain Node,0.25,-17%
56550,Invisible Tendril,1.0,-20%
56551,Dripping Tendril,1.0,-20%
56552,Invisible Tendril,1.0,-20%
56553,Inverted Tendril,0.75,-19%
56554,Prismatic Jelly,1.0,-20%
56555,Invisible Brain Node,1.0,-20%
56556,Thinking Coils,1.0,-20%
56557,Thinking Bio-Anomaly,0.5,-18%
56558,Prismatic Membrane,1.0,-20%
56559,Thinking Nodules,1.0,-20%
56560,Prismatic Coils,1.0,-20%
56561,Inverted Coils,1.0,-20%
56562,Dripping Lobes,0.5,-18%
56563,Prismatic Brain Node,0.25,-17%
56564,Inverted Lobes,1.0,-20%
56565,Thinking Coils,1.0,-20%
56566,Invisible Nodules,1.0,-20%
56567,Inverted Membrane,1.0,-20%
56568,Prismatic Bio-Anomaly,1.0,-20%
56569,Thinking Membrane,1.0,-20%
56570,Invisible Bio-Anomaly,1.0,-20%
56571,Dripping Brain Node,0.75,-19%
56572,Invisible Jelly,1.0,-20%
56573,Invisible Jelly,1.0,-20%
56574,Inverted Lobes,0.0,-16%
56575,Invisible Lobes,0.75,-19%
56576,Prismatic Jelly,0.75,-19%
56577,Inverted Brain Node,1.0,-20%
56578,Prismatic Clusters,0.5,-18%
56579,Inverted Coils,1.0,-20%
56580,Prismatic Coils,1.0,-20%
56581,Dripping Jelly,0.25,-17%
